county_name,state_id,size_10
hinds,MS,2.69
hinsdale,CO,1.92
hitchcock,NE,2.28
hocking,OH,2.49
hockley,TX,2.68
hodgeman,KS,2.47
hoke,NC,3
holmes,OH,3.4
holmes,MS,2.75
holmes,FL,2.71
holt,NE,2.37
holt,MO,2.22
hood,TX,2.44
hood river,OR,2.61
hooker,NE,2.13
hopewell city,VA,2.51
hopkins,TX,2.6
hopkins,KY,2.53
horry,SC,2.28
hot spring,AR,2.64
hot springs,WY,2.14
houghton,MI,2.35
houston,TX,2.94
houston,GA,2.65
houston,AL,2.57
houston,MN,2.43
houston,TN,2.4
howard,MD,2.7
howard,AR,2.64
howard,TX,2.58
howard,IN,2.36
howard,MO,2.35
howard,NE,2.35
howard,IA,2.29
howell,MO,2.56
hubbard,MN,2.35
hudson,NJ,2.59
hudspeth,TX,3.2
huerfano,CO,1.97
hughes,OK,2.41
hughes,SD,2.31
humboldt,NV,2.59
humboldt,CA,2.38
humboldt,IA,2.27
humphreys,MS,2.85
humphreys,TN,2.43
hunt,TX,2.7
hunterdon,NJ,2.61
huntingdon,PA,2.42
huntington,IN,2.54
huron,OH,2.57
huron,MI,2.31
hutchinson,TX,2.6
hutchinson,SD,2.41
hyde,SD,2.46
hyde,NC,2.23
iberia parish,LA,2.74
iberville parish,LA,2.62
ida,IA,2.27
idaho,ID,2.32
imperial,CA,3.34
independence,AR,2.37
indian river,FL,2.33
indiana,PA,2.44
ingham,MI,2.4
inyo,CA,2.31
ionia,MI,2.63
iosco,MI,2.32
iowa,WI,2.42
iowa,IA,2.39
iredell,NC,2.64
irion,TX,2.7
iron,UT,2.84
iron,MO,2.4
iron,MI,2.15
iron,WI,1.94
iroquois,IL,2.41
irwin,GA,2.51
isabella,MI,2.53
isanti,MN,2.65
island,WA,2.3
isle of wight,VA,2.55
issaquena,MS,3.05
itasca,MN,2.31
itawamba,MS,2.51
izard,AR,2.26
jack,TX,2.65
jackson,SD,3.09
jackson,MS,2.77
jackson,TX,2.75
jackson,GA,2.73
jackson,MI,2.52
jackson,OH,2.52
jackson,AL,2.51
jackson,KS,2.5
jackson,AR,2.48
jackson,IN,2.48
jackson,WV,2.47
jackson,OK,2.46
jackson,TN,2.46
jackson,MO,2.43
jackson,KY,2.37
jackson,OR,2.37
jackson,IA,2.34
jackson,FL,2.29
jackson,IL,2.29
jackson,WI,2.28
jackson,MN,2.26
jackson,NC,2.23
jackson,CO,2.12
jackson parish,LA,2.66
james city,VA,2.45
jasper,SC,2.91
jasper,GA,2.73
jasper,IN,2.6
jasper,TX,2.54
jasper,MS,2.53
jasper,MO,2.53
jasper,IL,2.4
jasper,IA,2.3
jay,IN,2.56
jeff davis,GA,2.58
jeff davis,TX,2.13
jefferson,ID,3.14
jefferson,OR,2.72
jefferson,MO,2.68
jefferson,FL,2.66
jefferson,GA,2.64
jefferson,WV,2.64
jefferson,AR,2.63
jefferson,MS,2.58
jefferson,TX,2.57
jefferson,WI,2.55
jefferson,KS,2.53
jefferson,NY,2.53
jefferson,OK,2.5
jefferson,TN,2.49
jefferson,AL,2.47
jefferson,PA,2.47
jefferson,CO,2.41
jefferson,IL,2.4
jefferson,IN,2.4
jefferson,KY,2.38
jefferson,MT,2.35
jefferson,NE,2.34
jefferson,OH,2.31
jefferson,IA,2.3
jefferson,WA,2.02
jefferson davis,MS,2.53
jefferson davis parish,LA,2.65
jefferson parish,LA,2.61
jenkins,GA,2.67
jennings,IN,2.55
jerauld,SD,2.25
jerome,ID,2.94
jersey,IL,2.57
jessamine,KY,2.6
jewell,KS,2.17
jim hogg,TX,2.99
jim wells,TX,2.9
jo daviess,IL,2.24
johnson,TX,2.87
johnson,AR,2.65
johnson,IN,2.57
johnson,GA,2.52
johnson,KS,2.51
johnson,KY,2.51
johnson,MO,2.5
johnson,IA,2.32
johnson,TN,2.26
johnson,IL,2.24
johnson,WY,2.2
johnson,NE,2.13
johnston,NC,2.7
johnston,OK,2.27
jones,GA,2.67
jones,MS,2.6
jones,NC,2.46
jones,TX,2.4
jones,IA,2.34
jones,SD,2.28
josephine,OR,2.37
juab,UT,3.22
judith basin,MT,2.27
juneau,WI,2.41
juniata,PA,2.69
kalamazoo,MI,2.41
kalkaska,MI,2.34
kanabec,MN,2.54
kanawha,WV,2.31
kandiyohi,MN,2.39
kane,IL,2.94
kane,UT,2.19
kankakee,IL,2.63
karnes,TX,1.91
kaufman,TX,2.93
kay,OK,2.48
kearney,NE,2.48
kearny,KS,2.76
keith,NE,2.18
kemper,MS,2.38
kendall,IL,2.94
kendall,TX,2.57
kenedy,TX,2.62
kennebec,ME,2.34
kenosha,WI,2.55
kent,DE,2.67
kent,MI,2.58
kent,MD,2.41
kent,RI,2.39
kent,TX,2.09
kenton,KY,2.52
keokuk,IA,2.28
kern,CA,3.14
kerr,TX,2.31
kershaw,SC,2.55
kewaunee,WI,2.48
keweenaw,MI,2.22
keya paha,NE,2.14
kidder,ND,2.1
kimball,NE,2.29
kimble,TX,2.4
king,WA,2.36
king,TX,2.31
king and queen,VA,2.46
king george,VA,2.65
king william,VA,2.62
kingfisher,OK,2.67
kingman,KS,2.22
kings,CA,3.3
kings,NY,2.68
kingsbury,SD,2.14
kinney,TX,2.99
kiowa,KS,2.46
kiowa,OK,2.38
kiowa,CO,2.24
kit carson,CO,2.47
kitsap,WA,2.53
kittitas,WA,2.27
kittson,MN,2.29
klamath,OR,2.38
kleberg,TX,2.74
klickitat,WA,2.37
knott,KY,2.65
knox,OH,2.52
knox,KY,2.44
knox,IN,2.4
knox,ME,2.32
knox,TN,2.31
knox,MO,2.28
knox,NE,2.25
knox,TX,2.25
knox,IL,2.21
koochiching,MN,2.14
kootenai,ID,2.45
kosciusko,IN,2.49
kossuth,IA,2.31
la crosse,WI,2.36
la paz,AZ,1.98
la plata,CO,2.36
la salle,TX,3.17
la salle parish,LA,2.66
labette,KS,2.31
lac qui parle,MN,2.26
lackawanna,PA,2.37
laclede,MO,2.44
lafayette,FL,3.48
lafayette,AR,2.77
lafayette,WI,2.56
lafayette,MS,2.48
lafayette,MO,2.41
lafayette parish,LA,2.51
lafourche parish,LA,2.74
lagrange,IN,3.03
lake,IL,2.84
lake,MI,2.78
lake,IN,2.67
lake,CA,2.53
lake,CO,2.53
lake,FL,2.46
lake,TN,2.44
lake,OH,2.41
lake,MT,2.33
lake,SD,2.27
lake,OR,2.16
lake,MN,2.05
lake of the woods,MN,2.32
lamar,GA,2.69
lamar,TX,2.57
lamar,MS,2.56
lamar,AL,2.43
lamb,TX,2.9
lamoille,VT,2.26
lamoure,ND,2.13
lampasas,TX,2.67
lancaster,PA,2.59
lancaster,SC,2.51
lancaster,NE,2.37
lancaster,VA,2.06
lander,NV,2.78
lane,OR,2.34
lane,KS,2.18
langlade,WI,2.25
lanier,GA,2.76
lapeer,MI,2.67
laporte,IN,2.46
laramie,WY,2.44
larimer,CO,2.4
larue,KY,2.78
las animas,CO,2.39
lasalle,IL,2.47
lassen,CA,2.38
latah,ID,2.26
latimer,OK,2.56
lauderdale,TN,2.66
lauderdale,MS,2.4
lauderdale,AL,2.38
laurel,KY,2.64
laurens,GA,2.64
laurens,SC,2.51
lavaca,TX,2.36
lawrence,KY,2.77
lawrence,TN,2.6
lawrence,MS,2.59
lawrence,AL,2.54
lawrence,MO,2.51
lawrence,OH,2.5
lawrence,IN,2.45
lawrence,PA,2.44
lawrence,AR,2.41
lawrence,IL,2.24
lawrence,SD,2.06
le flore,OK,2.57
le sueur,MN,2.54
lea,NM,2.82
leake,MS,2.98
leavenworth,KS,2.63
lebanon,PA,2.47
lee,GA,2.81
lee,TX,2.68
lee,SC,2.66
lee,AR,2.62
lee,NC,2.61
lee,MS,2.53
lee,IL,2.52
lee,VA,2.51
lee,KY,2.49
lee,FL,2.44
lee,AL,2.41
lee,IA,2.37
leelanau,MI,2.28
leflore,MS,2.82
lehigh,PA,2.52
lemhi,ID,2.21
lenawee,MI,2.57
lenoir,NC,2.38
leon,TX,2.5
leon,FL,2.35
leslie,KY,2.56
letcher,KY,2.53
levy,FL,2.51
lewis,KY,2.74
lewis,TN,2.62
lewis,WA,2.52
lewis,MO,2.51
lewis,NY,2.48
lewis,WV,2.4
lewis,ID,2.28
lewis and clark,MT,2.28
lexington,SC,2.48
lexington city,VA,2.13
liberty,FL,3.47
liberty,TX,2.87
liberty,GA,2.76
liberty,MT,2.76
licking,OH,2.56
limestone,AL,2.52
limestone,TX,2.52
lincoln,AR,2.92
lincoln,MO,2.81
lincoln,ID,2.7
lincoln,NV,2.69
lincoln,WY,2.69
lincoln,OK,2.61
lincoln,SD,2.6
lincoln,MS,2.56
lincoln,NC,2.53
lincoln,WV,2.5
lincoln,KY,2.47
lincoln,TN,2.4
lincoln,NE,2.37
lincoln,CO,2.35
lincoln,GA,2.32
lincoln,NM,2.32
lincoln,MN,2.29
lincoln,WA,2.26
lincoln,ME,2.24
lincoln,KS,2.19
lincoln,OR,2.18
lincoln,WI,2.18
lincoln,MT,2.08
lincoln parish,LA,2.56
linn,MO,2.53
linn,OR,2.53
linn,IA,2.37
linn,KS,2.27
lipscomb,TX,2.85
litchfield,CT,2.45
little river,AR,2.37
live oak,TX,2.62
livingston,MI,2.67
livingston,KY,2.62
livingston,NY,2.45
livingston,MO,2.44
livingston,IL,2.38
livingston parish,LA,2.85
llano,TX,2.21
logan,AR,2.71
logan,OK,2.65
logan,CO,2.54
logan,OH,2.45
logan,WV,2.43
logan,KY,2.39
logan,IL,2.27
logan,ND,2.26
logan,NE,2.13
logan,KS,2.07
long,GA,2.83
lonoke,AR,2.7
lorain,OH,2.53
los alamos,NM,2.38
los angeles,CA,2.97
loudon,TN,2.41
loudoun,VA,3.05
louisa,IA,2.67
louisa,VA,2.43
loup,NE,2.62
love,OK,2.55
loving,TX,1.86
lowndes,AL,2.76
lowndes,GA,2.62
lowndes,MS,2.49
lubbock,TX,2.53
lucas,IA,2.47
lucas,OH,2.43
luce,MI,2.23
lumpkin,GA,2.49
luna,NM,2.71
lunenburg,VA,2.64
luzerne,PA,2.36
lycoming,PA,2.4
lyman,SD,2.56
lynchburg city,VA,2.35
lynn,TX,2.77
lyon,NV,2.86
lyon,IA,2.56
lyon,KS,2.4
lyon,MN,2.35
lyon,KY,2.02
mackinac,MI,2.24
macomb,MI,2.51
macon,GA,2.71
macon,TN,2.61
macon,IL,2.39
macon,MO,2.34
macon,AL,2.33
macon,NC,2.05
macoupin,IL,2.39
madera,CA,3.3
madison,ID,3.49
madison,GA,2.92
madison,TX,2.84
madison,AR,2.67
madison,IA,2.64
madison,MS,2.61
madison,TN,2.56
madison,VA,2.56
madison,FL,2.55
madison,MO,2.54
madison,OH,2.53
madison,NY,2.52
madison,AL,2.49
madison,IN,2.45
madison,KY,2.45
madison,IL,2.44
madison,NE,2.43
madison,NC,2.38
madison,MT,1.97
madison parish,LA,2.62
magoffin,KY,2.83
mahaska,IA,2.39
mahnomen,MN,2.64
mahoning,OH,2.38
major,OK,2.36
malheur,OR,2.68
manassas city,VA,3.06
manassas park city,VA,3.14
manatee,FL,2.4
manistee,MI,2.2
manitowoc,WI,2.35
marathon,WI,2.49
marengo,AL,2.46
maricopa,AZ,2.68
maries,MO,2.51
marin,CA,2.33
marinette,WI,2.1
marion,MS,2.7
marion,SC,2.7
marion,GA,2.65
marion,OR,2.65
marion,IA,2.54
marion,KY,2.54
marion,TN,2.48
marion,OH,2.45
marion,IN,2.44
marion,IL,2.43
marion,WV,2.42
marion,FL,2.39
marion,MO,2.39
marion,AL,2.34
marion,AR,2.31
marion,KS,2.29
marion,TX,2.25
mariposa,CA,2.28
marlboro,SC,2.68
marquette,MI,2.44
marquette,WI,2.28
marshall,MS,2.77
marshall,OK,2.69
marshall,IN,2.63
marshall,AL,2.62
marshall,SD,2.6
marshall,TN,2.53
marshall,IA,2.5
marshall,KY,2.42
marshall,IL,2.41
marshall,WV,2.32
marshall,KS,2.3
marshall,MN,2.28
martin,TX,3.08
martin,KY,2.96
martin,IN,2.49
martin,NC,2.41
martin,FL,2.39
martin,MN,2.28
martinsville city,VA,2.25
mason,WA,2.63
mason,TX,2.53
mason,KY,2.46
mason,WV,2.42
mason,MI,2.32
mason,IL,2.28
massac,IL,2.4
matagorda,TX,2.63
mathews,VA,2.37
maury,TN,2.45
maverick,TX,3.61
mayes,OK,2.52
mcclain,OK,2.77
mccone,MT,2.47
mccook,SD,2.53
mccormick,SC,2.17
mccracken,KY,2.32
mccreary,KY,2.6
mcculloch,TX,2.6
mccurtain,OK,2.44
mcdonald,MO,2.85
mcdonough,IL,2.09
mcdowell,WV,2.67
mcdowell,NC,2.49
mcduffie,GA,2.58
mchenry,IL,2.82
mchenry,ND,2.12
mcintosh,OK,2.58
mcintosh,GA,2.43
mcintosh,ND,2.03
mckean,PA,2.38
mckenzie,ND,2.43
mckinley,NM,3.96
mclean,KY,2.51
mclean,IL,2.5
mclean,ND,2.17
mclennan,TX,2.68
mcleod,MN,2.5
mcminn,TN,2.45
mcmullen,TX,2.92
mcnairy,TN,2.53
mcpherson,NE,2.4
mcpherson,SD,2.38
mcpherson,KS,2.34
meade,KY,2.88
meade,KS,2.55
meade,SD,2.5
meagher,MT,2.63
mecklenburg,NC,2.48
mecklenburg,VA,2.48
mecosta,MI,2.34
medina,TX,2.83
medina,OH,2.63
meeker,MN,2.45
meigs,TN,2.51
meigs,OH,2.44
mellette,SD,2.99
menard,IL,2.48
menard,TX,2.31
mendocino,CA,2.49
menifee,KY,2.71
menominee,WI,2.79
menominee,MI,2.19
merced,CA,3.36
mercer,NJ,2.7
mercer,OH,2.6
mercer,KY,2.51
mercer,WV,2.41
mercer,MO,2.38
mercer,IL,2.36
mercer,PA,2.35
mercer,ND,2.25
meriwether,GA,2.58
merrick,NE,2.47
merrimack,NH,2.46
mesa,CO,2.44
metcalfe,KY,2.49
miami,KS,2.64
miami,IN,2.63
miami,OH,2.46
miami-dade,FL,2.88
middlesex,NJ,2.78
middlesex,MA,2.49
middlesex,VA,2.46
middlesex,CT,2.36
midland,TX,2.66
midland,MI,2.44
mifflin,PA,2.42
milam,TX,2.57
millard,UT,3
mille lacs,MN,2.39
miller,AR,2.53
miller,MO,2.33
miller,GA,2.29
mills,IA,2.56
mills,TX,2.44
milwaukee,WI,2.41
miner,SD,2.2
mineral,WV,2.41
mineral,MT,2.38
mineral,CO,2.06
mineral,NV,2
mingo,WV,2.45
minidoka,ID,2.86
minnehaha,SD,2.44
missaukee,MI,2.54
mississippi,AR,2.69
mississippi,MO,2.61
missoula,MT,2.35
mitchell,GA,2.7
mitchell,IA,2.43
mitchell,KS,2.34
mitchell,TX,2.31
mitchell,NC,2.29
mobile,AL,2.61
modoc,CA,2.33
moffat,CO,2.52
mohave,AZ,2.44
moniteau,MO,2.59
monmouth,NJ,2.67
mono,CA,2.61
monona,IA,2.18
monongalia,WV,2.42
monroe,PA,2.74
monroe,GA,2.69
monroe,IL,2.6
monroe,MI,2.6
monroe,WI,2.52
monroe,AL,2.51
monroe,KY,2.51
monroe,MS,2.5
monroe,TN,2.48
monroe,NY,2.45
monroe,AR,2.42
monroe,FL,2.42
monroe,WV,2.4
monroe,OH,2.36
monroe,IN,2.34
monroe,IA,2.32
monroe,MO,2.31
montague,TX,2.45
montcalm,MI,2.68
monterey,CA,3.12
montezuma,CO,2.28
montgomery,TX,2.82
montgomery,NC,2.69
montgomery,MD,2.66
montgomery,TN,2.64
montgomery,KY,2.56
montgomery,MS,2.55
montgomery,IN,2.53
montgomery,PA,2.51
montgomery,AR,2.5
montgomery,GA,2.48
montgomery,AL,2.46
montgomery,MO,2.45
montgomery,NY,2.43
montgomery,KS,2.4
montgomery,IA,2.36
montgomery,IL,2.34
montgomery,OH,2.34
montgomery,VA,2.34
montmorency,MI,2.27
montour,PA,2.37
montrose,CO,2.44
moody,SD,2.49
moore,TX,3.12
moore,TN,2.61
moore,NC,2.49
mora,NM,2.71
morehouse parish,LA,2.67
morgan,UT,3.32
morgan,IN,2.73
morgan,KY,2.71
morgan,GA,2.65
morgan,CO,2.64
morgan,AL,2.5
morgan,TN,2.46
morgan,WV,2.45
morgan,OH,2.44
morgan,MO,2.4
morgan,IL,2.29
morrill,NE,2.37
morris,NJ,2.69
morris,TX,2.55
morris,KS,2.24
morrison,MN,2.38
morrow,OR,2.87
morrow,OH,2.63
morton,ND,2.46
morton,KS,2.44
motley,TX,2.58
moultrie,IL,2.53
mountrail,ND,2.44
mower,MN,2.4
muhlenberg,KY,2.43
multnomah,OR,2.33
murray,GA,2.8
murray,OK,2.48
murray,MN,2.21
muscatine,IA,2.55
muscogee,GA,2.39
muskegon,MI,2.53
muskingum,OH,2.48
muskogee,OK,2.46
musselshell,MT,2.13
nacogdoches,TX,2.53
nance,NE,2.32
nantucket,MA,2.58
napa,CA,2.61
nash,NC,2.45
nassau,NY,2.95
nassau,FL,2.58
natchitoches parish,LA,2.58
natrona,WY,2.42
navajo,AZ,2.97
navarro,TX,2.65
nelson,KY,2.57
nelson,VA,2.28
nelson,ND,2.14
nemaha,KS,2.41
nemaha,NE,2.18
neosho,KS,2.2
neshoba,MS,2.73
ness,KS,2.23
nevada,AR,2.38
nevada,CA,2.36
new castle,DE,2.6
new hanover,NC,2.3
new haven,CT,2.51
new kent,VA,2.6
new london,CT,2.43
new madrid,MO,2.43
new york,NY,2.09
newaygo,MI,2.54
newberry,SC,2.54
newport,RI,2.3
newport news city,VA,2.45
newton,GA,2.84
newton,TX,2.68
newton,MO,2.63
newton,MS,2.6
newton,IN,2.59
newton,AR,2.36
nez perce,ID,2.37
niagara,NY,2.4
nicholas,KY,2.55
nicholas,WV,2.53
nicollet,MN,2.47
niobrara,WY,2.3
noble,IN,2.67
noble,OK,2.54
noble,OH,2.43
nobles,MN,2.56
nodaway,MO,2.43
nolan,TX,2.52
norfolk,MA,2.52
norfolk city,VA,2.63
norman,MN,2.34
northampton,NC,2.59
northampton,PA,2.52
northampton,VA,2.43
northumberland,PA,2.31
northumberland,VA,2.27
norton,KS,2.15
norton city,VA,2.17
nottoway,VA,2.72
nowata,OK,2.52
noxubee,MS,2.78
nuckolls,NE,2.22
nueces,TX,2.71
nye,NV,2.42
oakland,MI,2.47
obion,TN,2.5
o'brien,IA,2.34
ocean,NJ,2.53
oceana,MI,2.58
ochiltree,TX,2.79
oconee,GA,2.78
oconee,SC,2.43
oconto,WI,2.28
ogemaw,MI,2.62
ogle,IL,2.55
oglethorpe,GA,3.09
ohio,KY,2.66
ohio,IN,2.43
ohio,WV,2.27
okaloosa,FL,2.44
okanogan,WA,2.54
okeechobee,FL,2.84
okfuskee,OK,2.5
oklahoma,OK,2.48
okmulgee,OK,2.52
oktibbeha,MS,2.4
oldham,KY,2.79
oldham,TX,2.72
oliver,ND,2.37
olmsted,MN,2.47
oneida,ID,2.7
oneida,NY,2.39
oneida,WI,2.03
onondaga,NY,2.45
onslow,NC,2.66
ontario,NY,2.4
ontonagon,MI,2.05
orange,CA,2.97
orange,NY,2.85
orange,FL,2.7
orange,TX,2.6
orange,VA,2.52
orange,IN,2.47
orange,NC,2.41
orange,VT,2.37
orangeburg,SC,2.54
oregon,MO,2.39
orleans,NY,2.54
orleans,VT,2.46
orleans parish,LA,2.44
osage,MO,2.58
osage,OK,2.52
osage,KS,2.42
osborne,KS,2.22
osceola,FL,2.76
osceola,MI,2.61
osceola,IA,2.38
oscoda,MI,2.17
oswego,NY,2.55
otero,NM,2.56
otero,CO,2.3
otoe,NE,2.43
otsego,MI,2.46
otsego,NY,2.31
ottawa,MI,2.74
ottawa,KS,2.61
ottawa,OK,2.54
ottawa,OH,2.3
otter tail,MN,2.28
ouachita,AR,2.41
ouachita parish,LA,2.62
ouray,CO,2.54
outagamie,WI,2.49
overton,TN,2.41
owen,IN,2.58
owen,KY,2.33
owsley,KY,3.06
owyhee,ID,2.81
oxford,ME,2.45
ozark,MO,2.44
ozaukee,WI,2.5
pacific,WA,2.16
page,VA,2.48
page,IA,2.19
palm beach,FL,2.45
palo alto,IA,2.24
palo pinto,TX,2.63
pamlico,NC,2.24
panola,MS,2.78
panola,TX,2.66
park,WY,2.27
park,MT,2.19
park,CO,2.18
parke,IN,2.39
parker,TX,2.68
parmer,TX,3.04
pasco,FL,2.45
pasquotank,NC,2.6
passaic,NJ,3
patrick,VA,2.5
paulding,GA,2.89
paulding,OH,2.55
pawnee,OK,2.67
pawnee,NE,2.06
pawnee,KS,1.98
payette,ID,2.7
payne,OK,2.4
peach,GA,2.72
pearl river,MS,2.64
pecos,TX,2.53
pembina,ND,2.2
pemiscot,MO,2.6
pend oreille,WA,2.33
pender,NC,2.42
pendleton,KY,2.72
pendleton,WV,2.18
pennington,SD,2.38
pennington,MN,2.37
penobscot,ME,2.34
peoria,IL,2.38
pepin,WI,2.38
perkins,NE,2.36
perkins,SD,2.12
perquimans,NC,2.43
perry,KY,2.63
perry,OH,2.63
perry,AR,2.6
perry,AL,2.55
perry,MS,2.53
perry,PA,2.5
perry,MO,2.45
perry,IL,2.38
perry,TN,2.34
perry,IN,2.31
pershing,NV,2.38
person,NC,2.49
petersburg city,VA,2.58
petroleum,MT,2.11
pettis,MO,2.52
phelps,MO,2.44
phelps,NE,2.33
philadelphia,PA,2.53
phillips,AR,2.64
phillips,CO,2.35
phillips,KS,2.28
phillips,MT,2.2
piatt,IL,2.49
pickaway,OH,2.63
pickens,GA,2.56
pickens,SC,2.47
pickens,AL,2.46
pickett,TN,2.27
pierce,GA,2.66
pierce,WA,2.57
pierce,WI,2.54
pierce,NE,2.41
pierce,ND,2.08
pike,GA,2.9
pike,AR,2.72
pike,OH,2.64
pike,MS,2.62
pike,PA,2.55
pike,IL,2.42
pike,MO,2.41
pike,IN,2.39
pike,AL,2.38
pike,KY,2.38
pima,AZ,2.46
pinal,AZ,2.56
pine,MN,2.43
pinellas,FL,2.21
pipestone,MN,2.44
piscataquis,ME,2.18
pitkin,CO,2.21
pitt,NC,2.42
pittsburg,OK,2.28
pittsylvania,VA,2.34
piute,UT,2.77
placer,CA,2.58
plaquemines parish,LA,2.84
platte,NE,2.54
platte,MO,2.46
platte,WY,2.31
pleasants,WV,2.82
plumas,CA,2.01
plymouth,MA,2.67
plymouth,IA,2.53
pocahontas,IA,2.18
pocahontas,WV,2.18
poinsett,AR,2.55
pointe coupee parish,LA,2.54
polk,GA,2.77
polk,TN,2.61
polk,FL,2.58
polk,OR,2.57
polk,AR,2.48
polk,MO,2.48
polk,TX,2.48
polk,IA,2.44
polk,NE,2.43
polk,WI,2.42
polk,MN,2.32
polk,NC,2.19
pondera,MT,2.65
pontotoc,MS,2.86
pontotoc,OK,2.38
pope,AR,2.59
pope,IL,2.31
pope,MN,2.24
poquoson city,VA,2.67
portage,OH,2.46
portage,WI,2.39
porter,IN,2.59
portsmouth city,VA,2.49
posey,IN,2.56
pottawatomie,KS,2.66
pottawatomie,OK,2.65
pottawattamie,IA,2.46
potter,TX,2.84
potter,PA,2.37
potter,SD,2.33
powder river,MT,2.4
powell,KY,2.65
powell,MT,2.39
power,ID,2.89
poweshiek,IA,2.23
powhatan,VA,2.46
prairie,AR,2.45
prairie,MT,2.17
pratt,KS,2.26
preble,OH,2.56
prentiss,MS,2.58
presidio,TX,2.94
presque isle,MI,2.16
preston,WV,2.4
price,WI,2.09
prince edward,VA,2.66
prince george,VA,2.83
prince george's,MD,2.76
prince william,VA,3
providence,RI,2.51
prowers,CO,2.48
pueblo,CO,2.47
pulaski,IN,2.63
pulaski,MO,2.58
pulaski,GA,2.47
pulaski,IL,2.44
pulaski,AR,2.38
pulaski,KY,2.37
pulaski,VA,2.27
pushmataha,OK,2.37
putnam,NY,2.71
putnam,OH,2.67
putnam,WV,2.6
putnam,IN,2.58
putnam,FL,2.49
putnam,GA,2.44
putnam,TN,2.44
putnam,IL,2.36
putnam,MO,2.26
quay,NM,2.33
queen anne's,MD,2.69
queens,NY,2.81
quitman,MS,2.63
quitman,GA,2.49
rabun,GA,2.26
racine,WI,2.49
radford city,VA,2.22
rains,TX,2.67
raleigh,WV,2.37
ralls,MO,2.43
ramsey,MN,2.39
ramsey,ND,2.32
randall,TX,2.49
randolph,AL,2.59
randolph,NC,2.53
randolph,IN,2.51
randolph,GA,2.5
randolph,MO,2.5
randolph,AR,2.45
randolph,IL,2.38
randolph,WV,2.36
rankin,MS,2.59
ransom,ND,2.29
rapides parish,LA,2.6
rappahannock,VA,2.33
ravalli,MT,2.35
rawlins,KS,2.19
ray,MO,2.55
reagan,TX,2.88
real,TX,2.39
red lake,MN,2.26
red river,TX,2.5
red river parish,LA,2.78
red willow,NE,2.28
redwood,MN,2.33
reeves,TX,3.4
refugio,TX,2.43
reno,KS,2.32
rensselaer,NY,2.43
renville,MN,2.4
renville,ND,2.18
republic,KS,2.03
reynolds,MO,2.27
rhea,TN,2.55
rice,MN,2.51
rice,KS,2.42
rich,UT,2.86
richardson,NE,2.19
richland,OH,2.45
richland,SC,2.43
richland,WI,2.4
richland,IL,2.39
richland,ND,2.32
richland,MT,2.22
richland parish,LA,2.61
richmond,NY,2.76
richmond,NC,2.63
richmond,VA,2.58
richmond,GA,2.51
richmond city,VA,2.3
riley,KS,2.45
ringgold,IA,2.43
rio arriba,NM,2.65
rio blanco,CO,2.43
rio grande,CO,3.16
ripley,IN,2.64
ripley,MO,2.49
ritchie,WV,2.49
riverside,CA,3.12
roane,WV,2.49
roane,TN,2.36
roanoke,VA,2.37
roanoke city,VA,2.19
roberts,TX,2.67
roberts,SD,2.62
robertson,TN,2.69
robertson,KY,2.67
robertson,TX,2.61
robeson,NC,2.89
rock,WI,2.51
rock,MN,2.45
rock,NE,2.3
rock island,IL,2.37
rockbridge,VA,2.37
rockcastle,KY,2.58
rockdale,GA,2.89
rockingham,NH,2.55
rockingham,VA,2.45
rockingham,NC,2.44
rockland,NY,3.02
rockwall,TX,2.93
roger mills,OK,2.57
rogers,OK,2.7
rolette,ND,2.93
rooks,KS,2.16
roosevelt,MT,3.02
roosevelt,NM,2.74
roscommon,MI,2.17
roseau,MN,2.47
rosebud,MT,2.81
ross,OH,2.52
routt,CO,2.22
rowan,NC,2.52
rowan,KY,2.46
runnels,TX,2.55
rush,IN,2.59
rush,KS,2.06
rusk,TX,2.59
rusk,WI,2.19
russell,AL,2.53
russell,VA,2.5
russell,KY,2.34
russell,KS,2.13
rutherford,TN,2.65
rutherford,NC,2.39
rutland,VT,2.26
sabine,TX,2.4
sabine parish,LA,2.53
sac,IA,2.27
sacramento,CA,2.69
sagadahoc,ME,2.42
saginaw,MI,2.57
saguache,CO,2.22
salem,NJ,2.58
salem city,VA,2.3
saline,NE,2.58
saline,AR,2.55
saline,KS,2.45
saline,MO,2.41
saline,IL,2.31
salt lake,UT,2.94
saluda,SC,2.85
sampson,NC,2.63
san augustine,TX,2.41
san benito,CA,3.14
san bernardino,CA,3.29
san diego,CA,2.75
san francisco,CA,2.31
san jacinto,TX,2.79
san joaquin,CA,3.07
san juan,UT,3.26
san juan,NM,3.01
san juan,WA,1.94
san juan,CO,1.83
san luis obispo,CA,2.43
san mateo,CA,2.72
san miguel,NM,2.31
san miguel,CO,2.26
san patricio,TX,2.86
san saba,TX,2.69
sanborn,SD,2.45
sanders,MT,2.19
sandoval,NM,2.75
sandusky,OH,2.51
sangamon,IL,2.34
sanilac,MI,2.54
sanpete,UT,3.15
santa barbara,CA,2.81
santa clara,CA,2.86
santa cruz,AZ,3.79
santa cruz,CA,2.63
santa fe,NM,2.31
santa rosa,FL,2.63
sarasota,FL,2.2
saratoga,NY,2.46
sargent,ND,2.24
sarpy,NE,2.68
sauk,WI,2.37
saunders,NE,2.52
sawyer,WI,2.05
schenectady,NY,2.53
schleicher,TX,3.24
schley,GA,2.81
schoharie,NY,2.38
