county_name,state_name,size
Stevens,Washington,2.51
Thurston,Washington,2.5
Wahkiakum,Washington,2.25
Walla Walla,Washington,2.45
Whatcom,Washington,2.47
Whitman,Washington,2.31
Yakima,Washington,2.95
Barbour,West Virginia,2.47
Berkeley,West Virginia,2.56
Boone,West Virginia,2.5
Braxton,West Virginia,2.56
Brooke,West Virginia,2.16
Cabell,West Virginia,2.27
Calhoun,West Virginia,2.55
Clay,West Virginia,2.52
Doddridge,West Virginia,2.93
Fayette,West Virginia,2.39
Gilmer,West Virginia,2.58
Grant,West Virginia,2.36
Greenbrier,West Virginia,2.22
Hampshire,West Virginia,2.48
Hancock,West Virginia,2.28
Hardy,West Virginia,2.31
Harrison,West Virginia,2.44
Jackson,West Virginia,2.5
Jefferson,West Virginia,2.65
Kanawha,West Virginia,2.28
Lewis,West Virginia,2.43
Lincoln,West Virginia,2.48
Logan,West Virginia,2.26
McDowell,West Virginia,2.24
Marion,West Virginia,2.39
Marshall,West Virginia,2.46
Mason,West Virginia,2.45
Mercer,West Virginia,2.32
Mineral,West Virginia,2.44
Mingo,West Virginia,2.33
Monongalia,West Virginia,2.5
Monroe,West Virginia,2.41
Morgan,West Virginia,2.36
Nicholas,West Virginia,2.4
Ohio,West Virginia,2.29
Pendleton,West Virginia,2.14
Pleasants,West Virginia,2.46
Pocahontas,West Virginia,2.26
Preston,West Virginia,2.48
Putnam,West Virginia,2.6
Raleigh,West Virginia,2.3
Randolph,West Virginia,2.42
Ritchie,West Virginia,2.33
Roane,West Virginia,2.45
Summers,West Virginia,2.11
Taylor,West Virginia,2.47
Tucker,West Virginia,2.13
Tyler,West Virginia,2.54
Upshur,West Virginia,2.42
Wayne,West Virginia,2.61
Webster,West Virginia,2.3
Wetzel,West Virginia,2.51
Wirt,West Virginia,2.25
Wood,West Virginia,2.37
Wyoming,West Virginia,2.4
Adams,Wisconsin,2.09
Ashland,Wisconsin,2.3
Barron,Wisconsin,2.33
Bayfield,Wisconsin,2.1
Brown,Wisconsin,2.41
Buffalo,Wisconsin,2.26
Burnett,Wisconsin,2.1
Calumet,Wisconsin,2.49
Chippewa,Wisconsin,2.36
Clark,Wisconsin,2.64
Columbia,Wisconsin,2.3
Crawford,Wisconsin,2.3
Dane,Wisconsin,2.33
Dodge,Wisconsin,2.39
Door,Wisconsin,2.03
Douglas,Wisconsin,2.23
Dunn,Wisconsin,2.41
Eau Claire,Wisconsin,2.41
Florence,Wisconsin,2.09
Fond du Lac,Wisconsin,2.37
Forest,Wisconsin,2.21
Grant,Wisconsin,2.43
Green,Wisconsin,2.39
Green Lake,Wisconsin,2.31
Iowa,Wisconsin,2.39
Iron,Wisconsin,1.94
Jackson,Wisconsin,2.34
Jefferson,Wisconsin,2.44
Juneau,Wisconsin,2.28
Kenosha,Wisconsin,2.55
Kewaunee,Wisconsin,2.45
La Crosse,Wisconsin,2.35
Lafayette,Wisconsin,2.45
Langlade,Wisconsin,2.22
Lincoln,Wisconsin,2.13
Manitowoc,Wisconsin,2.26
Marathon,Wisconsin,2.39
Marinette,Wisconsin,2.09
Marquette,Wisconsin,2.24
Menominee,Wisconsin,3.23
Milwaukee,Wisconsin,2.42
Monroe,Wisconsin,2.51
Oconto,Wisconsin,2.31
Oneida,Wisconsin,2.22
Outagamie,Wisconsin,2.46
Ozaukee,Wisconsin,2.41
Pepin,Wisconsin,2.29
Pierce,Wisconsin,2.5
Polk,Wisconsin,2.31
Portage,Wisconsin,2.34
Price,Wisconsin,1.97
Racine,Wisconsin,2.45
Richland,Wisconsin,2.24
Rock,Wisconsin,2.45
Rusk,Wisconsin,2.16
St. Croix,Wisconsin,2.56
Sauk,Wisconsin,2.37
Sawyer,Wisconsin,2.05
Shawano,Wisconsin,2.34
Sheboygan,Wisconsin,2.35
Taylor,Wisconsin,2.33
Trempealeau,Wisconsin,2.4
Vernon,Wisconsin,2.5
Vilas,Wisconsin,1.99
Walworth,Wisconsin,2.43
Washburn,Wisconsin,2.13
Washington,Wisconsin,2.46
Waukesha,Wisconsin,2.49
Waupaca,Wisconsin,2.2
Waushara,Wisconsin,2.28
Winnebago,Wisconsin,2.29
Wood,Wisconsin,2.2
Albany,Wyoming,2.25
Big Horn,Wyoming,2.62
Campbell,Wyoming,2.65
Carbon,Wyoming,2.3
Converse,Wyoming,2.52
Crook,Wyoming,2.63
Fremont,Wyoming,2.62
Goshen,Wyoming,2.38
Hot Springs,Wyoming,2.04
Johnson,Wyoming,2.12
Laramie,Wyoming,2.42
Lincoln,Wyoming,2.66
Natrona,Wyoming,2.38
Niobrara,Wyoming,2.34
Park,Wyoming,2.27
Platte,Wyoming,2.2
Sheridan,Wyoming,2.21
Sublette,Wyoming,2.79
Sweetwater,Wyoming,2.72
Teton,Wyoming,2.22
Uinta,Wyoming,2.58
Washakie,Wyoming,2.26
Weston,Wyoming,2.29
Adjuntas Municipio,Puerto Rico,3.02
Aguada Municipio,Puerto Rico,2.86
Aguadilla Municipio,Puerto Rico,2.31
Aguas Buenas Municipio,Puerto Rico,2.91
Aibonito Municipio,Puerto Rico,2.56
Añasco Municipio,Puerto Rico,2.98
Arecibo Municipio,Puerto Rico,2.55
Arroyo Municipio,Puerto Rico,2.88
Barceloneta Municipio,Puerto Rico,2.93
Barranquitas Municipio,Puerto Rico,3.14
Bayamón Municipio,Puerto Rico,2.49
Cabo Rojo Municipio,Puerto Rico,2.95
Caguas Municipio,Puerto Rico,2.59
Camuy Municipio,Puerto Rico,2.73
Canóvanas Municipio,Puerto Rico,3.06
Carolina Municipio,Puerto Rico,2.42
Cataño Municipio,Puerto Rico,2.7
Cayey Municipio,Puerto Rico,2.65
Ceiba Municipio,Puerto Rico,2.63
Ciales Municipio,Puerto Rico,2.78
Cidra Municipio,Puerto Rico,2.97
Coamo Municipio,Puerto Rico,2.92
Comerío Municipio,Puerto Rico,3.6
Corozal Municipio,Puerto Rico,3.04
Culebra Municipio,Puerto Rico,2.67
Dorado Municipio,Puerto Rico,3.08
Fajardo Municipio,Puerto Rico,2.43
Florida Municipio,Puerto Rico,2.69
Guánica Municipio,Puerto Rico,2.8
Guayama Municipio,Puerto Rico,2.65
Guayanilla Municipio,Puerto Rico,2.75
Guaynabo Municipio,Puerto Rico,2.69
Gurabo Municipio,Puerto Rico,3.18
Hatillo Municipio,Puerto Rico,2.84
Hormigueros Municipio,Puerto Rico,2.48
Humacao Municipio,Puerto Rico,2.88
Isabela Municipio,Puerto Rico,2.69
Jayuya Municipio,Puerto Rico,2.83
Juana Díaz Municipio,Puerto Rico,2.9
Juncos Municipio,Puerto Rico,2.94
Lajas Municipio,Puerto Rico,2.82
Lares Municipio,Puerto Rico,2.44
Las Marías Municipio,Puerto Rico,2.95
Las Piedras Municipio,Puerto Rico,3.06
Loíza Municipio,Puerto Rico,2.87
Luquillo Municipio,Puerto Rico,2.69
Manatí Municipio,Puerto Rico,2.55
Maricao Municipio,Puerto Rico,3.14
Maunabo Municipio,Puerto Rico,2.71
Mayagüez Municipio,Puerto Rico,2.45
Moca Municipio,Puerto Rico,2.62
Morovis Municipio,Puerto Rico,3.16
Naguabo Municipio,Puerto Rico,3.13
Naranjito Municipio,Puerto Rico,3.27
Orocovis Municipio,Puerto Rico,2.96
Patillas Municipio,Puerto Rico,2.72
Peñuelas Municipio,Puerto Rico,2.89
Ponce Municipio,Puerto Rico,2.52
Quebradillas Municipio,Puerto Rico,2.82
Rincón Municipio,Puerto Rico,2.55
Río Grande Municipio,Puerto Rico,3.09
Sabana Grande Municipio,Puerto Rico,3.11
Salinas Municipio,Puerto Rico,2.76
San Germán Municipio,Puerto Rico,2.61
San Juan Municipio,Puerto Rico,2.2
San Lorenzo Municipio,Puerto Rico,2.67
San Sebastián Municipio,Puerto Rico,2.63
Santa Isabel Municipio,Puerto Rico,2.91
Toa Alta Municipio,Puerto Rico,3.22
Toa Baja Municipio,Puerto Rico,2.71
Trujillo Alto Municipio,Puerto Rico,2.7
Utuado Municipio,Puerto Rico,2.77
Vega Alta Municipio,Puerto Rico,2.98
Vega Baja Municipio,Puerto Rico,2.62
Vieques Municipio,Puerto Rico,3.54
Villalba Municipio,Puerto Rico,2.75
Yabucoa Municipio,Puerto Rico,2.81
Yauco Municipio,Puerto Rico,2.94
