DEP_Code,Name,Street_Add,Town_City,Type,Zip Code,tons,Lat,Long,X_Coord,Y_Coord,Status,Score
IH47,CLINICAL RESEARCH CENTER,50 AMES STREET 4TH FL,CAMBRIDGE,IH,2139,7.4898,42.3612466,71.08831,233914.0311,901275.8876,M,100
IH53,CLINTON HOSPITAL,201 HIGHLAND STREET,CLINTON,IH,1510,25.59015,42.42708089,71.6930193,184116.0377,908524.7324,M,100
R3289,Clover,7 Holyoke St,Cambridge,R,2138,75,42.37279354,71.1181019,231454.1232,902547.0573,M,100
R3290,Club Cafe,209 Columbus Ave,Boston,R,2116,75,42.34826542,71.0722211,235246.6169,899840.5213,T,100
R1352,Club Diner,145 Dutton St,Lowell,R,1852,24,42.64509651,71.3134725,215296.7863,932741.0386,M,100
G107,Clydes Bakery Deli Inc,358 Court St,Plymouth,G,2360,15,41.9758553,70.6868353,267393.8828,858708.7841,M,100
R2571,Clydes Roadhouse,642 PROVIDENCE HWY,EAST WALPOLE,R,2081,45,42.14643444,71.2161125,223465.4319,877372.9626,M,56
R3058,Clydes Smoke House Saloon,642 PROVIDENCE HWY,EAST WALPOLE,R,2081,60,42.14643444,71.2161125,223465.4319,877372.9626,M,36
R2109,Coachmen's Lodge,273 Wrentham Rd,Bellingham,R,2019,37.5,42.02604951,71.4765203,201944.4544,863962.8746,M,100
R87,Cobblestone Restaurant,7 S 6thSt,New Bedford,R,2740,15,41.63362608,70.9275828,247696.5386,820536.7422,M,100
R3059,Cobblestones,91 Dutton St,Lowell,R,1852,60,42.64538757,71.3132157,215317.7721,932773.4182,M,100
F163,Coca Cola,160 Industrial Ave E,Lowell,F,1852,,42.61598987,71.3165954,215047.63,929507.1878,M,100
F164,Coca Cola,370 Route 130,Sandwich,F,2563,,41.7238558,70.4896532,284066.8849,830896.2049,M,100
F165,Coca Cola,45 Industrial Dr,Northampton,F,1060,,42.33363795,72.6292049,106940.575,898743.3711,M,100
F166,Coca Cola,80 2nd Ave,Waltham,F,2451,,42.39436025,71.2646546,219377.0904,904898.9469,M,100
F167,Coca Cola,9 B St,Needham Heights,F,2494,,42.29725032,71.2189138,223178.6749,894123.7819,M,100
W82,Coca Cola,2 Sassacus Dr,Westborough,W,1581,,42.27619607,71.6472855,187850.6186,891757.478,M,66
W83,Coca Cola,825 Granite St,Braintree,W,2184,,42.20250052,71.024151,239297.613,883670.944,M,66
R3692,Cocke N Kettle Restaurant,240 S Main St,Uxbridge,R,1569,120,42.06480501,71.6225331,189858.6798,868274.4894,M,100
F168,Coffee Break,225 North Ave,Wakefield,F,1880,,42.50196148,71.0751635,234919.1448,916911.4243,M,100
R1585,Coffee Break Cafe,131 Pearl St,Braintree,R,2184,30,42.20260172,71.0008205,241224.2536,883693.1964,M,100
R2414,Coffee Break Cafe,12 Old Colony Ave,Quincy,R,2170,42,42.26554104,71.0186145,239715.3205,890675.5558,M,100
R816,Coffee Express & More,64 E Howard St,Quincy,R,2169,19.5,42.23859516,70.9789593,243005.2015,887701.8418,M,100
F169,Coffee Roasters International,235 Salem St,Woburn,F,1801,,42.4889332,71.1327824,230189.4661,915442.262,M,100
R1035,Cohasset On The Green,494 Eastford Rd,Southbridge,R,1550,22.5,42.05989155,72.0488142,154574.7758,867867.6016,M,100
F170,Cohen's United Baking Inc,26 Washburn St,Worcester,F,1610,,42.2454118,71.8086265,174529.4942,888373.7216,M,100
F171,Cold Atlantic Seafood Inc,35 Homers Wharf,New Bedford,F,2740,,41.63271901,70.9212322,248226.3746,820439.569,M,96
R1913,Cold Stone Creamery,92 Derby St,Hingham,R,2043,31.5,42.1803779,70.9063212,249045.4544,881274.7835,M,100
F172,Coldwater Seafood,60 Commercial St,Everett,F,2149,,42.39125597,71.056176,236543.7819,904622.4735,M,100
G108,Colellas Super Market Inc,61 Main St,Hopkinton,G,1748,102,42.2283963,71.522115,198174.3904,886437.8989,M,100
IH179,COLEMAN HOUSE,112 WEST MAIN STREET,NORTHBOROUGH,IH,1532,14.7825,42.31854591,71.6497892,187652.3524,896461.851,M,100
R537,Coles Tavern,553 Washington St,Franklin,R,2038,18,42.05909318,71.4159738,206954.9626,867636.2127,M,100
G109,Colettis Market,470 N Main St,Raynham,G,2767,15,41.93565041,71.0514365,237200.1556,854019.8138,M,100
R892,Colleen's,61 High St,Medford,R,2155,21,42.41865418,71.1112924,231991.7533,907643.6311,M,100
IC17,College of the Holy Cross,One College Street,Worcester,IC,1610,199.584,42.2396584,71.8127353,174188.0594,887735.9074,M,100
IH180,COLONIAL HEIGHTS CARE & REHAB,555 SOUTH UNION STREET,LAWRENCE,IH,1843,29.565,42.68766639,71.1529077,228445.1093,937511.1057,M,100
C36,Colonial Hotel,625 Betty Spring Rd,Gardner,C,1440,0,42.56595068,71.9480431,163210.7517,924029.1095,M,100
R1036,Colonial House Inn,277 Main St,Yarmouth Port,R,2675,22.5,41.7061395,70.2423377,304672.6754,829202.2911,M,100
C37,"Colonial Inn, The",48 Monument Sq,Concord,C,1742,0,42.4613367,71.3495461,212374.4624,912322.7744,M,100
IH181,COLONIAL NURSING & REHAB CENTE,125 BROAD STREET,WEYMOUTH,IH,2188,67.3425,42.21681939,70.9611175,244493.0678,885292.3216,M,100
R1037,Colonial Pizza,234 Main St,Williamstown,R,1267,22.5,42.70199164,73.1845714,61985.03201,940407.5007,M,100
R2110,Colonial Restaurant,39 Main St,Plymouth,R,2360,37.5,41.95649533,70.6644415,269270.8532,856576.5204,M,100
R2910,Colonial Restaurant,290 Thompson Rd,Webster,R,1570,52.5,42.03342586,71.8554639,170565.9694,864843.2329,M,100
C38,Colonnade Hotel,120 Huntington Ave,Boston,C,2116,18.3,42.3457595,71.0813535,234495.5294,899558.443,M,100
IH182,COLONY HOUSE NURSING & REHAB C,277 WASHINGTON STREET,ABINGTON,IH,2351,30.222,42.10095221,70.9497076,245518.1485,872428.9492,M,100
R538,Color Restaurant,166 Harvard Ave,Allston,R,2134,18,42.35140562,71.1315662,230355.4332,900166.499,M,100
R3060,Coluisum Banquet House,943 Memorial Ave,West Springfield,R,1089,60,42.09491,72.612825,107944.4525,872211.5163,M,100
F173,Columbus Baking Co Inc,34 W Dane St 36,Beverly,F,1915,,42.55212218,70.8821354,250744.3672,922580.1746,M,100
R2111,Comets,22 Westford Rd,Tyngsboro,R,1879,37.5,42.66778333,71.4211067,206467.5727,935247.4838,M,100
F174,Comfort Foods Inc,25 Commerce Way,North Andover,F,1845,,42.72454224,71.1227142,230901.4155,941618.0149,M,100
W84,"Comfort Foods, Inc.",25 Commerce Way Ste 5,North Andover,W,1845,,42.24539356,71.1547143,228495.9285,888383.2929,T,66
C39,Comfort Inn,1055 South St,Pittsfield,C,1201,0,42.4085309,73.2634249,54851.66512,907946.7241,M,100
R1038,Common Ground,85 Harvard Ave,Allston,R,2134,22.5,42.35353696,71.1322085,230301.4967,900403.0108,M,100
R1586,Common Ground Cafe,2243 Dorchester Ave,Boston,R,2124,30,42.273652,71.0676957,235661.4865,891554.7776,M,100
R2911,Common Ground Restaurant,25 Park Ave,West Springfield,R,1089,52.5,42.106925,72.61657,107652.144,873549.9741,M,100
R3817,Common Market Restaurants,97 Willard St,Quincy,R,2169,300,42.2518384,71.0368363,238220.2603,889145.2409,M,100
IH183,COMMONS RESIDENCE AT ORCHARD C,1 DEL POND DRIVE,CANTON,IH,2021,14.7825,42.17252917,71.1115652,232093.7975,880305.3961,M,100
W85,"Community Suffolk, Inc.",304 2nd St,Everett,W,2149,,42.36500964,71.0799379,234601.6422,901697.2318,T,66
R2112,Companion's Take Out,488 Broadway,Revere,R,2151,37.5,42.4117928,71.0112259,240231.7966,906923.8562,M,100
G110,Compare Supermarkets Inc,2 Adams St,Lynn,G,1902,30,42.47363091,70.9414639,245928.9668,913827.874,M,100
IS3,Concord Academy,166 Main Street,Concord,IS,1742,23.743125,42.45912882,71.3542822,211985.3467,912076.8483,M,100
IH184,CONCORD HEALTH CARE CENTER,57 OLD ROAD TO NINE ACRE CORNE,CONCORD,IH,1742,44.3475,42.45387803,71.3760521,210195.6145,911490.7647,M,69
F175,Concord Tea Cakes,50 Beharrell St,Concord,F,1742,,42.45724132,71.3948029,208652.7651,911862.2847,M,100
W86,Condakes,34 Market St Ste 21,Everett,W,2149,,42.85881168,70.9297154,246608.9634,956621.5672,T,66
R405,Coney Island Lunch,158 Southbridge St,Worcester,R,1608,16.5,42.25795654,71.803915,174923.2889,889765.7147,M,100
R1039,Connie's Stagecoach Restaurant,11 Ferry Rd,Salisbury,R,1952,22.5,42.83866315,70.8565544,252605.142,954425.8134,M,100
F176,Conopco Inc (Good Humor Breyers),,Framingham,F,1701,,42.31250402,71.3920606,208898.6738,895785.532,M,100
R88,Conrad's II,728 Washington St,Norwood,R,2062,15,42.19211406,71.2020328,224611.4913,882450.658,M,100
R1040,Conrads Restaurant,531 Pearl St,Stoughton,R,2072,22.5,42.13801608,71.1139087,231917.5225,876471.1042,M,100
R539,Conroy Commons,13 Appian Way,Cambridge,R,2138,18,42.3750188,71.1221436,231120.1458,902792.747,M,100
R3657,Consolidated Restaurant Operations,60 Congress St,Springfield,R,1104,112.5,42.10792169,72.5958032,109371.026,873638.3945,M,100
W87,Constitution Lobster Clambakes,8 Seafood Way Unit 1a,Boston,W,2210,,42.34932477,71.0316514,238588.6544,899975.7479,M,66
R1041,Continental Restaurant of Saugus,266 Broadway,Saugus,R,1906,22.5,42.48523806,71.0187277,239568.2867,915078.4489,M,100
R540,Coogan's Bluff,171 MILK ST,BOSTON,R,2109,18,42.35851293,71.0531402,236812.8012,900986.826,M,100
F177,Cooke Enterprises Co,116 Hillcrest Rd,East Bridgewater,F,2333,,42.00476301,70.9140783,248538.6224,861765.0234,M,100
R1042,Cooke's Seafood,7 Ryans Way,Mashpee,R,2649,22.5,41.62136336,70.4884299,284303.6606,819514.6128,T,100
R1587,Cooke's Seafood,1 S OrleansRd,Orleans,R,2653,30,41.7921257,69.9867272,325775.1467,839096.6469,M,100
F178,Cookie Express,252 Bussey St,Dedham,F,2026,,42.24794368,71.1544863,228513.5965,888666.6186,M,100
IH103,"COOLEY DICKINSON HOSPITAL, INC",30 LOCUST STREET,NORTHAMPTON,IH,1060,87.381,42.33168309,72.6535139,104934.4191,898553.0601,M,100
R2912,Coolidge Corner Clubhouse,307 Harvard St,Brookline,R,2446,52.5,42.34320775,71.1229546,231068.9649,899259.0183,M,100
IH185,COOLIDGE HOUSE,30 WEBSTER STREET,BROOKLINE,IH,2446,60.444,42.34105413,71.1216041,231181.3109,899020.2968,M,100
R3658,Coonamessett Inn,311 Gifford St,Falmouth,R,2540,112.5,41.56124583,70.6101649,274228.3894,812724.783,M,100
W88,"Coosemans Boston, Inc.",124 New England Prod Ctr,Chelsea,W,2150,,42.39529006,71.0527082,236826.9629,905072.0561,M,54
IH186,COPLEY AT STOUGHTON NURS CARE,380 SUMNER STREET,STOUGHTON,IH,2072,40.4055,42.11361182,71.0894887,233949.3108,873769.9356,M,100
C40,Copley Square Hotel,47 Huntington Ave,Boston,C,2116,0,42.34826985,71.0781294,234759.8078,899838.5888,M,100
R1043,Coppa,253 Shawmut Ave,Boston,R,2118,22.5,42.3433871,71.0684419,235560.7405,899300.2309,M,100
R2572,Copperline Caterers,409 Broadway St,Chicopee,R,1020,45,42.14687413,72.5797377,110754.4277,877947.6246,M,100
R3224,Cordelia's Catering,331 Boston Post Rd E # 5,Marlborough,R,1752,72,42.34889709,71.5169018,198607.3945,899822.4382,M,100
IH187,"COREY HILL NURSING HOME, INC.",249 COREY ROAD,BOSTON,IH,2135,14.1255,42.34490683,71.1372503,229890.1957,899442.6361,M,100
R1588,Cork'n Hearth Restaurant,635 Laurel St,Lee,R,1238,30,42.3256794,73.2615175,54818.6007,898742.5498,M,100
R1436,Corner Cafe,369 Barlows Landing Rd,Pocasset,R,2559,27,41.69335455,70.6193655,273309.4325,827389.0428,M,100
F179,Cornerstone,1713 Grand Army Hwy,Swansea,F,2777,,41.76611326,71.2597403,219978.2605,835119.889,M,54
R541,Cornerstone Restaurant The,616 Central St,Leominster,R,1453,18,42.50550992,71.7495599,179488.6886,917248.6329,M,100
R1044,Cornwall On The Square,654 Beacon St Ste 1,Boston,R,2215,22.5,42.3490623,71.09595,233291.0841,899919.5019,M,100
R2573,Corrib Pub & Restaurant,2030 CENTRE ST,WEST ROXBURY,R,2132,45,42.28070773,71.1581532,228196.4048,892304.6226,M,100
R2113,Cosi Sandwich Bar,53 State St,Boston,R,2109,37.5,42.35884973,71.0564387,236540.8736,901022.8167,M,100
W89,"Costas Provisions, Corp.",255 Southampton St,Boston,W,2118,,42.33090853,71.0641316,235922.9925,897915.9827,M,66
R542,Cotali/Mar Restaurant,45 Tania Dr,East Taunton,R,2718,18,41.87175742,71.0385834,238304.4595,846929.0747,M,100
F180,Cottage Street Bakery,5 Cottage St,Orleans,F,2653,,41.79114513,69.9859201,325844.1558,838988.9443,M,100
R3693,Country Caterers,13 Middle St,Newburyport,R,1950,120,42.81056859,70.8693038,251585.9068,951297.0346,M,100
IH188,COUNTRY ESTATES OF AGAWAM,1200 SUFFIELD STREET,AGAWAM,IH,1001,57.816,42.04859892,72.6348779,106051.85,867092.1892,M,100
R406,Country Fare Restaurant,319 Main St,Falmouth,R,2540,16.5,41.55213735,70.6136182,273950.8481,811710.1804,M,100
IH248,COUNTRY GARDENS SKLD NUR & REH,2045 GRAND ARMY HWY,SWANSEA,IH,2777,28.251,41.76611326,71.2597403,219978.2605,835119.889,M,60
IH249,COUNTRY REHABILITATION & NSG C,180 LOW STREET,NEWBURYPORT,IH,1950,36.4635,42.81578944,70.8973874,249284.8334,951860.4057,M,100
G111,Country Sooper,10 Main St,Upton,G,1568,19.5,42.17270293,71.603805,191423.2728,880256.8378,M,100
R407,Country Whip,1173 Main St,Acushnet,R,2743,16.5,41.73698107,70.895542,250284.9345,832034.2757,M,100
IH250,COUNTRYSIDE HEALTH CARE OF MIL,COUNTRYSIDE DRIVE,MILFORD,IH,1757,27.9225,42.14933632,71.5547233,195476.9057,877657.6826,M,63
IH251,"COUNTRYSIDE NURSING HOME, INC.",153 WINTER STREET,FRAMINGHAM,IH,1701,9.855,42.29368763,71.4402108,204930.5675,893691.5915,M,100
R2114,Courtside,291 Cambridge St 99,Cambridge,R,2141,37.5,42.37115878,71.0809024,234518.8369,902379.8602,M,100
C41,Courtyard By Marriott,10 Campanelli Dr,Andover,C,1810,0,42.69213691,71.2017904,224437.3336,937992.5639,M,100
C42,Courtyard By Marriott,275 Independence Way,Danvers,C,1923,0,42.55412806,70.9374166,246202.7961,922771.5709,M,100
C43,Courtyard By Marriott,30 Industrial Ave E,Lowell,C,1852,0,42.6137791,71.3167687,215033.941,929261.5763,M,100
C44,Courtyard By Marriott,300 River Ridge Dr,Norwood,C,2062,0,42.17436362,71.1912817,225506.6441,880482.2353,M,100
C45,Courtyard By Marriott,37 Paramount Dr,Raynham,C,2767,0,41.90493124,71.0357382,238520.5967,850614.8792,M,100
IH252,COURTYARD NURSING CARE CENTER,200 GOVERNORS AVENUE,MEDFORD,IH,2155,73.584,42.42638799,71.1101831,232079.1229,908503.0972,M,100
R2574,Courtyard Restaurant,270 Huttleston Ave Ste 15,Fairhaven,R,2719,45,41.6429226,70.8718263,252334.7516,821601.9536,M,100
R2115,Courtyard Restaurant and Pub,1337 County Rd,Cataumet,R,2534,37.5,41.66147452,70.6083762,274261.2298,823857.8987,M,100
G112,Cousins Market Inc,11 E Pleasant St,Amherst,G,1002,22.5,42.37945527,72.5197225,116023.5716,903718.5865,M,100
R1045,Cove Restaurant,4 Vasa St,North Billerica,R,1862,22.5,42.59794227,71.2988039,216512.0829,927505.6866,M,100
IH253,COYNE HEALTHCARE CENTER,56 WEBSTER STREET,ROCKLAND,IH,2370,36.135,42.13213709,70.9141444,248435.967,875912.2176,M,100
R2116,Coyote Flaco,505 Cold Spring Rd,Williamstown,R,1267,37.5,42.70400862,73.2224727,58884.76727,940693.5326,M,100
IH254,COZY CORNER NURSING & REHAB CE,"61 OLD AMHERST ROAD, BOX 405",SUNDERLAND,IH,1375,18.396,42.45900763,72.5763281,111473.7181,912611.7019,M,100
R89,Cozy Corner Restaurant,850 Simonds Rd,Williamstown,R,1267,15,42.73513022,73.2062803,60280.32184,944123.4107,M,100
R90,Cozy Marlboro Cafe,487 Lincoln St,Marlborough,R,1752,15,42.3449314,71.5615066,194931.9083,899383.6328,M,100
R543,Crabapples,553 Palmer Ave,Falmouth,R,2540,18,41.56752896,70.6172714,273628.3784,813416.4393,M,100
R3291,Cracker Barrel,227 Whiting Farms Rd,Holyoke,R,1040,75,42.17728921,72.6403765,105787.7918,881390.8308,M,100
R3292,Cracker Barrel,215 Charlton Rd,Sturbridge,R,1566,75,42.11737229,72.0643717,153329.3438,874260.3234,M,100
R3710,Cracker Barrel,1048 South St Ste 3,Wrentham,R,2093,126,42.03964384,71.3452324,212814.2419,865484.1613,M,100
R3738,Cracker Barrel,1795 Andover St,Tewksbury,R,1876,150,42.64277775,71.2363473,221622.4566,932500.1516,M,100
R3061,Craig's Extarordinary Catering,26 Fernway,Cohasset,R,2025,60,42.24726523,70.8142696,256590.2117,888760.9872,M,100
R1046,Cranberry Cottage,17 Bayberry Rd,Wareham,R,2571,22.5,41.72445791,70.6695941,269094.6023,830801.52,M,100
F181,Cranberry Grower's Svc,2417 Cranberry Hwy,Wareham,F,2571,,41.7803923,70.7435585,262885.4094,836956.5453,M,100
IH255,CRANEVILLE PLACE at DALTON,265 MAIN STREET,DALTON,IH,1226,29.2365,42.47236497,73.177215,62086.11825,914892.8528,M,100
C46,Cranwell Resort Spa & Golf CLB,55 Lee Rd,Lenox,C,1240,0,42.33962172,73.2685947,54267.49895,900302.9458,M,100
IH256,CRAWFORD SKLD NURSING & REHAB,273 OAK GROVE AVENUE,FALL RIVER,IH,2723,36.792,41.70177963,71.1331964,230531.411,828012.0015,M,100
R2913,Crazy Chefs Caterers,520 Foundry St Easton,South Easton,R,2375,52.5,42.02383118,71.1248931,231065.2392,863784.5247,M,100
R1047,Crazy Dough's Pizza Co,36 JFK St,Cambridge,R,2138,22.5,42.3725895,71.1201341,231286.8452,902523.6453,T,100
R544,Crazy Dough's Pizza Company,1124 Boylston St,Boston,R,2215,18,42.34699189,71.0888613,233876.2506,899692.3223,M,100
W90,Cream Crock Dist,50 Worcester Rd,Sterling,W,1564,,42.40833042,72.0964049,150906.3813,906595.6267,T,66
R817,Creative Catering,100 Elliott St,Haverhill,R,1830,19.5,42.7974516,71.0511752,236718.1114,949745.7382,M,100
F182,Creative Creamery,8 Otis Park Dr Ste 4,Bourne,F,2532,,41.71172199,70.5836482,276260.7331,829460.2754,M,100
R545,Creative Entertaining By Roche Bros,150 W Central St,Natick,R,1760,18,42.28254218,71.3768911,210154.0699,892459.2098,M,100
R3293,Creative Pastries,402 Harvard St,Brookline,R,2446,75,42.34512162,71.1266244,230765.6446,899470.2721,M,100
IH618,CRESCENT MANOR REST HOME,5 CRESCENT STREET,GRAFTON,IH,1519,19.053,42.20916384,71.6741746,185617.3744,884316.1283,M,100
F183,Crescent Ridge Dairy Inc,355 Bay Rd,Sharon,F,2067,,42.12683058,71.147485,229146.9749,875216.7018,M,100
W91,Cris Pac Inc,61 Valley St Ste 5,Wakefield,W,1880,,42.0980837,72.6384286,105831.288,872591.9422,T,66
R2914,Crispi's Italian Cuisine,136 Broad St,Bridgewater,R,2324,52.5,41.99394368,70.9740713,243576.1877,860530.9515,M,100
R1048,Cristina's,314 Central St,Leominster,R,1453,22.5,42.5146883,71.7563008,178937.7223,918269.8132,M,100
F184,Crocetti's Oakdale Packing Co,378 Pleasant St,East Bridgewater,F,2333,,42.0405419,70.9827589,242824.9901,865702.1308,M,100
R2575,Crockers Brenden Wild Horse Cafe,392 Cabot St,Beverly,R,1915,45,42.557995,70.880695,250857.9266,923233.3814,M,100
W92,"Crompton Sales, Inc.",60 Danton Dr,Methuen,W,1844,,42.72656815,71.2112873,223646.145,941814.7451,M,66
G113,Cronigs State Road Market,109 State Rd,Tisbury,G,2568,75,42.57412775,71.195479,225001.3295,924885.4472,M,57
W93,Cronin's Ice Cream Inc,15 Dale St,Andover,W,1810,,42.13825047,70.9588678,244734.179,876566.8028,T,66
G114,Crosbys 816,62 Central St,Georgetown,G,1833,75,42.72105545,70.9925036,241568.4438,941285.9945,M,100
G115,Crosbys Market Place,125 Canal St Ste 4,Salem,G,1970,187.5,42.50938378,70.8960551,249634.7947,917824.6595,M,100
G116,Crosbys Marketplace,109 Canal St,Salem,G,1970,45,42.51036789,70.896208,249621.4579,917933.8845,M,100
G117,Crosbys Marketplace,426 Essex St,Salem,G,1970,187.5,42.5165784,70.9055779,248846.6138,918618.3281,M,100
G118,Crosbys Marketplace,3 Summer St,Manchester,G,1944,105,42.57438591,70.7697977,259949.1268,925126.1022,M,100
F185,Cross Country Cooking,284 Rear Bussey St,Dedham,F,2026,,42.24776734,71.1544085,228520.0958,888647.059,M,100
F186,Crossmark,31 Union Ave,Sudbury,F,1776,,42.36292945,71.4221621,206411.9506,901383.8936,M,100
R2915,Crossroads Cafe,405 Nagog Sq,Acton,R,1720,52.5,42.52427643,71.4273825,205966.6589,919305.7689,M,81
W94,Crown Bakery,133 Gold Star Blvd,Worcester,W,1606,,42.29258189,71.802646,175041.6461,893611.3219,M,66
W95,"Crown Coffee Service, Inc.",50 New Salem St,Wakefield,W,1880,,42.50767377,71.0631835,235900.5781,917550.9158,M,66
W96,"Crown Ocean International, Inc.",1380 Tucker Rd,North Dartmouth,W,2747,,41.63754675,70.9825153,243116.7192,820942.9505,M,66
C47,Crown Plaza Boston/ Woburn,2 Forbes Rd,Woburn,C,1801,27.8,42.49560056,71.1237641,230927.5971,916186.0983,M,64
C48,Crowne Boston Natick,1360 Worcester Street,Natick,C,1760,12.8,42.29894005,71.3886023,209185.742,894279.2757,M,100
R91,Crows Nest,170 Water St Ste 31,Plymouth,R,2360,15,41.96222489,70.6685606,268923.1703,857209.5322,M,100
R408,Crustaceans,38 Lake St,Rehoboth,R,2769,16.5,41.81760699,71.2765387,218566.4497,840835.3842,M,100
G119,Ctown Supermarket,790 State St,Springfield,G,1109,30,42.1111675,72.5652894,111899.0516,873966.9135,M,100
IH257,CTR FOR EXTENDED CARE at AMHERS,150 UNIVERSITY DRIVE,AMHERST,IH,1002,44.019,42.36931373,72.5333761,114885.5762,902605.7089,M,100
G120,"Cumberland Farms, Inc.",75 Post Office Park,Wilbraham,G,1095,22.5,42.15072516,72.4416494,122172.3189,878240.0982,M,100
F187,Cunningham Spice,750 Dorchester Ave,Boston,F,2125,,42.3247793,71.0568497,236526.6771,897238.2742,M,100
R92,Cup of The Bay,3 W Central Ave,Onset,R,2558,15,41.74295606,70.6614274,269753.8987,832862.6183,M,100
R93,Currents Restaurant,2 Boland Way,Springfield,R,1103,15,42.1014857,72.5919068,109684.1102,872919.4648,M,100
R3062,Currier & Chives,24 Main St,Maynard,R,1754,60,42.43262434,71.4511183,204022.2294,909123.6717,M,100
IC18,Curry College,1071 Blue Hill Avenue,Milton,IC,2186,210.924,42.23436743,71.1114155,232074.8692,887173.961,M,100
G121,Curtis Farms,650 Adams St,Quincy,G,2169,112.5,42.255825,71.032115,238607.4289,889590.1695,M,100
IH619,CURTIS MANOR REST HOME,83 CURTIS AVENUE,DALTON,IH,1226,7.5555,42.4754967,73.1710797,62597.36581,915230.7559,M,100
R1049,Cusanos Italian Kitchen,26 Elm Rd,Westford,R,1886,22.5,42.614133,71.4213019,206457.0664,929287.72,M,100
IS4,Cushing Academy,39 School St.,Ashburnham,IS,1430,25.727625,42.63180955,71.9135681,166076.9778,931330.5713,M,100
IH620,CUSHING MANOR COMM SUPPORT,20 CUSHING AVENUE,BOSTON,IH,2125,11.826,42.3160381,71.0643575,235912.8108,896264.163,M,100
G122,Cushman Village General Store,491 Pine St,Amherst,G,1002,15,42.41301893,72.5084507,116995.8575,907435.464,M,100
R1050,Custom Catering,9 Madison Ave,Danvers,R,1923,22.5,42.57927403,70.9394393,246018.3306,925563.6975,M,100
F188,Custom Seasonings Inc.,12 Heritage Way,Gloucester,F,1930,,42.6285298,70.6475355,269926.3571,931233.4332,M,100
W97,"Cutone, M & Co",145 Market St,Chelsea,W,2150,,42.8664696,70.9290715,246655.8941,957472.646,T,66
R3620,Cyprians Bistro,284 E Temple St,Boylston,R,1505,105,42.3344894,71.7228604,181633.481,898245.9411,M,100
R94,D & D Caterers,297 Ashley Blvd,New Bedford,R,2746,15,41.66399695,70.9304297,247436.7942,823908.3001,M,100
R100,D Angelos Sandwich Shop,342 W Boylston St,Worcester,R,1606,15,42.30332665,71.8010481,175177.6313,894804.3249,M,100
R1051,D Angelos Sandwich Shop,3 Broad St,Bridgewater,R,2324,22.5,41.99029991,70.9754045,243468.217,860125.5658,M,100
R1052,D Angelos Sandwich Shop,59 Middlesex Tpke,Burlington,R,1803,22.5,42.47432029,71.213103,223591.6868,913793.7497,M,100
R1053,D Angelos Sandwich Shop,43 Drum Hill Rd,Chelmsford,R,1824,22.5,42.62510241,71.3614963,211362.0456,930512.4956,M,100
R1054,D Angelos Sandwich Shop,573 High St,Dedham,R,2026,22.5,42.24802878,71.1727281,227008.1654,888670.1344,M,100
R1055,D Angelos Sandwich Shop,13 Faunce Corner Mall Rd,North Dartmouth,R,2747,22.5,41.64180118,70.9877144,242680.6961,821412.8565,M,86
R1056,D Angelos Sandwich Shop,300 Mishawum Rd,Woburn,R,1801,22.5,42.50383787,71.1322933,230222.5342,917098.0376,M,100
R1353,D Angelos Sandwich Shop,43 Union Sq,Gardner,R,1440,24,42.56676253,71.9823607,160393.4405,924134.6592,M,100
R1354,D Angelos Sandwich Shop,902 Mount Pleasant St,New Bedford,R,2745,24,41.67506627,70.9451579,246202.1789,825129.633,M,100
R1355,D Angelos Sandwich Shop,600 South St W,Raynham,R,2767,24,41.90522322,71.0472502,237565.2686,850642.174,M,100
R1437,D Angelos Sandwich Shop,118 E Main St,Webster,R,1570,27,42.05882458,71.8664825,169665.7,867668.1208,M,100
R1493,D Angelos Sandwich Shop,15 Highland Ave,Attleboro,R,2703,28.5,41.92002115,71.3577922,211796.4865,852195.9015,M,100
R1589,D Angelos Sandwich Shop,267 Old Colony Ave,Boston,R,2127,30,42.33115591,71.0528518,236852.4844,897948.2725,M,100
R1590,D Angelos Sandwich Shop,231 Mill St,Leominster,R,1453,30,42.533035,71.745635,179820.082,920305.201,T,100
R1943,D Angelos Sandwich Shop,363 Great Rd,Bedford,R,1730,33,42.48398024,71.2595411,219770.0397,914854.9673,M,100
R1944,D Angelos Sandwich Shop,485 Granite St Ste 1,Braintree,R,2184,33,42.21553018,71.0226483,239413.6118,885118.8635,M,100
R1945,D Angelos Sandwich Shop,648 Pleasant St,Brockton,R,2301,33,42.0888394,71.0463252,237533.5409,871036.5483,M,100
R1946,D Angelos Sandwich Shop,739 Belmont St,Brockton,R,2301,33,42.06933929,71.0476638,237434.2786,868870.0916,M,100
R1947,D Angelos Sandwich Shop,1040 N Main St,Fall River,R,2720,33,41.71552037,71.1513549,229013.7306,829531.803,M,100
R1948,D Angelos Sandwich Shop,16 William S Canning Blvd,Fall River,R,2721,33,41.67737193,71.1622548,228123.4397,825291.1265,M,100
R1949,D Angelos Sandwich Shop,689 Main St,Falmouth,R,2540,33,41.55306038,70.6037173,274775.7683,811821.3251,M,100
R1950,D Angelos Sandwich Shop,665 Cochituate Rd,Framingham,R,1701,33,42.30826933,71.3847489,209502.0927,895315.9508,M,100
R1951,D Angelos Sandwich Shop,10 Franklin Village Dr,Franklin,R,2038,33,42.09029677,71.4225559,206407.0104,871101.5111,M,64
