DEP_Code,Name,Street_Add,Town_City,Type,Zip Code,tons,Lat,Long,X_Coord,Y_Coord,Status,Score
R1427,10 Bridge Street Cafe & Rest,10 Bridge St,Shelburne Falls,R,1370,27,42.60366671,72.7409107,98171.7172,928862.8306,M,100
R3688,111 Chophouse,111 Shrewsbury St,Worcester,R,1604,120,42.263585,71.7899003,176081.7954,890386.8639,M,100
R1508,1370 Coffee House,1369 Cambridge St,Cambridge,R,2139,30,42.3736773,71.1004939,232903.891,902651.864,M,100
R2496,1640 Harthouse,51 Linebrook Rd,Ipswich,R,1938,45,42.68418008,70.8517239,253130.4828,937267.8518,M,100
R3689,1761 Old Mill Restaurant,69 State Rd E,Westminster,R,1473,120,42.54974874,71.8857027,168321.4117,922204.3609,M,100
R2017,224 Boston Street Restaurant,224 Boston St,Boston,R,2125,36,42.32215419,71.0611181,236176.361,896944.872,M,100
R2830,28 Degrees,1 Appleton St,Boston,R,2116,46.5,42.3466571,71.0690856,235505.8645,899663.178,M,100
R2497,29 Newbury Street Restaurant,29 Newbury St,Boston,R,2116,45,42.35226425,71.0725576,235216.6616,900284.5535,M,100
W1,2nd Street Baking Co,69 2nd St,Turners Falls,W,1376,,42.6087949,72.5560485,113347.592,929228.1912,M,100
R3455,34 Restaurant & Lounge,33 Stanhope St,Boston,R,2116,90,42.3483641,71.0730409,235179.0121,899851.144,M,100
R463,4 Lucky Stars,179 W Central St Ste 5,Natick,R,1760,18,42.28250104,71.3804818,209857.9124,892454.219,M,100
R2018,400 East,1421 Orleans Rd Ste 21,Harwich,R,2645,36,41.70710987,70.0232191,322905.9195,829602.37,M,100
R1509,5 Corners Kitchen,2 School St,Marblehead,R,1945,30,42.5014929,70.8557952,252950.0862,916972.3688,M,100
R2405,5 Guys,85 OLD FAUNCE CORNER RD,NORTH DARTMOUTH,R,2747,42,41.64915306,70.9875547,242689.0966,822229.4769,M,100
R1510,75 Chestnut,75 Chestnut St Ste 1,Boston,R,2108,30,42.35677043,71.0707007,235367.1359,900785.8472,M,100
G1,88 Supermarket Inc,50 Harold St,Boston,G,2119,105,42.31877289,71.0891849,233864.6857,896557.7729,M,100
R1,99 Restaurant & Pub,13 Commonwealth Ave,Concord,R,1742,15,42.45651441,71.3930041,208800.8208,911781.7239,M,100
R3029,99 Restaurant & Pub,34 Sconticut Neck Rd,Fairhaven,R,2719,60,41.63813025,70.881235,251554.7602,821063.9635,M,100
R3030,99 Restaurant & Pub,786 River St,Haverhill,R,1832,60,42.77137,71.1147431,231530.784,946822.9266,M,100
R3173,99 Restaurant & Pub,672 Boston Rd,Billerica,R,1821,64.5,42.5407486,71.2474048,220749.1878,921163.7069,M,100
R3176,99 Restaurant & Pub,121 VFW Pkwy,Revere,R,2151,66,42.41142398,70.9963223,241458.765,906890.0259,M,100
R3178,99 Restaurant & Pub,464 Lowell St,Andover,R,1810,67.5,42.64290368,71.2095516,223819.9525,932521.2778,M,100
R3179,99 Restaurant & Pub,15 Bridge St,Salem,R,1970,67.5,42.5350993,70.8871364,250347.2357,920686.3264,M,100
R3234,99 Restaurant & Pub,1600 Falmouth Rd,Centerville,R,2632,75,41.65715315,70.3453428,296173.9703,823640.7599,M,100
R3235,99 Restaurant & Pub,275 Summer St,Fitchburg,R,1420,75,42.57265758,71.7795184,177050.854,924715.11,M,100
R3236,99 Restaurant & Pub,8 Ryans Way,Mashpee,R,2649,75,41.62136314,70.4884316,284303.524,819514.5859,T,100
R3237,99 Restaurant & Pub,699 Merrill Rd,Pittsfield,R,1201,75,42.46780904,73.2034522,59918.8726,914429.6369,M,100
R3238,99 Restaurant & Pub,3013 Cranberry Hwy,Wareham,R,2571,75,41.76197907,70.6742504,268666.8393,834964.9593,M,61
R3239,99 Restaurant & Pub,14 Berry Ave,West Yarmouth,R,2673,75,41.6499504,70.2425018,304751.0217,822961.9741,M,100
R3240,99 Restaurant & Pub,1094 MAIN ST,SOUTH WEYMOUTH,R,2190,75,42.1661319,70.9552509,245013.3992,879665.4984,M,100
R3241,99 Restaurant & Pub,900 W Boylston St,Worcester,R,1606,75,42.32533616,71.792856,175861.4897,897246.6805,M,100
R3402,99 Restaurant & Pub,59 Newport Ave,Quincy,R,2171,82.5,42.27277122,71.027806,238952.5613,891474.3938,M,100
R3433,99 Restaurant & Pub,233 Broad St,Bridgewater,R,2324,85.5,41.99601112,70.9730945,243655.6997,860761.0777,M,100
R3434,99 Restaurant & Pub,847 W Central St,Franklin,R,2038,85.5,42.09040161,71.432237,205606.0712,871112.4745,M,100
R3435,99 Restaurant & Pub,17 Colrain Rd,Greenfield,R,1301,85.5,42.58707842,72.6237367,107762.0724,926887.0227,M,100
R3436,99 Restaurant & Pub,428 Lincoln St,Hingham,R,2043,85.5,42.24800912,70.9263015,247344.3257,888775.3557,M,100
R3437,99 Restaurant & Pub,196 EAST MAIN STREET,MILFORD,R,1757,85.5,42.15090955,71.5013196,199890.9305,877830.9741,M,100
R3438,99 Restaurant & Pub,166 Church St,Pembroke,R,2359,85.5,42.1078721,70.7697542,260396.328,873309.2581,M,100
R3439,99 Restaurant & Pub,21 Home Depot Dr,Plymouth,R,2360,85.5,41.9329703,70.6588905,269756.8055,853968.2607,M,100
R3440,99 Restaurant & Pub,1371 Liberty St,Springfield,R,1104,85.5,42.13785856,72.5831148,110462.5929,876949.8654,M,100
R3441,99 Restaurant & Pub,1655 Boston Rd,Springfield,R,1129,85.5,42.14348564,72.4878308,118346.2671,877479.2127,M,100
R3442,99 Restaurant & Pub,158 Dean St,Taunton,R,2780,85.5,41.90594518,71.0690208,235758.5392,850713.0029,M,100
R3443,99 Restaurant & Pub,401 Main St,Tewksbury,R,1876,85.5,42.62058219,71.2594892,219731.5235,930028.9638,M,100
R3444,99 Restaurant & Pub,1053 Riverdale St,West Springfield,R,1089,85.5,42.13277478,72.6258669,106921.168,876431.0131,M,100
R3445,99 Restaurant & Pub,333 Littleton Rd,Westford,R,1886,85.5,42.55465251,71.4484058,204237.2279,922678.7397,M,100
R3446,99 Restaurant & Pub,144 Lowell St,Wilmington,R,1887,85.5,42.54038204,71.1546613,228367.6383,921149.6918,M,100
R3447,99 Restaurant & Pub,11 E Central St,Worcester,R,1605,85.5,42.26661235,71.7952041,175645.3746,890724.6243,M,100
R3448,99 Restaurant & Pub,50 SW Cutoff Ste 1,Worcester,R,1604,85.5,42.2391645,71.7458737,179706.3794,887662.9776,M,100
R3453,99 Restaurant & Pub,20 CUMMINGS ST,SOMERVILLE,R,2145,88.5,42.3944881,71.0835915,234284.7008,904970.1037,M,51
R3456,99 Restaurant & Pub,160 Lexington Rd,Billerica,R,1821,90,42.52849707,71.2570555,219960.3222,919800.4905,M,100
R3457,99 Restaurant & Pub,390 N Main St,East Longmeadow,R,1028,90,42.07791621,72.5245011,115227.7761,870232.5905,M,100
R3458,99 Restaurant & Pub,404 Pleasant St Bldg 7,Fall River,R,2721,90,41.69912136,71.1484493,229263.0374,827711.4098,M,100
R3459,99 Restaurant & Pub,255 Washington St,Hudson,R,1749,90,42.37622183,71.5646675,194674.0861,902859.4651,M,100
R3460,99 Restaurant & Pub,850 Chelmsford St,Lowell,R,1851,90,42.6168426,71.3254466,214321.2327,929600.3887,M,100
R3461,99 Restaurant & Pub,317 Salem St,Lynnfield,R,1940,90,42.5124328,71.0235776,239152.6778,918096.9701,M,100
R3462,99 Restaurant & Pub,196 E Main St B,Milford,R,1757,90,42.15090955,71.5013196,199890.9305,877830.9741,M,100
R3463,99 Restaurant & Pub,267 Chickering Rd,North Andover,R,1845,90,42.686389,71.1219565,230982.2561,937379.9876,M,100
R3464,99 Restaurant & Pub,1510 S Washington St,North Attleboro,R,2760,90,41.933723,71.3517415,212295.7585,853718.6066,M,100
R3465,99 Restaurant & Pub,161 Faunce Corner Mall Rd,North Dartmouth,R,2747,90,41.65190697,70.9876575,242678.6896,822535.2911,M,86
R3466,99 Restaurant & Pub,2 Accord Park Dr,Rockland,R,2370,90,42.16731873,70.8889492,250490.9742,879834.4387,M,100
R3467,99 Restaurant & Pub,181 Broadway,Saugus,R,1906,90,42.49347411,71.0164709,239748.6426,915994.3468,M,100
R3468,99 Restaurant & Pub,821 Fall River Ave,Seekonk,R,2771,90,41.80425433,71.3308267,214058.8404,839341.9488,M,100
R3469,99 Restaurant & Pub,10 Main St,Stoneham,R,2180,90,42.49953265,71.100782,232814.7353,916631.4603,M,100
R3470,99 Restaurant & Pub,110 South St,Waltham,R,2453,90,42.37201583,71.2499781,220592.7499,902420.437,M,100
R3471,99 Restaurant & Pub,194 Cambridge Rd,Woburn,R,1801,90,42.4669757,71.1774351,226527.7467,912988.3986,M,100
R3472,99 Restaurant & Pub,160 Olympia Ave,Woburn,R,1801,90,42.50015536,71.1421627,229413.0733,916685.5361,M,100
R3578,99 Restaurant & Pub,362 Turnpike St,Canton,R,2021,97.5,42.17228634,71.1113462,232112.0163,880278.5077,M,100
R3579,99 Restaurant & Pub,4 Fisher St,Foxboro,R,2035,97.5,42.03890998,71.2382212,221674.6409,865424.2861,M,100
R3580,99 Restaurant & Pub,99 Belmont St,South Easton,R,2375,97.5,42.05311034,71.0756741,235125.2028,867055.6375,M,100
R3581,99 Restaurant & Pub,55 PROVIDENCE HWY,EAST WALPOLE,R,2081,97.5,42.15655717,71.2026828,224571.5683,878501.0929,M,51
R3612,99 Restaurant & Pub,793 Southbridge St,Auburn,R,1501,105,42.18143997,71.868682,169542.5117,881287.8916,M,100
R3613,99 Restaurant & Pub,291 Mishawum Rd,Woburn,R,1801,105,42.50358074,71.1339004,230090.5648,917068.9073,M,100
R3242,99 Restaurant The,60 Commonwealth Ave,Danvers,R,1923,75,42.54974541,70.9432277,245728.7389,922281.6157,M,100
F1,A & A Seafood Inc,7 Conway St,New Bedford,F,2740,,41.62686,70.9170614,248578.3564,819791.2048,M,100
G2,A & P SuperFoodmart,Main St,Dennis,G,2639,39,41.74739,70.17838,309924.3421,833863.8267,M,100
G3,A & P SuperFoodmart,170 Clay Pond Rd,Bourne,G,2532,75,41.71682161,70.5894322,275773.3448,830021.4913,M,100
G4,A & P SuperFoodmart,770 Main St,Barnstable,G,2655,33,41.64751008,70.2949766,300383.9395,822627.8616,M,100
G5,A & P SuperFoodmart,28 Shank Painter Rd,Provincetown,G,2657,150,42.0490116,70.1935045,308153.3563,867341.3374,M,100
G6,A & P SuperFoodmart,George Ryder Rd,Chatham,G,2633,37.5,41.68308477,69.9955878,325252.3747,826974.5595,M,63
G7,A & P Variety Store,60 Aborn St,Peabody,G,1960,262.5,42.52071414,70.9217869,247511.5487,919068.5645,M,100
F2,A Arena & Sons Inc,159 Ash St,Hopkinton,F,1748,,42.21466108,71.4981666,200151.3779,884912.0435,M,100
F3,A D Makepeace CO,158 Tihonet Rd,Wareham,F,2571,,41.78828304,70.713397,265384.6793,837855.5978,M,100
R2044,A J Tomaiolo Food & Spirits,411 W Main St Ste 2,Northborough,R,1532,37.5,42.30542911,71.6668649,186241.8949,895007.5099,M,100
R3243,A K Diamonds,16 Macys Ln,Nantucket,R,2554,75,41.2610602,70.0647165,320286.2115,780008.4783,M,100
R1903,A Lighter Fare,10 Bassett St,Milton,R,2186,31.5,42.25922002,71.0414076,237838.6289,889963.0993,M,100
W2,"A M L International, Inc",7 Conway St,New Bedford,W,2740,,41.62686,70.9170614,248578.3564,819791.2048,M,100
W3,A Martucci & Sons Inc,126 Newmarket Sq,Boston,W,2118,,42.33020601,71.067558,235640.9976,897836.5132,M,66
W4,A P Fish& Produce,1241 Millbury St,Worcester,W,1607,,42.22044023,71.7837907,176569.9217,885592.9302,M,66
G8,A Plus Market Inc,50 Central St,Peabody,G,1960,7.5,42.5299229,70.9272682,247054.2882,920088.4239,M,100
R3031,A R T U Restaurant,6 Prince St,Boston,R,2113,60,42.36416,71.053635,236768.7556,901613.8619,M,100
W5,A Simos & Company Inc,60 Avocado St,Springfield,W,1104,,42.11027603,72.609455,108245.4098,873914.4684,M,66
R464,A Taste of Nantucket,19 Boynton Ln,Nantucket,R,2554,18,41.26733977,70.1013394,317205.8095,780654.8675,M,100
R1338,A Taste of Time Cafe,122 Washington St,Salem,R,1970,24,42.52109448,70.8955885,249663.9219,919125.7352,M,100
W6,"A. Russo & Sons, Inc.",560 Pleasant St,Watertown,W,2472,,42.58094298,72.2179958,141059.1283,925845.9483,T,66
W7,"A.B. Seafood, LLC",18 Newmarket Sq,Boston,W,2118,,42.33016936,71.0653809,235820.4472,897833.3548,M,66
R1511,A 1 Deli,92 Merrimack St,Haverhill,R,1830,30,42.77456501,71.0787123,234477.8929,947191.7981,M,100
R1512,Abba,89 Old Colony Way,Orleans,R,2653,30,41.7843329,70.0009329,324609.7805,838210.3999,M,100
R3572,Abbey Grill,197 Portland St Ste 4,Boston,R,2114,93,42.36414266,71.061518,236119.4211,901608.5682,M,100
IH206,ABBOTT HOUSE NURSING HOME,28 ESSEX STREET,LYNN,IH,1902,18.0675,42.47514375,70.9277587,247054.8172,914003.3866,M,100
R3685,Abe & Louies,793 Boylston St,Boston,R,2116,117,42.34889856,71.0816854,234466.4687,899906.9805,M,100
IH207,ABERJONA NURSING CENTER INC,184 SWANTON STREET,WINCHESTER,IH,1890,40.4055,42.46113177,71.1379119,229780.8721,912352.3087,M,100
R3449,Above and Beyond Catering,42a Plympton St,Boston,R,2118,85.5,42.3390316,71.0682329,235580.4095,898816.532,M,100
F4,ABP Corp (Au Bon Pain),19 Fid Kennedy Ave,Boston,F,2210,,42.34653549,71.0291151,238799.3391,899667.0802,M,100
R2,Abraham's Bagels,11 Liberty St,Newburyport,R,1950,15,42.81104508,70.8691597,251597.2968,951350.0535,M,100
W8,Abramo Fish,16 Fish Pier,Boston,W,2210,,42.3495511,71.0392174,237965.1404,899997.4929,M,66
W9,AC Produce Company,487 Main St,Springfield,W,1105,,42.6718754,71.8107498,174526.8482,935745.4671,T,66
R3244,Acacia At Indian Meadows Country,275 Turnpike Rd,Westborough,R,1581,75,42.28308861,71.6463987,187925.086,892522.9384,M,100
IH208,ACADEMY MANOR,89 MORTON STREET,ANDOVER,IH,1810,57.159,42.655865,71.12952,230377.1271,933986.5065,M,100
R1513,Academy Ocean Grille Rest,2 Academy Pl,Orleans,R,2653,30,41.786711,69.9874292,325727.4716,838494.3061,M,100
R1514,Acapulcos,500 BOSTON PROVIDENCE TPKE,NORWOOD,R,2062,30,42.19429339,71.1837407,226121.479,882698.1609,M,100
R2045,Acapulcos Restaurant,1388 Hancock St,Quincy,R,2169,37.5,42.24995567,71.0024533,241058.7298,888952.1005,M,100
G9,Ack Market Inc,158 Jefferson Rd,Buzzards Bay,G,2532,30,41.73651692,70.6210573,273119.2058,832181.2838,M,100
F5,Acorean Manufacturing,210 Alden St,Fall River,F,2723,,41.68891853,71.134898,230395.8923,826582.9544,M,100
R3,Adamo's Pizza,126 Northampton St Ste F,Easthampton,R,1027,15,42.28066806,72.6701599,103484.9099,892905.7605,M,100
R3245,Adam's Corner General Store,772 Adams St 776,Boston,R,2124,75,42.283405,71.055715,236644.1416,892643.1545,M,100
F6,Adams Farm,775 Bearsden Rd,Athol,F,1331,,42.59358251,72.2023103,142358.2937,927239.2201,M,100
G10,Adams Shore Super Market,494 Sea St,Quincy,G,2169,15,42.2612064,70.9796798,242930.4108,890212.9577,M,100
IH142,"ADCARE HOSPITAL OF WORCESTER,",107 LINCOLN STREET,WORCESTER,IH,1605,71.1531,42.276427,71.7953933,175633.5396,891814.8313,M,100
W49,"Ademar's Natural Products, Inc.",52 Broadway Ste 6,Somerville,W,2145,,42.4083357,71.1366817,229907.0331,906488.2719,T,66
F7,ADM,150 Oakland St,Mansfield,F,2048,,42.04005585,71.2127502,223783.14,865558.3451,M,100
R4,Admiral O'Briens,407 Main St,Sturbridge,R,1566,15,42.1119265,72.0971682,150613.0511,873673.9313,M,100
R2046,Adrian's Restaurant,535 Rte 6,North Truro,R,2652,37.5,42.04843817,70.1062566,315376.2667,867391.9765,M,85
W10,Ae Goulet Inc,102 Jackson St,Salem,W,1970,,41.97199932,71.3080281,215911.5413,857977.1569,T,66
R3246,Aegean Restaurant,640 Arsenal St,Watertown,R,2472,75,42.36237106,71.1530417,228581.1155,901377.0741,M,100
R3473,Aegean Restaurant,257 Cochituate Rd,Framingham,R,1701,90,42.30213734,71.4040494,207911.5977,894632.8673,M,100
F8,Aesops Bagel Bakery L.L.c,15 Garfield Ave,Somerville,F,2145,,42.38926236,71.0864844,234049.3351,904388.489,M,100
R3032,Agave Mexican Bistro,50 State St,Newburyport,R,1950,60,42.8101701,70.8701354,251518.2144,951252.2636,M,100
R2890,Agawam Diner,165 NEWBURYPORT TPKE,ROWLEY,R,1969,52.5,42.705405,70.909075,248413.9276,939591.4645,M,100
G11,Agawam Public Market,768 Main St,Agawam,G,1001,27,42.06726772,72.6157665,107660.9812,869144.6979,M,100
R389,Agostino's Restaurant,23 Washington St,Natick,R,1760,16.5,42.285044,71.3463442,212673.0875,892741.1861,M,100
R5,Agresti's Restaurant,11 Fuller Rd,Chelmsford,R,1824,15,42.61477398,71.3438565,212811.2181,929367.6705,M,100
F9,Agri Mark,100 Milk St,Methuen,F,1844,,42.73744809,71.1552553,228230.3721,943040.4107,M,100
F10,"Agri Mark, Inc.",100 Milk St Ste 5,Methuen,F,1844,,42.73744809,71.1552553,228230.3721,943040.4107,M,100
F11,"Agri Mark, Inc.",958 Riverdale St,West Springfield,F,1089,,42.1300674,72.626232,106887.0139,876130.7229,M,100
F12,Agritech Purchase Inc,252 Elm St,Dartmouth,F,2748,,41.58624519,70.9431958,246429.9559,815265.7586,M,100
R3033,Aigo Bistro,84 Thoreau St,Concord,R,1742,60,42.45677216,71.3573203,211735.9039,911814.6502,M,100
R465,Al Dente Restaurant,109 Salem St Ste 1,Boston,R,2113,18,42.3642664,71.0555006,236615.0189,901624.8777,M,100
R2498,Al Mac's Diner & Restaurant,135 President Ave,Fall River,R,2720,45,41.71636882,71.1537447,228814.4774,829625.2275,M,100
R2499,Alamo The,55 Medway Rd,Milford,R,1757,45,42.14917891,71.4989362,200087.9277,877638.7484,M,100
G12,Alan Jick,1845 Massachusetts Ave,Lexington,G,2420,22.5,42.4482664,71.2289731,222295.8792,910895.444,M,100
R3247,Alberto's Restaurant,360 Main St,Hyannis,R,2601,75,41.65320431,70.2829649,301375.4766,823274.4485,M,100
R3403,Albert's Restaurant,217 Washington St,Stoughton,R,2072,82.5,42.14009669,71.102787,232835.8539,876706.4211,M,100
G13,Albrizios,389 Main St,Worcester,G,1608,18,42.26420328,71.8018106,175099.3873,890458.947,M,100
R2500,Alchemy,71 Main St,Edgartown,R,2539,45,41.39002387,70.5145988,282419.6984,793796.3957,M,100
R2501,Alchemy Cafe & Bistro,3 Duncan St,Gloucester,R,1930,45,42.61219394,70.661108,268830.9036,929407.8231,M,100
IH209,ALDEN COURT NURS & REHAB CTR,389 ALDEN ROAD,FAIRHAVEN,IH,2719,46.647,41.6654208,70.9043399,249608.5547,824081.2821,M,100
F13,Alden Merrell Cheesecake Co,447 Boston Post Rd,Sudbury,F,1776,,42.3604548,71.4237517,206281.256,901108.9,M,100
R390,Aldente Pizzaria,23 Sack Blvd,Leominster,R,1453,16.5,42.53168021,71.74448,179914.5378,920154.4367,M,100
R466,Alex's Roastbeef & Pizza,582 Dorchester Ave,Boston,R,2127,18,42.3299659,71.0569506,236515.3682,897814.3298,M,100
F14,Alfredo Aiello Italian Foods,122 Water St,Quincy,F,2169,,42.24204725,71.0027355,241040.5662,888073.5578,M,100
W11,Alfredo Aiello Itln Fd Rtlstr,8 Franklin St,Quincy,W,2169,,42.22638834,71.8338301,172441.221,886268.5603,T,66
R979,Alfresco Trattoria & Cafe,680 Main St,Holden,R,1520,22.5,42.33918753,71.8377773,172164.9816,898798.9118,M,100
R1428,Algiers Coffee House,40 Brattle St Ste 3,Cambridge,R,2138,27,42.373807,71.1213584,231185.4107,902658.4321,M,100
R980,Alicante Mediterranean Grille,84 Uxbridge Rd,Mendon,R,1756,22.5,42.09718262,71.5750888,193788.5241,871866.1573,M,100
R1391,All American Diner,60 Court St,Plymouth,R,2360,25.5,41.95867864,70.667911,268980.8594,856816.1968,M,100
W12,All Natural Distributors Inc,11 Perry Dr Ste F,Foxboro,W,2035,,42.05849996,70.7052092,265785.5931,867873.396,T,66
R2842,All Seasons Restaurant & Lounge,327 Plymouth St,Halifax,R,2338,48,41.99398538,70.8465699,254140.1772,860608.6171,M,100
F15,"Allcaneat Foods, Ltd.",937 N Main St,Randolph,F,2368,,42.18717995,71.0563556,236646.9004,881954.9277,M,100
F16,Alliance Food Services Inc,23 Deerfield Rd,Sherborn,F,1770,,42.22270321,71.3754951,210278.915,885812.8122,M,100
IH210,ALLIANCE HEALTHCARE CTR AT BRA,175 GROVE STREET,BRAINTREE,IH,2184,33.1785,42.19258562,70.9911721,242027.6903,882585.4046,M,100
R3248,Allora Ristorante,139 Lakeside Ave,Marlborough,R,1752,75,42.34228095,71.5668806,194488.8663,899089.5634,M,100
G14,Allston Deli,165 Allston St,Boston,G,2134,15,42.2944048,71.067611,235656.7874,893859.9004,M,62
W13,Alma Foods Inc,254 Tosca Dr,Stoughton,W,2072,,42.13624312,71.1243068,231058.7998,876270.3421,M,66
R3034,Alma Nove,22 Shipyard Dr,Hingham,R,2043,60,42.25006803,70.9224766,247658.4185,889006.172,M,64
F17,Als Beverage Company,250 Albany St,Springfield,F,1105,,42.11970913,72.575219,111089.8613,874925.8758,M,100
R1935,Al's Restaurant,136 Water St,Plymouth,R,2360,33,41.96106152,70.6675082,269011.6698,857081.1752,M,100
R981,Al's State Street Caf,112 State St,Boston,R,2109,22.5,42.35914008,71.0545982,236692.3255,901055.858,M,100
R467,Amanouz Cafe,44 Main St,Northampton,R,1060,18,42.31970185,72.6293968,106904.2712,897195.7509,M,100
W14,Amaral's Bakery Inc.,241 Globe St,Fall River,W,2724,,41.68877554,71.1763268,226946.8931,826553.1466,M,66
G15,Amarals Fish Market,488 Belleville Ave,New Bedford,G,2746,16.5,41.6645911,70.9230002,248055.1102,823978.4484,M,100
F18,Amaral's Linguica,433 S 2nd St,New Bedford,F,2740,,41.62185,70.92205,248166.4117,819231.9397,M,100
R1515,Amari Ristorante and Bar,674 Route 6a,East Sandwich,R,2537,30,41.72850932,70.3993159,291576.4143,831506.0335,M,100
R1936,Amarin of Thailand,287 Centre St,Newton,R,2458,33,42.35819763,71.1848118,225965.7383,900903.3474,M,100
F19,Ambika Foods Inc,50 Beharrell St,Concord,F,1742,,42.45724132,71.3948029,208652.7651,911862.2847,M,100
R982,Amelia's,78 Thatcher Rd,Gloucester,R,1930,22.5,42.62338688,70.6293239,271426.0066,930677.2531,M,100
W15,"Amerasia Trade, Corporation",31 Winnisimmet St,Chelsea,W,2150,,42.38749543,71.0402935,237853.7648,904211.695,M,66
R6,American Barbecue,5 Railroad Ave,Rowley,R,1969,15,42.72511226,70.8645603,252044.6009,941806.8565,M,100
F20,American By Products CO,14 Andrew St,Lynn,F,1901,,42.46411055,70.9476091,245430.4929,912767.0869,M,100
W16,American By Products Inc,13 Andrew St,Lynn,W,1901,,42.4112126,71.1461574,229125.707,906804.5504,T,66
R1516,American Classics Restaurant,740 Springfield St,Feeding Hills,R,1030,30,42.07690536,72.653851,104523.8386,870256.9947,M,100
G16,American Food Basket,942 Hyde Park Ave,Boston,G,2136,34.5,42.26759865,71.1209201,231273.9385,890861.5278,M,100
W17,American Fruit Distributors Inc,34 Market St Ste 18,Everett,W,2149,,42.85881168,70.9297154,246608.9634,956621.5672,T,66
F21,American Hard Cider Corp,2345 Washington St,Newton,F,2462,,42.3253638,71.2576304,219977.2001,897236.6944,M,100
IC1,American International College,1000 State Street,Springfield,IC,1109,128.638125,42.11367282,72.5574298,112552.4673,874237.0737,M,100
F22,American Nut & Chocolate Co,230 W Broadway,Boston,F,2127,,42.3397333,71.0522935,236893.5023,898901.2443,M,100
R468,American Pizza & Grill,2360 Cranberry Hwy,Wareham,R,2571,18,41.7815074,70.7441437,262835.6599,837079.9613,T,62
W18,American Pride Seafoods,40 Herman Melville Blvd,New Bedford,W,2740,,41.6402311,70.9236731,248017.3474,821272.5237,M,66
F23,American Seafoods Processing LLC,40 Herman Melville Blvd,New Bedford,F,2740,,41.6402311,70.9236731,248017.3474,821272.5237,M,100
R2047,American Seasons,80 Center St,Nantucket,R,2554,37.5,41.2869648,70.1022034,317097.699,782833.1329,M,100
F24,Amerifries Inc,190 Wildflower Dr,Amherst,F,1002,,42.3523917,72.4888999,118526.9127,900682.7639,M,100
IH1,AMESBURY HEALTH CENTER,24 MORRILL PLACE,AMESBURY,IH,1913,7.4898,42.84885682,70.9333156,246322.0714,955513.7137,M,100
R2048,Amesbury Playhouse Dinner Theatre,194 Main St,Amesbury,R,1913,37.5,42.85197571,70.9316954,246452.1997,955861.0746,M,100
IH211,AMESBURY VILLAGE,22 MAPLE STREET,AMESBURY,IH,1913,42.705,42.85565285,70.9418885,245616.3735,956264.0693,M,100
F25,Amherst Brewing Co Inc,36 N Pleasant St,Amherst,F,1002,,42.3764648,72.519881,116006.5461,903386.5942,M,100
R7,Amherst Chinese Food,62 Main St,Amherst,R,1002,15,42.37579,72.5183207,116134.148,903310.1087,M,100
IC2,Amherst College,100 Boltwood Ave,Amherst,IC,1002,116.802,42.3720654,72.5187921,116090.3825,902896.884,T,63
R8,Amici Trattoria,7 Summer St,Chelmsford,R,1824,15,42.59392529,71.3496329,212341.3616,927050.8698,M,100
F26,Amir's Caterers,29 Germania St,Jamaica Plain,F,2130,,42.31419543,71.1027502,232748.8276,896044.0371,M,100
F27,AML International,7 Conway St,New Bedford,F,2740,,41.62686,70.9170614,248578.3564,819791.2048,M,100
R2049,Amore Cafe,92 Shrewsbury St,Worcester,R,1604,37.5,42.26336727,71.7905823,176025.4473,890362.8713,M,100
R3035,Amrhein's,80 W Broadway,Boston,R,2127,60,42.34178961,71.0554433,236632.7504,899128.2904,M,100
F28,Amstell Beverage,209 Theodore Rice Blvd,New Bedford,F,2745,,41.7263284,70.9542593,245407.8777,830818.196,M,54
R1517,ANAM Cara Public House,1648 Beacon St,Brookline,R,2445,30,42.33924642,71.1363424,229967.6803,898814.2219,M,100
R2050,Anchor Post and Grill,20 Cabot St,Beverly,R,1915,37.5,42.54146076,70.8854241,250482.8125,921393.9622,M,100
IH212,ANCHORAGE NURSING HOME,904 MOHAWK TRAIL,SHELBURNE,IH,1370,11.169,42.59343114,72.6813966,103039.3339,927656.5892,M,80
R1518,Anchovies,433 Columbus Ave,Boston,R,2116,30,42.34384635,71.0776978,234797.8045,899347.4247,T,100
G17,Andersons Catering,42 Main St,Concord,G,1742,225,42.45993554,71.3501859,212322.1134,912167.0426,M,100
IC3,Andover Newton Theological School,210 Herrick Road,Newton,IC,2459,28.562625,42.32592992,71.1904886,225511.0825,897317.4793,M,96
R983,Andrea's Pizza Ristorante,186 Stafford St,Worcester,R,1603,22.5,42.2357371,71.8500406,171107.2556,887312.319,M,100
R469,Andrew's Diner,628 Trapelo Rd,Belmont,R,2478,18,42.3895461,71.1945353,225152.235,904382.5091,M,100
R3731,Angelica's,49 S Main St,Middleton,R,1949,150,42.5928594,71.0146601,239834.6814,927034.9198,M,100
R470,Angelina's,657 Main St,Dalton,R,1226,18,42.47311822,73.1630625,63251.33493,914953.7217,M,100
R471,Angelina's Submarine Shops,133 Elm St,Pittsfield,R,1201,18,42.4442433,73.2400256,56858.3206,911873.2241,M,100
R9,Angelina's Submarine Shops,100 Dalton Ave,Pittsfield,R,1201,15,42.4575051,73.2291493,57782.7881,913327.8358,M,100
R1339,Angelo's Orchid Diner,805 Rockdale Ave,New Bedford,R,2740,24,41.63553893,70.9490368,245907.5401,820737.4219,M,100
