"state_id","ban_year","sample_size","att_f2","att_f","attempt"
"CT",2014,7,0.0684317782979603,0.0863322706485616,23
"CT",2014,8,0.0799838748661309,0.082490319306877,23
"CT",2014,9,0.135571323990591,0.14466579625435,23
"CT",2014,10,0.117022434143609,0.11880712460831,23
"VT",2015,3,0.0242888432059968,0.0242888432059968,23
"VT",2015,4,0.0176273740600115,0.0176273740600115,23
"VT",2015,5,0.0755409837331935,0.0755409837331935,23
"VT",2015,6,-0.0140513710274837,-0.0140513710274837,23
"VT",2015,7,0.0287044895304042,0.0287044895304042,23
"VT",2015,8,-0.0111474949248013,-0.0111474949248013,23
"VT",2015,9,0.0381334281449582,0.0381334281449582,23
"VT",2015,10,0.0298628909000994,0.0298628909000994,23
"CT",2014,3,-0.0283841894857755,0.00107660020774251,24
"CT",2014,4,0.0157688526498585,0.030121626805443,24
"CT",2014,5,-0.00658148204672128,-0.0149921735468849,24
"CT",2014,6,0.0637382322353142,0.0408090480506595,24
"CT",2014,7,0.0659915528931674,0.0896484469391535,24
"CT",2014,8,0.100501634053237,0.115056339291423,24
"CT",2014,9,0.102375750820114,0.111596098962563,24
"CT",2014,10,0.108685010001784,0.116817697574268,24
"VT",2015,3,0.0851692044544566,0.0851692044544566,24
"VT",2015,4,-0.00996234066446794,-0.00996234066446794,24
"VT",2015,5,0.0435938412996943,0.0435938412996943,24
"VT",2015,6,0.0339346181306338,0.0339346181306338,24
"VT",2015,7,0.0533053156481731,0.0533053156481731,24
"VT",2015,8,0.0439575453457281,0.0439575453457281,24
"VT",2015,9,0.0272840599720212,0.0272840599720212,24
"VT",2015,10,0.0343212094207401,0.0343212094207401,24
"CT",2014,3,-0.0160455035872529,-0.0336896667454113,25
"CT",2014,4,0.0225721780337449,0.0196033385098662,25
"CT",2014,5,0.0537738726080598,0.047819766503144,25
"CT",2014,6,0.0671636432486916,0.089864005405615,25
"CT",2014,7,0.0846770532538881,0.09400567625814,25
"CT",2014,8,0.0793661775962965,0.0546642704311594,25
"CT",2014,9,0.106324471469779,0.106636324901961,25
"CT",2014,10,0.133081417603386,0.14818773989834,25
"VT",2015,3,0.0422438631397467,0.0422438631397467,25
"VT",2015,4,0.06444655984907,0.06444655984907,25
"VT",2015,5,0.0916465128826395,0.0916465128826395,25
"VT",2015,6,-0.00364433371442813,-0.00364433371442813,25
"VT",2015,7,-0.0288155270762677,-0.0288155270762677,25
"VT",2015,8,0.0541135545079038,0.0541135545079038,25
"VT",2015,9,-0.0141209474295811,-0.0141209474295811,25
"VT",2015,10,0.0212466149073188,0.0212466149073188,25
"CT",2014,3,-0.0158368733697873,0.00210039271443502,26
"CT",2014,4,0.0176533317953531,0.0101718006911831,26
"CT",2014,5,0.0262395048597547,0.0223419008121934,26
"CT",2014,6,0.0428733227826985,0.0427330265449495,26
"CT",2014,7,0.0937929026999536,0.128769231867385,26
"CT",2014,8,0.098415811786574,0.111065986862721,26
"CT",2014,9,0.125771434831159,0.13078430292943,26
"CT",2014,10,0.123246044269678,0.138134886960884,26
"VT",2015,3,-0.00575279472169415,-0.00575279472169415,26
"VT",2015,4,0.0349913614280186,0.0349913614280186,26
"VT",2015,5,0.0341613599507587,0.0341613599507587,26
"VT",2015,6,0.0169377120468113,0.0169377120468113,26
"VT",2015,7,0.035281878877244,0.035281878877244,26
"VT",2015,8,0.0594909395116845,0.0594909395116845,26
"VT",2015,9,-0.0207754625475206,-0.0207754625475206,26
"VT",2015,10,0.0236169969801932,0.0236169969801932,26
"CT",2014,3,-0.0111535640552361,0.0149512110092413,27
"CT",2014,4,-0.0128243685154756,-0.0203093868691038,27
"CT",2014,5,0.0211668615947546,0.0226746042801472,27
"CT",2014,6,0.0809208662794921,0.0922151114412773,27
"CT",2014,7,0.0977556224461103,0.098708448131513,27
"CT",2014,8,0.104617918826896,0.114567021098866,27
"CT",2014,9,0.112757525822502,0.115232415305401,27
"CT",2014,10,0.125291545381258,0.130109174361763,27
"VT",2015,3,-0.0171589776298726,-0.0171589776298726,27
"VT",2015,4,0.0443614242003643,0.0443614242003643,27
"VT",2015,5,-0.0441782659749251,-0.0441782659749251,27
"VT",2015,6,0.0542698825831879,0.0542698825831879,27
"VT",2015,7,0.0288094542446749,0.0288094542446749,27
"VT",2015,8,0.0210914909959352,0.0210914909959352,27
"VT",2015,9,0.0470124481440559,0.0470124481440559,27
"VT",2015,10,0.026571282443424,0.026571282443424,27
"CT",2014,3,-0.0560968465302364,-0.0408256087137868,28
"CT",2014,4,0.0205818969888048,0.0322745045915337,28
"CT",2014,5,0.0119439620830297,0.0280711247925083,28
"CT",2014,6,0.0519379751394496,0.0278657865052353,28
"CT",2014,7,0.0858707615818176,0.119795605237672,28
"CT",2014,8,0.110193154587672,0.119873431516701,28
"CT",2014,9,0.113639793003594,0.139079173621612,28
"CT",2014,10,0.106545962216152,0.127903319130035,28
"VT",2015,3,0.0799439532192859,0.0799439532192859,28
"VT",2015,4,0.0277839998027231,0.0277839998027231,28
"VT",2015,5,0.0548011883212006,0.0548011883212006,28
"VT",2015,6,0.035571300796012,0.035571300796012,28
"VT",2015,7,0.00344014405898635,0.00344014405898635,28
"VT",2015,8,0.0272731338270555,0.0272731338270555,28
"VT",2015,9,0.0901246286664559,0.0901246286664559,28
"VT",2015,10,0.0581859290646289,0.0581859290646289,28
"CT",2014,3,0.00718384018273528,0.0510176108018053,29
"CT",2014,4,-0.00261742081930673,-4.91616644631397e-06,29
"CT",2014,5,0.0462917605382411,0.0337941440815604,29
"CT",2014,6,0.0512811429916947,0.0560655840175842,29
"CT",2014,7,0.0901574129736366,0.101161721252641,29
"CT",2014,8,0.0915814384500217,0.107253113568218,29
"CT",2014,9,0.0991299736640472,0.102228568278342,29
"CT",2014,10,0.145037179589478,0.134304866454741,29
"VT",2015,3,0.0581101833953906,0.0581101833953906,29
"VT",2015,4,0.0626985441945901,0.0626985441945901,29
"VT",2015,5,0.0464949034307309,0.0464949034307309,29
"VT",2015,6,-0.00550493341350849,-0.00550493341350849,29
"VT",2015,7,0.0337583880561902,0.0337583880561902,29
"VT",2015,8,0.0128060890614622,0.0128060890614622,29
"VT",2015,9,0.0532321548935675,0.0532321548935675,29
"VT",2015,10,-0.0137041036831888,-0.0137041036831888,29
"CT",2014,3,-0.0474817890061768,-0.0396500315689,30
"CT",2014,4,0.0269253644624047,0.0247071054976758,30
"CT",2014,5,0.0334040334305252,0.0207085527594491,30
"CT",2014,6,0.059049260888913,0.0695060200697903,30
"CT",2014,7,0.0749705925789428,0.074511063420299,30
"CT",2014,8,0.105315472907458,0.101676618326647,30
"CT",2014,9,0.104223237461474,0.105772335126874,30
"CT",2014,10,0.118218719463887,0.101144447655765,30
"VT",2015,3,0.0690930915151595,0.0690930915151595,30
"VT",2015,4,0.0416524436688252,0.0416524436688252,30
"VT",2015,5,0.0389479693013794,0.0389479693013794,30
"VT",2015,6,0.000546526173119927,0.000546526173119927,30
"VT",2015,7,0.0509571981119337,0.0509571981119337,30
"VT",2015,8,0.0198630386525615,0.0198630386525615,30
"VT",2015,9,0.0295651680774973,0.0295651680774973,30
"VT",2015,10,0.0165093642953843,0.0165093642953843,30
"CT",2014,3,-0.00612896646957695,-0.0133507891286566,31
