"state_id","ban_year","sample_size","att_f","rsq","mape","attempt"
"CT",2014,8,-0.0181853554719519,0.87884971111606,0.378647190537241,6
"CT",2014,9,0.0142899993991752,0.876097169165909,0.419739908768481,6
"CT",2014,10,0.0346524010459785,0.876860453676475,0.471124007362377,6
"VT",2015,3,-0.0220494175703481,0.375263847899359,0.00643787168669006,6
"VT",2015,4,-0.0491105211517185,0.592279418101485,0.0110297669348188,6
"VT",2015,5,-0.0351767052679863,0.696649830646081,0.00830003023942569,6
"VT",2015,6,-0.0503193878363413,0.790192824147911,0.0092228989004648,6
"VT",2015,7,-0.0062466955351248,0.813466259422879,0.0328899747268188,6
"VT",2015,8,0.0268078236907875,0.862763692299926,0.0633426997514567,6
"VT",2015,9,0.0548941014198455,0.847978489968246,0.0915765206341699,6
"VT",2015,10,0.0988350895739627,0.818758307369656,0.121969030428575,6
"CT",2014,3,-0.226073233175737,0.917547547801459,0.0809655363139393,7
"CT",2014,4,-0.142623821065706,0.953363292806377,0.180432386563478,7
"CT",2014,5,-0.172403953092067,0.926121014822921,0.247647840833802,7
"CT",2014,6,-0.109222395814256,0.897708491673379,0.298111594141921,7
"CT",2014,7,-0.057052730605865,0.886173551145437,0.336328550632698,7
"CT",2014,8,-0.0181853554719519,0.867797765488922,0.375845642945153,7
"CT",2014,9,0.0142899993991752,0.876097169165909,0.419739908768481,7
"CT",2014,10,0.0346524010459785,0.876860453676475,0.471124007362377,7
"VT",2015,3,-0.0472855170155454,0.425753387110705,0.00883437075302762,7
"VT",2015,4,-0.0658530470929027,0.619188803854263,0.00979398737104211,7
"VT",2015,5,-0.0325768601102724,0.675997685042176,0.00487706971873892,7
"VT",2015,6,-0.0443648962531595,0.775944998501921,0.0109880177401756,7
"VT",2015,7,-0.0062466955351248,0.821736727709492,0.0328371447264813,7
"VT",2015,8,0.0268078236907875,0.861987233972216,0.0637488191280519,7
"VT",2015,9,0.0548941014198455,0.847978489968246,0.0915765206341699,7
"VT",2015,10,0.0988350895739627,0.818758307369656,0.121969030428575,7
"CT",2014,3,-0.24421045726136,0.897942955497617,0.0914789993442489,8
"CT",2014,4,-0.153475532456445,0.936852036442587,0.177879042914042,8
"CT",2014,5,-0.172403953092067,0.933297685141684,0.249439570970296,8
"CT",2014,6,-0.116378825684044,0.910746392253936,0.296998266482859,8
"CT",2014,7,-0.057052730605865,0.874026623610357,0.333198811888781,8
"CT",2014,8,-0.0181853554719519,0.879628663907023,0.379807235320225,8
"CT",2014,9,0.0142899993991752,0.876097169165909,0.419739908768481,8
"CT",2014,10,0.0346524010459785,0.876860453676475,0.471124007362377,8
"VT",2015,3,-0.0472855170155454,0.422763431346422,0.00795133724186537,8
"VT",2015,4,-0.0658530470929027,0.657352588329442,0.00935746157579616,8
"VT",2015,5,-0.0325768601102724,0.646106330102476,0.00715726327381947,8
"VT",2015,6,-0.0457039383757588,0.816625005782958,0.00976488743139356,8
"VT",2015,7,-0.00504731850775808,0.826213929052474,0.0323492114074543,8
"VT",2015,8,0.0268078236907875,0.861179687583658,0.0637883209759969,8
"VT",2015,9,0.0548941014198455,0.847978489968246,0.0915765206341699,8
"VT",2015,10,0.0988350895739627,0.818758307369656,0.121969030428575,8
"CT",2014,3,-0.24421045726136,0.88392276164196,0.10032565591861,9
"CT",2014,4,-0.142623821065706,0.95551666603197,0.193270494276719,9
"CT",2014,5,-0.123808421236534,0.936699135902445,0.247197253268765,9
"CT",2014,6,-0.112577102140258,0.906737780564133,0.293470492847802,9
"CT",2014,7,-0.0547600752423415,0.88162691669262,0.337960821149089,9
"CT",2014,8,-0.0169145549182989,0.872244979588307,0.381298003238067,9
"CT",2014,9,0.0142899993991752,0.876097169165909,0.419739908768481,9
"CT",2014,10,0.0346524010459785,0.876860453676475,0.471124007362377,9
"VT",2015,3,-0.0220494175703481,0.367492558974368,0.00559250727620466,9
"VT",2015,4,-0.0491105211517185,0.591155395824652,0.0115294182931357,9
"VT",2015,5,-0.0270383207575733,0.655400508255553,0.00738881223472791,9
"VT",2015,6,-0.0410884889151762,0.7991867495478,0.0108126909234145,9
"VT",2015,7,-0.0062466955351248,0.809495343197197,0.0336292098848916,9
"VT",2015,8,0.0268078236907875,0.861138236835862,0.0632994976044635,9
"VT",2015,9,0.0548941014198455,0.847978489968246,0.0915765206341699,9
"VT",2015,10,0.0988350895739627,0.818758307369656,0.121969030428575,9
"CT",2014,3,-0.24421045726136,0.888919627742218,0.101242878204838,10
"CT",2014,4,-0.136804169163969,0.955131946273458,0.193253795892936,10
"CT",2014,5,-0.173506358531064,0.929043882279093,0.244495066621323,10
"CT",2014,6,-0.112577102140258,0.917709503419923,0.297428608591233,10
"CT",2014,7,-0.057052730605865,0.88917865618377,0.342837496854292,10
"CT",2014,8,-0.0134033785119872,0.878632059784606,0.376426193607763,10
"CT",2014,9,0.0142899993991752,0.876097169165909,0.419739908768481,10
"CT",2014,10,0.0346524010459785,0.876860453676475,0.471124007362377,10
"VT",2015,3,-0.0472855170155454,0.392200729212863,0.00778177633920156,10
"VT",2015,4,-0.0658530470929027,0.626696728109535,0.00970642285504232,10
"VT",2015,5,-0.0270383207575733,0.677233944361998,0.00770565684078102,10
"VT",2015,6,-0.0410884889151762,0.789025759491948,0.0102533658889987,10
"VT",2015,7,-0.0062466955351248,0.791617455655641,0.0340935158246335,10
"VT",2015,8,0.0276202753025731,0.863157102807255,0.0632007429846009,10
"VT",2015,9,0.0548941014198455,0.847978489968246,0.0915765206341699,10
"VT",2015,10,0.0988350895739627,0.818758307369656,0.121969030428575,10
"CT",2014,3,-0.226073233175737,0.904673450656118,0.092590813842672,11
"CT",2014,4,-0.142623821065706,0.943772432443266,0.187751709435173,11
"CT",2014,5,-0.173506358531064,0.931213271824376,0.244842718296544,11
"CT",2014,6,-0.112577102140258,0.92026351597194,0.29841846952846,11
"CT",2014,7,-0.0547600752423415,0.893056002727765,0.33988868974982,11
"CT",2014,8,-0.0181853554719519,0.871818528240341,0.376142920854619,11
"CT",2014,9,0.0142899993991752,0.876097169165909,0.419739908768481,11
"CT",2014,10,0.0346524010459785,0.876860453676475,0.471124007362377,11
"VT",2015,3,-0.0472855170155454,0.383880946639308,0.00753836928880749,11
"VT",2015,4,-0.0658530470929027,0.664589945485516,0.00767978194751809,11
"VT",2015,5,-0.0325768601102724,0.671787659437931,0.00700248608142304,11
"VT",2015,6,-0.039749446792577,0.787002368311131,0.0122696803325002,11
"VT",2015,7,-0.0062466955351248,0.803136814015041,0.0336033507916396,11
"VT",2015,8,0.0268078236907875,0.859564594806544,0.063867324671887,11
"VT",2015,9,0.0548941014198455,0.847978489968246,0.0915765206341699,11
"VT",2015,10,0.0988350895739627,0.818758307369656,0.121969030428575,11
"CT",2014,3,-0.226073233175737,0.909482384105592,0.0937072522235403,12
"CT",2014,4,-0.141836228652971,0.955683354043587,0.195405699233667,12
"CT",2014,5,-0.0788227389363943,0.932897813486981,0.258055414852158,12
"CT",2014,6,-0.116378825684044,0.911060998933149,0.299167291342297,12
"CT",2014,7,-0.057052730605865,0.884588546996788,0.338050780830537,12
"CT",2014,8,-0.0181853554719519,0.868913499155591,0.376369116440239,12
"CT",2014,9,0.0142899993991752,0.876097169165909,0.419739908768481,12
"CT",2014,10,0.0346524010459785,0.876860453676475,0.471124007362377,12
"VT",2015,3,-0.0755554872815385,0.440585589325469,0.00877358573192225,12
"VT",2015,4,-0.0323679952105342,0.604444043223534,0.0117351441506812,12
"VT",2015,5,-0.0270383207575733,0.677491299660404,0.00670103146038952,12
"VT",2015,6,-0.039749446792577,0.808871361561822,0.0115982295208571,12
"VT",2015,7,-0.0062466955351248,0.809191938832429,0.0319474436173486,12
"VT",2015,8,0.0268078236907875,0.8575560915221,0.064088285134633,12
"VT",2015,9,0.0548941014198455,0.847978489968246,0.0915765206341699,12
"VT",2015,10,0.0988350895739627,0.818758307369656,0.121969030428575,12
"CT",2014,3,-0.254975373873548,0.926404111050757,0.0724113787869047,13
"CT",2014,4,-0.141836228652971,0.948471186839625,0.191889416503732,13
"CT",2014,5,-0.0752128893810016,0.92942487643697,0.249011340143925,13
"CT",2014,6,-0.112577102140258,0.917951128978204,0.301298853506921,13
"CT",2014,7,-0.0547600752423415,0.893325304036704,0.340946464028055,13
"CT",2014,8,-0.0134033785119872,0.87059053428177,0.375831637788831,13
"CT",2014,9,0.0142899993991752,0.876097169165909,0.419739908768481,13
"CT",2014,10,0.0346524010459785,0.876860453676475,0.471124007362377,13
"VT",2015,3,-0.0220494175703481,0.404822836943184,0.00700543895319193,13
"VT",2015,4,-0.0658530470929027,0.623577121542609,0.00880212196891374,13
"VT",2015,5,-0.0351767052679863,0.647782141145022,0.0069060916431771,13
"VT",2015,6,-0.0457039383757588,0.795720346432057,0.00921899225936474,13
"VT",2015,7,-0.00504731850775808,0.811055649735894,0.0342605431875042,13
"VT",2015,8,0.0268078236907875,0.859554232119595,0.0637451188290036,13
"VT",2015,9,0.0548941014198455,0.847978489968246,0.0915765206341699,13
"VT",2015,10,0.0988350895739627,0.818758307369656,0.121969030428575,13
"CT",2014,3,-0.254975373873548,0.928303349776818,0.0882125240171774,14
"CT",2014,4,-0.131772109674967,0.945589231641662,0.187139926848663,14
"CT",2014,5,-0.0752128893810016,0.932989989881448,0.249563476354201,14
"CT",2014,6,-0.112577102140258,0.901510043877585,0.304717836315517,14
"CT",2014,7,-0.0586389611869402,0.898488639626781,0.345022914411551,14
"CT",2014,8,-0.0181853554719519,0.879186491991765,0.378010619249344,14
"CT",2014,9,0.0142899993991752,0.876097169165909,0.419739908768481,14
"CT",2014,10,0.0346524010459785,0.876860453676475,0.471124007362377,14
"VT",2015,3,-0.0755554872815385,0.474128046802391,0.009237289605462,14
"VT",2015,4,-0.0658530470929027,0.647013737309677,0.00854985023344973,14
"VT",2015,5,-0.0338767826891293,0.680535624826179,0.00733565357530414,14
"VT",2015,6,-0.0457039383757588,0.80287607239986,0.0113503024026789,14
"VT",2015,7,-0.00744607256249152,0.819997229313889,0.0308099048735295,14
"VT",2015,8,0.0268078236907875,0.861956145911368,0.0633822015994018,14
"VT",2015,9,0.0548941014198455,0.847978489968246,0.0915765206341699,14
"VT",2015,10,0.0988350895739627,0.818758307369656,0.121969030428575,14
"CT",2014,3,-0.24421045726136,0.908412823809821,0.094271491945956,15
"CT",2014,4,-0.131772109674967,0.948535264829173,0.181860803511366,15
"CT",2014,5,-0.123808421236534,0.929194327055653,0.247546270116195,15
"CT",2014,6,-0.126889961879834,0.919258816739914,0.295833833992094,15
"CT",2014,7,-0.057052730605865,0.882855879413116,0.337820630864491,15
"CT",2014,8,-0.0169145549182989,0.872739961824391,0.379343374642682,15
"CT",2014,9,0.0142899993991752,0.876097169165909,0.419739908768481,15
"CT",2014,10,0.0346524010459785,0.876860453676475,0.471124007362377,15
"VT",2015,3,-0.0220494175703481,0.396929548462419,0.00742988489195703,15
"VT",2015,4,-0.0658530470929027,0.643940370439665,0.00861274500903884,15
"VT",2015,5,-0.0325768601102724,0.667959524864216,0.00774567735153151,15
"VT",2015,6,-0.039749446792577,0.798387792196745,0.0114519670294595,15
"VT",2015,7,-0.00504731850775808,0.82159433627978,0.0331076306841262,15
"VT",2015,8,0.0268078236907875,0.861117511461964,0.0630550859186968,15
"VT",2015,9,0.0548941014198455,0.847978489968246,0.0915765206341699,15
"VT",2015,10,0.0988350895739627,0.818758307369656,0.121969030428575,15
"CT",2014,3,-0.24421045726136,0.897865348068123,0.101707298632602,16
"CT",2014,4,-0.131772109674967,0.946659607590801,0.183430677325685,16
"CT",2014,5,-0.123808421236534,0.921333215091398,0.250322659108872,16
"CT",2014,6,-0.116378825684044,0.916076009689604,0.294129300570544,16
"CT",2014,7,-0.051587614080191,0.881056243967835,0.336628025598931,16
"CT",2014,8,-0.0134033785119872,0.865229517279879,0.375435267242877,16
"CT",2014,9,0.0142899993991752,0.876097169165909,0.419739908768481,16
"CT",2014,10,0.0346524010459785,0.876860453676475,0.471124007362377,16
"VT",2015,3,-0.0472855170155454,0.446629216713514,0.00831432926391338,16
"VT",2015,4,-0.0491105211517185,0.616456021444499,0.00864845914125473,16
"VT",2015,5,-0.0270383207575733,0.671586339621328,0.00666098874950184,16
"VT",2015,6,-0.0383501735939825,0.804397058904821,0.0143819733064889,16
"VT",2015,7,5.65314206833478e-05,0.81292901860612,0.0349874090951235,16
"VT",2015,8,0.0268078236907875,0.859978730687772,0.0639697795907978,16
"VT",2015,9,0.0548941014198455,0.847978489968246,0.0915765206341699,16
"VT",2015,10,0.0988350895739627,0.818758307369656,0.121969030428575,16
"CT",2014,3,-0.24421045726136,0.900387082879898,0.0922223877905194,17
"CT",2014,4,-0.131772109674967,0.949098447417458,0.189303902569397,17
"CT",2014,5,-0.172403953092067,0.92211342620131,0.246352632348659,17
"CT",2014,6,-0.112577102140258,0.906887492116765,0.301545877137463,17
"CT",2014,7,-0.057052730605865,0.88631054334973,0.3396580336455,17
"CT",2014,8,-0.0181853554719519,0.886105414575583,0.380727079361266,17
"CT",2014,9,0.0142899993991752,0.876097169165909,0.419739908768481,17
"CT",2014,10,0.0346524010459785,0.876860453676475,0.471124007362377,17
"VT",2015,3,-0.0220494175703481,0.356226668860078,0.00650541602248822,17
"VT",2015,4,-0.0491105211517185,0.610145184881013,0.00872148315697297,17
"VT",2015,5,-0.0270383207575733,0.662415151713385,0.00605162759684235,17
"VT",2015,6,-0.0457039383757588,0.791639200169308,0.0103198354141449,17
"VT",2015,7,-0.0062466955351248,0.817313494110743,0.0323303771405803,17
"VT",2015,8,0.0268078236907875,0.861976871285267,0.0636266132851685,17
"VT",2015,9,0.0548941014198455,0.847978489968246,0.0915765206341699,17
"VT",2015,10,0.0988350895739627,0.818758307369656,0.121969030428575,17
"CT",2014,3,-0.24421045726136,0.896530192957134,0.105152680262545,18
"CT",2014,4,-0.131772109674967,0.954930405623081,0.18706775206758,18
"CT",2014,5,-0.0629060047236682,0.933748192712152,0.249792928434118,18
"CT",2014,6,-0.112577102140258,0.910719673826347,0.300793492420546,18
"CT",2014,7,-0.057052730605865,0.886691249547014,0.339933054917422,18
"CT",2014,8,-0.0181853554719519,0.87416225586558,0.376977677415493,18
"CT",2014,9,0.0142899993991752,0.876097169165909,0.419739908768481,18
"CT",2014,10,0.0346524010459785,0.876860453676475,0.471124007362377,18
"VT",2015,3,-0.0220494175703481,0.375113546581465,0.00712062946431388,18
"VT",2015,4,-0.0491105211517185,0.590658065535905,0.00824058794164991,18
"VT",2015,5,-0.0338767826891293,0.677372604643899,0.00519575823376923,18
"VT",2015,6,-0.039749446792577,0.796046337843588,0.0111898303784067,18
"VT",2015,7,-0.0062466955351248,0.813454797403991,0.0328732026645641,18
"VT",2015,8,0.0268078236907875,0.861583460777937,0.0637685700520244,18
"VT",2015,9,0.0548941014198455,0.847978489968246,0.0915765206341699,18
"VT",2015,10,0.0988350895739627,0.818758307369656,0.121969030428575,18
"CT",2014,3,-0.24421045726136,0.898362363600461,0.0964054925998982,19
"CT",2014,4,-0.131772109674967,0.950621891996962,0.185274574324722,19
"CT",2014,5,-0.0752128893810016,0.932593825672972,0.25240768939706,19
"CT",2014,6,-0.116378825684044,0.913891541583767,0.297641563615904,19
"CT",2014,7,-0.0547600752423415,0.905052405161001,0.345044270437896,19
"CT",2014,8,-0.0134033785119872,0.87059053428177,0.375831637788831,19
"CT",2014,9,0.0142899993991752,0.876097169165909,0.419739908768481,19
"CT",2014,10,0.0346524010459785,0.876860453676475,0.471124007362377,19
"VT",2015,3,-0.0755554872815385,0.451353968264475,0.00842797483040652,19
"VT",2015,4,-0.0491105211517185,0.623635558387745,0.011697068181185,19
"VT",2015,5,-0.0338767826891293,0.715460932541482,0.00519663586237944,19
"VT",2015,6,-0.0410884889151762,0.785705794821848,0.010827274001994,19
"VT",2015,7,-0.0062466955351248,0.811215224448275,0.0321706546491756,19
"VT",2015,8,0.0276202753025731,0.861914695163573,0.0628933782278684,19
"VT",2015,9,0.0548941014198455,0.847978489968246,0.0915765206341699,19
"VT",2015,10,0.0988350895739627,0.818758307369656,0.121969030428575,19
"CT",2014,3,-0.24421045726136,0.903447743526144,0.0987270284318759,20
"CT",2014,4,-0.142623821065706,0.946015782520569,0.185221737713521,20
"CT",2014,5,-0.0752128893810016,0.926051426842348,0.249856246830278,20
"CT",2014,6,-0.126889961879834,0.899237693048611,0.292811574984485,20
"CT",2014,7,-0.057052730605865,0.88136664770141,0.337492073415625,20
"CT",2014,8,-0.0181853554719519,0.877621717157489,0.378335907471454,20
"CT",2014,9,0.0142899993991752,0.876097169165909,0.419739908768481,20
"CT",2014,10,0.0346524010459785,0.876860453676475,0.471124007362377,20
"VT",2015,3,-0.0472855170155454,0.434573128802991,0.00768843313025113,20
"VT",2015,4,-0.0491105211517185,0.5994232498782,0.0113233157832165,20
"VT",2015,5,-0.0325768601102724,0.68639295507073,0.00733543304528656,20
"VT",2015,6,-0.0383501735939825,0.800641725466674,0.014743380498415,20
"VT",2015,7,-0.00504731850775808,0.81162004232916,0.0332455794049399,20
"VT",2015,8,0.0276202753025731,0.86067228751989,0.0625860134711359,20
"VT",2015,9,0.0548941014198455,0.847978489968246,0.0915765206341699,20
"VT",2015,10,0.0988350895739627,0.818758307369656,0.121969030428575,20
"CT",2014,3,-0.226073233175737,0.914390441703816,0.0910047383476739,21
"CT",2014,4,-0.142623821065706,0.952192436666063,0.190642593844972,21
"CT",2014,5,-0.123808421236534,0.930228052828813,0.250864736682221,21
"CT",2014,6,-0.116378825684044,0.90020382470605,0.295692705307722,21
"CT",2014,7,-0.057052730605865,0.880632501945171,0.335333071270759,21
"CT",2014,8,-0.0181853554719519,0.871706267948439,0.376355111283918,21
"CT",2014,9,0.0142899993991752,0.876097169165909,0.419739908768481,21
"CT",2014,10,0.0346524010459785,0.876860453676475,0.471124007362377,21
"VT",2015,3,-0.0472855170155454,0.414250896087216,0.00771844209078697,21
"VT",2015,4,-0.0658530470929027,0.640405363109467,0.00939662166785392,21
"VT",2015,5,-0.0325768601102724,0.656454951786288,0.00639587397004326,21
"VT",2015,6,-0.0396892157165817,0.803332837268628,0.0124464160193406,21
"VT",2015,7,-0.00504731850775808,0.799879549051176,0.0340082579028761,21
"VT",2015,8,0.0268078236907875,0.86203904740696,0.0643598483424686,21
"VT",2015,9,0.0548941014198455,0.847978489968246,0.0915765206341699,21
"VT",2015,10,0.0988350895739627,0.818758307369656,0.121969030428575,21
"CT",2014,3,-0.220690774869643,0.887740836869229,0.098638441473361,22
"CT",2014,4,-0.142623821065706,0.952152700636922,0.182005919677057,22
"CT",2014,5,-0.0770178141586979,0.926562988812187,0.253980992594102,22
"CT",2014,6,-0.116378825684044,0.900950049296187,0.297676217038002,22
"CT",2014,7,-0.057052730605865,0.881199598218926,0.336439622435223,22
"CT",2014,8,-0.0134033785119872,0.871930788532242,0.37593073042532,22
"CT",2014,9,0.0142899993991752,0.876097169165909,0.419739908768481,22
"CT",2014,10,0.0346524010459785,0.876860453676475,0.471124007362377,22
"VT",2015,3,-0.0755554872815385,0.477255632093745,0.00996332584294041,22
"VT",2015,4,-0.0658530470929027,0.599493562324047,0.0103831024541961,22
"VT",2015,5,-0.0325768601102724,0.657763787149171,0.00646211196709898,22
"VT",2015,6,-0.0410884889151762,0.796662247255872,0.0123273885160577,22
"VT",2015,7,-0.00504731850775808,0.810365878366396,0.0348209438769475,22
"VT",2015,8,0.0268078236907875,0.861107148775015,0.0629328800758134,22
"VT",2015,9,0.0548941014198455,0.847978489968246,0.0915765206341699,22
"VT",2015,10,0.0988350895739627,0.818758307369656,0.121969030428575,22
"CT",2014,3,-0.226073233175737,0.913221318369501,0.0851484708140605,23
"CT",2014,4,-0.153475532456445,0.944414190561409,0.175097570306779,23
"CT",2014,5,-0.0752128893810016,0.938801953701022,0.252577649551794,23
"CT",2014,6,-0.112577102140258,0.913350559571929,0.294318249842353,23
"CT",2014,7,-0.057052730605865,0.883691058496018,0.336775463037116,23
"CT",2014,8,-0.0181853554719519,0.870253753406064,0.376468209076728,23
"CT",2014,9,0.0142899993991752,0.876097169165909,0.419739908768481,23
"CT",2014,10,0.0346524010459785,0.876860453676475,0.471124007362377,23
"VT",2015,3,-0.0220494175703481,0.388177207932567,0.00784172588862406,23
"VT",2015,4,-0.0727433524797498,0.686905097800065,0.00702232361104139,23
"VT",2015,5,-0.0214997814048742,0.705735445997077,0.00682063758312963,23
"VT",2015,6,-0.039749446792577,0.807842120560048,0.0114231049717537,23
"VT",2015,7,-0.00504731850775808,0.830031030402328,0.0324783595861329,23
"VT",2015,8,0.0268078236907875,0.863612689436279,0.0637920212750451,23
"VT",2015,9,0.0548941014198455,0.847978489968246,0.0915765206341699,23
"VT",2015,10,0.0988350895739627,0.818758307369656,0.121969030428575,23
"CT",2014,3,-0.24421045726136,0.889959865608176,0.100503592948818,24
"CT",2014,4,-0.142623821065706,0.96238570170678,0.170927298259166,24
"CT",2014,5,-0.0752128893810016,0.931562857716178,0.255153923192438,24
"CT",2014,6,-0.119733532010046,0.896657203562917,0.306597141657982,24
"CT",2014,7,-0.057052730605865,0.892983990212272,0.342986605079095,24
"CT",2014,8,-0.0181853554719519,0.872709741323206,0.377090775208303,24
"CT",2014,9,0.0142899993991752,0.876097169165909,0.419739908768481,24
"CT",2014,10,0.0346524010459785,0.876860453676475,0.471124007362377,24
