"att","mape","r_sq","nreg","lambda","type","ban_year","county_id"
-0.0111589067353677,0.0404062734758512,0.818724631302581,21,1.09844427698847,"No Constraint",2015,"CO"
0.0860241658777368,0.0782426871929612,0.826842255102818,21,0.80039924547755,"No Constraint",2015,"DE"
-0.0311806855255047,0.0521204779558885,0.785112324033668,21,1.8038158730581,"No Constraint",2015,"FL"
-0.0539004622749655,0.0887423209954824,0.795339614997406,21,0.931863189532297,"No Constraint",2015,"GA"
-0.0436515920123393,0.0265428877735095,0.0108451059906846,21,9.5462847188354,"No Constraint",2015,"IA"
0.000189831443467403,0.0368625486376642,0.815571119933653,21,1.77334202464406,"No Constraint",2015,"IL"
-0.0311462273751243,0.0162691790023289,0.826046844047944,21,0.923937856629295,"No Constraint",2015,"IN"
-0.0205810979602611,0.0277451537927501,0.80917421425822,21,0.561035291065165,"No Constraint",2015,"KY"
0.0450381662296148,0.0275397737487229,0.806854518474682,21,0.885847115669136,"No Constraint",2015,"MI"
0.0314453008607275,0.0199437495771431,0.846251628681793,21,0.434065754724021,"No Constraint",2015,"MN"
-0.0374243504510988,0.0397865601635873,0.679651270295748,21,0.415944691907387,"No Constraint",2015,"MO"
-0.0225615711784248,0.0260023684508451,0.0108772347040532,21,26.1363513007835,"No Constraint",2015,"MS"
0.01417799922576,0.0514357083146335,0.85459390249022,21,1.31452291646844,"No Constraint",2015,"NC"
0.063481887644833,0.0323254054679818,0.821009422567337,21,0.54457406869065,"No Constraint",2015,"NJ"
-0.0303971791906678,0.0268773358220359,0.853105341584379,21,0.992497215964894,"No Constraint",2015,"OR"
0.0480945119283831,0.0342108939431637,0.634595092980242,21,0.311503768715754,"No Constraint",2015,"PA"
0.0510375688347381,0.035126480454129,0.841086216181129,21,0.554492703176558,"No Constraint",2015,"SC"
0.0130396317460329,0.0732323516600153,0.754179361019726,21,0.806099834719644,"No Constraint",2015,"TN"
0.0232450694094037,0.0440724792305359,0.729498348479218,21,0.508310414925707,"No Constraint",2015,"TX"
0.0329055753932151,0.0476753227925406,0.697261712772867,21,1.08137647731668,"No Constraint",2015,"UT"
0.024554708618053,0.0304088221827122,0.848677270821798,21,0.713643375407453,"No Constraint",2015,"WA"
-5.64227719766219e-05,0.0182495899757702,0.00797363557159477,21,25.3544199740729,"No Constraint",2015,"WI"
0.00787000411655867,0.0918972852416141,0.821834312328057,21,0.930894806592181,"No Constraint",2014,"CO"
0.0873798119045574,0.0789199893116156,0.819462344321159,21,0.772998160476296,"No Constraint",2014,"DE"
-0.00365075689363066,0.0890343302036017,0.783473232766802,21,1.72622939351267,"No Constraint",2014,"FL"
-0.00262544016362458,0.117343746005793,0.816600344832612,21,0.751183297070117,"No Constraint",2014,"GA"
-0.0241025319456621,0.0342559969557292,0.0034771385932615,21,9.02649237373997,"No Constraint",2014,"IA"
0.0212097847321552,0.08712946115821,0.812009343819234,21,1.56881933640313,"No Constraint",2014,"IL"
-0.0276953755522381,0.0177536092863541,0.831018275974297,21,0.916989954886508,"No Constraint",2014,"IN"
-0.0100099495200508,0.0183635075472809,0.821139490488419,21,0.574750031162436,"No Constraint",2014,"KY"
0.0470557906625061,0.0506834039788903,0.787384442674146,21,0.821154812037821,"No Constraint",2014,"MI"
0.0326224403339995,0.0274743566823171,0.845705613573063,21,0.401469580169003,"No Constraint",2014,"MN"
-0.0210311282116209,0.0257122088380795,0.6682106029217,21,0.446454920620548,"No Constraint",2014,"MO"
-0.0241160082705447,0.0317008122807416,0.0422447259779954,21,14.7328827316055,"No Constraint",2014,"MS"
0.0277933628705435,0.0559484676164208,0.85802965331476,21,1.27752580975575,"No Constraint",2014,"NC"
0.0615020598630528,0.0273027055687761,0.823792592301193,21,0.533819079951284,"No Constraint",2014,"NJ"
-0.0124569881735768,0.0517252953138741,0.853033825767381,21,0.917217728706918,"No Constraint",2014,"OR"
0.0374976230198481,0.0223896970899618,0.797843659866014,21,0.396545012277226,"No Constraint",2014,"PA"
0.0558912911723774,0.0472784391402851,0.853074186547852,21,0.491081975639692,"No Constraint",2014,"SC"
0.0237712294727492,0.037596130401871,0.783498350659927,21,0.847756507017352,"No Constraint",2014,"TN"
0.0390113465587387,0.0532653739315415,0.684071443098553,21,0.4226538463182,"No Constraint",2014,"TX"
0.0390138400032964,0.0518057866191855,0.654246873420413,21,1.04223727868702,"No Constraint",2014,"UT"
0.035896517632813,0.0496969888928255,0.855352042382755,21,0.627243885406414,"No Constraint",2014,"WA"
0.00192888173402033,0.0148341879456647,0.00982335896877888,21,29.0077322977877,"No Constraint",2014,"WI"
-0.022581754517859,0.021060323681923,0.830031661119763,21,1.17319333098127,"No Constraint",2016,"CO"
0.0832610367055378,0.0478731391603976,0.828178779654697,21,0.926407838867748,"No Constraint",2016,"DE"
-0.0792094609120055,0.0547321914604303,0.798800385523027,21,1.85207155485103,"No Constraint",2016,"FL"
-0.0975204636872365,0.0459336205012372,0.807374233127194,21,1.07851328491276,"No Constraint",2016,"GA"
-0.067321919403421,0.0172854124132313,0.140163647787357,21,0.832339439695248,"No Constraint",2016,"IA"
-0.00886705160692536,0.0194505619301949,0.823316587802029,21,1.82241436833239,"No Constraint",2016,"IL"
-0.0325403208974929,0.0191706742081558,0.826364010040458,21,0.927432686269108,"No Constraint",2016,"IN"
-0.0199564509373357,0.0340504261683903,0.788023698855867,21,0.534518002088843,"No Constraint",2016,"KY"
0.0494585589651872,0.0163051168836651,0.817008760048342,21,0.918868338430508,"No Constraint",2016,"MI"
