"sample_size","ban_year","att_min","att_max","att_median","specification"
6,2015,-0.239633017908637,0.577713337539455,-0.0794195042146352,"State"
6,2016,-0.304848897391255,0.547560228783071,0.0251330338665042,"State"
7,2014,-0.362227728940389,0.627279915553029,-0.156629766307535,"State"
7,2015,-0.295567375749912,0.630380228486674,-0.154640069894349,"State"
7,2016,-0.331584063738529,0.57859169046712,-0.0313640333713129,"State"
3,2014,-0.363850902388489,0.392559075442192,0.116804787456895,"State Pooled"
3,2015,-0.255040614750204,0.314444711590856,0.0866158626080033,"State Pooled"
3,2016,-0.158521466374327,0.224149290388602,-0.0591434346979154,"State Pooled"
4,2014,-0.365444119840197,0.339709949150796,-0.181067981791688,"State Pooled"
4,2015,-0.246313440614536,0.186163055336228,-0.0792310292248381,"State Pooled"
4,2016,-0.166188183754869,0.196199705971415,-0.0777022471881563,"State Pooled"
5,2014,-0.32423085156247,0.333731685199658,-0.222050743893161,"State Pooled"
5,2015,-0.247555441697638,0.247802114832839,-0.166100519484359,"State Pooled"
5,2016,-0.150567091933882,0.210178142680736,-0.0869652051612733,"State Pooled"
6,2014,-0.277003198955302,0.386579387049513,-0.219428804885182,"State Pooled"
6,2015,-0.254576647791958,0.278236589212365,-0.14423216778486,"State Pooled"
6,2016,-0.186426101462233,0.212548506638477,-0.0621031706729184,"State Pooled"
7,2014,-0.41173583108599,0.356321098280472,-0.256780171143464,"State Pooled"
7,2015,-0.344275663345708,0.333379899364504,-0.185492074313282,"State Pooled"
7,2016,-0.249822453367459,0.203134459557896,-0.032762891289849,"State Pooled"
