"att","mape","r_sq","nreg","lambda","type","ban_year","county_id"
-0.0145600523579124,0.103335157469471,0.61795734154679,463,6.11082011293521,"No Constraint",2015,"bacaCO"
0.282371056476517,0.451603739356438,0.966096420696572,463,4.59109522863985,"No Constraint",2015,"cheyenneCO"
-0.0745083944302385,0.0884396416129095,0.895990559607598,463,5.06863870089063,"No Constraint",2015,"custerCO"
0.251657510817237,0.071441114438063,0.975035947154393,463,9.81254774454478,"No Constraint",2015,"eagleCO"
0.0521497768424788,0.016536292897017,0.993425502916931,463,1.8567242876557,"No Constraint",2015,"el pasoCO"
0.0814784741643949,0.0605745949186005,0.118647389937712,463,108.514460214259,"No Constraint",2015,"gunnisonCO"
0.0369952836425681,0.148952783366734,0.0970633194484761,463,71.0685371293997,"No Constraint",2015,"jeffersonCO"
-0.193036491726902,0.186101334741258,0.903253097018157,463,3.40161172919937,"No Constraint",2015,"larimerCO"
-0.0584259333231341,0.158466552271115,0.993312868000832,463,4.04334087652757,"No Constraint",2015,"mesaCO"
0.0771292506321134,0.140461202841941,0.97845532167942,463,0.709254561756939,"No Constraint",2015,"montezumaCO"
-0.255966947963908,0.0568140788181438,0.572256960576699,463,17.1119934522637,"No Constraint",2015,"morganCO"
0.069595383489469,0.255079787755419,0.149229913314968,463,96.6391504141206,"No Constraint",2015,"oteroCO"
-0.062289570414988,0.0119723146265778,0.128014692119848,463,33.2214128951597,"No Constraint",2015,"phillipsCO"
-0.133004858781038,0.0968352944791822,0.987498824945164,463,0.824002974736499,"No Constraint",2015,"prowersCO"
0.18180356014876,0.183118099861225,0.997391137351961,463,3.91307654734695,"No Constraint",2015,"summitCO"
0.317483400681893,0.286971017623853,0.0603948588413902,463,103.284688172376,"No Constraint",2015,"washingtonCO"
0.0394860838440532,0.0375087653824568,0.989967293087935,463,0.384722092723781,"No Constraint",2015,"yumaCO"
0.0842007868203157,0.0549883648558894,0.996318423454782,463,0.807701331475214,"No Constraint",2015,"DE"
0.113956664553638,0.0773910246946763,0.986197750739253,463,1.52313734204698,"No Constraint",2015,"bakerFL"
0.573222610347656,0.551182367189367,0.922689232352001,463,6.87084627991862,"No Constraint",2015,"bayFL"
0.00399690356610516,0.121681550944727,0.981740848319564,463,0.869173355150492,"No Constraint",2015,"bradfordFL"
-0.045587260047449,0.0561077989868389,0.985591203218675,463,2.14633444746888,"No Constraint",2015,"brevardFL"
-0.18017764951352,0.114984575438887,0.997710588625412,463,2.80237052318384,"No Constraint",2015,"browardFL"
-0.42505481556134,0.375262925134433,0.990582433317177,463,3.35935778617304,"No Constraint",2015,"charlotteFL"
-0.102527817747515,0.0111767303443385,0.971421862399295,463,1.57284585523323,"No Constraint",2015,"clayFL"
-0.155944734536001,0.0664701757743896,0.81894533672304,463,31.8463493731752,"No Constraint",2015,"collierFL"
-0.0618172041143712,0.0486054382329902,0.29051590958539,463,31.0351347726335,"No Constraint",2015,"columbiaFL"
-0.092227631679985,0.0946051108709062,0.72932291826924,463,3.78272647853084,"No Constraint",2015,"dixieFL"
-0.0229531534001437,0.00694881078428929,0.994961786905169,463,1.85930742247404,"No Constraint",2015,"duvalFL"
-0.01676159696725,0.099224895452995,0.94921459558499,463,11.8040913679937,"No Constraint",2015,"escambiaFL"
-0.413278709801181,0.297101177079147,0.93511315161686,463,2.20540382088544,"No Constraint",2015,"hamiltonFL"
-0.0909545836124728,0.0547481743928538,0.984158240634301,463,0.940526275754409,"No Constraint",2015,"hardeeFL"
-0.228951231258508,0.123487197483624,0.993991260699508,463,1.37358807854339,"No Constraint",2015,"hendryFL"
0.0203907001315463,0.0194438105313257,0.996947611337379,463,1.75925874561862,"No Constraint",2015,"hernandoFL"
-0.0249952017998573,0.0449181675292312,0.994105221137557,463,1.62471511277184,"No Constraint",2015,"hillsboroughFL"
0.167551487254309,0.134927650689399,0.98868380942892,463,8.59173898998401,"No Constraint",2015,"indian riverFL"
-0.300374174975154,0.147192817554684,0.989262326287688,463,1.69040845867949,"No Constraint",2015,"jacksonFL"
0.00171636402766667,0.046423383794186,0.191847630851112,463,61.0023592145103,"No Constraint",2015,"jeffersonFL"
-0.142167297411639,0.274444052425505,0.265896465039886,463,78.1567353743698,"No Constraint",2015,"lakeFL"
-0.0684135977641191,0.0592106733856526,0.992543770566622,463,2.3123021929914,"No Constraint",2015,"leeFL"
0.00632673298631123,0.0357109365643195,0.992253404909768,463,2.09190535844013,"No Constraint",2015,"leonFL"
-0.15212399021053,0.0591222830551262,0.849392576165331,463,4.39622574168184,"No Constraint",2015,"levyFL"
-0.108755069390679,0.0684624962765567,0.931658869102386,463,2.56463237191703,"No Constraint",2015,"madisonFL"
-0.121678038650591,0.161561558997456,0.997956412932334,463,1.32976636119404,"No Constraint",2015,"manateeFL"
-0.174587293315352,0.0287065937027287,0.905714292259006,463,6.31449618143248,"No Constraint",2015,"marionFL"
-0.156722832466972,0.133483618203418,0.997472977598408,463,2.59447296788671,"No Constraint",2015,"martinFL"
-0.062183576314827,0.170314066538221,0.990681291099953,463,2.09254102090411,"No Constraint",2015,"miami-dadeFL"
0.303299742838254,0.302830332748088,0.815734206406909,463,13.1304938790038,"No Constraint",2015,"okaloosaFL"
-0.0275303081347146,0.136603802366097,0.0676401469367003,463,95.9874565169965,"No Constraint",2015,"pascoFL"
0.24424492301473,0.165841297861546,0.754686276335818,463,16.7131471044063,"No Constraint",2015,"pinellasFL"
-8.62897761965686e-05,0.0815255172896587,0.129148581966109,463,102.953467699699,"No Constraint",2015,"polkFL"
