sample_size,ban_year,county_id,n,att,attempt
3,2014,MA,15,-0.067914552,92
4,2014,MA,39,-0.068686056,92
5,2014,MA,46,-0.087329713,92
6,2014,MA,49,-0.065964865,92
7,2014,MA,50,-0.063233532,92
8,2014,MA,50,-0.07030358,92
9,2014,MA,50,-0.07593959,92
10,2014,MA,50,-0.067151902,92
3,2014,MA,16,-0.067914552,93
4,2014,MA,35,-0.068686056,93
5,2014,MA,46,-0.0751575,93
6,2014,MA,49,-0.064048065,93
7,2014,MA,49,-0.06515568,93
8,2014,MA,49,-0.066733047,93
9,2014,MA,50,-0.071808753,93
10,2014,MA,50,-0.0629562,93
3,2014,MA,13,-0.067914552,94
4,2014,MA,41,-0.068686056,94
5,2014,MA,45,-0.090318008,94
6,2014,MA,49,-0.063590415,94
7,2014,MA,49,-0.048631191,94
8,2014,MA,50,-0.060546265,94
9,2014,MA,50,-0.083951401,94
10,2014,MA,50,-0.0741416,94
3,2014,MA,20,-0.067914552,95
4,2014,MA,40,-0.062299851,95
5,2014,MA,44,-0.070390021,95
6,2014,MA,48,-0.062735618,95
7,2014,MA,49,-0.063068804,95
8,2014,MA,50,-0.061466865,95
9,2014,MA,50,-0.080866519,95
10,2014,MA,50,-0.062450946,95
3,2014,MA,17,-0.067914552,96
4,2014,MA,35,-0.062299851,96
5,2014,MA,45,-0.068295593,96
6,2014,MA,48,-0.058922822,96
7,2014,MA,50,-0.076572331,96
8,2014,MA,50,-0.061428617,96
9,2014,MA,47,-0.069633474,96
10,2014,MA,50,-0.054782033,96
3,2014,MA,18,-0.067914552,97
4,2014,MA,36,-0.092036528,97
5,2014,MA,48,-0.069718772,97
6,2014,MA,50,-0.058922822,97
7,2014,MA,50,-0.086209455,97
8,2014,MA,50,-0.071835103,97
9,2014,MA,49,-0.060003884,97
10,2014,MA,50,-0.067239846,97
3,2014,MA,20,-0.067914552,98
4,2014,MA,38,-0.092036528,98
5,2014,MA,46,-0.077402525,98
6,2014,MA,48,-0.058922822,98
7,2014,MA,50,-0.057231868,98
8,2014,MA,50,-0.062973302,98
9,2014,MA,49,-0.066223017,98
10,2014,MA,50,-0.068014127,98
3,2014,MA,14,-0.067914552,99
4,2014,MA,36,-0.092036528,99
5,2014,MA,45,-0.065424324,99
6,2014,MA,47,-0.057914386,99
7,2014,MA,50,-0.057863758,99
8,2014,MA,49,-0.069487758,99
9,2014,MA,50,-0.077315817,99
10,2014,MA,50,-0.063651905,99
3,2014,MA,13,-0.067914552,100
4,2014,MA,36,-0.068686056,100
5,2014,MA,45,-0.078745681,100
6,2014,MA,49,-0.066943487,100
7,2014,MA,49,-0.050329181,100
8,2014,MA,50,-0.076629118,100
9,2014,MA,50,-0.064827671,100
10,2014,MA,50,-0.080640673,100
3,2016,CA,14,-0.013357765,1
4,2016,CA,37,0.012029452,1
5,2016,CA,47,0.007619118,1
6,2016,CA,50,0.021532106,1
7,2016,CA,50,-0.01019912,1
8,2016,CA,49,0.016639712,1
9,2016,CA,50,0.006110478,1
10,2016,CA,50,0.012155295,1
3,2016,CA,18,-0.013357765,2
4,2016,CA,43,0.008143404,2
5,2016,CA,46,-0.01293494,2
6,2016,CA,48,-0.029232277,2
7,2016,CA,50,0.011880837,2
8,2016,CA,49,-0.000972959,2
9,2016,CA,50,0.007217469,2
10,2016,CA,50,0.018326741,2
3,2016,CA,12,-0.013357765,3
4,2016,CA,35,0.031765411,3
5,2016,CA,49,0.014912674,3
6,2016,CA,50,-0.025465429,3
7,2016,CA,47,-0.016306259,3
8,2016,CA,49,-0.006077115,3
9,2016,CA,50,0.009637167,3
10,2016,CA,50,0.011044553,3
3,2016,CA,18,-0.013357765,4
4,2016,CA,43,0.031765411,4
5,2016,CA,48,-0.000951776,4
6,2016,CA,48,-8.09E-05,4
7,2016,CA,49,0.003346682,4
8,2016,CA,50,0.002367956,4
9,2016,CA,49,0.008021618,4
10,2016,CA,50,0.002678173,4
3,2016,CA,14,-0.013357765,5
4,2016,CA,38,0.008143404,5
5,2016,CA,45,-0.00074583,5
6,2016,CA,48,0.008326863,5
7,2016,CA,49,0.01557629,5
8,2016,CA,50,-0.000147725,5
9,2016,CA,50,-0.006938283,5
10,2016,CA,50,0.010337172,5
3,2016,CA,16,-0.013357765,6
4,2016,CA,33,0.008143404,6
5,2016,CA,48,-0.001054432,6
6,2016,CA,48,-0.004323773,6
7,2016,CA,50,0.015387386,6
8,2016,CA,50,-0.0009354,6
9,2016,CA,50,0.011739115,6
10,2016,CA,50,0.003324066,6
3,2016,CA,17,-0.013357765,7
4,2016,CA,37,0.005810862,7
5,2016,CA,44,-0.000951776,7
6,2016,CA,49,0.024455918,7
7,2016,CA,50,-0.004296317,7
8,2016,CA,50,0.004896265,7
9,2016,CA,50,0.01203907,7
10,2016,CA,49,0.009713764,7
3,2016,CA,15,-0.013357765,8
4,2016,CA,36,0.031765411,8
5,2016,CA,47,0.019124627,8
6,2016,CA,48,0.023011876,8
7,2016,CA,50,-0.010241252,8
8,2016,CA,49,0.029388787,8
9,2016,CA,50,0.011859882,8
10,2016,CA,50,0.025606611,8
3,2016,CA,18,-0.013357765,9
4,2016,CA,36,0.031765411,9
5,2016,CA,43,0.014912674,9
6,2016,CA,48,0.009992455,9
7,2016,CA,50,0.01487418,9
8,2016,CA,50,0.001562257,9
9,2016,CA,49,0.008055608,9
10,2016,CA,50,0.007480894,9
3,2016,CA,16,-0.013357765,10
4,2016,CA,42,0.031765411,10
5,2016,CA,43,0.016585849,10
6,2016,CA,49,-0.019265182,10
7,2016,CA,50,0.018344132,10
8,2016,CA,50,0.016724263,10
9,2016,CA,50,0.019492199,10
10,2016,CA,50,0.019423177,10
3,2016,CA,19,-0.013357765,11
4,2016,CA,37,0.008143404,11
5,2016,CA,46,-0.001054432,11
6,2016,CA,50,0.006954722,11
7,2016,CA,48,-0.01326263,11
8,2016,CA,49,-0.007622138,11
9,2016,CA,50,-0.004366944,11
10,2016,CA,50,0.005183357,11
3,2016,CA,15,-0.013357765,12
4,2016,CA,35,0.012029452,12
5,2016,CA,44,-0.001054432,12
6,2016,CA,50,0.021532106,12
7,2016,CA,50,-0.006886603,12
8,2016,CA,49,0.002016406,12
9,2016,CA,50,0.007683399,12
10,2016,CA,50,0.007480894,12
3,2016,CA,15,-0.013357765,13
4,2016,CA,38,0.012029452,13
5,2016,CA,44,-0.01293494,13
6,2016,CA,48,0.014783375,13
7,2016,CA,48,-0.009928466,13
8,2016,CA,49,-0.001983523,13
9,2016,CA,50,-0.008276936,13
10,2016,CA,50,0.0143273,13
3,2016,CA,16,-0.013357765,14
4,2016,CA,41,0.012029452,14
5,2016,CA,41,-0.01293494,14
6,2016,CA,50,0.016833026,14
7,2016,CA,49,0.01742001,14
8,2016,CA,50,-0.005314352,14
9,2016,CA,50,0.007275112,14
10,2016,CA,50,0.012074001,14
3,2016,CA,12,-0.013357765,15
4,2016,CA,33,0.031765411,15
5,2016,CA,45,-0.000951776,15
6,2016,CA,48,-0.025465429,15
7,2016,CA,49,-0.01019912,15
8,2016,CA,50,0.004285065,15
9,2016,CA,50,0.004995194,15
10,2016,CA,50,0.017715263,15
3,2016,CA,14,-0.013357765,16
4,2016,CA,31,0.031765411,16
5,2016,CA,47,-0.00074583,16
6,2016,CA,47,-0.004323773,16
7,2016,CA,48,-0.002727721,16
8,2016,CA,50,0.031410753,16
9,2016,CA,50,0.01168406,16
10,2016,CA,50,0.015979868,16
3,2016,CA,14,-0.013357765,17
4,2016,CA,34,0.012029452,17
5,2016,CA,47,-0.01293494,17
6,2016,CA,48,0.024455918,17
7,2016,CA,49,-0.006844185,17
8,2016,CA,50,0.003292226,17
9,2016,CA,50,0.01203907,17
10,2016,CA,50,0.012369364,17
3,2016,CA,17,-0.013357765,18
4,2016,CA,39,0.005810862,18
5,2016,CA,46,0.014912674,18
6,2016,CA,44,0.017549551,18
7,2016,CA,48,-0.012167995,18
8,2016,CA,50,0.009714963,18
9,2016,CA,50,0.007333752,18
10,2016,CA,50,0.014006333,18
3,2016,CA,15,-0.013357765,19
4,2016,CA,37,0.008143404,19
5,2016,CA,45,-0.001054432,19
6,2016,CA,48,0.017549551,19
7,2016,CA,48,-0.017425866,19
8,2016,CA,50,0.002028844,19
9,2016,CA,50,0.007916541,19
10,2016,CA,50,0.01544406,19
3,2016,CA,13,-0.013357765,20
4,2016,CA,33,0.031765411,20
5,2016,CA,40,-0.007502557,20
6,2016,CA,49,0.014004089,20
7,2016,CA,49,0.021895699,20
8,2016,CA,50,-0.002482073,20
9,2016,CA,50,0.014363913,20
10,2016,CA,49,0.013444122,20
3,2016,CA,16,-0.013357765,21
4,2016,CA,41,0.031765411,21
5,2016,CA,47,0.014265885,21
6,2016,CA,48,0.006954722,21
7,2016,CA,50,-0.004296317,21
8,2016,CA,49,0.028499274,21
9,2016,CA,50,0.014720807,21
10,2016,CA,50,0.016268982,21
3,2016,CA,17,-0.013357765,22
4,2016,CA,40,0.031765411,22
5,2016,CA,47,-0.001054432,22
6,2016,CA,48,-0.025940381,22
7,2016,CA,50,-0.012602824,22
8,2016,CA,50,0.00010794,22
9,2016,CA,50,0.013419639,22
10,2016,CA,50,0.013718505,22
3,2016,CA,18,-0.013357765,23
4,2016,CA,39,0.008143404,23
5,2016,CA,46,0.014584027,23
6,2016,CA,49,0.008326863,23
7,2016,CA,49,-0.01552424,23
8,2016,CA,50,0.002760036,23
9,2016,CA,50,0.011718297,23
10,2016,CA,50,0.012276946,23
3,2016,CA,17,-0.013357765,24
4,2016,CA,36,0.017769018,24
5,2016,CA,45,-0.000951776,24
6,2016,CA,49,-0.004323773,24
7,2016,CA,49,-0.004296317,24
8,2016,CA,49,-0.007038236,24
9,2016,CA,49,0.007348213,24
10,2016,CA,50,0.015137719,24
3,2016,CA,16,-0.013357765,25
4,2016,CA,40,0.031765411,25
5,2016,CA,46,-0.007502557,25
6,2016,CA,48,-0.029232277,25
7,2016,CA,49,-0.010241252,25
8,2016,CA,50,-0.015689917,25
9,2016,CA,49,0.003288326,25
10,2016,CA,49,0.017470164,25
3,2016,CA,16,-0.013357765,26
4,2016,CA,38,0.031765411,26
5,2016,CA,44,-0.001849176,26
6,2016,CA,50,0.009992455,26
7,2016,CA,50,-0.010476288,26
8,2016,CA,48,-0.006077115,26
9,2016,CA,50,-0.006609225,26
10,2016,CA,49,0.014057654,26
3,2016,CA,15,-0.001959775,27
4,2016,CA,36,0.008143404,27
5,2016,CA,48,-0.001054432,27
6,2016,CA,49,-0.029232277,27
7,2016,CA,49,0.003209294,27
8,2016,CA,49,-0.000719339,27
9,2016,CA,50,0.009956457,27
10,2016,CA,49,0.01389718,27
3,2016,CA,17,0.004877184,28
4,2016,CA,38,0.031765411,28
5,2016,CA,46,-0.001780519,28
6,2016,CA,46,0.011399951,28
7,2016,CA,46,0.01742001,28
8,2016,CA,48,0.008464638,28
9,2016,CA,50,0.00312246,28
10,2016,CA,49,0.013900286,28
3,2016,CA,15,-0.013357765,29
4,2016,CA,39,0.012029452,29
5,2016,CA,48,0.014265885,29
6,2016,CA,48,0.027127812,29
7,2016,CA,50,0.015101677,29
8,2016,CA,49,0.032679627,29
9,2016,CA,49,0.007950524,29
10,2016,CA,50,0.021710092,29
3,2016,CA,14,-0.013357765,30
4,2016,CA,37,0.017769018,30
5,2016,CA,47,-0.00074583,30
6,2016,CA,50,-8.09E-05,30
7,2016,CA,49,-0.012167995,30
8,2016,CA,49,0.002367956,30
9,2016,CA,49,0.007331438,30
10,2016,CA,50,0.013793957,30
3,2016,CA,18,-0.013357765,31
4,2016,CA,37,0.012029452,31
5,2016,CA,45,-0.001054432,31
6,2016,CA,46,0.01025533,31
7,2016,CA,49,0.019677979,31
8,2016,CA,49,0.004285065,31
9,2016,CA,50,0.014363913,31
10,2016,CA,50,0.015415863,31
3,2016,CA,14,-0.013357765,32
4,2016,CA,40,0.023398023,32
5,2016,CA,46,0.014265885,32
6,2016,CA,49,0.006954722,32
7,2016,CA,49,0.01011189,32
8,2016,CA,50,0.023605825,32
9,2016,CA,50,0.009368983,32
10,2016,CA,50,0.023356837,32
3,2016,CA,14,-0.013357765,33
4,2016,CA,35,0.031765411,33
5,2016,CA,48,0.007619118,33
6,2016,CA,50,0.010079903,33
7,2016,CA,50,0.003209294,33
8,2016,CA,50,0.004534869,33
9,2016,CA,50,0.009695423,33
10,2016,CA,50,0.014358274,33
3,2016,CA,15,-0.013357765,34
4,2016,CA,32,0.031765411,34
5,2016,CA,46,-0.00074583,34
6,2016,CA,48,0.014783375,34
7,2016,CA,50,0.011880837,34
8,2016,CA,50,0.027882621,34
9,2016,CA,49,0.007464526,34
10,2016,CA,50,0.007603001,34
3,2016,CA,15,-0.013357765,35
4,2016,CA,36,0.031765411,35
5,2016,CA,47,-0.000951776,35
6,2016,CA,47,-8.09E-05,35
7,2016,CA,50,0.01742001,35
8,2016,CA,49,0.004648633,35
9,2016,CA,49,0.01164727,35
10,2016,CA,49,0.009503182,35
3,2016,CA,16,-0.013357765,36
4,2016,CA,35,0.008143404,36
5,2016,CA,46,-0.001054432,36
6,2016,CA,49,0.017727583,36
7,2016,CA,50,0.015783164,36
8,2016,CA,50,-0.002690973,36
9,2016,CA,50,0.003561853,36
10,2016,CA,50,0.023464871,36
3,2016,CA,16,-0.013357765,37
4,2016,CA,36,0.031765411,37
5,2016,CA,40,0.003658297,37
6,2016,CA,48,0.007495856,37
7,2016,CA,49,-0.006844185,37
8,2016,CA,50,-0.002482073,37
9,2016,CA,50,0.001421942,37
10,2016,CA,50,0.015337712,37
3,2016,CA,19,-0.013357765,38
4,2016,CA,37,0.031765411,38
5,2016,CA,47,-0.00074583,38
6,2016,CA,50,-0.004323773,38
7,2016,CA,49,0.019214669,38
8,2016,CA,49,0.006929242,38
9,2016,CA,50,0.004119778,38
10,2016,CA,50,0.009385007,38
3,2016,CA,16,-0.013357765,39
4,2016,CA,42,0.031765411,39
5,2016,CA,45,0.019124627,39
6,2016,CA,48,0.017549551,39
7,2016,CA,50,0.018344132,39
8,2016,CA,50,-0.007038236,39
9,2016,CA,50,0.00972237,39
10,2016,CA,50,0.00608266,39
3,2016,CA,16,-0.013357765,40
4,2016,CA,40,0.012029452,40
5,2016,CA,42,-0.00074583,40
6,2016,CA,48,0.007495856,40
7,2016,CA,50,-0.005179823,40
8,2016,CA,50,-0.000344482,40
9,2016,CA,50,0.001416982,40
10,2016,CA,50,0.009313167,40
3,2016,CA,15,-0.013357765,41
4,2016,CA,35,0.008143404,41
5,2016,CA,44,0.018491231,41
6,2016,CA,49,0.017460805,41
7,2016,CA,50,-0.00796382,41
8,2016,CA,50,0.007170308,41
9,2016,CA,50,0.021988403,41
10,2016,CA,50,0.016321252,41
3,2016,CA,13,-0.013357765,42
4,2016,CA,38,0.031765411,42
5,2016,CA,45,0.014371714,42
6,2016,CA,50,0.011880884,42
7,2016,CA,50,0.024762961,42
8,2016,CA,49,-0.006653481,42
9,2016,CA,50,0.013596065,42
10,2016,CA,50,0.010337172,42
3,2016,CA,13,-0.013357765,43
4,2016,CA,37,0.031765411,43
5,2016,CA,46,-0.000951776,43
6,2016,CA,48,0.017727583,43
7,2016,CA,50,0.011880837,43
8,2016,CA,50,0.00571915,43
9,2016,CA,49,0.01598958,43
10,2016,CA,50,0.017147206,43
3,2016,CA,16,-0.013357765,44
4,2016,CA,31,0.031765411,44
5,2016,CA,45,-0.007502557,44
6,2016,CA,49,0.027127812,44
7,2016,CA,49,-0.010241252,44
8,2016,CA,49,-0.004672492,44
9,2016,CA,50,0.005793452,44
10,2016,CA,49,0.019473487,44
3,2016,CA,18,-0.013357765,45
4,2016,CA,36,0.015304242,45
5,2016,CA,45,0.010146582,45
6,2016,CA,49,0.002933596,45
7,2016,CA,50,-0.004338953,45
8,2016,CA,50,0.013810913,45
9,2016,CA,50,0.009812278,45
10,2016,CA,50,0.023556025,45
3,2016,CA,18,-0.013357765,46
4,2016,CA,39,0.008143404,46
5,2016,CA,44,-0.000951776,46
6,2016,CA,47,0.004493927,46
7,2016,CA,49,-0.002406557,46
8,2016,CA,50,0.016236704,46
9,2016,CA,50,0.007112718,46
10,2016,CA,50,0.007550787,46
3,2016,CA,16,-0.013357765,47
4,2016,CA,37,0.031765411,47
5,2016,CA,42,0.019124627,47
6,2016,CA,49,0.010079903,47
7,2016,CA,50,0.01011189,47
8,2016,CA,50,-0.003859143,47
9,2016,CA,49,-0.004366944,47
10,2016,CA,50,0.011300223,47
3,2016,CA,18,-0.013357765,48
4,2016,CA,33,0.008143404,48
5,2016,CA,43,0.018491231,48
6,2016,CA,48,-0.014106733,48
7,2016,CA,48,0.024762961,48
8,2016,CA,50,0.028362904,48
9,2016,CA,50,0.003216144,48
10,2016,CA,50,0.012475091,48
3,2016,CA,18,-0.013357765,49
4,2016,CA,36,0.008143404,49
5,2016,CA,46,-0.001054432,49
6,2016,CA,49,-0.019265182,49
7,2016,CA,50,-0.015108412,49
8,2016,CA,49,0.001432935,49
9,2016,CA,50,0.015986114,49
10,2016,CA,49,0.019991644,49
3,2016,CA,15,-0.013357765,50
4,2016,CA,38,0.008143404,50
5,2016,CA,47,0.018491231,50
6,2016,CA,50,0.002933596,50
7,2016,CA,49,-0.015108412,50
8,2016,CA,50,0.004896265,50
9,2016,CA,50,0.001229835,50
10,2016,CA,50,0.010515855,50
3,2016,CA,17,-0.013357765,51
4,2016,CA,38,0.031765411,51
5,2016,CA,43,0.001195898,51
6,2016,CA,48,0.003969412,51
7,2016,CA,49,0.02232841,51
8,2016,CA,48,0.00026704,51
9,2016,CA,50,0.007508861,51
10,2016,CA,50,0.017577266,51
3,2016,CA,12,-0.013357765,52
4,2016,CA,37,0.031765411,52
5,2016,CA,42,-0.007502557,52
6,2016,CA,47,0.017549551,52
7,2016,CA,49,-0.009928466,52
8,2016,CA,49,-0.003078803,52
9,2016,CA,50,0.016108707,52
10,2016,CA,50,0.007257694,52
3,2016,CA,14,-0.013357765,53
4,2016,CA,42,0.031765411,53
5,2016,CA,48,-0.001054432,53
6,2016,CA,48,0.006954722,53
7,2016,CA,49,-0.007396418,53
8,2016,CA,49,-0.002566104,53
9,2016,CA,50,-0.006609225,53
10,2016,CA,50,0.017768535,53
3,2016,CA,12,-0.013357765,54
4,2016,CA,36,0.031765411,54
5,2016,CA,47,0.014912674,54
6,2016,CA,47,0.020906758,54
7,2016,CA,50,-0.012167995,54
8,2016,CA,50,0.01982064,54
9,2016,CA,50,0.007742086,54
10,2016,CA,50,-0.001046389,54
3,2016,CA,16,-0.013357765,55
4,2016,CA,32,0.012029452,55
5,2016,CA,43,0.019124627,55
6,2016,CA,49,0.007670386,55
7,2016,CA,49,0.028067531,55
8,2016,CA,49,0.004896265,55
9,2016,CA,50,0.005759614,55
10,2016,CA,50,0.014037288,55
3,2016,CA,19,-0.013357765,56
4,2016,CA,39,0.026395851,56
5,2016,CA,48,0.014265885,56
6,2016,CA,49,0.01025533,56
7,2016,CA,49,0.00965723,56
8,2016,CA,48,0.028499274,56
9,2016,CA,50,0.007474909,56
10,2016,CA,49,0.007081351,56
3,2016,CA,14,-0.013357765,57
4,2016,CA,34,0.031765411,57
5,2016,CA,43,0.014371714,57
6,2016,CA,49,0.020906758,57
7,2016,CA,50,-0.007396418,57
8,2016,CA,50,-0.005314352,57
9,2016,CA,49,0.00972237,57
10,2016,CA,50,0.021710092,57
3,2016,CA,15,-0.013357765,58
4,2016,CA,38,0.008143404,58
5,2016,CA,48,-0.000951776,58
6,2016,CA,48,0.006954722,58
7,2016,CA,47,-0.007541579,58
8,2016,CA,50,-0.005554267,58
9,2016,CA,49,0.009956457,58
10,2016,CA,49,0.011269435,58
3,2016,CA,13,-0.013357765,59
4,2016,CA,37,0.031765411,59
5,2016,CA,43,0.007619118,59
6,2016,CA,47,-0.019265182,59
7,2016,CA,50,-0.007541579,59
8,2016,CA,50,-0.002482073,59
9,2016,CA,50,-0.000775016,59
10,2016,CA,49,0.017231569,59
3,2016,CA,15,-0.013357765,60
4,2016,CA,37,0.008143404,60
5,2016,CA,44,0.016585849,60
6,2016,CA,49,0.002933596,60
7,2016,CA,50,0.031392411,60
8,2016,CA,49,0.004648633,60
9,2016,CA,49,0.009781295,60
10,2016,CA,50,0.008024726,60
3,2016,CA,15,-0.013357765,61
4,2016,CA,38,0.008143404,61
5,2016,CA,45,0.014584027,61
6,2016,CA,50,0.023281573,61
7,2016,CA,50,0.003252579,61
8,2016,CA,50,-0.010586062,61
9,2016,CA,50,0.013704459,61
10,2016,CA,50,0.012570516,61
3,2016,CA,17,-0.013357765,62
4,2016,CA,36,0.008143404,62
5,2016,CA,44,-0.000951776,62
6,2016,CA,48,0.004493927,62
7,2016,CA,47,0.027524592,62
8,2016,CA,50,0.007955597,62
9,2016,CA,50,0.003288326,62
10,2016,CA,50,0.01026073,62
3,2016,CA,15,-0.013357765,63
4,2016,CA,39,0.008143404,63
5,2016,CA,42,0.014912674,63
6,2016,CA,47,0.017460805,63
7,2016,CA,48,-0.01302077,63
8,2016,CA,50,0.004285065,63
9,2016,CA,50,0.000512996,63
10,2016,CA,50,0.017200419,63
3,2016,CA,16,-0.013357765,64
4,2016,CA,40,0.008143404,64
5,2016,CA,46,-0.007502557,64
6,2016,CA,49,0.023281573,64
7,2016,CA,50,0.002760825,64
8,2016,CA,50,-0.005314352,64
9,2016,CA,49,0.007391742,64
10,2016,CA,50,0.013718505,64
3,2016,CA,12,-0.013357765,65
4,2016,CA,42,0.023398023,65
5,2016,CA,45,-0.01293494,65
6,2016,CA,48,0.002933596,65
7,2016,CA,50,0.0227177,65
8,2016,CA,49,0.016724263,65
9,2016,CA,50,0.009870256,65
10,2016,CA,50,0.017352191,65
3,2016,CA,14,-0.013357765,66
4,2016,CA,41,0.031765411,66
5,2016,CA,48,0.016585849,66
6,2016,CA,47,-0.002679186,66
7,2016,CA,50,0.00965723,66
8,2016,CA,50,0.010600167,66
9,2016,CA,49,0.001750293,66
10,2016,CA,50,0.013845108,66
3,2016,CA,16,-0.013357765,67
4,2016,CA,36,0.008143404,67
5,2016,CA,47,0.014912674,67
6,2016,CA,50,0.011880884,67
7,2016,CA,49,0.027677474,67
8,2016,CA,50,0.00026704,67
9,2016,CA,49,0.009956457,67
10,2016,CA,50,0.015948454,67
3,2016,CA,16,-0.013357765,68
4,2016,CA,36,0.017769018,68
5,2016,CA,47,0.014371714,68
6,2016,CA,49,0.027127812,68
7,2016,CA,50,0.026241588,68
8,2016,CA,50,-0.002832649,68
9,2016,CA,50,0.01164727,68
10,2016,CA,50,0.009437411,68
3,2016,CA,14,-0.013357765,69
4,2016,CA,31,0.031765411,69
5,2016,CA,44,-0.000951776,69
6,2016,CA,49,0.017371071,69
7,2016,CA,50,0.01487418,69
8,2016,CA,49,-0.005745314,69
9,2016,CA,50,0.003507684,69
10,2016,CA,50,0.003354372,69
3,2016,CA,16,-0.013357765,70
4,2016,CA,41,0.012029452,70
5,2016,CA,44,-0.007502557,70
6,2016,CA,49,0.010079903,70
7,2016,CA,49,0.000105367,70
8,2016,CA,50,0.032817146,70
9,2016,CA,49,0.003561853,70
10,2016,CA,50,0.004557057,70
3,2016,CA,13,-0.013357765,71
4,2016,CA,31,0.031765411,71
5,2016,CA,45,-0.001054432,71
6,2016,CA,49,0.011399951,71
7,2016,CA,50,-0.012992667,71
8,2016,CA,49,-0.001983523,71
9,2016,CA,49,0.000110498,71
10,2016,CA,50,0.003324066,71
3,2016,CA,17,-0.013357765,72
4,2016,CA,36,0.017769018,72
5,2016,CA,46,-0.007502557,72
6,2016,CA,50,0.021532106,72
7,2016,CA,49,-0.01019912,72
8,2016,CA,50,-0.007038236,72
9,2016,CA,50,-0.004196657,72
10,2016,CA,50,0.011754459,72
3,2016,CA,15,-0.013357765,73
4,2016,CA,39,0.008143404,73
5,2016,CA,48,-0.00074583,73
6,2016,CA,49,0.010079903,73
7,2016,CA,50,0.022482441,73
8,2016,CA,50,-0.009747395,73
9,2016,CA,50,0.008657862,73
10,2016,CA,50,0.012986656,73
3,2016,CA,15,-0.013357765,74
4,2016,CA,42,0.008143404,74
5,2016,CA,44,-0.001054432,74
6,2016,CA,49,-0.004323773,74
7,2016,CA,50,0.01487418,74
8,2016,CA,50,0.013410145,74
9,2016,CA,50,0.014363913,74
10,2016,CA,50,0.006973683,74
3,2016,CA,17,-0.013357765,75
4,2016,CA,36,0.017769018,75
5,2016,CA,48,0.014912674,75
6,2016,CA,49,0.002933596,75
7,2016,CA,49,-0.01326263,75
8,2016,CA,49,-0.000537535,75
9,2016,CA,50,-0.003418341,75
10,2016,CA,50,0.015084721,75
3,2016,CA,15,-0.013357765,76
4,2016,CA,34,0.008143404,76
5,2016,CA,44,0.018491231,76
6,2016,CA,49,0.007670386,76
7,2016,CA,50,0.022482441,76
8,2016,CA,49,0.023605825,76
9,2016,CA,50,-0.008276936,76
10,2016,CA,50,0.017512207,76
3,2016,CA,15,-0.013357765,77
4,2016,CA,37,0.031765411,77
5,2016,CA,43,-0.000951776,77
6,2016,CA,50,0.004493927,77
7,2016,CA,50,-0.006844185,77
8,2016,CA,50,-0.005156972,77
9,2016,CA,50,0.003680676,77
10,2016,CA,50,0.019476628,77
3,2016,CA,18,-0.013357765,78
4,2016,CA,38,0.005810862,78
5,2016,CA,45,-0.00074583,78
6,2016,CA,48,0.011880884,78
7,2016,CA,47,0.019259346,78
8,2016,CA,50,-0.006653481,78
9,2016,CA,50,-0.006305595,78
10,2016,CA,50,0.002678173,78
3,2016,CA,13,-0.013357765,79
4,2016,CA,41,0.008143404,79
5,2016,CA,45,-0.01293494,79
6,2016,CA,48,0.021532106,79
7,2016,CA,49,0.024608242,79
8,2016,CA,50,0.002367956,79
9,2016,CA,50,0.007508861,79
10,2016,CA,50,0.011754459,79
3,2016,CA,17,-0.013357765,80
4,2016,CA,39,0.008143404,80
5,2016,CA,44,-0.007502557,80
6,2016,CA,49,-0.025465429,80
7,2016,CA,49,-0.012992667,80
8,2016,CA,49,-0.007023622,80
9,2016,CA,49,0.009956457,80
10,2016,CA,50,0.015084721,80
3,2016,CA,19,-0.013357765,81
4,2016,CA,37,0.008143404,81
5,2016,CA,47,-0.000951776,81
6,2016,CA,49,0.014783375,81
7,2016,CA,49,-0.004338953,81
8,2016,CA,50,-0.006653481,81
9,2016,CA,50,0.009917751,81
10,2016,CA,50,0.011745035,81
3,2016,CA,16,-0.013357765,82
4,2016,CA,40,0.008143404,82
5,2016,CA,44,-0.001054432,82
6,2016,CA,49,-0.000360746,82
7,2016,CA,49,0.009249615,82
8,2016,CA,49,0.030857981,82
9,2016,CA,50,0.006749325,82
10,2016,CA,50,0.013793957,82
3,2016,CA,18,-0.013357765,83
4,2016,CA,38,0.012029452,83
5,2016,CA,47,0.014265885,83
6,2016,CA,45,0.003969412,83
7,2016,CA,50,0.000105367,83
8,2016,CA,49,0.002382847,83
9,2016,CA,49,0.006749325,83
10,2016,CA,49,0.013150436,83
3,2016,CA,17,-0.013357765,84
4,2016,CA,30,0.008143404,84
5,2016,CA,45,0.019124627,84
6,2016,CA,49,0.004493927,84
7,2016,CA,49,-0.004338953,84
8,2016,CA,49,0.02829492,84
9,2016,CA,50,0.01598958,84
10,2016,CA,50,0.013847418,84
3,2016,CA,13,-0.001959775,85
4,2016,CA,36,0.008143404,85
5,2016,CA,44,-0.00074583,85
6,2016,CA,48,0.011880884,85
7,2016,CA,48,0.02220333,85
8,2016,CA,50,0.016724263,85
9,2016,CA,50,0.009368983,85
10,2016,CA,49,0.010886565,85
3,2016,CA,16,-0.013357765,86
4,2016,CA,30,0.031765411,86
5,2016,CA,46,-0.001054432,86
6,2016,CA,46,0.016833026,86
7,2016,CA,50,-0.006886603,86
8,2016,CA,50,-0.015689917,86
