"ban_year","type","att","mape","r_sq","i"
2016,"Constraint",-0.31009841493363,0.270160169308341,0.438723925569385,43
2016,"No Constraint",-0.0773875622630153,0.0790272851117943,0.699895659875091,43
2014,"Constraint",-0.394422827460351,0.469256767935475,0.479346955794785,44
2014,"No Constraint",0.0916271469183563,0.118774097869864,0.985690074626655,44
2015,"Constraint",-0.406334640457788,0.409587354070187,0.484569071772253,44
2015,"No Constraint",0.0391862109003407,0.120431922475893,0.998515267052481,44
2016,"Constraint",-0.660688771736227,0.550375705671186,0.247004903189547,44
2016,"No Constraint",-0.0197362918651959,0.0832044705049576,0.997109549854121,44
2014,"Constraint",-0.0474792544499587,0.0521908564526088,0.672105166282356,45
2014,"No Constraint",-0.0433929797146355,0.051967425519246,0.678528885053028,45
2015,"Constraint",-0.239278825417893,0.201221440562808,0.532904578927959,45
2015,"No Constraint",-0.0623854086286094,0.0418440532362252,0.782587860074335,45
2016,"Constraint",-0.0477195792597204,0.0672466293006052,0.53867574033421,45
2016,"No Constraint",-0.0384353728042526,0.0572186407999393,0.683505943768296,45
2014,"Constraint",-0.0836237989709765,0.282046897886135,0.322274120259166,46
2014,"No Constraint",0.109155656299876,0.132121530988871,0.670739920453507,46
2015,"Constraint",0.149630364077346,0.108463192882631,0.651193776799098,46
2015,"No Constraint",0.145728389244734,0.101490461893099,0.669506240334978,46
2016,"Constraint",-0.214608491989018,0.392409275379868,0.455873162473799,46
2016,"No Constraint",0.192857687201237,0.104974525999868,0.714106866434627,46
2014,"Constraint",0.0471584378877564,0.106422815524915,0.755946712603182,47
2014,"No Constraint",0.0471584378877564,0.106422815524915,0.755946712603182,47
2015,"Constraint",0.0289457333720309,0.10318575753604,0.620827739283549,47
2015,"No Constraint",0.0289457333720309,0.10318575753604,0.620827739283549,47
2016,"Constraint",-0.117276048037691,0.178745352913307,0.44431805647237,47
2016,"No Constraint",0.0399123543854618,0.0705691926224597,0.694090347786536,47
2014,"Constraint",-0.30171770092367,0.28303567539938,0.707084783723728,48
2014,"No Constraint",-0.0574140635544701,0.0485209399096128,0.951815367626657,48
2015,"Constraint",-0.67382238476541,0.599519473841417,0.241849569881504,48
2015,"No Constraint",-0.0353972851332503,0.0686905202251784,0.998145804262255,48
2016,"Constraint",-0.580851170456407,0.533375854008661,0.245843477992274,48
2016,"No Constraint",-0.0948626823307913,0.0435583115830309,0.998613858658267,48
2014,"Constraint",-0.36987276413006,0.334562706503345,0.240258863914078,49
2014,"No Constraint",-0.0278341839467287,0.0749367819259662,0.749296910026425,49
2015,"Constraint",-0.187175678511101,0.165044521555552,0.659045341820577,49
2015,"No Constraint",-0.0372534203677582,0.0595821776428311,0.892507335658503,49
2016,"Constraint",-0.234010376493759,0.204632027137472,0.619549750366921,49
2016,"No Constraint",-0.0343018572747242,0.0548794559883943,0.93457039820985,49
2014,"Constraint",0.0311171015358061,0.0638385947430341,0.9028448031737,50
2014,"No Constraint",0.0139987024074295,0.0503098950019134,0.950588586695048,50
2015,"Constraint",-0.271202807843268,0.259991151868644,0.486042185068373,50
2015,"No Constraint",-0.013505889290927,0.0358096105854577,0.992006732375873,50
2016,"Constraint",-0.433056406447428,0.407334677888173,0.224938268034551,50
2016,"No Constraint",0.00986119201955277,0.0207429486286202,0.977379028793543,50
2014,"Constraint",0.078719220276678,0.0848723694802985,0.430625154682187,51
2014,"No Constraint",0.0977870246436402,0.0788383524167045,0.430700161825374,51
2015,"Constraint",0.0797205272161194,0.102062589259619,0.441353263048207,51
2015,"No Constraint",0.0796652744191152,0.102790921132976,0.440048718875582,51
2016,"Constraint",-0.0111292699778202,0.0687436931446335,0.542149722905468,51
2016,"No Constraint",-0.0103696728937718,0.0689192193105974,0.548264958250699,51
2014,"Constraint",-0.400760763389809,0.501259706489535,0.234521122430667,52
2014,"No Constraint",0.0399665421394965,0.118226827620783,0.738844580678523,52
2015,"Constraint",-0.113301164538961,0.251496646299684,0.466030250121919,52
2015,"No Constraint",0.0783812556215727,0.110854747158293,0.732328928160632,52
2016,"Constraint",0.108410317151503,0.0793764405112216,0.970965382889722,52
2016,"No Constraint",0.113105712733265,0.0775137241572478,0.987223278979863,52
2014,"Constraint",0.183233338718381,0.102342643821415,0.54866592704657,53
2014,"No Constraint",0.185976402359259,0.100369933694217,0.566843455537154,53
2015,"Constraint",-0.122992224495756,0.412530988153063,0.392806144790555,53
2015,"No Constraint",0.169877325908391,0.159118048472648,0.898274895781987,53
2016,"Constraint",0.0759908666748316,0.0897833441841435,0.879934483723022,53
2016,"No Constraint",0.0775564101010106,0.0877596472446454,0.895664795992415,53
2014,"Constraint",0.00614507467900688,0.107699297985549,0.461773042473292,54
2014,"No Constraint",-0.0191720967199328,0.0783018220550642,0.471212384755501,54
2015,"Constraint",-0.0562205085963524,0.0616184700233509,0.484728412853179,54
2015,"No Constraint",-0.059585237888193,0.0620940777617917,0.673992577321593,54
2016,"Constraint",-0.0707507724777869,0.0891770023347662,0.52743407214942,54
2016,"No Constraint",-0.0713133374134785,0.0787469163370217,0.546144990594739,54
2014,"Constraint",-0.422927377119366,0.441205335126924,0.445687565259421,55
2014,"No Constraint",0.00375899749110636,0.0638343751865212,0.999046104598409,55
2015,"Constraint",-0.446652076523511,0.437158692188975,0.472347339148608,55
2015,"No Constraint",-0.0125936587068563,0.0382538033766096,0.971876958473371,55
2016,"Constraint",-0.430970250794199,0.387321837526075,0.385635284029681,55
2016,"No Constraint",-0.0150853366602569,0.0373846121249009,0.904224805559378,55
2014,"Constraint",-0.0516140754766183,0.0405370900737784,0.519930098990304,56
2014,"No Constraint",-0.0869952518122136,0.031772466273866,0.535701247848458,56
2015,"Constraint",-0.614218538474892,0.520309137729376,0.239427886258173,56
2015,"No Constraint",-0.103565875696216,0.0539651038494148,0.748685250719578,56
2016,"Constraint",-0.638487781585169,0.525667091917038,0.106785054484953,56
2016,"No Constraint",-0.07903324097267,0.0448454725372067,0.749298643754788,56
2014,"Constraint",-0.32424171570125,0.345365376626807,0.130470398633427,57
2014,"No Constraint",-0.0445181096847623,0.0888467518476145,0.627312634800058,57
2015,"Constraint",-0.211971529157716,0.261909758360914,0.666933556899154,57
2015,"No Constraint",-0.0529285008431799,0.13529182108636,0.93305063492965,57
2016,"Constraint",-0.254160594835189,0.238369839958609,0.631168526269846,57
2016,"No Constraint",-0.088196240305699,0.103314581569014,0.924614733712497,57
2014,"Constraint",-0.619181464286202,0.533361198446863,0.232985495046114,58
2014,"No Constraint",-0.105985591352706,0.0607986309174576,0.982191400296144,58
2015,"Constraint",-0.164836206689601,0.173800218790654,0.496699157251083,58
2015,"No Constraint",-0.0376303830777652,0.0677006115999007,0.747596299072404,58
2016,"Constraint",-0.232012068179183,0.179043646161147,0.234243833485707,58
2016,"No Constraint",-0.124840369417063,0.0663765352880673,0.513574438405962,58
2014,"Constraint",0.0804190615485893,0.102871998709797,0.567574306826154,59
2014,"No Constraint",0.0937871085491404,0.113306797723624,0.584700388810097,59
2015,"Constraint",-0.250045549291031,0.326780572095317,0.451627381906017,59
2015,"No Constraint",-0.00213647258183721,0.116156024356965,0.711097108421237,59
2016,"Constraint",0.0013359782863492,0.131467198497886,0.413196386296155,59
2016,"No Constraint",-0.00646263028786586,0.134706460732581,0.556177336984971,59
2014,"Constraint",-0.143868314029812,0.190802655679451,0.642158286716722,60
2014,"No Constraint",0.000467617988389064,0.0300802392697444,0.899291006011801,60
2015,"Constraint",-0.496491094851885,0.474918427892703,0.24028257475201,60
2015,"No Constraint",0.0244053203784564,0.0650716968751319,0.994244474588984,60
2016,"Constraint",-0.381209974858545,0.371612472521173,0.48157490749731,60
2016,"No Constraint",0.00685358063885608,0.0351219599066359,0.998113914662313,60
2014,"Constraint",0.0597524880109406,0.123722573877569,0.246819850053893,61
2014,"No Constraint",0.0675397106946501,0.123077938760587,0.249766660877973,61
2015,"Constraint",0.0645054460262279,0.111852974915879,0.246494190302499,61
2015,"No Constraint",0.0647054291167597,0.111533990212213,0.249760238935156,61
2016,"Constraint",-0.0515014758915639,0.204666389466438,0.339440899196728,61
2016,"No Constraint",0.0819405605522384,0.0953476695071419,0.831781466516692,61
2014,"Constraint",-0.436519229501943,0.368682579432487,0.385835770513388,62
2014,"No Constraint",-0.124375483656705,0.111652139218951,0.635598837054953,62
2015,"Constraint",-0.433668235607807,0.33613581363461,0.121344497833061,62
2015,"No Constraint",-0.120164850312749,0.0737501825247614,0.367357020875467,62
2016,"Constraint",-0.178794171516368,0.0660390080536622,0.32976443043645,62
2016,"No Constraint",-0.182715691145542,0.0637136069545987,0.354791693627605,62
2014,"Constraint",-0.158106491885778,0.240526095496124,0.489705810065412,63
2014,"No Constraint",0.00981219265757343,0.0849511170606015,0.746378036497001,63
2015,"Constraint",0.00865733089937172,0.0564745382642482,0.664328606663258,63
