"r_sq","mape","att","cf","sample_size","county_id","iterations","ban_year","donor_number","chosen_donor","treated_state"
0.739864323296701,0.000645068910657261,-0.0659936805494317,3.4589043258643,3,"SC",3000,2014,"donor_1",21,"VT"
0.739864323296701,0.000645068910657261,-0.0659936805494317,3.4589043258643,3,"SC",3000,2014,"donor_1",6,"VT"
0.739864323296701,0.000645068910657261,-0.0659936805494317,3.4589043258643,3,"SC",3000,2014,"donor_1",21,"VT"
0.739864323296701,0.000645068910657261,-0.0659936805494317,3.4589043258643,3,"SC",3000,2014,"donor_1",6,"VT"
0.858302169887925,0.00117746746444599,-0.051150724575094,3.40479629631951,4,"SC",4000,2014,"donor_1",10,"VT"
0.858302169887925,0.00117746746444599,-0.051150724575094,3.40479629631951,4,"SC",4000,2014,"donor_1",4,"VT"
0.874484689951347,0.00069951297346064,-0.0554632402278886,3.42034173398569,5,"SC",5000,2014,"donor_1",18,"VT"
0.935295637595312,8.49177171461379e-05,-0.0316528778170971,3.33624009895282,6,"SC",6000,2014,"donor_1",18,"VT"
0.935295637595312,8.49177171461379e-05,-0.0316528778170971,3.33624009895282,6,"SC",6000,2014,"donor_1",1,"VT"
0.922300264355355,0.000296348824454988,-0.0550314195448288,3.41877874624788,7,"SC",7000,2014,"donor_1",21,"VT"
0.917540088914331,0.000404640966802224,-0.0515045491400939,3.4060664137116,8,"SC",8000,2014,"donor_1",20,"VT"
0.932738381086012,0.00066616387706675,-0.0542068308967464,3.41579808806959,9,"SC",9000,2014,"donor_1",3,"VT"
0.920819305054868,7.42938469420566e-05,-0.0481983134316864,3.39423489611593,10,"SC",10000,2014,"donor_1",8,"VT"
0.939899535309094,0.010692600133553,0.0525582587653741,4.70208549765715,3,"TN",3000,2014,"donor_1",6,"VT"
0.939899535309094,0.010692600133553,0.0525582587653741,4.70208549765715,3,"TN",3000,2014,"donor_1",19,"VT"
0.939899535309094,0.010692600133553,0.0525582587653741,4.70208549765715,3,"TN",3000,2014,"donor_1",7,"VT"
0.939899535309094,0.010692600133553,0.0525582587653741,4.70208549765715,3,"TN",3000,2014,"donor_1",6,"VT"
0.978936442630302,0.0104288547662679,0.0553305950888242,4.68973319546693,4,"TN",4000,2014,"donor_1",19,"VT"
0.962720274680376,0.0112277986188233,0.056120953278063,4.68622358889689,5,"TN",5000,2014,"donor_1",7,"VT"
0.977969231967837,0.011917612499955,0.0503391471382359,4.71201986278872,6,"TN",6000,2014,"donor_1",19,"VT"
0.981460154637098,0.0126584662551545,0.0639660356284139,4.65167003292239,7,"TN",7000,2014,"donor_1",11,"VT"
0.986947659879971,0.0121750893370719,0.0638255773285346,4.6522841990774,8,"TN",8000,2014,"donor_1",6,"VT"
0.981584286732918,0.0126412684916252,0.0605162993301228,4.66680137505299,9,"TN",9000,2014,"donor_1",8,"VT"
0.981199027334485,0.0135973926963725,0.0566385470303565,4.68392804511015,10,"TN",10000,2014,"donor_1",5,"VT"
0.263278130696017,0.00207322502287829,0.00209795758378383,3.88392569097598,3,"TX",3000,2014,"donor_1",20,"VT"
0.263278130696017,0.00207322502287829,0.00209795758378383,3.88392569097598,3,"TX",3000,2014,"donor_1",13,"VT"
0.263278130696017,0.00207322502287829,0.00209795758378383,3.88392569097598,3,"TX",3000,2014,"donor_1",20,"VT"
0.263278130696017,0.00207322502287829,0.00209795758378383,3.88392569097598,3,"TX",3000,2014,"donor_1",13,"VT"
0.397889180080598,0.000892260004315563,-0.0343262477637301,4.0304233115181,4,"TX",4000,2014,"donor_1",7,"VT"
