"attempt","att2","treated_location","treated_state_2"
31,0.0617628413842424,"GA","CA"
32,-0.0244736222028403,"GA","CA"
33,0.012248857143755,"GA","CA"
34,-0.00054339479338324,"GA","CA"
35,-0.00146249787157617,"GA","CA"
36,-0.0241404499091289,"GA","CA"
37,0.0193577174815065,"GA","CA"
38,0.046301318763318,"GA","CA"
39,-0.084900413228318,"GA","CA"
40,-0.0262572563014906,"GA","CA"
41,-0.0379598769998463,"GA","CA"
42,-0.00275149596009485,"GA","CA"
43,-0.0433233333004059,"GA","CA"
44,-0.0622803653499294,"GA","CA"
45,0.0180935266570531,"GA","CA"
46,-0.0523877562884197,"GA","CA"
47,0.00444850318841097,"GA","CA"
48,0.0498362773334828,"GA","CA"
49,-0.00747366294543776,"GA","CA"
50,-0.00733863855510529,"GA","CA"
1,-0.0144605819382285,"IA","CA"
2,0.00393560171872222,"IA","CA"
3,0.0106395548279095,"IA","CA"
4,0.0510493736008355,"IA","CA"
5,0.00449975157595022,"IA","CA"
6,0.00429015506053238,"IA","CA"
7,-0.0327722496225981,"IA","CA"
8,0.0229206633092374,"IA","CA"
9,0.0530671784367,"IA","CA"
10,0.0156793976838836,"IA","CA"
11,0.0281522969405262,"IA","CA"
12,-0.00734670170196871,"IA","CA"
13,0.0227637830288342,"IA","CA"
14,0.0576405004998535,"IA","CA"
15,0.0206178979556298,"IA","CA"
16,0.00648874413297247,"IA","CA"
17,-0.01571118041516,"IA","CA"
18,-0.0252784228285081,"IA","CA"
19,0.0557007600447476,"IA","CA"
20,0.0677745896567637,"IA","CA"
21,0.00156395400919773,"IA","CA"
22,-0.00189796126239182,"IA","CA"
23,0.0272726479585054,"IA","CA"
24,0.0508088496314095,"IA","CA"
25,0.0298664582973414,"IA","CA"
26,0.0303868330613954,"IA","CA"
27,0.0323892648150707,"IA","CA"
28,0.0131404096968219,"IA","CA"
29,-0.00680992913125593,"IA","CA"
30,0.0496018210225225,"IA","CA"
31,0.049372742380781,"IA","CA"
32,0.0633510272595188,"IA","CA"
33,0.0736684224896059,"IA","CA"
34,0.0393558029823356,"IA","CA"
35,-0.0054659703504503,"IA","CA"
36,0.0575279567792704,"IA","CA"
37,0.0535108054667744,"IA","CA"
38,0.00829814274607272,"IA","CA"
39,0.0261067159099295,"IA","CA"
40,0.0106781540404021,"IA","CA"
41,0.0378677191020963,"IA","CA"
42,0.0390682349660465,"IA","CA"
43,0.112147174260008,"IA","CA"
44,0.0483729402212422,"IA","CA"
45,0.0905061271816848,"IA","CA"
46,-0.00516853226936888,"IA","CA"
47,0.0268774549541781,"IA","CA"
48,0.103540114488608,"IA","CA"
49,0.0591232449568747,"IA","CA"
50,0.0829920883913907,"IA","CA"
1,0.154851008301847,"IL","CA"
2,0.255768789900878,"IL","CA"
3,0.0683358837730313,"IL","CA"
4,0.0851282632084904,"IL","CA"
5,0.0249081632764984,"IL","CA"
6,-0.0296715082566866,"IL","CA"
7,0.116351617561454,"IL","CA"
8,0.196535532553815,"IL","CA"
9,0.100913826405512,"IL","CA"
10,0.0787876530148391,"IL","CA"
11,0.0431774173851224,"IL","CA"
12,0.011974893134827,"IL","CA"
13,0.231802671960344,"IL","CA"
14,0.126783759328526,"IL","CA"
15,0.0927088334730223,"IL","CA"
16,0.0834026848559472,"IL","CA"
17,-0.0616699507057234,"IL","CA"
18,0.246955557564644,"IL","CA"
19,0.0460387376984268,"IL","CA"
20,-0.0726178351620628,"IL","CA"
21,0.148402023038988,"IL","CA"
22,0.148402023038988,"IL","CA"
23,-0.0433967484815577,"IL","CA"
24,0.0108778001838883,"IL","CA"
25,-0.0258579882380842,"IL","CA"
26,0.00438873922250421,"IL","CA"
27,0.192073028844411,"IL","CA"
28,0.105522090454289,"IL","CA"
29,0.112047949669139,"IL","CA"
30,0.0301502142015902,"IL","CA"
31,-0.0432143866392103,"IL","CA"
32,0.0323908923962045,"IL","CA"
33,-0.0360608846501253,"IL","CA"
34,-0.076422421524184,"IL","CA"
35,-0.0307377285049966,"IL","CA"
36,0.0934350675311331,"IL","CA"
37,0.0402459412630082,"IL","CA"
38,0.119851798501261,"IL","CA"
39,0.115505854828649,"IL","CA"
40,0.0278377350067229,"IL","CA"
41,0.134288064609733,"IL","CA"
42,0.0655564967880613,"IL","CA"
43,0.232788799876612,"IL","CA"
44,0.0573066962528671,"IL","CA"
45,0.0711865704862483,"IL","CA"
46,0.184856048376008,"IL","CA"
47,-0.0576156372910198,"IL","CA"
48,-0.0346024422280021,"IL","CA"
49,0.150753091140529,"IL","CA"
50,0.141921421570638,"IL","CA"
1,-0.283263645534433,"IN","CA"
2,-0.292031467893907,"IN","CA"
3,-0.256932148928933,"IN","CA"
4,-0.267469437659386,"IN","CA"
5,-0.297051766131021,"IN","CA"
6,-0.216766129144934,"IN","CA"
7,-0.200850591696532,"IN","CA"
8,-0.227114184831285,"IN","CA"
9,-0.266581912493273,"IN","CA"
10,-0.203061650189585,"IN","CA"
11,-0.215747287366372,"IN","CA"
12,-0.238342067603034,"IN","CA"
13,-0.236324063055696,"IN","CA"
14,-0.231080694280568,"IN","CA"
15,-0.225110641567109,"IN","CA"
16,-0.256757928192365,"IN","CA"
17,-0.322144065905111,"IN","CA"
18,-0.27064126899922,"IN","CA"
19,-0.316984977342013,"IN","CA"
20,-0.316984977342013,"IN","CA"
21,-0.283581109410463,"IN","CA"
22,-0.283581109410463,"IN","CA"
23,-0.305163801852977,"IN","CA"
24,-0.273614801078642,"IN","CA"
25,-0.226902744666969,"IN","CA"
26,-0.30212921787364,"IN","CA"
27,-0.305732882709597,"IN","CA"
28,-0.245869046691428,"IN","CA"
29,-0.293351270117213,"IN","CA"
30,-0.302152577789464,"IN","CA"
31,-0.254478335087003,"IN","CA"
32,-0.196241784650032,"IN","CA"
33,-0.284192032338382,"IN","CA"
34,-0.230085073955021,"IN","CA"
35,-0.270412100409342,"IN","CA"
36,-0.267211919651425,"IN","CA"
37,-0.294927696955255,"IN","CA"
38,-0.265768425654283,"IN","CA"
39,-0.252470335426647,"IN","CA"
40,-0.292358382395204,"IN","CA"
41,-0.276448413865221,"IN","CA"
42,-0.262578541495588,"IN","CA"
43,-0.305399698661865,"IN","CA"
44,-0.273590183146322,"IN","CA"
45,-0.250740337283953,"IN","CA"
46,-0.253306289455354,"IN","CA"
47,-0.27525999287478,"IN","CA"
48,-0.359688152457105,"IN","CA"
49,-0.30769190831825,"IN","CA"
50,-0.266676131173059,"IN","CA"
1,0.336893344472481,"KY","CA"
2,0.299443312652854,"KY","CA"
3,0.190495777518596,"KY","CA"
4,0.391508486023701,"KY","CA"
5,0.217926182612052,"KY","CA"
6,0.359794354753225,"KY","CA"
7,0.353684129280824,"KY","CA"
8,0.304150992703858,"KY","CA"
9,0.359347698502953,"KY","CA"
10,0.344758664864261,"KY","CA"
11,0.342392323403274,"KY","CA"
12,0.318499303194819,"KY","CA"
13,0.347036393109706,"KY","CA"
14,0.244872622492273,"KY","CA"
15,0.366071863135541,"KY","CA"
16,0.398449498900884,"KY","CA"
17,0.296561871050861,"KY","CA"
18,0.222282534986142,"KY","CA"
19,0.338857072369431,"KY","CA"
20,0.379789405757696,"KY","CA"
21,0.272339670069699,"KY","CA"
22,0.299329539098605,"KY","CA"
23,0.328069343233957,"KY","CA"
24,0.250677358892646,"KY","CA"
25,0.273293203823455,"KY","CA"
26,0.325375574862079,"KY","CA"
27,0.366803344349707,"KY","CA"
28,0.379851859757675,"KY","CA"
29,0.215288056729489,"KY","CA"
30,0.323506094948842,"KY","CA"
31,0.326891390971355,"KY","CA"
32,0.403973354781983,"KY","CA"
33,0.398074117302183,"KY","CA"
34,0.293180968359167,"KY","CA"
35,0.343140254057941,"KY","CA"
36,0.41006206716715,"KY","CA"
37,0.264284469217475,"KY","CA"
38,0.29281900949452,"KY","CA"
39,0.422697190068674,"KY","CA"
40,0.327132161780294,"KY","CA"
41,0.318557548293965,"KY","CA"
42,0.321169282407916,"KY","CA"
43,0.271064386321805,"KY","CA"
44,0.317851972302653,"KY","CA"
45,0.243184400545977,"KY","CA"
46,0.368152813403581,"KY","CA"
47,0.237273598799632,"KY","CA"
48,0.380267970376137,"KY","CA"
49,0.23329489020945,"KY","CA"
50,0.326603074064217,"KY","CA"
1,-0.215267661183771,"MD","CA"
2,-0.227680532865519,"MD","CA"
3,-0.205396433760174,"MD","CA"
4,-0.199888328475753,"MD","CA"
5,-0.192128242626769,"MD","CA"
6,-0.222586644294742,"MD","CA"
7,-0.21543155164532,"MD","CA"
8,-0.210064817382758,"MD","CA"
9,-0.22390839832109,"MD","CA"
10,-0.209317967272214,"MD","CA"
11,-0.207932201946859,"MD","CA"
12,-0.231676428422093,"MD","CA"
13,-0.22143201433835,"MD","CA"
14,-0.193121211422342,"MD","CA"
15,-0.198057344222833,"MD","CA"
16,-0.211896976196819,"MD","CA"
17,-0.217048742827015,"MD","CA"
18,-0.205613330345381,"MD","CA"
19,-0.214982839549528,"MD","CA"
20,-0.199135515430048,"MD","CA"
21,-0.208582551491546,"MD","CA"
22,-0.219420352772781,"MD","CA"
23,-0.220643672573711,"MD","CA"
24,-0.230474369195542,"MD","CA"
25,-0.231991271347998,"MD","CA"
26,-0.242026158609186,"MD","CA"
27,-0.238207665238089,"MD","CA"
28,-0.221616987726356,"MD","CA"
29,-0.219300561790195,"MD","CA"
30,-0.238189861911613,"MD","CA"
31,-0.212100424889718,"MD","CA"
32,-0.230966583598826,"MD","CA"
33,-0.206265522299762,"MD","CA"
34,-0.206265522299762,"MD","CA"
35,-0.208875807428395,"MD","CA"
36,-0.208236198833363,"MD","CA"
37,-0.209524508295335,"MD","CA"
38,-0.220252672065617,"MD","CA"
39,-0.198141774533272,"MD","CA"
40,-0.231956108448882,"MD","CA"
41,-0.24745922169883,"MD","CA"
42,-0.216281242541704,"MD","CA"
43,-0.239859394242808,"MD","CA"
44,-0.213491426647673,"MD","CA"
45,-0.231264776031153,"MD","CA"
46,-0.231264776031153,"MD","CA"
47,-0.198276255949612,"MD","CA"
48,-0.240442356017694,"MD","CA"
49,-0.19478597878072,"MD","CA"
50,-0.22484733423839,"MD","CA"
1,-0.0419904252963933,"MI","CA"
2,-0.022037733827322,"MI","CA"
3,-0.0502751226843284,"MI","CA"
4,-0.0596632004434395,"MI","CA"
5,-0.044665443714997,"MI","CA"
6,-0.0227362565130554,"MI","CA"
7,-0.0026583925152102,"MI","CA"
8,0.0308677621774287,"MI","CA"
9,-0.04326393029688,"MI","CA"
10,-0.0578275680344481,"MI","CA"
11,-0.0369003413919095,"MI","CA"
12,-0.163735644842986,"MI","CA"
13,0.0370150647704314,"MI","CA"
14,-0.132442269778645,"MI","CA"
15,-0.0869533334234346,"MI","CA"
16,-0.0123444358954936,"MI","CA"
17,-0.0874324564370009,"MI","CA"
18,-0.0544319213954608,"MI","CA"
19,-0.0528163003550861,"MI","CA"
20,0.0562785124821837,"MI","CA"
21,-0.0183323756148708,"MI","CA"
22,-0.0242071807986664,"MI","CA"
23,-0.0173336081200724,"MI","CA"
24,0.0595942498526095,"MI","CA"
25,0.00401642167090606,"MI","CA"
26,0.00278654948177995,"MI","CA"
27,0.0304702280725178,"MI","CA"
28,0.0252478541837812,"MI","CA"
29,0.0110427807124259,"MI","CA"
30,-0.0110768784605091,"MI","CA"
31,-0.03753946921337,"MI","CA"
32,-0.0317947151040921,"MI","CA"
33,-0.000423745844458437,"MI","CA"
34,0.0407308472252785,"MI","CA"
35,0.0753140315251071,"MI","CA"
36,0.067593994888225,"MI","CA"
37,-0.0685581458917106,"MI","CA"
38,-0.0963450744872947,"MI","CA"
39,-0.0385457365787553,"MI","CA"
40,-0.0851870049408344,"MI","CA"
41,-0.0692434018718507,"MI","CA"
42,-0.0506504363261358,"MI","CA"
43,0.0164561624202247,"MI","CA"
44,-0.0821679209748039,"MI","CA"
45,0.0286248513352629,"MI","CA"
46,-0.0808590583153994,"MI","CA"
47,0.0359644649531051,"MI","CA"
48,0.0637563567062875,"MI","CA"
49,-0.0308620735225995,"MI","CA"
50,0.028136357433564,"MI","CA"
1,-0.036612293558954,"MN","CA"
2,-0.0644988278218332,"MN","CA"
3,-0.0614614696302263,"MN","CA"
4,-0.0262305623446914,"MN","CA"
5,-0.0426294646395272,"MN","CA"
6,-0.0301413139463018,"MN","CA"
7,-0.0786606416742936,"MN","CA"
8,-0.0837603903595572,"MN","CA"
9,-0.0620635036585992,"MN","CA"
10,-0.00937860341423538,"MN","CA"
11,-0.0196014013162373,"MN","CA"
12,-0.0532627836739565,"MN","CA"
13,-0.0400345664832849,"MN","CA"
14,-0.0711657730224464,"MN","CA"
15,-0.0992706601250097,"MN","CA"
16,0.00464823678420688,"MN","CA"
17,-0.0546146506322348,"MN","CA"
18,-0.0788431831082858,"MN","CA"
19,-0.0615239069074504,"MN","CA"
20,-0.0581666392669426,"MN","CA"
21,-0.00495082223303288,"MN","CA"
22,0.000578876577529619,"MN","CA"
23,-0.0250889772731862,"MN","CA"
24,-0.0610802244581615,"MN","CA"
25,-0.0748836714560826,"MN","CA"
26,-0.0566850963103258,"MN","CA"
27,0.0108120049082221,"MN","CA"
28,0.0101900174533847,"MN","CA"
29,0.0217263533301881,"MN","CA"
30,-0.0674809213209781,"MN","CA"
31,-0.0808714658889496,"MN","CA"
32,-0.0971759795782586,"MN","CA"
33,-0.0852508535971215,"MN","CA"
34,0.0447274666258584,"MN","CA"
35,-0.0233406418929719,"MN","CA"
36,-0.0465638119289808,"MN","CA"
37,-0.113785312976481,"MN","CA"
38,0.0156581722475708,"MN","CA"
39,0.0119358224670866,"MN","CA"
40,-0.112257690019287,"MN","CA"
41,-0.0983271870447116,"MN","CA"
42,0.00228841987082385,"MN","CA"
43,-0.00790452313709887,"MN","CA"
44,-0.124658991442251,"MN","CA"
45,-0.0366541492554033,"MN","CA"
46,-0.0619874486987281,"MN","CA"
47,-0.00714424572717866,"MN","CA"
48,-0.00714424572717866,"MN","CA"
49,-0.000116251125459528,"MN","CA"
50,-0.0717005332654018,"MN","CA"
1,-0.0257515285620124,"MO","CA"
2,-0.0796824177664752,"MO","CA"
3,0.0160876306914511,"MO","CA"
4,-0.0115986280525124,"MO","CA"
5,-0.068597176893258,"MO","CA"
6,-0.0252807126112769,"MO","CA"
7,-0.0493189397683544,"MO","CA"
8,-0.0506557167281771,"MO","CA"
9,-0.0700099913170064,"MO","CA"
10,-0.0583613053205122,"MO","CA"
11,-0.0101979985966104,"MO","CA"
12,-0.0557324610716173,"MO","CA"
13,-0.0885423861811992,"MO","CA"
14,-0.000363194926821971,"MO","CA"
15,-0.0124800854434111,"MO","CA"
16,-0.0079257234649828,"MO","CA"
17,0.0128987635519103,"MO","CA"
18,-0.0970414179755854,"MO","CA"
19,-0.0736849289780567,"MO","CA"
20,-0.0736849289780567,"MO","CA"
21,0.0298181985047912,"MO","CA"
22,0.0104763444380693,"MO","CA"
23,-0.121930468202386,"MO","CA"
24,-0.0366088736276272,"MO","CA"
25,-0.0300923533332113,"MO","CA"
26,0.00103997909134276,"MO","CA"
27,0.0387359508506458,"MO","CA"
28,-0.00433081510275596,"MO","CA"
29,-0.0727972814814611,"MO","CA"
30,-0.0672115779404745,"MO","CA"
31,-0.0974727513635447,"MO","CA"
32,-0.138676654577082,"MO","CA"
33,-0.0704649128811391,"MO","CA"
34,0.031528523243187,"MO","CA"
35,-0.100413524380029,"MO","CA"
36,-0.0442135255674795,"MO","CA"
37,-0.0868034852008922,"MO","CA"
38,0.020358557496464,"MO","CA"
39,-0.0103382761862151,"MO","CA"
40,-0.000200319333863603,"MO","CA"
41,-0.0693531641344412,"MO","CA"
42,-0.0404466620590003,"MO","CA"
43,0.0175429324890094,"MO","CA"
44,0.0214159482477373,"MO","CA"
45,0.0158078035960829,"MO","CA"
46,-0.0561437466489319,"MO","CA"
47,0.0206048623485455,"MO","CA"
48,-0.128413796041385,"MO","CA"
49,-0.0966368433876674,"MO","CA"
50,-0.0168434858114799,"MO","CA"
1,-0.0451963691126878,"MS","CA"
2,-0.0132248191236618,"MS","CA"
3,-0.0242634950843471,"MS","CA"
4,-0.00806537643355081,"MS","CA"
5,0.00824611440086345,"MS","CA"
6,-0.0264978808085766,"MS","CA"
7,0.0139651897707964,"MS","CA"
8,0.00078996643775096,"MS","CA"
9,0.0266719012986985,"MS","CA"
10,-0.01868695827541,"MS","CA"
11,0.00473062100098193,"MS","CA"
12,-0.0341840706137391,"MS","CA"
13,0.0289815769988895,"MS","CA"
14,0.011367499827926,"MS","CA"
15,-0.0516032017369741,"MS","CA"
16,0.0165793510976972,"MS","CA"
17,0.00468739725988106,"MS","CA"
18,0.0344772631291847,"MS","CA"
19,0.00475401049073882,"MS","CA"
20,-0.0106585270182583,"MS","CA"
21,-0.0364633067342995,"MS","CA"
22,-0.0168726660590614,"MS","CA"
23,0.034298783019501,"MS","CA"
24,0.0380915978049999,"MS","CA"
25,0.00810460036609902,"MS","CA"
26,-0.00969210071692424,"MS","CA"
27,-0.0141762524348854,"MS","CA"
28,-0.0036475502410722,"MS","CA"
29,0.00571613141820692,"MS","CA"
30,-0.00495136882481921,"MS","CA"
31,0.0213879357611918,"MS","CA"
32,-0.0179309587609946,"MS","CA"
33,-0.0251386152904252,"MS","CA"
34,0.0166918608247413,"MS","CA"
35,-0.0141804322062788,"MS","CA"
36,-0.0141804322062788,"MS","CA"
37,0.0119602347719372,"MS","CA"
38,-0.00696830059049518,"MS","CA"
39,0.00311770068185327,"MS","CA"
40,-0.010593271061987,"MS","CA"
41,0.0069446606893081,"MS","CA"
42,-0.0334875746292367,"MS","CA"
43,-0.0506197814557646,"MS","CA"
44,-0.0289714059747665,"MS","CA"
45,-0.0122554861178748,"MS","CA"
46,0.0142061746268523,"MS","CA"
47,0.00383942317131011,"MS","CA"
48,0.0406708116738758,"MS","CA"
49,-0.0402832707802297,"MS","CA"
50,0.0133136138299444,"MS","CA"
1,0.104578908522147,"NC","CA"
2,0.0485112850579679,"NC","CA"
3,0.0818244414870137,"NC","CA"
4,0.111945396480194,"NC","CA"
5,0.0839375959104261,"NC","CA"
6,0.0973887607899314,"NC","CA"
7,0.0347189902119025,"NC","CA"
8,0.0428712944845537,"NC","CA"
9,0.0500944221425104,"NC","CA"
10,0.0361246617717153,"NC","CA"
11,0.0469980081506051,"NC","CA"
12,0.124160654506809,"NC","CA"
13,0.0230171936445859,"NC","CA"
14,0.0623803915242267,"NC","CA"
15,0.0978868684257412,"NC","CA"
16,0.0697369136591118,"NC","CA"
17,0.0545283956617888,"NC","CA"
18,0.103715353168015,"NC","CA"
19,0.0713467613978404,"NC","CA"
20,0.0232944806500054,"NC","CA"
21,0.106186809561387,"NC","CA"
22,0.0234559067547479,"NC","CA"
23,0.0540418869101654,"NC","CA"
24,0.0496174703814774,"NC","CA"
25,0.0597305903642635,"NC","CA"
26,0.0614106505935399,"NC","CA"
27,0.0542734754734308,"NC","CA"
28,0.0476776660038138,"NC","CA"
29,0.0464370563971224,"NC","CA"
30,0.000780005010187009,"NC","CA"
31,0.0785304118680668,"NC","CA"
32,0.0397876219739924,"NC","CA"
33,0.0554986434294322,"NC","CA"
34,0.0713622467718891,"NC","CA"
35,0.0663771170604274,"NC","CA"
36,0.00311772109540489,"NC","CA"
37,-0.00560430665710466,"NC","CA"
38,0.0842631091755316,"NC","CA"
39,0.0531124077214254,"NC","CA"
40,0.0290257183840206,"NC","CA"
41,0.155279700992147,"NC","CA"
42,0.0648878589010434,"NC","CA"
43,0.0869660803280148,"NC","CA"
44,0.0385494239492843,"NC","CA"
45,0.0228624190644849,"NC","CA"
46,0.110952944341961,"NC","CA"
47,0.051460444116385,"NC","CA"
48,0.0296052305974335,"NC","CA"
49,0.055396769431019,"NC","CA"
50,0.036253515757113,"NC","CA"
1,0.336108919046327,"NJ","CA"
2,0.273729581977772,"NJ","CA"
3,0.329910057218184,"NJ","CA"
4,0.317757662010458,"NJ","CA"
5,0.286779222974345,"NJ","CA"
6,0.33874675105077,"NJ","CA"
7,0.271086144746593,"NJ","CA"
8,0.269278402899612,"NJ","CA"
9,0.274162755005249,"NJ","CA"
10,0.221568660205512,"NJ","CA"
11,0.275942714685656,"NJ","CA"
12,0.303347886980216,"NJ","CA"
13,0.292290399289788,"NJ","CA"
14,0.364141309429575,"NJ","CA"
15,0.418910552298101,"NJ","CA"
16,0.369178314993942,"NJ","CA"
17,0.286651720684211,"NJ","CA"
18,0.320253398534791,"NJ","CA"
19,0.33524307281998,"NJ","CA"
20,0.31144757288574,"NJ","CA"
21,0.398417620078849,"NJ","CA"
22,0.292433823099676,"NJ","CA"
23,0.385589639506284,"NJ","CA"
24,0.335845524220858,"NJ","CA"
25,0.287224174981672,"NJ","CA"
26,0.318449830844738,"NJ","CA"
27,0.266104705672408,"NJ","CA"
28,0.240822886799994,"NJ","CA"
29,0.276180010228867,"NJ","CA"
30,0.336022129369712,"NJ","CA"
31,0.404355749067745,"NJ","CA"
32,0.364106048547043,"NJ","CA"
33,0.307527171391817,"NJ","CA"
34,0.215989035884896,"NJ","CA"
35,0.303692809019157,"NJ","CA"
36,0.314858454416566,"NJ","CA"
37,0.228261394549686,"NJ","CA"
38,0.234961511702868,"NJ","CA"
39,0.240158866205171,"NJ","CA"
40,0.242467246724968,"NJ","CA"
41,0.286184702575049,"NJ","CA"
42,0.242899151623547,"NJ","CA"
43,0.36729673631706,"NJ","CA"
44,0.327742185350424,"NJ","CA"
45,0.35212086045984,"NJ","CA"
46,0.363473172712464,"NJ","CA"
47,0.308671810470729,"NJ","CA"
48,0.361423844224666,"NJ","CA"
49,0.338536199876634,"NJ","CA"
50,0.306065829958039,"NJ","CA"
1,0.139934680782427,"NM","CA"
2,0.236003697848721,"NM","CA"
3,0.188988465381622,"NM","CA"
4,0.231058597743319,"NM","CA"
5,0.147656367393055,"NM","CA"
1,-0.217122520598801,"NY","CA"
2,-0.217122520598801,"NY","CA"
3,-0.122620436398987,"NY","CA"
4,-9.44002580872705e-05,"NY","CA"
5,-0.213834450134625,"NY","CA"
6,-0.165188444819263,"NY","CA"
7,-0.118127144759588,"NY","CA"
8,-0.247137851782087,"NY","CA"
9,-0.212064640101218,"NY","CA"
10,-0.193168762111474,"NY","CA"
11,-0.197169811208204,"NY","CA"
12,-0.187392809745896,"NY","CA"
13,-0.194657121872891,"NY","CA"
14,-0.107111653790662,"NY","CA"
15,-0.187876770669238,"NY","CA"
16,-0.0772542783368421,"NY","CA"
17,-0.22429150509779,"NY","CA"
18,-0.171931786952481,"NY","CA"
19,-0.129631534189486,"NY","CA"
20,-0.204815055171839,"NY","CA"
21,-0.0420925907944187,"NY","CA"
22,-0.207923852446933,"NY","CA"
23,-0.205922987327718,"NY","CA"
24,-0.190320489632635,"NY","CA"
25,-0.113293468041725,"NY","CA"
26,-0.0819505994920642,"NY","CA"
27,-0.0738303681883749,"NY","CA"
28,-0.12859725108202,"NY","CA"
29,-0.219933242897462,"NY","CA"
30,-0.111612843545542,"NY","CA"
31,-0.164638251920503,"NY","CA"
32,-0.142021626838253,"NY","CA"
33,-0.288069191796604,"NY","CA"
34,-0.234741168313656,"NY","CA"
35,-0.217914317272455,"NY","CA"
36,-0.0683212919826461,"NY","CA"
37,-0.184109449360251,"NY","CA"
38,-0.274678339440157,"NY","CA"
39,-0.14682556244121,"NY","CA"
40,-0.218413161460796,"NY","CA"
41,-0.26639021165534,"NY","CA"
42,-0.143688468240272,"NY","CA"
43,-0.285431316407645,"NY","CA"
44,-0.236248981891535,"NY","CA"
45,-0.132670865114918,"NY","CA"
46,-0.172083009730516,"NY","CA"
47,-0.202758087253239,"NY","CA"
48,-0.235118665989251,"NY","CA"
49,-0.160337071879408,"NY","CA"
50,-0.160417231922487,"NY","CA"
1,-0.248249615601259,"OH","CA"
2,-0.287297186577745,"OH","CA"
3,-0.263006986265216,"OH","CA"
4,-0.29783283628671,"OH","CA"
5,-0.248639337577547,"OH","CA"
6,-0.257052033689343,"OH","CA"
7,-0.244739674035207,"OH","CA"
8,-0.261242977521013,"OH","CA"
9,-0.180937018242628,"OH","CA"
10,-0.203710305535356,"OH","CA"
11,-0.27220746540457,"OH","CA"
12,-0.270086163407497,"OH","CA"
13,-0.205126342001709,"OH","CA"
14,-0.276779359495643,"OH","CA"
15,-0.232606541433822,"OH","CA"
16,-0.275417201119587,"OH","CA"
17,-0.260243063261095,"OH","CA"
18,-0.234265445250708,"OH","CA"
19,-0.308897548141472,"OH","CA"
20,-0.26540979486675,"OH","CA"
21,-0.227830593303025,"OH","CA"
22,-0.237620861800384,"OH","CA"
23,-0.226891968291724,"OH","CA"
24,-0.237582670969745,"OH","CA"
25,-0.238328617483243,"OH","CA"
26,-0.225990659657864,"OH","CA"
27,-0.278484382750863,"OH","CA"
28,-0.229563070296631,"OH","CA"
29,-0.238264463828265,"OH","CA"
30,-0.195879762959602,"OH","CA"
31,-0.216285734076653,"OH","CA"
32,-0.236691871342765,"OH","CA"
33,-0.260366895840647,"OH","CA"
34,-0.271823588242189,"OH","CA"
35,-0.256746951445976,"OH","CA"
36,-0.229969401614576,"OH","CA"
37,-0.184801388590715,"OH","CA"
38,-0.267419177845385,"OH","CA"
39,-0.216452430878776,"OH","CA"
40,-0.272083884037517,"OH","CA"
41,-0.217026031354105,"OH","CA"
42,-0.264892619874783,"OH","CA"
43,-0.302171523323207,"OH","CA"
44,-0.249236083913303,"OH","CA"
45,-0.228701788957473,"OH","CA"
46,-0.193714036678878,"OH","CA"
47,-0.242739494191973,"OH","CA"
48,-0.219080140557912,"OH","CA"
49,-0.253144950971406,"OH","CA"
50,-0.285908836484934,"OH","CA"
1,-0.083708649886,"OK","CA"
2,-0.0582310301864537,"OK","CA"
3,-0.066604227329403,"OK","CA"
4,-0.0342144920927191,"OK","CA"
5,-0.0820702740779491,"OK","CA"
6,-0.0692319747173656,"OK","CA"
7,-0.0639998166121493,"OK","CA"
8,-0.0807308927840619,"OK","CA"
9,-0.0524526405222246,"OK","CA"
10,-0.0341497482451716,"OK","CA"
11,-0.0420518035867054,"OK","CA"
12,-0.0272410563930497,"OK","CA"
13,-0.0492762071570408,"OK","CA"
14,-0.054688398941267,"OK","CA"
15,-0.0446967253276332,"OK","CA"
16,-0.0798060171268845,"OK","CA"
17,-0.0552746843473226,"OK","CA"
18,-0.0583466868303893,"OK","CA"
19,-0.0789157604452778,"OK","CA"
20,-0.0605329109540739,"OK","CA"
21,-0.0132067691723118,"OK","CA"
22,-0.0390283336132468,"OK","CA"
23,-0.103120758286026,"OK","CA"
24,-0.0679610312181121,"OK","CA"
25,-0.0633980206538209,"OK","CA"
26,-0.0645863116668916,"OK","CA"
27,-0.0682567549199407,"OK","CA"
28,-0.0251158675136544,"OK","CA"
29,-0.0744570425782339,"OK","CA"
30,-0.0340854621106619,"OK","CA"
31,-0.0548424977677007,"OK","CA"
32,-0.0237335433682128,"OK","CA"
33,-0.0527516579752367,"OK","CA"
34,-0.0319679588668476,"OK","CA"
35,-0.0401471543106495,"OK","CA"
36,-0.0522650364520052,"OK","CA"
37,-0.0125057164256522,"OK","CA"
38,-0.0661267927027837,"OK","CA"
39,-0.0217077604940904,"OK","CA"
40,-0.0538130733522591,"OK","CA"
41,-0.0505414708759587,"OK","CA"
42,-0.00170292689565925,"OK","CA"
43,-0.0472653690570616,"OK","CA"
44,-0.0499831257527196,"OK","CA"
45,-0.010971417991118,"OK","CA"
46,-0.077164029706631,"OK","CA"
47,-0.0745688431388652,"OK","CA"
48,-0.0723497521291563,"OK","CA"
49,-0.0191101096029602,"OK","CA"
50,-0.0621128414040217,"OK","CA"
1,-0.111323850221682,"OR","CA"
2,0.0952754388797132,"OR","CA"
3,0.0635331235665447,"OR","CA"
4,0.0635331235665447,"OR","CA"
5,0.0833987540743068,"OR","CA"
