"attempt","att2","treated_location","treated_state_2"
8,-0.16216248498754,"MO","CT"
9,-0.117371842414348,"MO","CT"
10,-0.150104123141165,"MO","CT"
11,-0.145444010566299,"MO","CT"
12,-0.117306493095866,"MO","CT"
13,-0.123011763614324,"MO","CT"
14,-0.154061784228518,"MO","CT"
15,-0.132105428068208,"MO","CT"
16,-0.141742480086236,"MO","CT"
17,-0.143668045269962,"MO","CT"
18,-0.116955448190264,"MO","CT"
19,-0.104810362154552,"MO","CT"
20,-0.139637888035252,"MO","CT"
21,-0.115664457303867,"MO","CT"
22,-0.116768822727076,"MO","CT"
23,-0.0976567876134507,"MO","CT"
24,-0.162077310269951,"MO","CT"
25,-0.156989627577036,"MO","CT"
26,-0.118022389032908,"MO","CT"
27,-0.107675939965753,"MO","CT"
28,-0.122646249483178,"MO","CT"
29,-0.165069554210073,"MO","CT"
30,-0.122977341866483,"MO","CT"
31,-0.11904871711399,"MO","CT"
32,-0.177122027795525,"MO","CT"
33,-0.0969502413911582,"MO","CT"
34,-0.0856001774374267,"MO","CT"
35,-0.106842859255345,"MO","CT"
36,-0.12892933275032,"MO","CT"
37,-0.0847971710697225,"MO","CT"
38,-0.150139157665625,"MO","CT"
39,-0.106227042537276,"MO","CT"
40,-0.112896449353255,"MO","CT"
41,-0.0985187065836084,"MO","CT"
42,-0.136533172463087,"MO","CT"
43,-0.12780004004756,"MO","CT"
44,-0.0867139016810996,"MO","CT"
45,-0.0864869854143542,"MO","CT"
46,-0.105710416027718,"MO","CT"
47,-0.108848117959376,"MO","CT"
48,-0.117153150000478,"MO","CT"
49,-0.096725957818564,"MO","CT"
50,-0.0931268156803668,"MO","CT"
1,0.143821736190043,"MS","CT"
2,0.114683219320347,"MS","CT"
3,0.134787288913572,"MS","CT"
4,0.137570916449754,"MS","CT"
5,0.14678143605296,"MS","CT"
6,0.153104190915634,"MS","CT"
7,0.142052523384926,"MS","CT"
8,0.180927030989988,"MS","CT"
9,0.0769612343325239,"MS","CT"
10,0.0868741699472809,"MS","CT"
11,0.112620037195353,"MS","CT"
12,0.137127333593193,"MS","CT"
13,0.145354784783175,"MS","CT"
14,0.164815335698135,"MS","CT"
15,0.0940984583236639,"MS","CT"
16,0.0896181283794756,"MS","CT"
17,0.101250915924301,"MS","CT"
18,0.114688286808306,"MS","CT"
19,0.0892485922303428,"MS","CT"
20,0.0794039619340364,"MS","CT"
21,0.105669836243131,"MS","CT"
22,0.13080216244218,"MS","CT"
23,0.113698461120357,"MS","CT"
24,0.0987046137859437,"MS","CT"
25,0.127636093190392,"MS","CT"
26,0.121660108302939,"MS","CT"
27,0.104518211966304,"MS","CT"
28,0.150489279762095,"MS","CT"
29,0.108319569269201,"MS","CT"
30,0.145189944264227,"MS","CT"
31,0.1175425882309,"MS","CT"
32,0.0533938556624988,"MS","CT"
33,0.121883267728382,"MS","CT"
34,0.13996459074554,"MS","CT"
35,0.160949735673115,"MS","CT"
36,0.121157990045605,"MS","CT"
37,0.112900874923442,"MS","CT"
38,0.0867175364822469,"MS","CT"
39,0.114866638437422,"MS","CT"
40,0.104980811793837,"MS","CT"
41,0.154503711755901,"MS","CT"
42,0.0850664612414389,"MS","CT"
43,0.114473891811916,"MS","CT"
44,0.156648077803851,"MS","CT"
45,0.126823338023631,"MS","CT"
46,0.0853393885260215,"MS","CT"
47,0.0838360192208489,"MS","CT"
48,0.138628497430955,"MS","CT"
49,0.139151296626193,"MS","CT"
50,0.117167453687168,"MS","CT"
1,-0.0279078627461016,"NC","CT"
2,0.0685700924851178,"NC","CT"
3,0.00970780658765255,"NC","CT"
4,0.0264262708235589,"NC","CT"
5,0.0042434631430344,"NC","CT"
6,-0.0282762353371403,"NC","CT"
7,-0.0121549151599226,"NC","CT"
8,0.00783332250225344,"NC","CT"
9,-0.0307357064916287,"NC","CT"
10,-0.0686333401605022,"NC","CT"
11,-0.0286541770322213,"NC","CT"
12,-0.0427912997746341,"NC","CT"
13,0.000699978546145387,"NC","CT"
14,-0.0154768321800406,"NC","CT"
15,-0.0440153135628695,"NC","CT"
16,-0.00259522535788105,"NC","CT"
17,-0.05162209361404,"NC","CT"
18,-0.0406827438327582,"NC","CT"
19,-0.047972236001392,"NC","CT"
20,-0.0348054046440999,"NC","CT"
21,-0.0412041290363722,"NC","CT"
22,-0.0493916448655668,"NC","CT"
23,-0.0604162445299217,"NC","CT"
24,-0.0412572987347879,"NC","CT"
25,-0.0483798920117196,"NC","CT"
26,0.00670777552153235,"NC","CT"
27,-0.00724467359956459,"NC","CT"
28,-0.0512098818848602,"NC","CT"
29,-0.0398246165069338,"NC","CT"
30,-0.0602802804543959,"NC","CT"
31,-0.0455199530892467,"NC","CT"
32,-0.0392954445268767,"NC","CT"
33,-0.078084545212336,"NC","CT"
34,0.0911784596312877,"NC","CT"
35,0.0408697568036463,"NC","CT"
36,-0.0325034856470534,"NC","CT"
37,0.0349245802801265,"NC","CT"
38,-0.0329044232322944,"NC","CT"
39,-0.00548642218099738,"NC","CT"
40,-0.0241738926513908,"NC","CT"
41,-0.0545530306131478,"NC","CT"
42,-0.0581191145798969,"NC","CT"
43,-0.0291122935474631,"NC","CT"
44,-0.0221543676648238,"NC","CT"
45,-0.0319610932596145,"NC","CT"
46,-0.0108548877680666,"NC","CT"
47,-0.0554224549001093,"NC","CT"
48,-0.0312672301071443,"NC","CT"
49,-0.0618551760044789,"NC","CT"
50,-0.0598766601181937,"NC","CT"
1,0.116580156535069,"NJ","CT"
2,0.0597868788487605,"NJ","CT"
3,0.0657947281203431,"NJ","CT"
4,0.0508518449189373,"NJ","CT"
5,0.0825571075440611,"NJ","CT"
6,0.173569394706916,"NJ","CT"
7,0.134854817232685,"NJ","CT"
8,0.174101001573407,"NJ","CT"
9,0.239325256324888,"NJ","CT"
10,0.167629508939353,"NJ","CT"
11,0.234753560598099,"NJ","CT"
12,0.0671657487576264,"NJ","CT"
13,0.195796997322071,"NJ","CT"
14,0.131095693643623,"NJ","CT"
15,0.115664048177793,"NJ","CT"
16,0.0434275024048236,"NJ","CT"
17,0.158131034809558,"NJ","CT"
18,0.0823791183157246,"NJ","CT"
19,0.167880637657268,"NJ","CT"
20,0.216255381240674,"NJ","CT"
21,0.191899853004322,"NJ","CT"
22,0.144763950397992,"NJ","CT"
23,0.123187129340861,"NJ","CT"
24,0.0234503477107527,"NJ","CT"
25,0.175148096649186,"NJ","CT"
26,0.106356322372493,"NJ","CT"
27,0.0739775729925956,"NJ","CT"
28,0.148705413489346,"NJ","CT"
29,0.10722919047712,"NJ","CT"
30,0.0572217832855569,"NJ","CT"
31,0.148236717952094,"NJ","CT"
32,0.197400530944154,"NJ","CT"
33,0.123794967161674,"NJ","CT"
34,0.0999691977888701,"NJ","CT"
35,0.180298408821943,"NJ","CT"
36,0.0667474546223081,"NJ","CT"
37,0.05571379277225,"NJ","CT"
38,0.103175204416464,"NJ","CT"
39,0.12659885451581,"NJ","CT"
40,0.0935028483356121,"NJ","CT"
41,0.0350245773384592,"NJ","CT"
42,0.185113342048565,"NJ","CT"
43,0.175670649086393,"NJ","CT"
44,0.152496436486145,"NJ","CT"
45,0.121573064386451,"NJ","CT"
46,0.17922715970132,"NJ","CT"
47,0.245616274873977,"NJ","CT"
48,0.0925014968592176,"NJ","CT"
49,0.143967481580619,"NJ","CT"
50,0.079045510727126,"NJ","CT"
1,0.219612368148687,"NM","CT"
2,0.183556235230166,"NM","CT"
3,0.224303395125027,"NM","CT"
4,0.23554548867953,"NM","CT"
5,0.210378566192643,"NM","CT"
6,0.24239277909134,"NM","CT"
7,0.19951802592976,"NM","CT"
8,0.245465998890518,"NM","CT"
9,0.15716986399368,"NM","CT"
10,0.150587817437623,"NM","CT"
11,0.179315212964356,"NM","CT"
12,0.121611902033187,"NM","CT"
13,0.232941076879396,"NM","CT"
14,0.161009276557522,"NM","CT"
15,0.23908874242252,"NM","CT"
16,0.156666545421541,"NM","CT"
17,0.147221084176521,"NM","CT"
18,0.176848580662144,"NM","CT"
19,0.210391367993657,"NM","CT"
20,0.19748962694808,"NM","CT"
21,0.200424249389696,"NM","CT"
22,0.242279589067129,"NM","CT"
23,0.242279589067129,"NM","CT"
24,0.180790937112834,"NM","CT"
25,0.186454835814158,"NM","CT"
26,0.169750534341635,"NM","CT"
27,0.188383029785938,"NM","CT"
28,0.22586505003941,"NM","CT"
29,0.146785248318288,"NM","CT"
30,0.259015295785112,"NM","CT"
31,0.188210968576881,"NM","CT"
32,0.159687173845181,"NM","CT"
33,0.270469008509117,"NM","CT"
34,0.150653814084324,"NM","CT"
35,0.270096366226583,"NM","CT"
36,0.231235294884607,"NM","CT"
37,0.215486276963872,"NM","CT"
38,0.199133680337737,"NM","CT"
39,0.200288619715505,"NM","CT"
40,0.207260356734712,"NM","CT"
41,0.134195890360496,"NM","CT"
42,0.246972711557141,"NM","CT"
43,0.241361700584643,"NM","CT"
44,0.259197370616916,"NM","CT"
45,0.314453415608461,"NM","CT"
46,0.235133689662445,"NM","CT"
47,0.168052480406366,"NM","CT"
48,0.34773092824933,"NM","CT"
49,0.21996699838819,"NM","CT"
50,0.231601230905915,"NM","CT"
1,-0.115124582661571,"NY","CT"
2,0.045107242981076,"NY","CT"
3,-0.0292251979216414,"NY","CT"
4,-0.157852012946714,"NY","CT"
5,-0.0796226984700728,"NY","CT"
6,-0.019135914496885,"NY","CT"
7,-0.147380339605696,"NY","CT"
8,-0.142176886103212,"NY","CT"
9,-0.164904055342798,"NY","CT"
10,-0.102463078198771,"NY","CT"
11,-0.076534995731916,"NY","CT"
12,-0.160170971935877,"NY","CT"
13,-0.0876738506313071,"NY","CT"
14,-0.0745811585981716,"NY","CT"
15,0.032323424013147,"NY","CT"
16,-0.12922151206628,"NY","CT"
17,-0.0672757388322483,"NY","CT"
18,-0.0597147885219496,"NY","CT"
19,-0.0724914795092396,"NY","CT"
20,-0.0348622496003487,"NY","CT"
21,-0.0576781511740708,"NY","CT"
22,0.168633948536697,"NY","CT"
23,-0.124560413883269,"NY","CT"
24,-0.129348509749733,"NY","CT"
25,-0.0628512074739293,"NY","CT"
26,-0.0183550173962005,"NY","CT"
27,-0.0409169298086165,"NY","CT"
28,-0.0409169298086165,"NY","CT"
29,-0.0560545359898544,"NY","CT"
30,-0.0998413038410775,"NY","CT"
31,-0.0556199727605598,"NY","CT"
32,-0.0892593904213735,"NY","CT"
33,-0.0297889160815576,"NY","CT"
34,-0.0550031613667583,"NY","CT"
35,-0.165788630387923,"NY","CT"
36,0.00774902423785749,"NY","CT"
37,-0.0839462105054734,"NY","CT"
38,0.0676128710758738,"NY","CT"
39,-0.093564590229891,"NY","CT"
40,-0.0909310285615826,"NY","CT"
41,-0.111533049216865,"NY","CT"
42,-0.0654638028214914,"NY","CT"
43,-0.198434203853122,"NY","CT"
44,-0.154148964188007,"NY","CT"
45,-0.0742307981064647,"NY","CT"
46,-0.155332295309268,"NY","CT"
47,-0.064457800117356,"NY","CT"
48,-0.192419536148247,"NY","CT"
49,0.00735388007417333,"NY","CT"
50,-0.189194890501003,"NY","CT"
1,-0.114954316397063,"OH","CT"
2,-0.0810384530210719,"OH","CT"
3,-0.0910279078036491,"OH","CT"
4,-0.11445675352812,"OH","CT"
5,-0.186094175870871,"OH","CT"
6,-0.0786396858356538,"OH","CT"
7,-0.162684159149107,"OH","CT"
8,-0.123098048505297,"OH","CT"
9,-0.132171112217804,"OH","CT"
10,-0.118757015857152,"OH","CT"
11,-0.107440044084194,"OH","CT"
12,-0.0692393081295453,"OH","CT"
13,-0.148364988672076,"OH","CT"
14,-0.148085744784683,"OH","CT"
15,-0.105377533048566,"OH","CT"
16,-0.154578844146485,"OH","CT"
17,-0.0893365825545833,"OH","CT"
18,-0.138971815185782,"OH","CT"
19,-0.128640964392761,"OH","CT"
20,-0.120605540649249,"OH","CT"
21,-0.17702463960635,"OH","CT"
22,-0.131095400284809,"OH","CT"
23,-0.107674366248012,"OH","CT"
24,-0.157841697087182,"OH","CT"
25,-0.0840525789178206,"OH","CT"
26,-0.134346999343353,"OH","CT"
27,-0.0972031997143944,"OH","CT"
28,-0.168642252197914,"OH","CT"
29,-0.169257110905231,"OH","CT"
30,-0.0895516541317304,"OH","CT"
31,-0.143053435286791,"OH","CT"
32,-0.166270027301878,"OH","CT"
33,-0.1344738007353,"OH","CT"
34,-0.130538379564132,"OH","CT"
35,-0.117480640455055,"OH","CT"
36,-0.183267281512347,"OH","CT"
37,-0.0964912946458728,"OH","CT"
38,-0.161221094797025,"OH","CT"
39,-0.0886022797460794,"OH","CT"
40,-0.098441486849223,"OH","CT"
41,-0.0939769656648818,"OH","CT"
42,-0.0951317005754768,"OH","CT"
43,-0.134782234669517,"OH","CT"
44,-0.124082327564369,"OH","CT"
45,-0.111749503115842,"OH","CT"
46,-0.194667425566812,"OH","CT"
47,-0.146732473059964,"OH","CT"
48,-0.138860405582113,"OH","CT"
49,-0.13446215128074,"OH","CT"
50,-0.0756555524340773,"OH","CT"
1,0.147355856978349,"OK","CT"
2,0.223991374019157,"OK","CT"
3,0.142826798428687,"OK","CT"
4,0.180588855943261,"OK","CT"
5,0.181159203578937,"OK","CT"
6,0.169812738010789,"OK","CT"
7,0.1129144828253,"OK","CT"
8,0.102569065291958,"OK","CT"
9,0.134656482352223,"OK","CT"
10,0.166825062887195,"OK","CT"
11,0.104614800832856,"OK","CT"
12,0.194466247133208,"OK","CT"
13,0.144721554319049,"OK","CT"
14,0.142995603034304,"OK","CT"
15,0.173535988557573,"OK","CT"
16,0.22926059187221,"OK","CT"
17,0.120206267221046,"OK","CT"
18,0.16208221968408,"OK","CT"
19,0.167969522231991,"OK","CT"
20,0.1839942576578,"OK","CT"
21,0.180686580704709,"OK","CT"
22,0.117351019896378,"OK","CT"
23,0.130415606834708,"OK","CT"
24,0.122706183815565,"OK","CT"
25,0.167689310531758,"OK","CT"
26,0.166495688675682,"OK","CT"
27,0.200262203363764,"OK","CT"
28,0.174640347899259,"OK","CT"
29,0.112219987022461,"OK","CT"
30,0.196535319802186,"OK","CT"
31,0.167674728768858,"OK","CT"
32,0.118978055298904,"OK","CT"
33,0.125588099421147,"OK","CT"
34,0.144459640274231,"OK","CT"
35,0.228967183489921,"OK","CT"
36,0.1472929651897,"OK","CT"
37,0.1472929651897,"OK","CT"
38,0.158593191267508,"OK","CT"
39,0.174658092777443,"OK","CT"
40,0.116008813721749,"OK","CT"
41,0.169126144318518,"OK","CT"
42,0.142118747634375,"OK","CT"
43,0.222330065765114,"OK","CT"
44,0.0952577948922048,"OK","CT"
45,0.147730393019684,"OK","CT"
46,0.17313891588131,"OK","CT"
47,0.156682436825717,"OK","CT"
48,0.100716187967602,"OK","CT"
49,0.147111196281298,"OK","CT"
50,0.155039570896391,"OK","CT"
1,0.0418785409661702,"OR","CT"
2,0.103171073777234,"OR","CT"
3,0.121742416348335,"OR","CT"
4,0.0291637798675568,"OR","CT"
5,-0.100108800539756,"OR","CT"
6,0.146461815982178,"OR","CT"
7,-0.0576302736381032,"OR","CT"
8,0.231830320320716,"OR","CT"
9,-0.0498114966379931,"OR","CT"
10,0.0267846878857053,"OR","CT"
11,0.229635904867117,"OR","CT"
12,-0.0765362685365756,"OR","CT"
13,0.0346403561019288,"OR","CT"
14,0.276912084562613,"OR","CT"
15,-0.0701134033742102,"OR","CT"
16,0.0870933797917249,"OR","CT"
17,-0.115304271837204,"OR","CT"
18,0.0950068147119022,"OR","CT"
19,-0.104018273317546,"OR","CT"
20,-0.0326988212010488,"OR","CT"
21,0.00426028229413169,"OR","CT"
22,-0.0659394549067653,"OR","CT"
23,0.128336203137749,"OR","CT"
24,0.229672185444809,"OR","CT"
25,0.296557315675069,"OR","CT"
26,0.0391882526791652,"OR","CT"
27,-0.0333700894912491,"OR","CT"
28,-0.0806397857902694,"OR","CT"
29,0.155493159911886,"OR","CT"
30,-0.000400625416566615,"OR","CT"
31,-0.0290203533142658,"OR","CT"
32,-0.0842805918614375,"OR","CT"
33,-0.0506177133920095,"OR","CT"
34,0.189561129169512,"OR","CT"
35,-0.0629761982721763,"OR","CT"
36,0.0336762007931739,"OR","CT"
37,0.00897991665761816,"OR","CT"
38,-0.165798190244161,"OR","CT"
39,-0.0857621262609794,"OR","CT"
40,-0.1243014914131,"OR","CT"
41,-0.0106930608690251,"OR","CT"
42,-0.0194017602688021,"OR","CT"
43,-0.0968921306153324,"OR","CT"
44,-0.0268806318233487,"OR","CT"
45,0.113238451806308,"OR","CT"
46,-0.0527311213413991,"OR","CT"
47,-0.0373305249502788,"OR","CT"
48,0.225382854231724,"OR","CT"
49,-0.0105891991621293,"OR","CT"
50,-0.0621112269242814,"OR","CT"
1,0.0534909078277166,"SC","CT"
2,0.133772167822567,"SC","CT"
3,0.0904083296422146,"SC","CT"
4,0.160508687800571,"SC","CT"
5,0.108867990829899,"SC","CT"
6,0.211820038840737,"SC","CT"
7,0.213475741298882,"SC","CT"
8,0.157226152057803,"SC","CT"
9,0.156008410884316,"SC","CT"
10,0.220912661071238,"SC","CT"
11,0.103211640975728,"SC","CT"
12,0.123485830011183,"SC","CT"
13,0.127748295184634,"SC","CT"
14,0.202925716556242,"SC","CT"
15,0.199136270753064,"SC","CT"
16,0.154286028182885,"SC","CT"
17,0.169758915737072,"SC","CT"
18,0.153599082978046,"SC","CT"
19,0.195856638683116,"SC","CT"
20,0.115781882323678,"SC","CT"
21,0.0671127424361407,"SC","CT"
22,0.110175365255699,"SC","CT"
23,0.157834064869041,"SC","CT"
24,0.0814674563884069,"SC","CT"
25,0.155572360998116,"SC","CT"
26,0.107102766955596,"SC","CT"
27,0.192268474256345,"SC","CT"
28,0.07868569294889,"SC","CT"
29,0.0906313790185725,"SC","CT"
30,0.205521536527677,"SC","CT"
31,0.0903696598661742,"SC","CT"
32,0.0842398588280989,"SC","CT"
33,0.125833445676302,"SC","CT"
34,0.248879361333768,"SC","CT"
35,0.130100468904805,"SC","CT"
36,0.130129342066171,"SC","CT"
37,0.0907615053473273,"SC","CT"
38,0.182207744809467,"SC","CT"
39,0.224722052848914,"SC","CT"
40,0.170481335911108,"SC","CT"
41,0.122513453469662,"SC","CT"
42,0.112960025162492,"SC","CT"
43,0.128881567416136,"SC","CT"
44,0.161713978140686,"SC","CT"
45,0.176966772848817,"SC","CT"
46,0.124671634413317,"SC","CT"
47,0.137712156067821,"SC","CT"
48,0.290980733858855,"SC","CT"
49,0.183754922273211,"SC","CT"
50,0.219342781663833,"SC","CT"
1,0.0286232216534881,"TN","CT"
2,0.0158598898438235,"TN","CT"
3,0.0114983714022509,"TN","CT"
4,0.0329336054881592,"TN","CT"
5,-0.0113895038254626,"TN","CT"
6,-0.0113918044095105,"TN","CT"
7,0.000505427781162235,"TN","CT"
8,0.0130897966543142,"TN","CT"
9,0.0024468556824961,"TN","CT"
10,-0.0187515583193728,"TN","CT"
11,0.0139345097646837,"TN","CT"
12,0.034617407416297,"TN","CT"
13,0.0127354985018888,"TN","CT"
14,0.0149746948508701,"TN","CT"
15,-0.0641323697421874,"TN","CT"
16,-0.0466004954549017,"TN","CT"
17,-0.000895896981764953,"TN","CT"
18,-0.00766454248166479,"TN","CT"
19,0.0223437598536699,"TN","CT"
20,0.0282485777242812,"TN","CT"
21,-0.029817641605885,"TN","CT"
22,0.000907204504987232,"TN","CT"
23,0.0327611049384325,"TN","CT"
24,-0.0144939917761339,"TN","CT"
25,-0.00716096014735067,"TN","CT"
26,0.00670194828259648,"TN","CT"
27,-0.00255717444784018,"TN","CT"
28,0.0662616650528371,"TN","CT"
29,-0.0329465542376164,"TN","CT"
30,-0.0215261630701188,"TN","CT"
31,0.0170324365217131,"TN","CT"
32,-0.00896245160950438,"TN","CT"
33,0.0130781428791534,"TN","CT"
34,0.0495202661567815,"TN","CT"
35,-0.0276731562964547,"TN","CT"
36,0.0115765003216245,"TN","CT"
37,0.030578095035322,"TN","CT"
38,0.00357423905386082,"TN","CT"
39,0.0193760860791878,"TN","CT"
40,0.0261552049838883,"TN","CT"
41,0.0158366442250267,"TN","CT"
42,0.00448516719129916,"TN","CT"
43,0.0256293753401857,"TN","CT"
44,0.058554452541474,"TN","CT"
45,-0.00989954174857264,"TN","CT"
46,-0.00989954174857264,"TN","CT"
47,0.0405963712123236,"TN","CT"
48,0.102275421328053,"TN","CT"
49,-0.0330590444118816,"TN","CT"
50,-0.0322494372820955,"TN","CT"
1,-0.06998347381671,"TX","CT"
2,-0.0727114940263253,"TX","CT"
3,-0.104672170037202,"TX","CT"
4,-0.110267920206215,"TX","CT"
5,-0.0249542180169217,"TX","CT"
6,0.0354903567516918,"TX","CT"
7,-0.0860991679309108,"TX","CT"
8,-0.0100782019779905,"TX","CT"
9,-0.142468017255308,"TX","CT"
10,-0.0512891910688657,"TX","CT"
11,0.038515182370704,"TX","CT"
12,-0.10597846127619,"TX","CT"
13,-0.115551581572383,"TX","CT"
14,-0.141789279545885,"TX","CT"
15,-0.0663130906701841,"TX","CT"
16,-0.0452970380171114,"TX","CT"
17,0.0336111536847927,"TX","CT"
18,0.0350894919919228,"TX","CT"
19,-0.140404022549827,"TX","CT"
20,-0.0408562583198437,"TX","CT"
21,-0.0738722712540862,"TX","CT"
22,-0.00841821914497851,"TX","CT"
23,0.00433634870776269,"TX","CT"
24,-0.0264965997772055,"TX","CT"
25,-0.0996084411833172,"TX","CT"
26,0.0146872246881428,"TX","CT"
27,-0.120769608193907,"TX","CT"
28,-0.0420642322726612,"TX","CT"
29,-0.0392201551394129,"TX","CT"
30,-0.0917011213321516,"TX","CT"
31,-0.0825822550084279,"TX","CT"
32,-0.0322269431111718,"TX","CT"
33,-0.133510444493032,"TX","CT"
34,-0.125328556912878,"TX","CT"
35,-0.0743160494742675,"TX","CT"
36,-0.0292632953205889,"TX","CT"
37,-0.057912351031254,"TX","CT"
38,-0.133402595515409,"TX","CT"
39,-0.0391591274209928,"TX","CT"
40,-0.0392946832747678,"TX","CT"
41,-0.0251454587604373,"TX","CT"
42,-0.0556897527081941,"TX","CT"
43,0.00550883767854193,"TX","CT"
44,-0.0927396954188522,"TX","CT"
45,-0.114774090905411,"TX","CT"
46,-0.0360278824911748,"TX","CT"
47,-0.0180220606111704,"TX","CT"
48,-0.16770890516023,"TX","CT"
49,-0.143825867038511,"TX","CT"
50,-0.068605389879132,"TX","CT"
1,0.0698918869372368,"UT","CT"
2,0.088064301472288,"UT","CT"
3,0.0587954800693341,"UT","CT"
4,0.139363424625088,"UT","CT"
5,0.00253485155657585,"UT","CT"
6,0.0914574681742641,"UT","CT"
7,-0.0388233769188835,"UT","CT"
8,0.0309074715119482,"UT","CT"
9,-0.0224519543974531,"UT","CT"
10,0.0451853703773664,"UT","CT"
11,0.125843170744307,"UT","CT"
12,0.114760191272428,"UT","CT"
13,0.130330913642528,"UT","CT"
14,-0.0586257672923821,"UT","CT"
15,-0.0289401023665644,"UT","CT"
16,0.00743158317920188,"UT","CT"
17,0.0863302812613053,"UT","CT"
18,0.0824935342358466,"UT","CT"
19,0.101562927637363,"UT","CT"
20,0.0818980938230566,"UT","CT"
21,0.0471580432234823,"UT","CT"
22,0.0995889749110168,"UT","CT"
23,0.0984254729609505,"UT","CT"
24,-0.00976848859142882,"UT","CT"
25,0.113316358290044,"UT","CT"
26,0.0433716067472062,"UT","CT"
27,0.124460318846435,"UT","CT"
28,0.0408558150441917,"UT","CT"
29,0.0511490751651725,"UT","CT"
30,0.0792107110225024,"UT","CT"
31,0.0889199335511392,"UT","CT"
32,0.0732456551099421,"UT","CT"
33,0.0856173363244187,"UT","CT"
34,0.0982867790861481,"UT","CT"
35,0.0513583265226821,"UT","CT"
36,0.088675809162251,"UT","CT"
37,0.0395718608635809,"UT","CT"
38,0.079739675938017,"UT","CT"
39,0.0294090471787445,"UT","CT"
40,0.0703733300668417,"UT","CT"
41,-0.0463111808211419,"UT","CT"
42,0.0540958751056011,"UT","CT"
43,0.078729058802618,"UT","CT"
44,0.0469427471931075,"UT","CT"
45,0.0154580226987686,"UT","CT"
46,0.11840088531503,"UT","CT"
47,0.00953532532383851,"UT","CT"
48,0.043021971201693,"UT","CT"
49,0.0572958935433124,"UT","CT"
50,0.0590494157671435,"UT","CT"
1,0.0716127683307537,"AL","RI"
2,0.0648961855371866,"AL","RI"
3,0.0503528238615975,"AL","RI"
4,0.0594804734195917,"AL","RI"
5,0.0660358031597968,"AL","RI"
6,0.0130923442934069,"AL","RI"
7,0.101084616594018,"AL","RI"
8,0.0719771851190012,"AL","RI"
9,0.0862642507517459,"AL","RI"
10,0.0641281538996403,"AL","RI"
11,0.0101816586932385,"AL","RI"
12,0.0641481587437859,"AL","RI"
13,0.0573937283976108,"AL","RI"
14,0.0484788865526886,"AL","RI"
15,0.0591512307103337,"AL","RI"
16,0.0815793704778096,"AL","RI"
17,0.112313978846989,"AL","RI"
18,0.0505117722004977,"AL","RI"
19,0.0505068554978874,"AL","RI"
20,0.0829186193422234,"AL","RI"
21,0.0717956867876277,"AL","RI"
22,0.0233583416081324,"AL","RI"
23,0.0398637238274486,"AL","RI"
24,0.101418529676462,"AL","RI"
25,0.0617719500694311,"AL","RI"
26,0.0320209169917503,"AL","RI"
27,0.019072051199347,"AL","RI"
28,0.0406364574750278,"AL","RI"
29,0.0556393011040991,"AL","RI"
30,0.0814488629982014,"AL","RI"
31,0.0625903800542813,"AL","RI"
32,0.0312068582025166,"AL","RI"
33,0.0775536489102847,"AL","RI"
34,0.0557024290002426,"AL","RI"
35,0.0689286276952445,"AL","RI"
36,0.0277392163186464,"AL","RI"
37,0.0641628770422103,"AL","RI"
38,0.0732765900350337,"AL","RI"
39,0.12310253604582,"AL","RI"
40,0.0367033355408028,"AL","RI"
41,0.0447944515276908,"AL","RI"
42,0.0335477684248437,"AL","RI"
43,0.0707869218515785,"AL","RI"
44,0.0513650990296786,"AL","RI"
45,0.0756342496804917,"AL","RI"
46,0.0647068955258755,"AL","RI"
47,-0.000702873356926455,"AL","RI"
48,0.0306303565849484,"AL","RI"
49,0.0779183733871851,"AL","RI"
50,0.00310501470563086,"AL","RI"
1,0.166940048197821,"AZ","RI"
2,0.122670093408386,"AZ","RI"
3,0.139476912617841,"AZ","RI"
4,0.10825782825133,"AZ","RI"
5,-0.00251856525166792,"AZ","RI"
6,0.134210119256366,"AZ","RI"
7,0.0641499338075096,"AZ","RI"
8,0.0405064066595123,"AZ","RI"
9,0.168077584772072,"AZ","RI"
10,0.0222840020157508,"AZ","RI"
11,0.139815409868313,"AZ","RI"
12,0.223033677582309,"AZ","RI"
13,0.225294546203389,"AZ","RI"
14,0.227143163078774,"AZ","RI"
15,0.155039239738891,"AZ","RI"
16,0.151036145100654,"AZ","RI"
17,0.151613050786262,"AZ","RI"
18,0.161117395281818,"AZ","RI"
19,0.131629795232564,"AZ","RI"
20,0.11736007274479,"AZ","RI"
21,0.0826054182948665,"AZ","RI"
22,0.104055932545355,"AZ","RI"
23,0.218045245048553,"AZ","RI"
24,0.135358251273985,"AZ","RI"
25,0.0239382075164477,"AZ","RI"
26,0.00534665000508805,"AZ","RI"
27,0.0618812683275223,"AZ","RI"
28,0.105051092268542,"AZ","RI"
29,0.221147054474255,"AZ","RI"
30,0.179373965530805,"AZ","RI"
31,0.047187842322358,"AZ","RI"
32,0.0516344158675632,"AZ","RI"
33,0.0875569985004831,"AZ","RI"
34,0.292440404431995,"AZ","RI"
35,0.0553470397108907,"AZ","RI"
36,0.18838862702852,"AZ","RI"
37,0.0324110405999828,"AZ","RI"
38,0.140865029266639,"AZ","RI"
39,0.148933885923753,"AZ","RI"
40,0.18095505255472,"AZ","RI"
41,0.137729956800039,"AZ","RI"
42,0.0553450642134609,"AZ","RI"
43,0.175420396132077,"AZ","RI"
44,0.142100722552813,"AZ","RI"
