"att2","mape","r_sq","treated_location","treated_state_2","sample_size"
0.359931598708439,0.0106271464382382,0.350076658758023,"AL","MA",2
0.00252395224597718,0.00166533610098351,-0.0797655259459238,"AZ","MA",2
0.00763340252669445,0.0519403402490574,-12.7660107233011,"CO","MA",2
0.339280788048756,0.54972889646174,-0.152185504115188,"DE","MA",2
0.133968062290609,0.00198529638609009,-12.2641572551315,"FL","MA",2
0.00473206502420388,0.00212294073678952,-1.26909014186319,"GA","MA",2
0.080610596885427,0.00424540858103413,-0.420858598677417,"IA","MA",2
-0.00760052314537038,0.00827177499960519,-31.6002440017114,"IL","MA",2
-0.245447257782522,0.0085327021187494,-4.08644569754659,"IN","MA",2
0.401221046506376,0.00316282938652451,-3.08078483838218,"KY","MA",2
-0.239127261853931,0.0295724761138059,0.118924716111412,"MD","MA",2
0.244136261040806,0.0054505769997321,-4.00212155576813,"MI","MA",2
0.0927109700848696,0.0219902106095878,-0.280369574223981,"MN","MA",2
-0.161395790674966,0.00304990675922921,0.540501861179748,"MO","MA",2
-0.00319664825332655,0.0124144604198968,0.881057848509623,"MS","MA",2
0.0672735296283,0.00295079176810408,-44.0170387991525,"NC","MA",2
0.0596673103432489,0.00230233189620236,0.276023467335352,"NJ","MA",2
0.036172108761619,0.042110194044569,-5.49369772551357,"NM","MA",2
-0.140473002988644,0.00353146981435075,-0.106946895783489,"NY","MA",2
-0.277266431797152,0.00957672492247036,0.562790629555795,"OH","MA",2
0.0278842580299932,0.0306105986405767,-0.200122568662706,"OK","MA",2
0.13704926004578,0.00666019859119418,-2.88972441785339,"OR","MA",2
-0.103886287792706,0.00578795031664985,0.453210305306817,"PA","MA",2
-0.0149234684099932,0.012208867532871,-2.55554100802995,"SC","MA",2
-0.0370547608294385,0.00436915538349115,-6.17948311283781,"TN","MA",2
-0.129404403129969,0.00205248651772658,0.0191538892840062,"TX","MA",2
0.160049682957056,0.00193568674765361,-2.51043372181599,"UT","MA",2
0.0196444794756923,0.00516224653965445,-1.2890821724283,"WA","MA",2
-0.0967339975627306,0.0071231789580747,-3.75734031362297,"WI","MA",2
-0.0256990585105697,0.047183271620312,0.403633531581764,"AL","CA",2
0.0500038613739639,0.00603794040399479,0.238308788343806,"AZ","CA",2
-0.0231674226021356,0.0362755366146168,0.344929927496796,"CO","CA",2
0.0959606583260907,0.372603052902724,-0.649904372434976,"DE","CA",2
0.170907068623274,0.0125092288314006,-8.40581355878344,"FL","CA",2
0.10967545492558,0.00302890764958231,-0.715270310107804,"GA","CA",2
0.034185463653522,0.00150715936739607,-1.093681399351,"IA","CA",2
0.286745535484057,0.00213300876113889,-7.90449376441443,"IL","CA",2
-0.246159405608918,0.00817874250627832,-2.99825486223235,"IN","CA",2
0.122652041227852,0.00314700187577416,-18.9317888490449,"KY","CA",2
-0.133205546911934,0.126626524263967,0.708206611659241,"MD","CA",2
-0.0230575088996921,0.00692495797846117,0.212357594381741,"MI","CA",2
-0.0370763748807872,0.00322030354152484,-2.82951193216343,"MN","CA",2
0.0508446578376774,0.0143752316523573,0.656555801416616,"MO","CA",2
0.0678674117613397,0.00288777820970991,-1.617690952882,"MS","CA",2
0.0580194952922393,0.0015503406747147,0.844456035150378,"NC","CA",2
0.31261843104354,0.00366271565531382,0.279041678408691,"NJ","CA",2
0.112085239223199,0.0314140280332239,-0.46532039743148,"NM","CA",2
0.0031714212739326,0.0088060947378635,-0.215899571060651,"NY","CA",2
-0.0795312904068884,0.0153923691197617,0.798516731090155,"OH","CA",2
0.0170291900124232,0.00974330886190251,-3.78712183269327,"OK","CA",2
-0.0870077788050607,0.00300917342746366,0.275293958079227,"OR","CA",2
0.251550953027313,0.00850640287157451,0.646547496327717,"PA","CA",2
-0.00930158380649221,0.00716307897495519,-6.32833474933825,"SC","CA",2
-0.168688395445668,0.0023830041552966,0.155810700202969,"TN","CA",2
-0.0209477788283929,0.00313206952254432,0.123410781958034,"TX","CA",2
0.208233262890137,0.00147430009665507,-0.544735311592311,"UT","CA",2
0.124449172355449,0.00673207682409584,0.903575721370619,"WA","CA",2
-0.12081727260938,0.00497254437859386,-5.74971004535111,"WI","CA",2
0.227622716840474,0.022901608311133,0.214499207401222,"AL","CT",2
-0.0296261854816864,0.00876693056223326,-1.2955264204014,"AZ","CT",2
-0.220887257230837,0.152086437458793,-761.28268657837,"CO","CT",2
0.471429554125815,0.795383108345152,-0.279525161027342,"DE","CT",2
0.108216796753539,0.00382220465065643,0.997203034551314,"FL","CT",2
-0.010689151051764,0.00838603378605098,0.885704267690057,"GA","CT",2
0.0109015866712981,0.0372237749066604,-1.47414354273578,"IA","CT",2
-0.0916883200791356,0.0133217164616021,-0.755641984951318,"IL","CT",2
-0.254407214785064,0.00832363402857513,-1.1028484326938,"IN","CT",2
0.245094616467903,0.000919622344748747,0.637519921386878,"KY","CT",2
-0.270918237332919,0.133157069303294,-17.645864066171,"MD","CT",2
-0.131967710881171,0.00419452299575915,-6.64086475808982,"MI","CT",2
-0.0494308446551327,0.0236962866026775,0.868470973955046,"MN","CT",2
-0.237324125734318,0.00411058545173904,-0.0480392251466488,"MO","CT",2
0.00307152113532695,0.00196759443987079,0.577739103816345,"MS","CT",2
0.0188044568581591,0.000734533100057249,-11.7872222686659,"NC","CT",2
0.0667706761283178,0.00402033442409303,-0.436003878240552,"NJ","CT",2
0.383565408672859,0.130288055101324,-5.5092719233325,"NM","CT",2
-0.0891010894228037,0.00919912900940959,-26.4386125559403,"NY","CT",2
-0.0376831355473044,0.0389939934732894,0.572667812715436,"OH","CT",2
0.334856311687229,0.0101300951057866,-0.237473297393495,"OK","CT",2
0.143067067976391,0.00629479081584886,-0.819252608253386,"OR","CT",2
-0.293808497564029,0.00728428615899844,0.691946012593275,"PA","CT",2
0.400779578042597,0.00456682502547875,-5.13580869314469,"SC","CT",2
0.0814592972633625,0.00920154745106465,0.869518883547836,"TN","CT",2
-0.145552975162129,0.00275834436620498,-2.96609444106164,"TX","CT",2
-0.0823715289272188,0.0120082348808877,-3.36819953538601,"UT","CT",2
-0.0976652616996858,0.00961033435732549,-1.83989744624519,"WA","CT",2
-0.18376699346459,0.00486203670184831,-734.396699465248,"WI","CT",2
0.14730681238866,0.0571856809400494,0.178520049577252,"AL","RI",2
-0.0347316625075097,0.00336613165266834,0.205769131296545,"AZ","RI",2
-0.116183679099275,0.072393980217893,-0.040076045213554,"CO","RI",2
0.0422735629852328,0.323286633537234,-0.699211508945433,"DE","RI",2
0.127676604656236,0.00529737915876252,-1.22149898331632,"FL","RI",2
-0.0315275668529948,0.0031537711782282,-0.427017531192042,"GA","RI",2
-0.0313754683907876,0.00227663761005996,-0.307573098201934,"IA","RI",2
0.125716983817727,0.00174548351819206,-6.94283975741796,"IL","RI",2
-0.26000578265793,0.0030987517596476,-1.4220083919024,"IN","RI",2
0.247627973135203,0.00175145175839735,-0.0913678965171911,"KY","RI",2
-0.163374449738835,0.118503900118353,0.374559025422852,"MD","RI",2
-0.00595647701218603,0.0163710852101274,-1.5492801531935,"MI","RI",2
-0.193199780738983,0.0160684759184576,-1.96672948312655,"MN","RI",2
-0.0204241491738669,0.0318077547165937,0.14653852304373,"MO","RI",2
0.0485726993723611,0.00922832973607927,-3.51057017485399,"MS","RI",2
-0.00631788520411287,0.00209179485510907,-0.898430759300693,"NC","RI",2
0.365053944710356,0.0105684276182558,0.117367616999622,"NJ","RI",2
0.0973866255529684,0.0353931517127724,-0.327380671224307,"NM","RI",2
-0.340577744759132,0.00686668285195188,-0.00881018921242349,"NY","RI",2
-0.0348289087568575,0.017695809378836,0.824584733120555,"OH","RI",2
0.0274870904767935,0.00334902132539144,-4.00155820107484,"OK","RI",2
0.0955333216400422,0.00878762424232066,-1.10866940709925,"OR","RI",2
-0.0800130111550981,0.002920698547485,-0.438906206735608,"PA","RI",2
-0.126552420599129,0.0169863690082394,-2.23892851355311,"SC","RI",2
-0.0722259106942937,0.00347400719621003,0.687672214756285,"TN","RI",2
-0.0774002578610818,0.00592682032268659,-0.613890904090235,"TX","RI",2
0.375078306970765,0.00648220242527201,0.67990669395991,"UT","RI",2
0.121756755289294,0.00808312890499002,0.841241634096855,"WA","RI",2
-0.284461145696793,0.00320710356539452,-5.4490349310889,"WI","RI",2
0.18818931523914,0.0162605862391191,0.977918192406447,"AL","VT",2
0.0783894724758149,0.000328071577872966,-18.5033548907341,"AZ","VT",2
-0.1832683596078,0.0902386275523516,-9.11153900010163,"CO","VT",2
0.385063593730885,0.672914277929506,-0.270519954048992,"DE","VT",2
0.105401176365009,0.00114561823581652,0.713379123123928,"FL","VT",2
0.0764769136470177,0.0098924644480255,0.575067942376557,"GA","VT",2
0.0201889273295033,0.0188001772426391,0.398519973481145,"IA","VT",2
0.250539030157564,0.00735850266407979,-13.2262532411389,"IL","VT",2
-0.201281325290382,0.00475838932396246,0.904307027908167,"IN","VT",2
0.0807466348607348,0.00441110497230841,0.637751174815216,"KY","VT",2
-0.216996743639585,0.0695535855197548,0.382175663496647,"MD","VT",2
0.00599836486474207,0.00774474255464542,0.966897697723835,"MI","VT",2
-0.0290671195018687,0.018203722750179,0.951248902952616,"MN","VT",2
0.0901380419175557,0.0114317723914424,0.41983305574377,"MO","VT",2
0.00456624387557013,0.00911625903259981,0.864663214776996,"MS","VT",2
-0.0329829519872966,0.00203240121854797,-11.6993053408337,"NC","VT",2
0.0750866973848149,0.00105287420353638,0.604341107319785,"NJ","VT",2
0.182358761125149,0.0631788770972034,-0.980157826885777,"NM","VT",2
-0.0265765412373834,0.00470434081169433,-7.15544506217196,"NY","VT",2
