"r_sq","mape","att","cf","intercept","att2","intercept2","sample_size","county_id","iterations","ban_year","donor_number","chosen_donor"
0.0842667648784744,0.12467284295994,-0.0258545951541147,0.63579643800831,-0.132087937755687,0.0233301905930095,-0.139727581311034,7,"MA",70000,2015,"donor_1","PA"
0.0842667648784744,0.12467284295994,-0.0258545951541147,0.63579643800831,-0.132087937755687,0.0233301905930095,-0.139727581311034,7,"MA",70000,2015,"donor_2","WI"
0.0842667648784744,0.12467284295994,-0.0258545951541147,0.63579643800831,-0.132087937755687,0.0233301905930095,-0.139727581311034,7,"MA",70000,2015,"donor_3","MN"
0.0842667648784744,0.12467284295994,-0.0258545951541147,0.63579643800831,-0.132087937755687,0.0233301905930095,-0.139727581311034,7,"MA",70000,2015,"donor_4","CO"
0.0842667648784744,0.12467284295994,-0.0258545951541147,0.63579643800831,-0.132087937755687,0.0233301905930095,-0.139727581311034,7,"MA",70000,2015,"donor_5","MI"
0.0842667648784744,0.12467284295994,-0.0258545951541147,0.63579643800831,-0.132087937755687,0.0233301905930095,-0.139727581311034,7,"MA",70000,2015,"donor_6","AL"
0.0842667648784744,0.12467284295994,-0.0258545951541147,0.63579643800831,-0.132087937755687,0.0233301905930095,-0.139727581311034,7,"MA",70000,2015,"donor_7","TX"
0.0582477673570513,0.128624144402942,-0.0519170552443679,0.65327425403989,-0.150361203097451,-0.00460728436173123,-0.158123530166104,7,"MA",70000,2015,"donor_1","NC"
0.0582477673570513,0.128624144402942,-0.0519170552443679,0.65327425403989,-0.150361203097451,-0.00460728436173123,-0.158123530166104,7,"MA",70000,2015,"donor_2","MN"
0.0582477673570513,0.128624144402942,-0.0519170552443679,0.65327425403989,-0.150361203097451,-0.00460728436173123,-0.158123530166104,7,"MA",70000,2015,"donor_3","WI"
0.0582477673570513,0.128624144402942,-0.0519170552443679,0.65327425403989,-0.150361203097451,-0.00460728436173123,-0.158123530166104,7,"MA",70000,2015,"donor_4","OR"
0.0582477673570513,0.128624144402942,-0.0519170552443679,0.65327425403989,-0.150361203097451,-0.00460728436173123,-0.158123530166104,7,"MA",70000,2015,"donor_5","CO"
0.0582477673570513,0.128624144402942,-0.0519170552443679,0.65327425403989,-0.150361203097451,-0.00460728436173123,-0.158123530166104,7,"MA",70000,2015,"donor_6","TX"
0.0582477673570513,0.128624144402942,-0.0519170552443679,0.65327425403989,-0.150361203097451,-0.00460728436173123,-0.158123530166104,7,"MA",70000,2015,"donor_7","AL"
0.158139220935073,0.1292719421313,-0.0473488959188049,0.650141668707276,-0.122628902335868,-0.00164046340131316,-0.130070348904345,7,"MA",70000,2015,"donor_1","TX"
0.158139220935073,0.1292719421313,-0.0473488959188049,0.650141668707276,-0.122628902335868,-0.00164046340131316,-0.130070348904345,7,"MA",70000,2015,"donor_2","MN"
0.158139220935073,0.1292719421313,-0.0473488959188049,0.650141668707276,-0.122628902335868,-0.00164046340131316,-0.130070348904345,7,"MA",70000,2015,"donor_3","OR"
0.158139220935073,0.1292719421313,-0.0473488959188049,0.650141668707276,-0.122628902335868,-0.00164046340131316,-0.130070348904345,7,"MA",70000,2015,"donor_4","WI"
0.158139220935073,0.1292719421313,-0.0473488959188049,0.650141668707276,-0.122628902335868,-0.00164046340131316,-0.130070348904345,7,"MA",70000,2015,"donor_5","CO"
0.158139220935073,0.1292719421313,-0.0473488959188049,0.650141668707276,-0.122628902335868,-0.00164046340131316,-0.130070348904345,7,"MA",70000,2015,"donor_6","WA"
0.158139220935073,0.1292719421313,-0.0473488959188049,0.650141668707276,-0.122628902335868,-0.00164046340131316,-0.130070348904345,7,"MA",70000,2015,"donor_7","AL"
0.103589609080957,0.132423336571627,-0.0712450286763706,0.666869300974496,-0.151909916656017,-0.0213681204514959,-0.160406824333406,7,"MA",70000,2015,"donor_1","WA"
0.103589609080957,0.132423336571627,-0.0712450286763706,0.666869300974496,-0.151909916656017,-0.0213681204514959,-0.160406824333406,7,"MA",70000,2015,"donor_2","MO"
0.103589609080957,0.132423336571627,-0.0712450286763706,0.666869300974496,-0.151909916656017,-0.0213681204514959,-0.160406824333406,7,"MA",70000,2015,"donor_3","IA"
0.103589609080957,0.132423336571627,-0.0712450286763706,0.666869300974496,-0.151909916656017,-0.0213681204514959,-0.160406824333406,7,"MA",70000,2015,"donor_4","UT"
0.103589609080957,0.132423336571627,-0.0712450286763706,0.666869300974496,-0.151909916656017,-0.0213681204514959,-0.160406824333406,7,"MA",70000,2015,"donor_5","OR"
0.103589609080957,0.132423336571627,-0.0712450286763706,0.666869300974496,-0.151909916656017,-0.0213681204514959,-0.160406824333406,7,"MA",70000,2015,"donor_6","AL"
0.103589609080957,0.132423336571627,-0.0712450286763706,0.666869300974496,-0.151909916656017,-0.0213681204514959,-0.160406824333406,7,"MA",70000,2015,"donor_7","CO"
0.680283408036855,0.134555846536939,-0.0905663906202814,0.681037265519153,-0.178768026831486,-0.0439242316494487,-0.187074128046196,7,"MA",70000,2015,"donor_1","AL"
0.680283408036855,0.134555846536939,-0.0905663906202814,0.681037265519153,-0.178768026831486,-0.0439242316494487,-0.187074128046196,7,"MA",70000,2015,"donor_2","NC"
0.680283408036855,0.134555846536939,-0.0905663906202814,0.681037265519153,-0.178768026831486,-0.0439242316494487,-0.187074128046196,7,"MA",70000,2015,"donor_3","IA"
0.680283408036855,0.134555846536939,-0.0905663906202814,0.681037265519153,-0.178768026831486,-0.0439242316494487,-0.187074128046196,7,"MA",70000,2015,"donor_4","OR"
0.680283408036855,0.134555846536939,-0.0905663906202814,0.681037265519153,-0.178768026831486,-0.0439242316494487,-0.187074128046196,7,"MA",70000,2015,"donor_5","CO"
0.680283408036855,0.134555846536939,-0.0905663906202814,0.681037265519153,-0.178768026831486,-0.0439242316494487,-0.187074128046196,7,"MA",70000,2015,"donor_6","MI"
0.680283408036855,0.134555846536939,-0.0905663906202814,0.681037265519153,-0.178768026831486,-0.0439242316494487,-0.187074128046196,7,"MA",70000,2015,"donor_7","MN"
0.543889509605316,0.135593914246705,0.00624567644662958,0.615513877972948,-0.165976557405126,0.0643579745588936,-0.174378083682933,7,"MA",70000,2015,"donor_1","MN"
0.543889509605316,0.135593914246705,0.00624567644662958,0.615513877972948,-0.165976557405126,0.0643579745588936,-0.174378083682933,7,"MA",70000,2015,"donor_2","IN"
0.543889509605316,0.135593914246705,0.00624567644662958,0.615513877972948,-0.165976557405126,0.0643579745588936,-0.174378083682933,7,"MA",70000,2015,"donor_3","CO"
0.543889509605316,0.135593914246705,0.00624567644662958,0.615513877972948,-0.165976557405126,0.0643579745588936,-0.174378083682933,7,"MA",70000,2015,"donor_4","TN"
0.543889509605316,0.135593914246705,0.00624567644662958,0.615513877972948,-0.165976557405126,0.0643579745588936,-0.174378083682933,7,"MA",70000,2015,"donor_5","AL"
0.543889509605316,0.135593914246705,0.00624567644662958,0.615513877972948,-0.165976557405126,0.0643579745588936,-0.174378083682933,7,"MA",70000,2015,"donor_6","WA"
