"year","ban_year","attempt","tons_pc","y_0","y_0_effect","sample_size"
1997,2007,1,1.04726344209804,1.11478126713713,NA,2
1997,2007,2,1.04726344209804,1.11478126713713,NA,2
1997,2007,3,1.04726344209804,1.11478126713713,NA,2
1997,2007,4,1.04726344209804,1.11478126713713,NA,2
1997,2007,5,1.04726344209804,1.11478126713713,NA,2
1997,2007,6,1.04726344209804,1.11478126713713,NA,2
1997,2007,7,1.04726344209804,1.11478126713713,NA,2
1997,2007,8,1.04726344209804,1.11478126713713,NA,2
1997,2007,9,1.04726344209804,1.11478126713713,NA,2
1997,2007,10,1.04726344209804,1.11478126713713,NA,2
1997,2007,11,1.04726344209804,1.11478126713713,NA,2
1997,2007,12,1.04726344209804,1.11478126713713,NA,2
1997,2007,13,1.04726344209804,1.11478126713713,NA,2
1997,2007,14,1.04726344209804,1.11478126713713,NA,2
1997,2007,15,1.04726344209804,1.11478126713713,NA,2
1997,2007,16,1.04726344209804,1.11478126713713,NA,2
1997,2007,17,1.04726344209804,1.11478126713713,NA,2
1997,2007,18,1.04726344209804,1.11478126713713,NA,2
1997,2007,19,1.04726344209804,1.11478126713713,NA,2
1997,2007,20,1.04726344209804,1.11478126713713,NA,2
1997,2007,21,1.04726344209804,1.11478126713713,NA,2
1997,2007,22,1.04726344209804,1.11478126713713,NA,2
1997,2007,23,1.04726344209804,1.11478126713713,NA,2
1997,2007,24,1.04726344209804,1.11478126713713,NA,2
1997,2007,25,1.04726344209804,1.11478126713713,NA,2
1997,2007,26,1.04726344209804,1.11478126713713,NA,2
1997,2007,27,1.04726344209804,1.11478126713713,NA,2
1997,2007,28,1.04726344209804,1.11478126713713,NA,2
1997,2007,29,1.04726344209804,1.11478126713713,NA,2
1997,2007,30,1.04726344209804,1.11478126713713,NA,2
1997,2007,31,1.04726344209804,1.11478126713713,NA,2
1997,2007,32,1.04726344209804,1.11478126713713,NA,2
1997,2007,33,1.04726344209804,1.11478126713713,NA,2
1997,2007,34,1.04726344209804,1.11478126713713,NA,2
1997,2007,35,1.04726344209804,1.11478126713713,NA,2
1997,2007,36,1.04726344209804,1.11478126713713,NA,2
1997,2007,37,1.04726344209804,1.11478126713713,NA,2
1997,2007,38,1.04726344209804,1.11478126713713,NA,2
1997,2007,39,1.04726344209804,1.11478126713713,NA,2
1997,2007,40,1.04726344209804,1.11478126713713,NA,2
1997,2007,41,1.04726344209804,1.11478126713713,NA,2
1997,2007,42,1.04726344209804,1.11478126713713,NA,2
1997,2007,43,1.04726344209804,1.11478126713713,NA,2
1997,2007,44,1.04726344209804,1.11478126713713,NA,2
1997,2007,45,1.04726344209804,1.11478126713713,NA,2
1997,2007,46,1.04726344209804,1.11478126713713,NA,2
1997,2007,47,1.04726344209804,1.11478126713713,NA,2
1997,2007,48,1.04726344209804,1.11478126713713,NA,2
1997,2007,49,1.04726344209804,1.11478126713713,NA,2
1997,2007,50,1.04726344209804,1.11478126713713,NA,2
1998,2007,1,1.08174268788591,1.13588955672544,NA,2
1998,2007,2,1.08174268788591,1.13588955672544,NA,2
1998,2007,3,1.08174268788591,1.13588955672544,NA,2
1998,2007,4,1.08174268788591,1.13588955672544,NA,2
1998,2007,5,1.08174268788591,1.13588955672544,NA,2
1998,2007,6,1.08174268788591,1.13588955672544,NA,2
1998,2007,7,1.08174268788591,1.13588955672544,NA,2
1998,2007,8,1.08174268788591,1.13588955672544,NA,2
1998,2007,9,1.08174268788591,1.13588955672544,NA,2
1998,2007,10,1.08174268788591,1.13588955672544,NA,2
1998,2007,11,1.08174268788591,1.13588955672544,NA,2
1998,2007,12,1.08174268788591,1.13588955672544,NA,2
1998,2007,13,1.08174268788591,1.13588955672544,NA,2
1998,2007,14,1.08174268788591,1.13588955672544,NA,2
1998,2007,15,1.08174268788591,1.13588955672544,NA,2
1998,2007,16,1.08174268788591,1.13588955672544,NA,2
1998,2007,17,1.08174268788591,1.13588955672544,NA,2
1998,2007,18,1.08174268788591,1.13588955672544,NA,2
1998,2007,19,1.08174268788591,1.13588955672544,NA,2
1998,2007,20,1.08174268788591,1.13588955672544,NA,2
1998,2007,21,1.08174268788591,1.13588955672544,NA,2
1998,2007,22,1.08174268788591,1.13588955672544,NA,2
1998,2007,23,1.08174268788591,1.13588955672544,NA,2
1998,2007,24,1.08174268788591,1.13588955672544,NA,2
1998,2007,25,1.08174268788591,1.13588955672544,NA,2
1998,2007,26,1.08174268788591,1.13588955672544,NA,2
1998,2007,27,1.08174268788591,1.13588955672544,NA,2
1998,2007,28,1.08174268788591,1.13588955672544,NA,2
1998,2007,29,1.08174268788591,1.13588955672544,NA,2
1998,2007,30,1.08174268788591,1.13588955672544,NA,2
1998,2007,31,1.08174268788591,1.13588955672544,NA,2
1998,2007,32,1.08174268788591,1.13588955672544,NA,2
1998,2007,33,1.08174268788591,1.13588955672544,NA,2
1998,2007,34,1.08174268788591,1.13588955672544,NA,2
1998,2007,35,1.08174268788591,1.13588955672544,NA,2
1998,2007,36,1.08174268788591,1.13588955672544,NA,2
1998,2007,37,1.08174268788591,1.13588955672544,NA,2
1998,2007,38,1.08174268788591,1.13588955672544,NA,2
1998,2007,39,1.08174268788591,1.13588955672544,NA,2
1998,2007,40,1.08174268788591,1.13588955672544,NA,2
1998,2007,41,1.08174268788591,1.13588955672544,NA,2
1998,2007,42,1.08174268788591,1.13588955672544,NA,2
1998,2007,43,1.08174268788591,1.13588955672544,NA,2
1998,2007,44,1.08174268788591,1.13588955672544,NA,2
1998,2007,45,1.08174268788591,1.13588955672544,NA,2
1998,2007,46,1.08174268788591,1.13588955672544,NA,2
1998,2007,47,1.08174268788591,1.13588955672544,NA,2
1998,2007,48,1.08174268788591,1.13588955672544,NA,2
1998,2007,49,1.08174268788591,1.13588955672544,NA,2
1998,2007,50,1.08174268788591,1.13588955672544,NA,2
1999,2007,1,1.08722848977568,1.04954966739111,NA,2
