"r_sq","mape","att","cf","intercept","att2","intercept2","sample_size","county_id","iterations","ban_year","donor_number","chosen_donor"
0.696151249291539,0.112624093659275,-0.0469840292508474,0.822362704576354,-0.177476342546523,0.00413453988697374,-0.185849325070356,9,"MA",90000,2014,"donor_1","IA"
0.696151249291539,0.112624093659275,-0.0469840292508474,0.822362704576354,-0.177476342546523,0.00413453988697374,-0.185849325070356,9,"MA",90000,2014,"donor_2","MO"
0.696151249291539,0.112624093659275,-0.0469840292508474,0.822362704576354,-0.177476342546523,0.00413453988697374,-0.185849325070356,9,"MA",90000,2014,"donor_3","TX"
0.696151249291539,0.112624093659275,-0.0469840292508474,0.822362704576354,-0.177476342546523,0.00413453988697374,-0.185849325070356,9,"MA",90000,2014,"donor_4","MN"
0.696151249291539,0.112624093659275,-0.0469840292508474,0.822362704576354,-0.177476342546523,0.00413453988697374,-0.185849325070356,9,"MA",90000,2014,"donor_5","TN"
0.696151249291539,0.112624093659275,-0.0469840292508474,0.822362704576354,-0.177476342546523,0.00413453988697374,-0.185849325070356,9,"MA",90000,2014,"donor_6","AL"
0.696151249291539,0.112624093659275,-0.0469840292508474,0.822362704576354,-0.177476342546523,0.00413453988697374,-0.185849325070356,9,"MA",90000,2014,"donor_7","IL"
0.696151249291539,0.112624093659275,-0.0469840292508474,0.822362704576354,-0.177476342546523,0.00413453988697374,-0.185849325070356,9,"MA",90000,2014,"donor_8","CO"
0.696151249291539,0.112624093659275,-0.0469840292508474,0.822362704576354,-0.177476342546523,0.00413453988697374,-0.185849325070356,9,"MA",90000,2014,"donor_9","MI"
0.176717595067495,0.113410852190837,-0.0685268813330725,0.841382081247128,-0.144399186103377,-0.0253853153897959,-0.15184798430328,9,"MA",90000,2014,"donor_1","NC"
0.176717595067495,0.113410852190837,-0.0685268813330725,0.841382081247128,-0.144399186103377,-0.0253853153897959,-0.15184798430328,9,"MA",90000,2014,"donor_2","OR"
0.176717595067495,0.113410852190837,-0.0685268813330725,0.841382081247128,-0.144399186103377,-0.0253853153897959,-0.15184798430328,9,"MA",90000,2014,"donor_3","WA"
0.176717595067495,0.113410852190837,-0.0685268813330725,0.841382081247128,-0.144399186103377,-0.0253853153897959,-0.15184798430328,9,"MA",90000,2014,"donor_4","TX"
0.176717595067495,0.113410852190837,-0.0685268813330725,0.841382081247128,-0.144399186103377,-0.0253853153897959,-0.15184798430328,9,"MA",90000,2014,"donor_5","MI"
0.176717595067495,0.113410852190837,-0.0685268813330725,0.841382081247128,-0.144399186103377,-0.0253853153897959,-0.15184798430328,9,"MA",90000,2014,"donor_6","IA"
0.176717595067495,0.113410852190837,-0.0685268813330725,0.841382081247128,-0.144399186103377,-0.0253853153897959,-0.15184798430328,9,"MA",90000,2014,"donor_7","CO"
0.176717595067495,0.113410852190837,-0.0685268813330725,0.841382081247128,-0.144399186103377,-0.0253853153897959,-0.15184798430328,9,"MA",90000,2014,"donor_8","IL"
0.176717595067495,0.113410852190837,-0.0685268813330725,0.841382081247128,-0.144399186103377,-0.0253853153897959,-0.15184798430328,9,"MA",90000,2014,"donor_9","AL"
0.460297040497977,0.113952065439934,-0.0667402397677433,0.839771331204391,-0.132765939050492,-0.0106946376066366,-0.142280794973465,9,"MA",90000,2014,"donor_1","PA"
0.460297040497977,0.113952065439934,-0.0667402397677433,0.839771331204391,-0.132765939050492,-0.0106946376066366,-0.142280794973465,9,"MA",90000,2014,"donor_2","CO"
0.460297040497977,0.113952065439934,-0.0667402397677433,0.839771331204391,-0.132765939050492,-0.0106946376066366,-0.142280794973465,9,"MA",90000,2014,"donor_3","TX"
0.460297040497977,0.113952065439934,-0.0667402397677433,0.839771331204391,-0.132765939050492,-0.0106946376066366,-0.142280794973465,9,"MA",90000,2014,"donor_4","IA"
