"sample_size","county_id","ban_year","att","rsq","mape","attempt"
8,"seattleM1",2015,0.138061815013762,0.316578663309348,2.55515722126445e-05,22
9,"boulderM2",2016,0.425837826400014,0.119547173799102,0.493675515165084,22
9,"seattleM1",2015,0.11138605196392,0.58227571402286,1.86019619479002e-05,22
10,"boulderM2",2016,0.33611012722158,0.00515778301328407,0.505710395698936,22
10,"seattleM1",2015,-0.0371425273825452,0.0361659847069563,8.0333409911753e-06,22
3,"boulderM2",2016,0.414952603230792,0.124824531027056,0.433336628907209,23
3,"seattleM1",2015,0.0331037129053209,0.83865575071805,2.09168635864141e-05,23
4,"boulderM2",2016,0.405674036945128,0.0395121751876576,0.472886499774353,23
4,"seattleM1",2015,0.0940211779653637,0.072932987227299,1.7500430193158e-05,23
5,"boulderM2",2016,0.499606362818338,0.0162449412434511,0.494650768121803,23
5,"seattleM1",2015,0.219460492545871,0.407150743136423,2.22529868060653e-05,23
6,"boulderM2",2016,0.392120386875038,0.0389665899981121,0.442685742631321,23
6,"seattleM1",2015,0.0703635913635559,0.825556268413694,3.9597999494471e-06,23
7,"boulderM2",2016,0.534459053526882,0.0200041912595432,0.494289816166492,23
7,"seattleM1",2015,0.150368856076124,0.622106618697488,3.17199719805123e-05,23
8,"boulderM2",2016,0.520188121246488,0.0587670803451501,0.492690394958963,23
8,"seattleM1",2015,0.195054533729422,0.710466889921182,1.88551902587303e-05,23
9,"boulderM2",2016,0.508145327399848,0.166380978651165,0.519958582748177,23
9,"seattleM1",2015,0.150168740085861,0.511021853941941,7.59617214409152e-06,23
10,"boulderM2",2016,0.526003439953097,0.152836200769335,0.4953916822886,23
10,"seattleM1",2015,0.146971325424229,0.473547238020608,4.34277724155761e-06,23
3,"boulderM2",2016,0.389371387111062,0.0158561689819501,0.405346712166093,24
3,"seattleM1",2015,0.173562370685405,0.687616135279788,5.62771664011969e-05,24
4,"boulderM2",2016,0.520974968632945,0.191143345927285,0.486380154150228,24
4,"seattleM1",2015,0.153289509659943,0.834461268295895,3.07261366774639e-06,24
5,"boulderM2",2016,0.345514447213922,0.0924289737635476,0.403519860656829,24
5,"seattleM1",2015,0.194156965349565,0.746690105302047,0.000255832958383139,24
6,"boulderM2",2016,0.493578707358317,0.0408248708419928,0.489861345689286,24
6,"seattleM1",2015,0.0881874560761027,0.403023872214329,8.76063947943497e-06,24
7,"boulderM2",2016,0.373819803792312,0.141818596718512,0.439485372642661,24
7,"seattleM1",2015,0.266685802647972,0.891828664061841,1.26896740120284e-05,24
8,"boulderM2",2016,0.30338014355791,0.0251806997857583,0.458439693742279,24
8,"seattleM1",2015,-0.0549192728839192,0.491589057432176,1.44820361020693e-05,24
9,"boulderM2",2016,0.504660944182818,0.0333890813443171,0.494556650092394,24
9,"seattleM1",2015,0.218408249901631,0.695433704067833,1.92685521125628e-06,24
10,"boulderM2",2016,0.505728602662815,0.0194626261892242,0.514811171456754,24
10,"seattleM1",2015,0.131075309778478,0.295544524033694,3.10569530740921e-05,24
3,"boulderM2",2016,0.422048740891197,0.194999517788743,0.432517231500089,25
3,"seattleM1",2015,0.18128284332707,0.79748941630605,8.81295899359581e-05,25
4,"boulderM2",2016,0.324789836341927,0.1139393012267,0.445367710345799,25
4,"seattleM1",2015,0.0552184530650672,0.297465091208293,2.59136826978344e-05,25
5,"boulderM2",2016,0.416852197933546,0.0101697009499264,0.46970408610682,25
5,"seattleM1",2015,0.124184195854375,0.326898901386064,2.78475034853919e-05,25
6,"boulderM2",2016,0.427306927752333,0.0227079729035463,0.419768498550399,25
6,"seattleM1",2015,0.128543536145382,0.518944074449727,1.50928824305469e-05,25
7,"boulderM2",2016,0.467923899980078,0.0130059096107076,0.457547866029406,25
7,"seattleM1",2015,-0.00639127208728331,0.470755907195447,2.0927916553086e-05,25
8,"boulderM2",2016,0.570974505397837,0.0226167576203401,0.459263545967338,25
8,"seattleM1",2015,0.0990966072049149,0.2520756242635,2.39644468411753e-05,25
9,"boulderM2",2016,0.632780575275639,0.176609975242544,0.504041940638328,25
9,"seattleM1",2015,0.104363811042326,0.200581140683718,9.70323459095646e-07,25
10,"boulderM2",2016,0.530251857380484,0.0266047154341982,0.516681555588728,25
10,"seattleM1",2015,0.062290142746418,0.664207072254138,5.27779176765795e-06,25
3,"boulderM2",2016,0.422316586618095,0.137708525270065,0.425731578997857,26
3,"seattleM1",2015,0.197218299097236,0.670816238066813,2.3961726596321e-05,26
4,"boulderM2",2016,0.363217873486308,0.158545620921495,0.446586295840176,26
4,"seattleM1",2015,0.135778327564644,0.552731847455215,8.27382790689452e-05,26
5,"boulderM2",2016,0.344927905075252,0.0425828352774478,0.447477292605469,26
5,"seattleM1",2015,0.0930101174318656,0.54182673287271,4.71547585427829e-05,26
6,"boulderM2",2016,0.370478502837054,0.202131660584698,0.450516499685326,26
6,"seattleM1",2015,0.129748286847144,0.994311839922324,5.25867069501504e-05,26
7,"boulderM2",2016,0.479002766261528,0.00601201992412304,0.505311211564103,26
7,"seattleM1",2015,-0.0790608775514388,0.0434518996098975,1.86608282305767e-05,26
8,"boulderM2",2016,0.523450404883348,0.170015791241061,0.491257081662792,26
8,"seattleM1",2015,0.0205595297702319,0.349238716455493,7.17715864081791e-05,26
9,"boulderM2",2016,0.516891808354152,0.0122101255653019,0.507451014572062,26
9,"seattleM1",2015,0.107715866919166,0.649151061823773,9.96059439251189e-06,26
10,"boulderM2",2016,0.485487843854346,0.00751409340308928,0.5113320289967,26
10,"seattleM1",2015,0.131364480130854,0.4593934198817,3.23092174955383e-05,26
3,"boulderM2",2016,0.470947630161114,0.0705240351629778,0.443538277918552,27
3,"seattleM1",2015,0.192124282347004,0.0447043747570294,8.81633887197821e-05,27
4,"boulderM2",2016,0.296181452391516,0.0390867993179566,0.427580449495353,27
4,"seattleM1",2015,-0.210825232063108,0.387238717723799,3.10061295483567e-05,27
5,"boulderM2",2016,0.572207414727274,0.202637938741662,0.490436850356034,27
5,"seattleM1",2015,0.16068519990515,0.297584986662009,3.01033617543177e-06,27
6,"boulderM2",2016,0.496724381627462,0.095580180874086,0.448698149585713,27
6,"seattleM1",2015,0.0878850962563836,0.288718872487044,4.27473800845526e-05,27
7,"boulderM2",2016,0.569858596841441,0.103757213927483,0.457169365225995,27
7,"seattleM1",2015,0.10178203694658,0.709195903316656,6.14988164013865e-05,27
8,"boulderM2",2016,0.412334300870248,0.184361972564915,0.501352926959,27
8,"seattleM1",2015,0.0364649296020319,0.413850878196509,5.98556853100393e-05,27
9,"boulderM2",2016,0.450648779856957,0.00433381182482195,0.497979826054392,27
9,"seattleM1",2015,0.174780471287565,0.645371228727849,2.36923983120701e-05,27
10,"boulderM2",2016,0.52003255281441,0.28802778690371,0.4963387032894,27
10,"seattleM1",2015,0.0751000929832912,0.0711139126100282,7.8801299004742e-06,27
3,"boulderM2",2016,0.0872432584878345,0.121155961999866,0.340313224608446,28
3,"seattleM1",2015,0.161424898287739,0.101833266763903,4.46427095936969e-06,28
4,"boulderM2",2016,0.43060035053894,0.0426766831835853,0.37542511289017,28
4,"seattleM1",2015,0.0454992994381333,0.28125015621989,5.19781044527332e-05,28
5,"boulderM2",2016,0.352625308609123,0.191672709641825,0.453407088335889,28
5,"seattleM1",2015,0.076489276791784,0.874924005062159,2.21276875499168e-05,28
6,"boulderM2",2016,0.29783920349213,0.0636520959166744,0.448404286771444,28
6,"seattleM1",2015,0.0955720678905272,0.907670452831364,6.08287643961546e-06,28
7,"boulderM2",2016,0.52211898568231,0.189509349433626,0.444326180239437,28
7,"seattleM1",2015,0.0852040930681368,0.613687092001451,2.68875653088294e-05,28
8,"boulderM2",2016,0.340119715184291,0.0318717424069829,0.489204391447625,28
8,"seattleM1",2015,-0.0851498080820711,0.355167053817485,1.05841783042642e-06,28
9,"boulderM2",2016,0.550772155330429,0.0213417910893967,0.476732811468785,28
9,"seattleM1",2015,0.0795929012966882,0.266359987276541,6.16093403569404e-06,28
10,"boulderM2",2016,0.589023871723083,0.0546697799913416,0.473415197348953,28
10,"seattleM1",2015,0.214661739958051,0.825830756179267,1.53281221503457e-05,28
3,"boulderM2",2016,0.520220201597325,0.242043403258088,0.436829160758116,29
3,"seattleM1",2015,0.18128284332707,0.797489416306051,8.81295899358272e-05,29
4,"boulderM2",2016,0.214869609970254,0.0114995031681396,0.450080063719999,29
4,"seattleM1",2015,0.126839237776458,0.772884032218721,2.47268949114335e-05,29
5,"boulderM2",2016,0.531238641840771,0.12194007084868,0.483607116959133,29
5,"seattleM1",2015,0.182348594324356,0.534443150843846,6.90908120509444e-05,29
6,"boulderM2",2016,0.356062753656192,0.150829514854266,0.473049959404143,29
6,"seattleM1",2015,-0.137843322176871,0.228840054800609,0.000193412341188112,29
7,"boulderM2",2016,0.482627794647129,0.139750102007125,0.483407363406181,29
7,"seattleM1",2015,0.0468704424120848,0.0964249458298964,4.41614228704237e-06,29
8,"boulderM2",2016,0.456796318203357,0.0445453760108161,0.497420638666168,29
8,"seattleM1",2015,0.0755525380642459,0.0588867272068735,3.98080080764729e-05,29
9,"boulderM2",2016,0.572053082480565,0.11635679814876,0.5212277842458,29
9,"seattleM1",2015,0.163654726642267,0.0641523704099808,2.13859761097436e-05,29
10,"boulderM2",2016,0.486852212132011,0.0328272700288877,0.505267568981077,29
10,"seattleM1",2015,0.0220064967409649,0.647791052220537,1.88798367955562e-05,29
3,"boulderM2",2016,0.502542156962573,0.189445573506134,0.443762098747777,30
3,"seattleM1",2015,0.160069461136358,0.347134338279739,0.000172565034396787,30
4,"boulderM2",2016,0.36195467398517,0.0964759573979126,0.448700499350568,30
4,"seattleM1",2015,0.123397594914814,0.17484228781061,3.5520231159465e-05,30
5,"boulderM2",2016,0.548321352762692,0.0748711585242752,0.478059437746697,30
5,"seattleM1",2015,0.0820835310902691,0.964452274056272,2.87941505063743e-05,30
6,"boulderM2",2016,0.45838818658855,0.0459374328496015,0.453558878813333,30
6,"seattleM1",2015,0.139532076817009,0.0785826951476366,1.60021666986518e-05,30
7,"boulderM2",2016,0.498021001150827,0.0929246291083436,0.460188594002473,30
7,"seattleM1",2015,0.104329274546428,0.367195203860114,1.16594373550982e-05,30
8,"boulderM2",2016,0.391497792250793,0.0672480779180522,0.459062838143454,30
8,"seattleM1",2015,0.20053245185677,0.408377327339617,3.23208592279549e-05,30
9,"boulderM2",2016,0.57036175587922,0.00912863653687568,0.481165060009361,30
9,"seattleM1",2015,0.0708160025132988,0.5677412134541,9.04712579912577e-06,30
10,"boulderM2",2016,0.353146908140125,0.116260070780514,0.49343929376246,30
10,"seattleM1",2015,0.00814776343422189,0.104655519573411,2.61709746212556e-05,30
3,"boulderM2",2016,0.416956928733404,0.065985513824211,0.37781478410037,31
3,"seattleM1",2015,0.185204372105796,0.365387185870799,1.17009189842787e-05,31
4,"boulderM2",2016,0.315380947431723,0.170924719854509,0.408635110562024,31
4,"seattleM1",2015,0.161150468461078,0.0385011517359573,2.2977206896758e-05,31
5,"boulderM2",2016,0.560266021925131,0.0564443697661846,0.464184058029873,31
5,"seattleM1",2015,0.126915117093222,0.325815016613863,0.000143000499137243,31
6,"boulderM2",2016,0.434217053346551,0.101869761488267,0.479619955578025,31
6,"seattleM1",2015,0.019185571999944,0.84464094904769,0.000218103171024978,31
7,"boulderM2",2016,0.483059682087468,0.00410387738949158,0.45963978713639,31
7,"seattleM1",2015,0.147728203867944,0.724800011910179,7.16010184291407e-05,31
8,"boulderM2",2016,0.573877639098931,0.022013330795593,0.488997102246266,31
8,"seattleM1",2015,0.104255074336292,0.30622727675009,1.0721047333374e-05,31
9,"boulderM2",2016,0.456037851539325,0.034946420785937,0.491548085272035,31
9,"seattleM1",2015,0.189746976659135,0.873518753027418,2.13442757912261e-05,31
10,"boulderM2",2016,0.557948790612389,0.0482728107494954,0.460656255070296,31
10,"seattleM1",2015,0.0410905729545601,0.893279363236501,1.83567650320374e-05,31
3,"boulderM2",2016,0.148126850074144,0.199001052892775,0.40798895106448,32
3,"seattleM1",2015,0.146307905142556,0.53470995608835,4.99731633381366e-05,32
4,"boulderM2",2016,0.589166726618751,0.088734762558706,0.464702201784151,32
4,"seattleM1",2015,0.0932911585233108,0.188548545637413,7.93331777697352e-05,32
5,"boulderM2",2016,0.505239624566157,0.000834427259549186,0.413059360428296,32
5,"seattleM1",2015,0.116235454393896,0.427501057967897,6.19488154019053e-05,32
6,"boulderM2",2016,0.414028863828639,0.0757567067764409,0.469657413111558,32
6,"seattleM1",2015,0.11651669330833,0.853127621167744,5.28792117948877e-05,32
7,"boulderM2",2016,0.627243105113141,0.0171577403098013,0.492645901539362,32
7,"seattleM1",2015,0.0956933061728099,0.710992916119286,4.54501683586732e-05,32
8,"boulderM2",2016,0.494876027603208,0.0803497324550677,0.487507441719176,32
8,"seattleM1",2015,0.179535802975637,0.0209317106068135,2.11145632428799e-05,32
9,"boulderM2",2016,0.571471401433786,0.0882750592046762,0.470741317553911,32
9,"seattleM1",2015,0.156634547264638,0.862057533830827,6.45549206092262e-05,32
10,"boulderM2",2016,0.527988027902668,0.0262822118886129,0.519342694055281,32
10,"seattleM1",2015,0.0514292800537369,0.704302623683191,2.945772550128e-06,32
3,"boulderM2",2016,0.508559488308549,0.0497230550371968,0.434646957215084,33
3,"seattleM1",2015,0.146529647715123,0.0504847920843648,0.00018565054866382,33
4,"boulderM2",2016,0.365641666651154,0.174942029579194,0.454217268106446,33
4,"seattleM1",2015,0.152741608645784,0.136660283803536,0.000105371811833218,33
5,"boulderM2",2016,0.452405042026576,0.0600940340155343,0.456142276459464,33
5,"seattleM1",2015,0.11918443839714,0.0183645791572714,4.82557297264114e-05,33
6,"boulderM2",2016,0.312337919709167,0.149575131670783,0.458582786113724,33
6,"seattleM1",2015,0.172327983194626,0.877537817652964,1.26931794551386e-05,33
7,"boulderM2",2016,0.611187921189788,0.0207445292066968,0.468321734897199,33
7,"seattleM1",2015,0.15587041354499,0.164166083987855,7.75816806018994e-06,33
8,"boulderM2",2016,0.393007197319671,0.0683539596514954,0.489859020364859,33
8,"seattleM1",2015,0.1706702494962,0.255616433604187,4.77740331168245e-06,33
9,"boulderM2",2016,0.384143067114645,0.240263799587251,0.464612599191165,33
9,"seattleM1",2015,0.141376210797845,0.364145364923521,9.98673553154142e-05,33
10,"boulderM2",2016,0.565215814517496,0.0227476818738813,0.516913508245279,33
10,"seattleM1",2015,0.0925803354134337,0.141963858580384,7.58379759870894e-08,33
3,"boulderM2",2016,0.381844616321582,0.0124346238001511,0.405049752289786,34
3,"seattleM1",2015,0.0708571628967268,0.778741407893532,3.73403564217372e-05,34
4,"boulderM2",2016,0.561871298802509,0.0631060577391724,0.448595288021608,34
4,"seattleM1",2015,0.126394493083781,0.303449012346723,1.22281420797664e-05,34
5,"boulderM2",2016,0.516310330657457,0.0179079199733474,0.484878152814539,34
5,"seattleM1",2015,0.148655316348441,0.747781991583296,0.000166023073917289,34
6,"boulderM2",2016,0.310926611564108,0.125273913798912,0.430542856551992,34
6,"seattleM1",2015,0.0931772831110937,0.517396820900324,3.70916082968187e-05,34
7,"boulderM2",2016,0.467994119064167,0.0398934250966495,0.458887208090386,34
7,"seattleM1",2015,0.0506375719662027,0.0807435053521659,1.78447397559364e-05,34
8,"boulderM2",2016,0.563615869772847,0.10404378723964,0.513211806730905,34
8,"seattleM1",2015,0.135777944202808,0.767252616082554,1.53214479506499e-05,34
9,"boulderM2",2016,0.477280207848858,0.215020584195047,0.494683532657449,34
9,"seattleM1",2015,0.181871306263449,0.0709501135719781,1.67450912960674e-05,34
10,"boulderM2",2016,0.550419035666211,0.00136694548788152,0.514967913450747,34
10,"seattleM1",2015,0.0578168994553837,0.747343920134867,6.51496077232351e-06,34
3,"boulderM2",2016,0.122135278055084,0.0939482036812027,0.430937282497757,35
3,"seattleM1",2015,0.233967026308537,0.70192271378921,0.000197135893266444,35
4,"boulderM2",2016,0.167042617502495,0.125817725610817,0.445124532268754,35
4,"seattleM1",2015,0.0397465915149036,0.754682429441001,0.000181021913297631,35
5,"boulderM2",2016,0.439826737221031,0.0251602053178437,0.431087934092374,35
5,"seattleM1",2015,0.140828815289657,0.811399192754708,2.86290313630022e-05,35
6,"boulderM2",2016,0.623031857113025,0.0130814335673949,0.50331536892095,35
6,"seattleM1",2015,0.0587213598791494,0.278089038596781,5.85350710237755e-06,35
7,"boulderM2",2016,0.558292174311334,0.00516990549120944,0.477921593931756,35
7,"seattleM1",2015,0.120512204195722,0.286481558882553,2.22690641536375e-05,35
8,"boulderM2",2016,0.508547536155686,0.0170612780171981,0.463315249785546,35
8,"seattleM1",2015,0.110388612686631,0.906390059794024,7.10162557686069e-05,35
9,"boulderM2",2016,0.577025144502261,0.0389160255434512,0.486009386702571,35
9,"seattleM1",2015,0.162275451812868,0.112436695732667,0.000113603493017232,35
10,"boulderM2",2016,0.369785074028754,0.0385363088756483,0.492614594222086,35
10,"seattleM1",2015,0.0865075101052052,0.727547947796946,2.17299025826263e-05,35
3,"boulderM2",2016,0.288509085146278,0.0656657252418518,0.351155598242902,36
3,"seattleM1",2015,0.139318439046609,0.332218807134062,4.31837918684137e-05,36
4,"boulderM2",2016,0.477890642514547,0.000561675805812567,0.480535762753218,36
4,"seattleM1",2015,0.117731522921528,0.267837097149639,1.32130188489356e-05,36
5,"boulderM2",2016,0.57426036902671,0.141901422162287,0.430983000190772,36
5,"seattleM1",2015,0.161459874652604,0.793972548587175,1.14695200333559e-05,36
6,"boulderM2",2016,0.573340505837751,0.0688367090962264,0.456831583053441,36
6,"seattleM1",2015,0.10776981711744,0.0562496466216403,0.000110105475465213,36
7,"boulderM2",2016,0.520312514142092,0.0551566898756167,0.503983194423236,36
7,"seattleM1",2015,0.15319916523583,0.394226376257481,0.00011949022882116,36
8,"boulderM2",2016,0.478210389981922,0.007933853954457,0.504934138628772,36
8,"seattleM1",2015,0.186809706170609,0.573114515766269,2.6953230685534e-05,36
9,"boulderM2",2016,0.422093851377175,0.00405274079496309,0.495186220662736,36
9,"seattleM1",2015,-0.0488626106359342,0.106916973067535,3.41568465772366e-06,36
10,"boulderM2",2016,0.494658927659486,0.0251038190333484,0.493243253457085,36
10,"seattleM1",2015,0.0677140174226399,0.715667485404747,4.54018906253173e-07,36
3,"boulderM2",2016,0.597210957524126,0.0618234089434652,0.430954602699457,37
3,"seattleM1",2015,0.130158872817393,0.767029706175581,3.06228266554661e-05,37
4,"boulderM2",2016,0.481905500893587,0.0434055043972009,0.471968641860922,37
4,"seattleM1",2015,0.133889579456979,0.00562871625098693,8.11157256025935e-06,37
5,"boulderM2",2016,0.411963284425733,0.0130553523929616,0.428257919161918,37
5,"seattleM1",2015,0.131321326277801,0.460233435176418,1.14324608987979e-05,37
6,"boulderM2",2016,0.398721244005998,0.0354149435065328,0.485752523236766,37
6,"seattleM1",2015,0.142983432153318,0.723761124352078,6.94169002850708e-06,37
7,"boulderM2",2016,0.54120822754741,0.0043206417481555,0.485043576433473,37
7,"seattleM1",2015,0.0936490797604237,0.680558368186627,0.000102889139745649,37
8,"boulderM2",2016,0.453586330003773,0.0450745943009769,0.480973429782564,37
8,"seattleM1",2015,0.160477548007915,0.537611731566868,2.07228644441249e-05,37
9,"boulderM2",2016,0.489075759352467,0.0361612904310875,0.484905084141036,37
9,"seattleM1",2015,0.222211513511756,0.458463529082508,2.61313369104673e-05,37
10,"boulderM2",2016,0.518107782549941,0.0492405495758871,0.458718647978186,37
10,"seattleM1",2015,0.0332195965974513,0.0356874336428529,6.38964670045013e-05,37
3,"boulderM2",2016,0.387253099227668,0.0221372457858191,0.405352691408854,38
3,"seattleM1",2015,0.144338213663881,0.113944420485973,0.000294265404854898,38
4,"boulderM2",2016,0.3972780249515,0.249552976511099,0.422169893682789,38
4,"seattleM1",2015,0.060293490988339,0.706839447835728,0.000144697477037438,38
5,"boulderM2",2016,0.335865970585562,0.0448051955899966,0.458090820918777,38
5,"seattleM1",2015,0.230700867030619,0.0866076338365832,0.000129053074465629,38
6,"boulderM2",2016,0.471445718541653,0.0131123377793425,0.467193205242241,38
6,"seattleM1",2015,0.107792572756738,0.826917843757763,5.12113004060208e-05,38
7,"boulderM2",2016,0.325347611343833,0.0501504960404285,0.454012550187997,38
7,"seattleM1",2015,0.148918031399667,0.770898283406493,4.15816142744972e-05,38
8,"boulderM2",2016,0.303405536027887,0.0117784587512061,0.478298909211891,38
8,"seattleM1",2015,0.130995754329632,0.266769929651214,8.20176635440528e-07,38
9,"boulderM2",2016,0.529491646517012,0.0523564510911221,0.507844847583364,38
9,"seattleM1",2015,0.0450400907148708,0.976515975296322,3.24670977098502e-05,38
10,"boulderM2",2016,0.469536267760597,0.0199913250784614,0.478366818154606,38
10,"seattleM1",2015,0.179789318069625,0.453518179517527,3.60634855728514e-05,38
3,"boulderM2",2016,0.260816179111643,0.0372325961866765,0.362869584106794,39
3,"seattleM1",2015,0.144535504808305,0.142688940794131,2.81811756418364e-05,39
4,"boulderM2",2016,0.521866384084887,0.0567120974002103,0.473561399223086,39
4,"seattleM1",2015,0.140639179179706,0.646154351971116,4.93540186615089e-05,39
5,"boulderM2",2016,0.383209858226952,0.191321478441261,0.472169361253969,39
5,"seattleM1",2015,0.136742348083957,0.884448794470289,7.6255644738485e-05,39
6,"boulderM2",2016,0.397380885675,0.255487624647419,0.461129356940935,39
6,"seattleM1",2015,0.0608914924826532,0.57071413987153,0.000197765580245047,39
7,"boulderM2",2016,0.401666771919807,0.0028806819321614,0.464987955903471,39
7,"seattleM1",2015,0.0978673304834235,0.511663566650863,6.77207780756925e-05,39
8,"boulderM2",2016,0.373439432631735,0.00203455904091654,0.444016704207212,39
8,"seattleM1",2015,0.130483007717756,0.204056089259014,4.11743043338014e-05,39
9,"boulderM2",2016,0.463849911084317,0.0233312819740507,0.484638980790373,39
9,"seattleM1",2015,0.140284267712876,0.792121706903279,1.07857602432141e-05,39
10,"boulderM2",2016,0.509830266397916,0.167515105461839,0.508219465488904,39
10,"seattleM1",2015,0.0525132121586715,0.0710246751488554,1.06269849534122e-05,39
3,"boulderM2",2016,0.0920397505993432,0.27020083104006,0.40053537345893,40
3,"seattleM1",2015,0.139526346696363,0.126289541985241,0.000113237431722232,40
4,"boulderM2",2016,0.427244454260399,0.219187402902521,0.453655067257343,40
4,"seattleM1",2015,0.0998652217246357,0.144476248088193,0.000271796400556106,40
5,"boulderM2",2016,0.565225357673067,0.121644136262278,0.471004236752187,40
5,"seattleM1",2015,0.14561985856269,0.212294267630894,6.70321976256035e-06,40
6,"boulderM2",2016,0.508097027477714,0.0554073725852448,0.448893682996679,40
6,"seattleM1",2015,-0.0827661222192512,0.493935387858656,3.97380134863919e-06,40
7,"boulderM2",2016,0.542666476781577,0.0234338484845208,0.50949878221874,40
7,"seattleM1",2015,0.183763668956745,0.491622285368472,6.27258412651211e-05,40
8,"boulderM2",2016,0.436254625126023,0.0187589755816051,0.492525002201091,40
8,"seattleM1",2015,0.101763993186665,0.297863504386953,1.31199136715321e-05,40
9,"boulderM2",2016,0.424431820717867,0.0219093512831808,0.514182456766771,40
9,"seattleM1",2015,0.0690070902016346,0.152212422834993,1.30328896661162e-05,40
10,"boulderM2",2016,0.429569752118347,0.00585103839368906,0.453843209406145,40
10,"seattleM1",2015,-0.000802027889665782,0.438080163597805,1.57223255349306e-05,40
3,"boulderM2",2016,0.421237758042799,0.110888787523041,0.426348672119025,41
3,"seattleM1",2015,0.178892673718159,0.581966125432052,2.78083640034407e-06,41
4,"boulderM2",2016,0.51978781897805,0.0804615344283913,0.481705539177727,41
4,"seattleM1",2015,0.11616706627113,0.764834578036752,8.16857928202018e-05,41
5,"boulderM2",2016,0.464399006873708,0.110688959647338,0.448817093816608,41
5,"seattleM1",2015,0.228784395770875,0.563117015381009,0.000121891333335615,41
6,"boulderM2",2016,0.602469860233484,0.0865903552518192,0.44203001156557,41
6,"seattleM1",2015,0.174296843233025,0.532619009917641,3.24202729466457e-05,41
7,"boulderM2",2016,0.513868553574524,0.118788526462777,0.50031455278066,41
7,"seattleM1",2015,0.187377413389609,0.158589961208647,1.66165344315774e-06,41
8,"boulderM2",2016,0.531298877746513,0.015209361304904,0.4882219174273,41
8,"seattleM1",2015,0.0876510634875834,0.141655665537948,2.57383316472642e-05,41
9,"boulderM2",2016,0.527544396278469,0.0287900833753831,0.488858115516303,41
9,"seattleM1",2015,0.16314572905708,0.662585906299882,6.64406138504678e-06,41
10,"boulderM2",2016,0.387978008296323,0.00100961749093453,0.476330696508741,41
10,"seattleM1",2015,0.141480957561988,0.633230657187863,2.66507337639001e-05,41
3,"boulderM2",2016,0.260816179111643,0.0372325961866765,0.362869584106794,42
3,"seattleM1",2015,0.0376844873072735,0.422821013324993,0.000120325918608537,42
4,"boulderM2",2016,0.527504610363165,0.0127575057843176,0.406182957651351,42
4,"seattleM1",2015,0.135179679667828,0.822347040069334,8.26241102838495e-05,42
5,"boulderM2",2016,0.181308426389423,0.186902174283946,0.41187224357931,42
5,"seattleM1",2015,0.184260240852719,0.896281048227181,3.04170157482104e-05,42
6,"boulderM2",2016,0.44499270709874,0.0722457295274259,0.425365996302501,42
6,"seattleM1",2015,0.14122716550076,0.177213935093549,9.59826133802783e-05,42
7,"boulderM2",2016,0.41255730902879,0.100864757488824,0.466435450316473,42
7,"seattleM1",2015,0.0676385857376539,0.362988646318919,5.77207019220794e-06,42
8,"boulderM2",2016,0.608413000241365,0.120227314070544,0.48656081075926,42
8,"seattleM1",2015,0.144998844352004,0.0152569727559256,4.58838601114322e-05,42
9,"boulderM2",2016,0.576360906053996,0.0823503200839786,0.518422442039772,42
9,"seattleM1",2015,0.0203835182479981,0.33638051707193,7.07616301063225e-06,42
10,"boulderM2",2016,0.464947716683674,0.0129823390885786,0.50856252391087,42
10,"seattleM1",2015,0.137893481612824,0.174488949300042,8.13540868548192e-06,42
3,"boulderM2",2016,0.421612177647572,0.11848458475843,0.429442279566575,43
3,"seattleM1",2015,0.126962039564867,0.832616226609908,0.000213577833307932,43
4,"boulderM2",2016,0.509702819385999,0.196743085547628,0.45286475262583,43
4,"seattleM1",2015,0.0287376473471121,0.809224883950256,3.12429140746304e-06,43
5,"boulderM2",2016,0.521899875590756,0.112017479757844,0.450839709340025,43
5,"seattleM1",2015,0.142004508723631,0.352584397434249,5.8845133512532e-05,43
6,"boulderM2",2016,0.56103035139907,0.0678389416726329,0.44759216178291,43
6,"seattleM1",2015,0.13146704563012,0.781220458551617,9.12775051826904e-05,43
7,"boulderM2",2016,0.466488310284698,0.146085210987285,0.46316647880139,43
7,"seattleM1",2015,0.122074613577043,0.814364213080684,2.64398700008199e-05,43
8,"boulderM2",2016,0.584283743306469,0.0974273497248628,0.483970632632804,43
8,"seattleM1",2015,0.0861579798220142,0.658217825801973,4.6871305645572e-05,43
9,"boulderM2",2016,0.535807742762472,0.00918810116718638,0.490428416764153,43
9,"seattleM1",2015,0.091628552743577,0.929955228757914,5.9516328980506e-05,43
10,"boulderM2",2016,0.520208279351891,0.0250571544144245,0.501768568454539,43
10,"seattleM1",2015,0.14995380711036,0.300232336460403,3.33797326234393e-06,43
3,"boulderM2",2016,0.394566606332881,0.0425207333100716,0.419568445765309,44
3,"seattleM1",2015,0.154617235523125,0.583402179203426,0.000190282827308963,44
4,"boulderM2",2016,0.306186773651236,0.0873449732470123,0.407738500156654,44
4,"seattleM1",2015,0.0717826526690791,0.215466347118354,2.92887712872538e-05,44
5,"boulderM2",2016,0.460310278718945,0.065016754342783,0.449998519015851,44
5,"seattleM1",2015,0.159300009314038,0.487646632331711,0.000142322546971776,44
6,"boulderM2",2016,0.52321507472106,0.028328965719059,0.467914283744444,44
6,"seattleM1",2015,0.159815801455108,0.349834744687649,1.42262856115629e-05,44
