"sample_size","ban_year","att","mape","r_sq","i","treated_state"
4,2015,0.00306629388149628,0.000927393778852736,-0.392646631183367,12,"All"
5,2015,-0.00121438618345765,0.00200208157751981,-0.473798522899255,12,"All"
6,2015,-0.011317499053235,0.00325690673629464,-1.24659942849498,12,"All"
7,2015,-0.00518704363723174,0.00478036490100158,-1.11080269916482,12,"All"
8,2015,0.00238546977822744,0.00583331827935298,-0.841815871661794,12,"All"
9,2015,-0.00234708783939924,0.00668300543839218,-0.59369646787811,12,"All"
10,2015,-0.00746070512180221,0.00745921324447223,-0.712166003804759,12,"All"
3,2015,0.000760743116085712,0.00153757302919978,0.544906647572359,13,"All"
4,2015,0.000512185479186671,0.00263316430485652,0.546907341377866,13,"All"
5,2015,-0.00510230917844334,0.00433556610828131,0.717790355719367,13,"All"
6,2015,-0.00982492580537881,0.00559529420938396,0.71607929511708,13,"All"
7,2015,-0.00251323336125201,0.00654850753595781,0.713069176266154,13,"All"
8,2015,-3.98472926322755e-07,0.00732099664509016,0.729262836020121,13,"All"
9,2015,-0.000786635217559395,0.00811734797108224,0.671800948605195,13,"All"
10,2015,0.00559817455181851,0.00863523984740437,0.741557414661285,13,"All"
3,2015,-0.00517046126537101,0.00159156144327482,0.585154004448892,14,"All"
4,2015,-0.00286879012360929,0.00125116386249703,0.817050602584376,14,"All"
5,2015,-0.00310103517569871,0.00109224919513159,0.863920504743795,14,"All"
6,2015,-0.000821665835208831,0.00150111660620992,0.829409604270597,14,"All"
7,2015,-0.000700402785300189,0.00235065172238337,0.868154488439148,14,"All"
8,2015,0.00147744430478237,0.00276784656596897,0.859916854049859,14,"All"
9,2015,-5.80550699756645e-06,0.00350807120321814,0.881764608056373,14,"All"
10,2015,0.000935326316786536,0.00431648793477218,0.876282944257838,14,"All"
3,2015,0.0114699815503455,0.0049333640292834,-0.266734407762386,15,"All"
4,2015,0.00973494163164556,0.00707322302479285,-0.0522103770530086,15,"All"
5,2015,0.0209871468235397,0.0110265340802128,-0.201931398139245,15,"All"
6,2015,0.0218780655775391,0.0147144858550933,-0.683090305922037,15,"All"
7,2015,0.0311815478165474,0.0180663028328083,-0.694061659339983,15,"All"
8,2015,0.0330573553135522,0.0207575245136305,-0.663274981143648,15,"All"
9,2015,0.0307649652521408,0.0231510177688282,-0.410665964441383,15,"All"
10,2015,0.0395852002797763,0.0250730874708996,-0.386833362759256,15,"All"
3,2015,-0.0131304215672144,0.00169545115059617,-0.486769218405192,16,"All"
4,2015,-0.0047737117797661,0.00385885546751271,-0.07272620341794,16,"All"
5,2015,-0.0133394700770764,0.005352454534854,-0.00399610657470162,16,"All"
6,2015,-0.0198198927038109,0.00739060818546899,-0.422918942767124,16,"All"
7,2015,-0.01604478011993,0.00877899324286563,-0.324514154997561,16,"All"
8,2015,-0.0136581762415997,0.0100980287153504,-0.0534519476827156,16,"All"
9,2015,-0.0116419197872894,0.0111838014653739,-0.265477671701126,16,"All"
10,2015,-0.0150575689525528,0.012071115720193,-0.23275529289034,16,"All"
3,2015,-0.00142619910712104,0.00521129470523124,-1.26274462070021,17,"All"
4,2015,0.00498190580667469,0.00650640486845567,-0.394169172811483,17,"All"
5,2015,0.00342958223556806,0.0105598007551505,-0.50986420147042,17,"All"
6,2015,-0.00429999426659349,0.0141324925196016,-1.22294896892095,17,"All"
7,2015,0.0146908005696228,0.017160380461864,-1.11076238402595,17,"All"
8,2015,0.0162225492877463,0.0196356879848983,-0.856991240233076,17,"All"
9,2015,0.0164545550866992,0.0213608927532974,-0.590727030504291,17,"All"
10,2015,0.0146499780895965,0.0230194550980373,-0.707648136330174,17,"All"
3,2015,0.00700855701746044,0.00351759880182182,0.586736960311895,18,"All"
4,2015,0.0146196211774991,0.00475675867224752,0.422662657416043,18,"All"
5,2015,0.0140768098338282,0.00686951025804553,0.577019523869773,18,"All"
6,2015,0.0074168682496441,0.00895041266587386,0.471866658721738,18,"All"
7,2015,0.0232503902501199,0.0109705950574232,0.4357354599078,18,"All"
8,2015,0.0243782159866657,0.0127142966154594,0.458274142608562,18,"All"
9,2015,0.0248421834977707,0.0140851393124199,0.453332665507138,18,"All"
10,2015,0.0291430916099904,0.0155779138814658,0.534138608603869,18,"All"
3,2015,-0.0206386254162447,0.00162718603359668,0.824002996127698,19,"All"
4,2015,-0.0129751632259073,0.00124124780091993,0.905815658594599,19,"All"
5,2015,-0.0216663889465912,0.00112604492844057,0.781998558754448,19,"All"
6,2015,-0.0270476301525729,0.001297821083663,0.835624549678039,19,"All"
7,2015,-0.0127737217585539,0.00161445275007701,0.819752743215156,19,"All"
8,2015,-0.0129748402076562,0.00189707205222539,0.789930174802431,19,"All"
9,2015,-0.0148407343000512,0.00232525586564614,0.810517317351711,19,"All"
10,2015,-0.011195918324822,0.00304638333348276,0.834593988170567,19,"All"
3,2015,-0.0389300491330711,0.00056155956667919,0.698506461633619,20,"All"
4,2015,-0.0439136014815843,0.000287013496170273,0.888966039390179,20,"All"
5,2015,-0.055518785002064,0.00021523370008632,0.905267002656203,20,"All"
6,2015,-0.0678453529343798,0.000156065596391171,0.850331771053838,20,"All"
7,2015,-0.0588090594449071,0.000125726979366287,0.839567278315226,20,"All"
8,2015,-0.0497640998522314,0.000137110990221394,0.879620248773745,20,"All"
9,2015,-0.0606513257035432,0.000237798294071219,0.894003793045894,20,"All"
10,2015,-0.0559582603912621,0.000544483759733501,0.886330679152555,20,"All"
3,2015,-0.000595164661316806,0.00625549516486276,0.610971575888936,21,"All"
4,2015,0.00378683686962114,0.00967947894274112,0.804780075925928,21,"All"
5,2015,0.00803637598390964,0.0153224306962332,0.844414973975052,21,"All"
6,2015,0.00587015089706121,0.020058668506975,0.871779110463683,21,"All"
7,2015,0.0177365605114857,0.0239394561473329,0.857889364604473,21,"All"
8,2015,0.0225886273274739,0.02711436294931,0.867334634282036,21,"All"
9,2015,0.0241249179440998,0.0295780968041952,0.886911686588886,21,"All"
10,2015,0.0241119357730016,0.0316560819627862,0.86197524510919,21,"All"
3,2015,-0.00393688006796283,0.00877594429267803,-0.279969031085514,22,"All"
4,2015,0.00169397061561316,0.0119365966155464,0.133567107387098,22,"All"
5,2015,-0.000874778440740426,0.0143685482138874,0.433318399392461,22,"All"
6,2015,-0.01232121952377,0.0163057576148674,0.0202497990614088,22,"All"
7,2015,-0.00223101433788274,0.0182475764177598,0.118387558118583,22,"All"
8,2015,-0.000998315746666189,0.0195105458567106,0.372727225617834,22,"All"
9,2015,-0.00145196916134382,0.0204634183297835,0.359732738817199,22,"All"
10,2015,-0.00802416959957408,0.0215168721539972,0.258863221609975,22,"All"
