"county_id","actual_treatment_effect","seed"
"CA",6.0448939661485,1
"CT",-0.175967066097808,1
"MA",-9.55842604310782,1
"RI",-2.2412972550945,1
"VT",-1.20449427347055,1
"All",-2.3640110149917,1
"CA",5.97967467494574,2
"CT",-2.32875623476595,2
"MA",-8.39748552591453,2
"RI",-2.2412972550945,2
"VT",-1.20449427347055,2
"All",-2.34589356267723,2
"CA",6.04489396614849,3
"CT",-4.67382826589349,3
"MA",-9.40783445751632,3
"RI",-4.16860991127275,3
"VT",-3.10752690920888,3
"All",-2.34589356267723,3
"CA",5.60213579999202,4
"CT",-4.67382826589349,4
"MA",-9.80731883260489,4
"RI",-4.16860991127275,4
"VT",-1.20449427347055,4
"All",-2.34589356267723,4
"CA",5.30054461231668,5
"CT",-3.65946086567365,5
"MA",-10.7429798093101,5
"RI",-2.24129725509451,5
"VT",-0.956673365612755,5
"All",-2.34589356267722,5
"CA",5.22237313892986,6
"CT",-4.6738282658935,6
"MA",-8.2269783546351,6
"RI",-4.16860991127275,6
"VT",-3.10752690920888,6
"All",-2.34589356267723,6
"CA",5.22237313892986,7
"CT",-4.67382826589349,7
"MA",-8.39748552591453,7
"RI",-4.16860991127275,7
"VT",-1.3568943748536,7
"All",-2.34589356267723,7
"CA",5.35177932195608,8
"CT",-3.665820440435,8
"MA",-9.6073904638978,8
"RI",-4.16860991127275,8
"VT",-1.90369882298395,8
"All",-2.34589356267722,8
"CA",5.66689110633027,9
"CT",-0.175967066097808,9
"MA",-8.22697835463511,9
"RI",-4.16860991127275,9
"VT",-0.956673365612762,9
"All",-2.34589356267723,9
"CA",5.42567004618522,10
"CT",-4.67382826589349,10
"MA",-8.65280006136241,10
"RI",-4.16860991127275,10
"VT",-1.35689437485362,10
"All",-2.34589356267722,10
"CA",5.66689110633027,11
"CT",-2.72241465267804,11
"MA",-8.22697835463511,11
"RI",-2.2412972550945,11
"VT",-2.24735617045715,11
"All",-2.34589356267723,11
"CA",5.35177932195608,12
"CT",-4.67382826589349,12
"MA",-8.39748552591453,12
"RI",-2.2412972550945,12
"VT",-0.956673365612755,12
"All",-2.34589356267722,12
"CA",6.04489396614849,13
"CT",-0.175967066097801,13
"MA",-9.80731883260489,13
"RI",-4.16860991127275,13
"VT",-0.956673365612762,13
"All",-2.834456873245,13
"CA",5.08619198675168,14
"CT",-2.32875623476595,14
"MA",-9.55842604310782,14
"RI",-2.24129725509451,14
"VT",-2.24735617045715,14
"All",-2.46583287288311,14
"CA",5.52955766439527,15
"CT",-0.175967066097808,15
"MA",-8.22697835463511,15
"RI",-4.16860991127274,15
"VT",-0.956673365612762,15
"All",-2.3640110149917,15
"CA",5.97967467494576,16
"CT",-4.24072264217174,16
"MA",-8.22697835463511,16
"RI",-2.2412972550945,16
"VT",-3.10752690920887,16
"All",-2.34589356267723,16
"CA",5.97967467494576,17
"CT",-0.175967066097808,17
"MA",-8.22697835463511,17
"RI",-4.16860991127275,17
"VT",-2.24735617045715,17
"All",-2.34589356267722,17
"CA",5.56858527687233,18
"CT",-2.32875623476595,18
"MA",-9.6073904638978,18
"RI",-2.24129725509451,18
"VT",-1.20449427347055,18
