county_name,municipality_name,year,pop
los angeles,malibu,1985,0
los angeles,manhattan beach,1985,32950
los angeles,maywood,1985,25350
los angeles,monrovia,1985,32950
los angeles,montebello,1985,57000
los angeles,monterey park,1985,60200
los angeles,norwalk,1985,88700
los angeles,palmdale,1985,23150
los angeles,palos verdes estates,1985,14050
los angeles,paramount,1985,41150
los angeles,pasadena,1985,127400
los angeles,pico rivera,1985,56700
los angeles,pomona,1985,113900
los angeles,rancho palos verdes,1985,43000
los angeles,redondo beach,1985,60600
los angeles,rolling hills,1985,2000
los angeles,rolling hills estates,1985,7825
los angeles,rosemead,1985,47650
los angeles,san dimas,1985,27450
los angeles,san fernando,1985,20300
los angeles,san gabriel,1985,32850
los angeles,san marino,1985,13450
los angeles,santa clarita,1985,0
los angeles,santa fe springs,1985,14700
los angeles,santa monica,1985,89700
los angeles,sierra madre,1985,10750
los angeles,signal hill,1985,7800
los angeles,south el monte,1985,19350
los angeles,south gate,1985,78900
los angeles,south pasadena,1985,23500
los angeles,temple city,1985,30850
los angeles,torrance,1985,133400
los angeles,unincorporated los angeles,1985,1007800
los angeles,vernon,1985,110
los angeles,walnut,1985,17950
los angeles,west covina,1985,91200
los angeles,west hollywood,1985,36750
los angeles,westlake village,1985,6200
los angeles,whittier,1985,72400
madera,chowchilla,1985,5725
madera,madera,1985,25950
madera,unincorporated madera,1985,42150
marin,belvedere,1985,2230
marin,corte madera,1985,8200
marin,fairfax,1985,7350
marin,larkspur,1985,11150
marin,mill valley,1985,12700
marin,novato,1985,43900
marin,ross,1985,2440
marin,san anselmo,1985,11800
marin,san rafael,1985,44900
marin,sausalito,1985,7325
marin,tiburon,1985,7450
marin,unincorporated marin,1985,61100
mariposa,unincorporated mariposa,1985,12300
mendocino,fort bragg,1985,5600
mendocino,point arena,1985,460
mendocino,ukiah,1985,13200
mendocino,unincorporated mendocino,1985,48850
mendocino,willits,1985,4560
merced,atwater,1985,19500
merced,dos palos,1985,3690
merced,gustine,1985,3440
merced,livingston,1985,6075
merced,los banos,1985,11900
merced,merced,1985,44750
merced,unincorporated merced,1985,65300
modoc,alturas,1985,3250
modoc,unincorporated modoc,1985,6225
mono,mammoth lakes,1985,4420
mono,unincorporated mono,1985,4380
monterey,carmel-by-the-sea,1985,4500
monterey,del rey oaks,1985,1480
monterey,gonzales,1985,3590
monterey,greenfield,1985,5225
monterey,king city,1985,6650
monterey,marina,1985,24800
monterey,monterey,1985,29600
monterey,pacific grove,1985,16000
monterey,salinas,1985,94600
monterey,sand city,1985,190
monterey,seaside,1985,37250
monterey,soledad,1985,6350
monterey,unincorporated monterey,1985,93800
napa,american canyon,1985,0
napa,calistoga,1985,4090
napa,napa,1985,55500
napa,st. helena,1985,5000
napa,unincorporated napa,1985,34750
napa,yountville,1985,3130
nevada,grass valley,1985,7750
nevada,nevada city,1985,2660
nevada,truckee,1985,0
nevada,unincorporated nevada,1985,53100
orange,aliso viejo,1985,0
orange,anaheim,1985,244400
orange,brea,1985,31900
orange,buena park,1985,66200
orange,costa mesa,1985,87200
orange,cypress,1985,41500
orange,dana point,1985,0
orange,fountain valley,1985,54100
orange,fullerton,1985,109400
orange,garden grove,1985,134800
orange,huntington beach,1985,176200
orange,irvine,1985,84400
orange,la habra,1985,48500
orange,la palma,1985,15700
orange,laguna beach,1985,17900
orange,laguna hills,1985,0
orange,laguna niguel,1985,0
orange,laguna woods,1985,0
orange,lake forest,1985,0
orange,lake forest,1985,0
orange,los alamitos,1985,11400
orange,mission viejo,1985,0
orange,newport beach,1985,64900
orange,orange,1985,100600
orange,placentia,1985,37300
orange,rancho santa margarita,1985,0
orange,san clemente,1985,30600
orange,san juan capistrano,1985,22250
orange,santa ana,1985,250600
orange,seal beach,1985,26000
orange,stanton,1985,28800
orange,tustin,1985,41750
orange,unincorporated orange,1985,299600
orange,villa park,1985,6725
orange,westminster,1985,74900
orange,yorba linda,1985,36100
placer,auburn,1985,8725
placer,colfax,1985,1140
placer,lincoln,1985,5400
placer,loomis,1985,4650
placer,rocklin,1985,10050
placer,roseville,1985,28000
placer,unincorporated placer,1985,78600
plumas,portola,1985,2040
plumas,unincorporated plumas,1985,16350
riverside,banning,1985,16050
riverside,beaumont,1985,7525
riverside,blythe,1985,7675
riverside,calimesa,1985,0
riverside,canyon lake,1985,0
riverside,cathedral city,1985,15000
riverside,coachella,1985,13550
riverside,corona,1985,45750
riverside,desert hot springs,1985,8050
riverside,eastvale,1985,0
riverside,hemet,1985,28400
riverside,indian wells,1985,1960
riverside,indio,1985,28400
riverside,jurupa valley,1985,0
riverside,la quinta,1985,6875
riverside,lake elsinore,1985,10450
riverside,menifee,1985,0
riverside,moreno valley,1985,58300
riverside,murrieta,1985,0
riverside,norco,1985,21350
riverside,palm desert,1985,16650
riverside,palm springs,1985,32000
riverside,perris,1985,10150
riverside,rancho mirage,1985,7775
riverside,riverside,1985,188900
riverside,san jacinto,1985,10150
riverside,temecula,1985,0
riverside,unincorporated riverside,1985,280200
riverside,wildomar,1985,0
sacramento,citrus heights,1985,0
sacramento,elk grove,1985,0
sacramento,folsom,1985,15600
sacramento,galt,1985,6575
sacramento,isleton,1985,880
sacramento,rancho cordova,1985,0
sacramento,sacramento,1985,319700
sacramento,unincorporated sacramento,1985,537800
san benito,hollister,1985,14950
san benito,san juan bautista,1985,1360
san benito,unincorporated san benito,1985,12950
san bernardino,adelanto,1985,4830
san bernardino,apple valley,1985,0
san bernardino,barstow,1985,19050
san bernardino,big bear lake,1985,5425
san bernardino,chino,1985,48000
san bernardino,chino hills,1985,0
san bernardino,colton,1985,24750
san bernardino,fontana,1985,48250
san bernardino,grand terrace,1985,9650
san bernardino,hesperia,1985,0
san bernardino,highland,1985,0
san bernardino,loma linda,1985,11950
san bernardino,montclair,1985,25350
san bernardino,needles,1985,4400
san bernardino,ontario,1985,109100
san bernardino,rancho cucamonga,1985,58500
san bernardino,redlands,1985,48750
san bernardino,rialto,1985,47300
san bernardino,san bernardino,1985,136600
san bernardino,twentynine palms,1985,0
san bernardino,unincorporated san bernardino,1985,369600
san bernardino,upland,1985,53500
san bernardino,victorville,1985,19500
san bernardino,yucaipa,1985,0
san bernardino,yucca valley,1985,0
san diego,carlsbad,1985,43300
san diego,chula vista,1985,91400
san diego,coronado,1985,20550
san diego,del mar,1985,4960
san diego,el cajon,1985,81700
san diego,encinitas,1985,0
san diego,escondido,1985,76100
san diego,imperial beach,1985,24150
san diego,la mesa,1985,52600
san diego,lemon grove,1985,22200
san diego,national city,1985,50500
san diego,oceanside,1985,92800
san diego,poway,1985,36050
san diego,san diego,1985,970100
san diego,san marcos,1985,20650
san diego,santee,1985,47850
san diego,solana beach,1985,0
san diego,unincorporated san diego,1985,400200
san diego,vista,1985,45250
san francisco,san francisco,1985,720400
san joaquin,escalon,1985,3490
san joaquin,lathrop,1985,0
san joaquin,lodi,1985,41200
san joaquin,manteca,1985,31700
san joaquin,ripon,1985,4800
san joaquin,stockton,1985,182600
san joaquin,tracy,1985,23150
san joaquin,unincorporated san joaquin,1985,121600
san luis obispo,arroyo grande,1985,12850
san luis obispo,atascadero,1985,18900
san luis obispo,el paso de robles,1985,13100
san luis obispo,grover city,1985,9975
san luis obispo,morro bay,1985,9400
san luis obispo,pismo beach,1985,5750
san luis obispo,san luis obispo,1985,37100
san luis obispo,unincorporated san luis obispo,1985,72800
san mateo,atherton,1985,7525
san mateo,belmont,1985,24400
san mateo,brisbane,1985,2990
san mateo,burlingame,1985,26750
san mateo,colma,1985,900
san mateo,daly city,1985,84500
san mateo,east palo alto,1985,21000
san mateo,foster city,1985,23700
san mateo,half moon bay,1985,7500
san mateo,hillsborough,1985,10700
san mateo,menlo park,1985,27700
san mateo,millbrae,1985,20150
san mateo,pacifica,1985,36700
san mateo,portola valley,1985,4020
san mateo,redwood city,1985,59000
san mateo,san bruno,1985,36200
san mateo,san carlos,1985,25450
san mateo,san mateo,1985,82600
san mateo,south san francisco,1985,52800
san mateo,unincorporated san mateo,1985,54700
san mateo,woodside,1985,5125
santa barbara,buellton,1985,0
santa barbara,carpinteria,1985,11750
santa barbara,goleta,1985,0
santa barbara,guadalupe,1985,4310
santa barbara,lompoc,1985,30500
santa barbara,santa barbara,1985,80500
santa barbara,santa maria,1985,51200
santa barbara,solvang,1985,0
santa barbara,unincorporated santa barbara,1985,155600
santa clara,campbell,1985,34250
santa clara,cupertino,1985,38000
santa clara,gilroy,1985,27000
santa clara,los altos,1985,26950
santa clara,los altos hills,1985,7525
santa clara,los gatos,1985,27500
santa clara,milpitas,1985,43250
santa clara,monte sereno,1985,3390
santa clara,morgan hill,1985,19200
santa clara,mountain view,1985,63200
santa clara,palo alto,1985,56100
santa clara,san jose,1985,713600
santa clara,santa clara,1985,90000
santa clara,saratoga,1985,28600
santa clara,sunnyvale,1985,112400
santa clara,unincorporated santa clara,1985,109400
santa cruz,capitola,1985,9425
santa cruz,santa cruz,1985,43500
santa cruz,scotts valley,1985,7100
santa cruz,unincorporated santa cruz,1985,119800
santa cruz,watsonville,1985,26200
shasta,anderson,1985,7525
shasta,redding,1985,49300
shasta,shasta lake,1985,0
shasta,unincorporated shasta,1985,70700
sierra,loyalton,1985,1010
sierra,unincorporated sierra,1985,2220
siskiyou,dorris,1985,860
siskiyou,dunsmuir,1985,2090
siskiyou,etna,1985,820
siskiyou,fort jones,1985,610
siskiyou,montague,1985,1380
siskiyou,mt. shasta,1985,2770
siskiyou,tulelake,1985,970
siskiyou,unincorporated siskiyou,1985,22400
siskiyou,weed,1985,2900
siskiyou,yreka,1985,6575
solano,benicia,1985,20350
solano,dixon,1985,9250
solano,fairfield,1985,63700
solano,rio vista,1985,3360
solano,suisun city,1985,14350
solano,unincorporated solano,1985,18450
solano,vacaville,1985,49900
solano,vallejo,1985,90100
sonoma,cloverdale,1985,4350
sonoma,cotati,1985,4030
sonoma,healdsburg,1985,8075
sonoma,petaluma,1985,37200
sonoma,rohnert park,1985,28700
sonoma,santa rosa,1985,93700
sonoma,sebastopol,1985,6200
sonoma,sonoma,1985,6700
sonoma,unincorporated sonoma,1985,140800
sonoma,windsor,1985,0
stanislaus,ceres,1985,17250
stanislaus,hughson,1985,3020
stanislaus,modesto,1985,128200
stanislaus,newman,1985,3410
stanislaus,oakdale,1985,9825
stanislaus,patterson,1985,4690
stanislaus,riverbank,1985,6475
stanislaus,turlock,1985,32050
stanislaus,unincorporated stanislaus,1985,90300
stanislaus,waterford,1985,3200
sutter,live oak,1985,3750
sutter,unincorporated sutter,1985,32150
sutter,yuba,1985,21450
tehama,corning,1985,5100
tehama,red bluff,1985,10950
tehama,tehama,1985,380
tehama,unincorporated tehama,1985,27100
trinity,unincorporated trinity,1985,12700
tulare,dinuba,1985,11000
tulare,exeter,1985,6325
tulare,farmersville,1985,6200
tulare,lindsay,1985,7675
tulare,porterville,1985,24250
tulare,tulare,1985,26850
tulare,unincorporated tulare,1985,129800
tulare,visalia,1985,60200
tulare,woodlake,1985,4870
tuolumne,sonora,1985,3850
tuolumne,unincorporated tuolumne,1985,35100
ventura,camarillo,1985,45000
ventura,fillmore,1985,10550
ventura,moorpark,1985,13600
ventura,ojai,1985,7450
ventura,oxnard,1985,126900
ventura,port hueneme,1985,19900
ventura,san buenaventura,1985,85300
ventura,santa paula,1985,23200
ventura,simi valley,1985,85500
ventura,thousand oaks,1985,93700
ventura,unincorporated ventura,1985,79600
yolo,davis,1985,40450
yolo,unincorporated yolo,1985,45600
yolo,west sacramento,1985,0
yolo,winters,1985,3180
yolo,woodland,1985,32950
yuba,marysville,1985,10650
yuba,unincorporated yuba,1985,40500
yuba,wheatland,1985,1540
alameda,alameda,1986,71300
alameda,albany,1986,15250
alameda,berkeley,1986,104500
alameda,dublin,1986,16150
alameda,emeryville,1986,4650
alameda,fremont,1986,152300
alameda,hayward,1986,104000
alameda,livermore,1986,53200
alameda,newark,1986,36150
alameda,oakland,1986,363000
alameda,piedmont,1986,10550
alameda,pleasanton,1986,42300
alameda,san leandro,1986,66100
alameda,unincorporated alameda,1986,116400
alameda,union city,1986,51000
alpine,unincorporated alpine,1986,1140
amador,amador,1986,150
amador,ione,1986,2490
amador,jackson,1986,2890
amador,plymouth,1986,680
amador,sutter creek,1986,1610
amador,unincorporated amador,1986,14650
butte,biggs,1986,1460
butte,chico,1986,33100
butte,gridley,1986,4340
butte,oroville,1986,10600
butte,paradise,1986,23650
butte,unincorporated butte,1986,89900
calaveras,angels camp,1986,2060
calaveras,unincorporated calaveras,1986,23500
colusa,colusa,1986,4490
colusa,unincorporated colusa,1986,8225
colusa,williams,1986,1980
contra costa,antioch,1986,48600
contra costa,brentwood,1986,5650
contra costa,clayton,1986,4990
contra costa,concord,1986,107300
contra costa,danville,1986,27750
contra costa,el cerrito,1986,23150
contra costa,hercules,1986,9850
contra costa,lafayette,1986,22650
contra costa,martinez,1986,28400
contra costa,moraga,1986,15100
contra costa,oakley,1986,0
contra costa,orinda,1986,16700
contra costa,pinole,1986,15150
contra costa,pittsburg,1986,41300
contra costa,pleasant hill,1986,28800
contra costa,richmond,1986,79700
contra costa,san pablo,1986,23100
contra costa,san ramon,1986,25750
contra costa,unincorporated contra costa,1986,137200
contra costa,walnut creek,1986,57400
del norte,crescent city,1986,3920
del norte,unincorporated del norte,1986,15400
el dorado,placerville,1986,7175
el dorado,south lake tahoe,1986,20650
el dorado,unincorporated el dorado,1986,73100
fresno,clovis,1986,41250
fresno,coalinga,1986,7300
fresno,firebaugh,1986,3920
fresno,fowler,1986,2800
fresno,fresno,1986,297200
fresno,huron,1986,4070
fresno,kerman,1986,4510
fresno,kingsburg,1986,5775
fresno,mendota,1986,6850
fresno,orange cove,1986,5075
fresno,parlier,1986,5875
fresno,reedley,1986,13600
fresno,san joaquin,1986,2140
fresno,sanger,1986,14500
fresno,selma,1986,12750
fresno,unincorporated fresno,1986,160600
glenn,orland,1986,4630
glenn,unincorporated glenn,1986,12850
glenn,willows,1986,5475
humboldt,arcata,1986,13850
humboldt,blue lake,1986,1230
humboldt,eureka,1986,25350
humboldt,ferndale,1986,1350
humboldt,fortuna,1986,7850
humboldt,rio dell,1986,2800
humboldt,trinidad,1986,380
humboldt,unincorporated humboldt,1986,58400
imperial,brawley,1986,17000
imperial,calexico,1986,16700
imperial,calipatria,1986,2500
imperial,el centro,1986,27050
imperial,holtville,1986,4560
imperial,imperial,1986,3470
imperial,unincorporated imperial,1986,26700
imperial,westmorland,1986,1380
inyo,bishop,1986,3340
inyo,unincorporated inyo,1986,14600
kern,arvin,1986,8300
kern,bakersfield,1986,150100
kern,california city,1986,3100
kern,delano,1986,20350
kern,maricopa,1986,1190
kern,mcfarland,1986,6425
kern,ridgecrest,1986,22150
kern,shafter,1986,7700
kern,taft,1986,5975
kern,tehachapi,1986,4270
kern,unincorporated kern,1986,239400
kern,wasco,1986,11650
kings,avenal,1986,4520
kings,corcoran,1986,7000
kings,hanford,1986,24750
kings,lemoore,1986,12200
kings,unincorporated kings,1986,35700
lake,clearlake,1986,10800
lake,lakeport,1986,3920
lake,unincorporated lake,1986,31200
lassen,susanville,1986,7050
lassen,unincorporated lassen,1986,17600
los angeles,agoura hills,1986,17750
los angeles,alhambra,1986,75200
los angeles,arcadia,1986,47300
los angeles,artesia,1986,15100
los angeles,avalon,1986,2640
los angeles,azusa,1986,37600
los angeles,baldwin park,1986,63500
los angeles,bell,1986,30900
los angeles,bell gardens,1986,40850
los angeles,bellflower,1986,58600
los angeles,beverly hills,1986,32600
los angeles,bradbury,1986,830
los angeles,burbank,1986,88400
los angeles,calabasas,1986,0
los angeles,carson,1986,84900
los angeles,cerritos,1986,54200
los angeles,claremont,1986,32700
los angeles,commerce,1986,11900
los angeles,compton,1986,89300
los angeles,covina,1986,40500
los angeles,cudahy,1986,21250
los angeles,culver city,1986,39350
los angeles,diamond bar,1986,0
los angeles,downey,1986,88100
los angeles,duarte,1986,19850
los angeles,el monte,1986,98200
los angeles,el segundo,1986,14850
los angeles,gardena,1986,48650
los angeles,glendale,1986,155900
los angeles,glendora,1986,41750
los angeles,hawaiian gardens,1986,12550
los angeles,hawthorne,1986,62700
los angeles,hermosa beach,1986,18200
los angeles,hidden hills,1986,1780
los angeles,huntington park,1986,53300
los angeles,industry,1986,500
los angeles,inglewood,1986,105000
los angeles,irwindale,1986,940
los angeles,la canada flintridge,1986,19800
los angeles,la habra heights,1986,5675
los angeles,la mirada,1986,40650
los angeles,la puente,1986,34700
los angeles,la verne,1986,27050
los angeles,lakewood,1986,74800
los angeles,lancaster,1986,64600
los angeles,lawndale,1986,26150
los angeles,lomita,1986,19700
los angeles,long beach,1986,399300
los angeles,los angeles,1986,3289100
los angeles,lynwood,1986,57500
los angeles,malibu,1986,0
los angeles,manhattan beach,1986,32900
los angeles,maywood,1986,25950
los angeles,monrovia,1986,33350
los angeles,montebello,1986,57500
los angeles,monterey park,1986,60600
los angeles,norwalk,1986,89400
los angeles,palmdale,1986,26900
los angeles,palos verdes estates,1986,14000
los angeles,paramount,1986,41800
los angeles,pasadena,1986,127800
los angeles,pico rivera,1986,57700
los angeles,pomona,1986,118300
los angeles,rancho palos verdes,1986,42900
los angeles,redondo beach,1986,60900
los angeles,rolling hills,1986,1970
los angeles,rolling hills estates,1986,7825
los angeles,rosemead,1986,48300
los angeles,san dimas,1986,28350
los angeles,san fernando,1986,20900
los angeles,san gabriel,1986,33400
los angeles,san marino,1986,13450
los angeles,santa clarita,1986,0
los angeles,santa fe springs,1986,14750
los angeles,santa monica,1986,88900
los angeles,sierra madre,1986,10800
los angeles,signal hill,1986,8100
los angeles,south el monte,1986,19950
los angeles,south gate,1986,80700
los angeles,south pasadena,1986,23650
los angeles,temple city,1986,30900
los angeles,torrance,1986,133600
los angeles,unincorporated los angeles,1986,1035900
los angeles,vernon,1986,130
los angeles,walnut,1986,18800
los angeles,west covina,1986,92500
los angeles,west hollywood,1986,36750
los angeles,westlake village,1986,6100
los angeles,whittier,1986,73500
madera,chowchilla,1986,5775
madera,madera,1986,26550
madera,unincorporated madera,1986,43200
marin,belvedere,1986,2210
marin,corte madera,1986,8100
marin,fairfax,1986,7325
marin,larkspur,1986,11100
marin,mill valley,1986,12700
marin,novato,1986,44200
marin,ross,1986,2370
marin,san anselmo,1986,11750
marin,san rafael,1986,45500
marin,sausalito,1986,7225
marin,tiburon,1986,7500
marin,unincorporated marin,1986,60800
mariposa,unincorporated mariposa,1986,12550
mendocino,fort bragg,1986,5675
mendocino,point arena,1986,430
mendocino,ukiah,1986,13450
mendocino,unincorporated mendocino,1986,49850
mendocino,willits,1986,4620
merced,atwater,1986,19900
merced,dos palos,1986,3960
merced,gustine,1986,3490
merced,livingston,1986,6275
merced,los banos,1986,12000
merced,merced,1986,47050
merced,unincorporated merced,1986,65600
modoc,alturas,1986,3190
modoc,unincorporated modoc,1986,6125
mono,mammoth lakes,1986,4390
mono,unincorporated mono,1986,4420
monterey,carmel-by-the-sea,1986,4450
monterey,del rey oaks,1986,1450
monterey,gonzales,1986,3850
monterey,greenfield,1986,5725
monterey,king city,1986,6925
monterey,marina,1986,24850
monterey,monterey,1986,30050
monterey,pacific grove,1986,15950
monterey,salinas,1986,98300
monterey,sand city,1986,220
monterey,seaside,1986,37400
monterey,soledad,1986,6525
monterey,unincorporated monterey,1986,94900
napa,american canyon,1986,0
napa,calistoga,1986,4200
napa,napa,1986,56300
napa,st. helena,1986,5075
napa,unincorporated napa,1986,34850
napa,yountville,1986,3110
nevada,grass valley,1986,7850
nevada,nevada city,1986,2720
nevada,truckee,1986,0
nevada,unincorporated nevada,1986,55300
orange,aliso viejo,1986,0
orange,anaheim,1986,247200
orange,brea,1986,32300
orange,buena park,1986,66700
orange,costa mesa,1986,88600
orange,cypress,1986,41250
orange,dana point,1986,0
orange,fountain valley,1986,53600
orange,fullerton,1986,110500
orange,garden grove,1986,136900
orange,huntington beach,1986,178000
orange,irvine,1986,92100
orange,la habra,1986,49050
orange,la palma,1986,15650
orange,laguna beach,1986,17800
orange,laguna hills,1986,0
orange,laguna niguel,1986,0
orange,laguna woods,1986,0
orange,lake forest,1986,0
orange,lake forest,1986,0
orange,los alamitos,1986,11550
orange,mission viejo,1986,0
orange,newport beach,1986,65000
orange,orange,1986,103000
orange,placentia,1986,37850
orange,rancho santa margarita,1986,0
orange,san clemente,1986,32150
orange,san juan capistrano,1986,22900
orange,santa ana,1986,258700
orange,seal beach,1986,26050
orange,stanton,1986,29000
orange,tustin,1986,43500
orange,unincorporated orange,1986,312900
orange,villa park,1986,6550
orange,westminster,1986,75700
orange,yorba linda,1986,38750
placer,auburn,1986,8675
placer,colfax,1986,1150
placer,lincoln,1986,5600
placer,loomis,1986,4990
placer,rocklin,1986,10850
placer,roseville,1986,30450
placer,unincorporated placer,1986,79800
plumas,portola,1986,2040
plumas,unincorporated plumas,1986,16600
riverside,banning,1986,16600
riverside,beaumont,1986,7625
riverside,blythe,1986,7775
riverside,calimesa,1986,0
riverside,canyon lake,1986,0
riverside,cathedral city,1986,17800
riverside,coachella,1986,13950
riverside,corona,1986,47300
riverside,desert hot springs,1986,8500
riverside,eastvale,1986,0
riverside,hemet,1986,29400
riverside,indian wells,1986,2030
riverside,indio,1986,29700
riverside,jurupa valley,1986,0
riverside,la quinta,1986,7175
riverside,lake elsinore,1986,12200
riverside,menifee,1986,0
riverside,moreno valley,1986,66400
riverside,murrieta,1986,0
riverside,norco,1986,21650
riverside,palm desert,1986,17950
riverside,palm springs,1986,31100
riverside,perris,1986,11150
riverside,rancho mirage,1986,8150
riverside,riverside,1986,196800
riverside,san jacinto,1986,10700
riverside,temecula,1986,0
riverside,unincorporated riverside,1986,298700
riverside,wildomar,1986,0
sacramento,citrus heights,1986,0
sacramento,elk grove,1986,0
sacramento,folsom,1986,16800
sacramento,galt,1986,6850
sacramento,isleton,1986,870
sacramento,rancho cordova,1986,0
sacramento,sacramento,1986,329600
sacramento,unincorporated sacramento,1986,550600
san benito,hollister,1986,16050
san benito,san juan bautista,1986,1380
san benito,unincorporated san benito,1986,13250
san bernardino,adelanto,1986,5575
san bernardino,apple valley,1986,0
san bernardino,barstow,1986,19400
san bernardino,big bear lake,1986,5425
san bernardino,chino,1986,49350
san bernardino,chino hills,1986,0
san bernardino,colton,1986,27700
san bernardino,fontana,1986,52200
san bernardino,grand terrace,1986,9675
san bernardino,hesperia,1986,0
san bernardino,highland,1986,0
san bernardino,loma linda,1986,12750
san bernardino,montclair,1986,25850
san bernardino,needles,1986,4680
san bernardino,ontario,1986,111500
san bernardino,rancho cucamonga,1986,65200
san bernardino,redlands,1986,50100
san bernardino,rialto,1986,53500
san bernardino,san bernardino,1986,139100
san bernardino,twentynine palms,1986,0
san bernardino,unincorporated san bernardino,1986,384900
san bernardino,upland,1986,55400
san bernardino,victorville,1986,22050
san bernardino,yucaipa,1986,0
san bernardino,yucca valley,1986,0
san diego,carlsbad,1986,47350
san diego,chula vista,1986,117400
san diego,coronado,1986,20350
san diego,del mar,1986,4840
san diego,el cajon,1986,82500
san diego,encinitas,1986,0
san diego,escondido,1986,79900
san diego,imperial beach,1986,24450
san diego,la mesa,1986,51900
san diego,lemon grove,1986,22200
san diego,national city,1986,53800
san diego,oceanside,1986,97300
san diego,poway,1986,37300
san diego,san diego,1986,995900
san diego,san marcos,1986,21400
san diego,santee,1986,48900
san diego,solana beach,1986,0
san diego,unincorporated san diego,1986,395400
san diego,vista,1986,48100
san francisco,san francisco,1986,732900
san joaquin,escalon,1986,3660
san joaquin,lathrop,1986,0
san joaquin,lodi,1986,43850
san joaquin,manteca,1986,34500
san joaquin,ripon,1986,5575
san joaquin,stockton,1986,188500
san joaquin,tracy,1986,24750
san joaquin,unincorporated san joaquin,1986,124600
san luis obispo,arroyo grande,1986,12850
san luis obispo,atascadero,1986,19700
san luis obispo,el paso de robles,1986,14400
san luis obispo,grover city,1986,10250
san luis obispo,morro bay,1986,9450
san luis obispo,pismo beach,1986,6225
san luis obispo,san luis obispo,1986,38100
san luis obispo,unincorporated san luis obispo,1986,76800
san mateo,atherton,1986,7450
san mateo,belmont,1986,24400
san mateo,brisbane,1986,2980
san mateo,burlingame,1986,26700
san mateo,colma,1986,930
san mateo,daly city,1986,85600
san mateo,east palo alto,1986,21500
san mateo,foster city,1986,25400
san mateo,half moon bay,1986,7550
san mateo,hillsborough,1986,10650
san mateo,menlo park,1986,27800
san mateo,millbrae,1986,20150
san mateo,pacifica,1986,36850
san mateo,portola valley,1986,4070
san mateo,redwood city,1986,59800
san mateo,san bruno,1986,36350
san mateo,san carlos,1986,25550
san mateo,san mateo,1986,82600
san mateo,south san francisco,1986,52700
san mateo,unincorporated san mateo,1986,54400
san mateo,woodside,1986,5100
santa barbara,buellton,1986,0
santa barbara,carpinteria,1986,12050
santa barbara,goleta,1986,0
santa barbara,guadalupe,1986,4620
santa barbara,lompoc,1986,32200
santa barbara,santa barbara,1986,81400
santa barbara,santa maria,1986,53100
santa barbara,solvang,1986,3870
santa barbara,unincorporated santa barbara,1986,154600
santa clara,campbell,1986,34500
santa clara,cupertino,1986,38350
santa clara,gilroy,1986,27650
santa clara,los altos,1986,26700
santa clara,los altos hills,1986,7525
santa clara,los gatos,1986,27550
santa clara,milpitas,1986,44600
santa clara,monte sereno,1986,3350
santa clara,morgan hill,1986,19950
santa clara,mountain view,1986,63400
santa clara,palo alto,1986,56000
santa clara,san jose,1986,726600
santa clara,santa clara,1986,90000
santa clara,saratoga,1986,28200
santa clara,sunnyvale,1986,113800
santa clara,unincorporated santa clara,1986,107200
santa cruz,capitola,1986,9650
santa cruz,santa cruz,1986,44150
santa cruz,scotts valley,1986,7300
santa cruz,unincorporated santa cruz,1986,122200
santa cruz,watsonville,1986,27350
shasta,anderson,1986,7625
shasta,redding,1986,51500
shasta,shasta lake,1986,0
shasta,unincorporated shasta,1986,71100
sierra,loyalton,1986,1000
sierra,unincorporated sierra,1986,2200
siskiyou,dorris,1986,930
siskiyou,dunsmuir,1986,2050
siskiyou,etna,1986,790
siskiyou,fort jones,1986,570
siskiyou,montague,1986,1400
siskiyou,mt. shasta,1986,2980
siskiyou,tulelake,1986,970
siskiyou,unincorporated siskiyou,1986,22150
siskiyou,weed,1986,2930
siskiyou,yreka,1986,6525
solano,benicia,1986,20600
solano,dixon,1986,9775
solano,fairfield,1986,65500
solano,rio vista,1986,3330
solano,suisun city,1986,15850
solano,unincorporated solano,1986,19150
solano,vacaville,1986,52800
solano,vallejo,1986,91600
sonoma,cloverdale,1986,4390
sonoma,cotati,1986,4270
sonoma,healdsburg,1986,8425
sonoma,petaluma,1986,38250
sonoma,rohnert park,1986,30300
sonoma,santa rosa,1986,96600
sonoma,sebastopol,1986,6350
sonoma,sonoma,1986,6875
sonoma,unincorporated sonoma,1986,143300
sonoma,windsor,1986,0
stanislaus,ceres,1986,17750
stanislaus,hughson,1986,3030
stanislaus,modesto,1986,133100
stanislaus,newman,1986,3410
stanislaus,oakdale,1986,10150
stanislaus,patterson,1986,4860
stanislaus,riverbank,1986,6850
stanislaus,turlock,1986,33050
stanislaus,unincorporated stanislaus,1986,91700
stanislaus,waterford,1986,3450
sutter,live oak,1986,3770
sutter,unincorporated sutter,1986,32550
sutter,yuba,1986,21850
tehama,corning,1986,5350
tehama,red bluff,1986,11000
tehama,tehama,1986,380
tehama,unincorporated tehama,1986,27600
trinity,unincorporated trinity,1986,12750
tulare,dinuba,1986,11300
tulare,exeter,1986,6375
tulare,farmersville,1986,6200
tulare,lindsay,1986,7875
tulare,porterville,1986,24800
tulare,tulare,1986,27350
tulare,unincorporated tulare,1986,132300
tulare,visalia,1986,62400
tulare,woodlake,1986,5125
tuolumne,sonora,1986,3780
tuolumne,unincorporated tuolumne,1986,37300
ventura,camarillo,1986,46100
