GeoName,State,County,LineCode,Description,Unit,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
"Barnes, ND",ND,Barnes,1,Personal income (thousands of dollars),Thousands of dollars,188648,212888,190565,219836,211363,253354,222647,258002,249648,288462,277878,287004,308489,314105,330183,326353,383763,451264,411242,499143,504743,588786,511704,524545,520829,520742,531734,554256,580785
"Barnes, ND",ND,Barnes,2,Population (persons) 1/,Number of persons,12422,12320,12231,12078,12092,12079,12084,12001,11914,11692,11446,11281,11199,11202,11171,11106,11057,11027,11028,11065,11113,11006,11115,11062,11008,10899,10679,10527,10415
"Barnes, ND",ND,Barnes,3,Per capita personal income (dollars) 2/,Dollars,15187,17280,15580,18201,17480,20975,18425,21498,20954,24672,24277,25441,27546,28040,29557,29385,34708,40924,37291,45110,45419,53497,46037,47419,47314,47779,49792,52651,55764
"Benson, ND",ND,Benson,1,Personal income (thousands of dollars),Thousands of dollars,86518,93338,93516,104129,91012,115680,100330,118385,109547,123749,122122,129415,166147,139488,152357,148556,187289,216254,206372,217263,237853,285272,242911,225047,217663,227978,230430,258251,246901
"Benson, ND",ND,Benson,2,Population (persons) 1/,Number of persons,7017,6913,7040,7018,7022,6905,6947,6962,6949,6943,6898,6727,6744,6788,6745,6709,6683,6622,6609,6677,6688,6771,6899,6885,6820,6840,6916,6958,6832
"Benson, ND",ND,Benson,3,Per capita personal income (dollars) 2/,Dollars,12330,13502,13284,14837,12961,16753,14442,17004,15764,17824,17704,19238,24636,20549,22588,22143,28025,32657,31226,32539,35564,42131,35210,32687,31915,33330,33318,37116,36139
"Billings, ND",ND,Billings,1,Personal income (thousands of dollars),Thousands of dollars,13793,13213,15501,12470,11403,13054,11396,14672,15119,15980,18940,15035,20847,23362,29582,28258,31811,31881,23678,41505,59804,82542,76934,87535,72763,66537,71751,69504,73822
"Billings, ND",ND,Billings,2,Population (persons) 1/,Number of persons,1118,1128,1106,1080,1072,1031,988,941,927,876,877,854,820,792,773,741,762,768,796,783,844,919,912,920,948,948,922,918,928
"Billings, ND",ND,Billings,3,Per capita personal income (dollars) 2/,Dollars,12337,11714,14015,11546,10637,12661,11534,15592,16310,18242,21596,17605,25423,29497,38269,38135,41747,41512,29746,53008,70858,89817,84357,95147,76754,70187,77821,75712,79550
"Bottineau, ND",ND,Bottineau,1,Personal income (thousands of dollars),Thousands of dollars,113609,135907,146220,155659,139969,180871,142034,167776,130302,185970,176952,176312,215273,174336,191448,193057,250410,322437,311880,315715,340341,465300,438478,414391,365833,341099,348053,398218,383647
"Bottineau, ND",ND,Bottineau,2,Population (persons) 1/,Number of persons,7774,7672,7710,7600,7580,7485,7429,7309,7267,7126,6995,6835,6789,6690,6650,6526,6428,6370,6390,6440,6499,6606,6738,6684,6734,6573,6522,6398,6282
"Bottineau, ND",ND,Bottineau,3,Per capita personal income (dollars) 2/,Dollars,14614,17715,18965,20481,18466,24164,19119,22955,17931,26097,25297,25795,31709,26059,28789,29583,38956,50618,48808,49024,52368,70436,65075,61997,54326,51894,53366,62241,61071
"Bowman, ND",ND,Bowman,1,Personal income (thousands of dollars),Thousands of dollars,57892,61160,67824,65097,60478,68425,69865,77301,74721,81545,90006,80364,98265,98529,111257,113595,129314,147219,147474,168116,191993,218316,230462,224052,195168,180120,182165,182580,201297
"Bowman, ND",ND,Bowman,2,Population (persons) 1/,Number of persons,3493,3395,3347,3272,3234,3274,3315,3307,3294,3233,3118,3087,3089,3132,3046,3020,3050,3158,3137,3143,3143,3211,3214,3238,3277,3222,3150,3067,3024
"Bowman, ND",ND,Bowman,3,Per capita personal income (dollars) 2/,Dollars,16574,18015,20264,19895,18701,20900,21075,23375,22684,25223,28867,26033,31811,31459,36526,37614,42398,46618,47011,53489,61086,67990,71706,69195,59557,55903,57830,59530,66566
"Burke, ND",ND,Burke,1,Personal income (thousands of dollars),Thousands of dollars,39538,51499,49476,49261,51515,59607,44530,52064,48770,57274,49356,48421,65257,55336,66083,59980,74415,109819,114744,122507,152854,198952,212621,197912,167442,141798,132871,152063,156983
"Burke, ND",ND,Burke,2,Population (persons) 1/,Number of persons,2810,2707,2683,2610,2555,2492,2388,2337,2276,2236,2183,2137,2108,2081,2042,1975,1933,1902,1962,1971,2062,2182,2305,2261,2344,2227,2128,2094,2115
"Burke, ND",ND,Burke,3,Per capita personal income (dollars) 2/,Dollars,14070,19024,18441,18874,20162,23919,18647,22278,21428,25614,22609,22658,30957,26591,32362,30370,38497,57739,58483,62155,74129,91179,92243,87533,71434,63672,62439,72618,74224
"Burleigh, ND",ND,Burleigh,1,Personal income (thousands of dollars),Thousands of dollars,1111939,1216119,1292144,1360023,1436838,1516673,1585652,1703626,1790219,1927483,2066311,2136078,2268717,2402768,2558040,2729780,2950867,3189247,3316092,3623303,4043740,4495691,4744771,5230733,5359788,5313500,5342237,5575712,5748719
"Burleigh, ND",ND,Burleigh,2,Population (persons) 1/,Number of persons,61325,62736,63804,64638,65585,66778,67617,68410,68998,69534,70121,71090,71987,72837,74375,75940,77473,78678,80122,81701,83295,85748,88422,90510,93211,94606,95247,95276,95626
"Burleigh, ND",ND,Burleigh,3,Per capita personal income (dollars) 2/,Dollars,18132,19385,20252,21041,21908,22712,23450,24903,25946,27720,29468,30048,31516,32988,34394,35947,38089,40535,41388,44348,48547,52429,53661,57792,57502,56165,56088,58522,60117
"Cass, ND",ND,Cass,1,Personal income (thousands of dollars),Thousands of dollars,1970210,2138633,2231299,2430928,2575035,2795100,2959813,3221138,3433873,3794213,3751977,3950138,4127096,4458473,4760350,5174955,5560500,6099427,5993697,6412825,6995151,7925488,8155949,8902295,9205143,9300453,9643967,10288873,10693894
"Cass, ND",ND,Cass,2,Population (persons) 1/,Number of persons,104974,107248,109356,111619,113643,115448,117616,119973,121921,123662,125520,127119,129356,133197,135181,138340,141316,144290,147872,150308,153301,157416,162837,166552,170722,174189,177745,180294,181923
"Cass, ND",ND,Cass,3,Per capita personal income (dollars) 2/,Dollars,18769,19941,20404,21779,22659,24211,25165,26849,28165,30682,29891,31074,31905,33473,35215,37408,39348,42272,40533,42665,45630,50347,50087,53451,53919,53393,54257,57067,58783
"Cavalier, ND",ND,Cavalier,1,Personal income (thousands of dollars),Thousands of dollars,88357,126356,79968,104882,93594,135704,99944,132557,147767,159264,128576,130211,180587,132602,125075,121180,179740,274918,208831,228852,261597,293599,301268,219786,216404,272504,218387,286156,245651
"Cavalier, ND",ND,Cavalier,2,Population (persons) 1/,Number of persons,5892,5756,5702,5594,5408,5272,5141,5071,4884,4811,4696,4620,4543,4456,4384,4202,4056,4008,3975,3987,3946,3923,3856,3847,3827,3824,3793,3811,3762
"Cavalier, ND",ND,Cavalier,3,Per capita personal income (dollars) 2/,Dollars,14996,21952,14025,18749,17307,25741,19441,26140,30255,33104,27380,28184,39751,29758,28530,28839,44315,68592,52536,57400,66294,74840,78130,57132,56547,71262,57576,75087,65298
"Dickey, ND",ND,Dickey,1,Personal income (thousands of dollars),Thousands of dollars,89626,95636,93810,110296,95572,118462,110552,130434,122534,146922,139849,140289,149373,162796,172771,180879,204313,223346,202441,265031,319457,330712,304881,297637,260939,249314,248348,268637,294815
"Dickey, ND",ND,Dickey,2,Population (persons) 1/,Number of persons,6000,5944,5928,5931,5823,5740,5720,5752,5740,5761,5683,5611,5510,5561,5496,5419,5412,5305,5269,5278,5254,5220,5194,5101,5054,4987,4848,4931,4872
"Dickey, ND",ND,Dickey,3,Per capita personal income (dollars) 2/,Dollars,14938,16090,15825,18597,16413,20638,19327,22676,21347,25503,24608,25002,27109,29275,31436,33379,37752,42101,38421,50214,60803,63355,58699,58349,51630,49993,51227,54479,60512
"Divide, ND",ND,Divide,1,Personal income (thousands of dollars),Thousands of dollars,41285,53237,52119,52740,53210,64444,45949,58910,56124,60319,61344,58313,76021,67862,70598,67711,78279,116656,109999,108873,119808,155250,162764,159465,120234,98206,116781,114543,118805
"Divide, ND",ND,Divide,2,Population (persons) 1/,Number of persons,2780,2695,2634,2627,2591,2528,2443,2392,2322,2263,2176,2192,2191,2178,2116,2083,2041,2022,2020,2080,2143,2248,2327,2428,2459,2391,2295,2264,2264
"Divide, ND",ND,Divide,3,Per capita personal income (dollars) 2/,Dollars,14851,19754,19787,20076,20536,25492,18808,24628,24171,26654,28191,26603,34697,31158,33364,32506,38353,57693,54455,52343,55907,69061,69946,65678,48895,41073,50885,50593,52476
"Dunn, ND",ND,Dunn,1,Personal income (thousands of dollars),Thousands of dollars,41471,45660,54938,52540,50797,53675,48547,62148,64888,77384,75923,66541,85178,80018,98965,94849,98212,120773,135808,174198,222462,289193,304687,340863,279783,221724,237108,259892,279762
"Dunn, ND",ND,Dunn,2,Population (persons) 1/,Number of persons,3944,3925,3885,3879,3856,3822,3750,3685,3597,3605,3582,3548,3526,3443,3422,3432,3429,3470,3513,3536,3724,3958,4140,4375,4578,4372,4274,4328,4424
"Dunn, ND",ND,Dunn,3,Per capita personal income (dollars) 2/,Dollars,10515,11633,14141,13545,13173,14044,12946,16865,18039,21466,21196,18755,24157,23241,28920,27637,28642,34805,38659,49264,59737,73065,73596,77912,61115,50715,55477,60049,63237
"Eddy, ND",ND,Eddy,1,Personal income (thousands of dollars),Thousands of dollars,40841,41261,43329,51070,46739,53979,49157,56254,56797,56962,60501,65700,73102,64583,72370,66063,80565,99116,82852,92377,98361,130264,122667,117174,120680,130078,127769,137118,136749
"Eddy, ND",ND,Eddy,2,Population (persons) 1/,Number of persons,2929,2872,2856,2883,2889,2907,2890,2908,2837,2742,2683,2654,2656,2641,2610,2529,2503,2470,2393,2385,2346,2350,2367,2329,2305,2288,2315,2309,2287
"Eddy, ND",ND,Eddy,3,Per capita personal income (dollars) 2/,Dollars,13944,14367,15171,17714,16178,18569,17009,19345,20020,20774,22550,24755,27523,24454,27728,26122,32187,40128,34623,38732,41927,55431,51824,50311,52356,56852,55192,59384,59794
"Emmons, ND",ND,Emmons,1,Personal income (thousands of dollars),Thousands of dollars,54521,68800,69428,68166,63235,78925,67520,84970,81425,93342,93254,76567,101232,90966,111965,85437,132734,143737,116684,147367,175615,184728,150377,159315,151825,160771,153104,158221,159135
"Emmons, ND",ND,Emmons,2,Population (persons) 1/,Number of persons,4707,4651,4629,4583,4579,4506,4471,4432,4386,4302,4208,4107,4025,3955,3825,3748,3640,3588,3568,3531,3506,3470,3476,3412,3397,3338,3298,3278,3241
"Emmons, ND",ND,Emmons,3,Per capita personal income (dollars) 2/,Dollars,11583,14793,14998,14874,13810,17516,15102,19172,18565,21697,22161,18643,25151,23000,29272,22795,36465,40060,32703,41735,50090,53236,43262,46693,44694,48164,46423,48268,49101
"Foster, ND",ND,Foster,1,Personal income (thousands of dollars),Thousands of dollars,64835,60860,61610,71106,68577,86773,76889,93638,90536,96767,93223,93496,111733,101534,105064,102685,127716,143628,140970,161863,172534,226959,178843,177229,176996,183316,190314,196392,191220
"Foster, ND",ND,Foster,2,Population (persons) 1/,Number of persons,3884,3836,3871,3902,3940,3872,3794,3855,3814,3739,3639,3577,3515,3514,3564,3565,3500,3436,3319,3343,3343,3380,3355,3337,3325,3309,3249,3207,3210
"Foster, ND",ND,Foster,3,Per capita personal income (dollars) 2/,Dollars,16693,15865,15916,18223,17405,22410,20266,24290,23738,25880,25618,26138,31787,28894,29479,28804,36490,41801,42474,48418,51611,67148,53306,53110,53232,55399,58576,61239,59570
"Golden Valley, ND",ND,Golden Valley,1,Personal income (thousands of dollars),Thousands of dollars,27833,33182,31862,30058,27737,32764,27809,33345,32323,33151,34993,33352,40904,33621,43220,57244,60036,64940,53819,65581,78654,93102,103305,92721,79858,75439,71602,65065,66368
"Golden Valley, ND",ND,Golden Valley,2,Population (persons) 1/,Number of persons,2014,1978,1979,2018,2031,2033,2031,1990,1941,1915,1862,1825,1804,1741,1709,1670,1670,1650,1657,1682,1758,1806,1825,1852,1879,1857,1779,1763,1761
"Golden Valley, ND",ND,Golden Valley,3,Per capita personal income (dollars) 2/,Dollars,13820,16776,16100,14895,13657,16116,13692,16756,16653,17311,18793,18275,22674,19311,25290,34278,35950,39358,32480,38990,44741,51551,56605,50065,42500,40624,40248,36906,37688
"Grand Forks, ND",ND,Grand Forks,1,Personal income (thousands of dollars),Thousands of dollars,1189997,1265869,1292431,1403742,1432955,1505503,1524604,1593229,1577918,1643817,1673518,1776417,1868290,1927178,2015535,2141122,2297488,2424865,2418576,2552526,2731805,3045640,3061443,3243418,3359380,3389331,3492821,3640652,3715773
"Grand Forks, ND",ND,Grand Forks,2,Population (persons) 1/,Number of persons,70466,71478,71660,72808,72941,72707,71369,68513,66625,66021,65567,65409,65287,67071,66629,67096,66333,66917,66518,66994,66654,67582,69102,69764,70352,70473,70489,70355,69451
"Grand Forks, ND",ND,Grand Forks,3,Per capita personal income (dollars) 2/,Dollars,16888,17710,18036,19280,19645,20706,21362,23254,23684,24898,25524,27159,28617,28733,30250,31911,34636,36237,36360,38101,40985,45066,44303,46491,47751,48094,49551,51747,53502
"Grant, ND",ND,Grant,1,Personal income (thousands of dollars),Thousands of dollars,37045,41657,42461,42263,35515,43348,38629,51126,52641,67340,71064,58393,71962,64919,75507,69936,86986,87140,77454,87821,93627,129931,113576,104822,96139,101296,107614,98781,103171
"Grant, ND",ND,Grant,2,Population (persons) 1/,Number of persons,3438,3347,3304,3239,3189,3125,3030,2958,2862,2835,2783,2699,2674,2626,2599,2519,2478,2440,2399,2394,2359,2350,2393,2374,2396,2379,2363,2354,2274
"Grant, ND",ND,Grant,3,Per capita personal income (dollars) 2/,Dollars,10775,12446,12851,13048,11137,13871,12749,17284,18393,23753,25535,21635,26912,24722,29052,27763,35103,35713,32286,36684,39689,55290,47462,44154,40125,42579,45541,41963,45370
"Griggs, ND",ND,Griggs,1,Personal income (thousands of dollars),Thousands of dollars,51865,54989,46787,56163,50941,65604,55549,72589,63585,70633,68896,67354,80024,70635,70076,65804,83586,104102,94739,106409,115160,144884,146683,128079,118881,136892,125220,128653,127158
"Griggs, ND",ND,Griggs,2,Population (persons) 1/,Number of persons,3201,3162,3164,3101,3061,2982,2875,2869,2806,2732,2645,2598,2578,2531,2519,2457,2430,2406,2420,2416,2370,2345,2284,2291,2288,2258,2244,2228,2231
"Griggs, ND",ND,Griggs,3,Per capita personal income (dollars) 2/,Dollars,16203,17391,14787,18111,16642,22000,19321,25301,22660,25854,26048,25925,31041,27908,27819,26782,34398,43268,39148,44043,48591,61784,64222,55905,51958,60625,55802,57744,56996
"Hettinger, ND",ND,Hettinger,1,Personal income (thousands of dollars),Thousands of dollars,42110,59977,59531,62420,52363,72787,57258,70137,70592,84244,85057,63331,89217,77469,79716,80746,93285,111873,122678,124367,131364,170041,120454,129697,104940,98152,130719,119833,124387
"Hettinger, ND",ND,Hettinger,2,Population (persons) 1/,Number of persons,3283,3177,3094,3027,2985,2925,2896,2836,2774,2697,2658,2641,2591,2612,2587,2577,2524,2479,2481,2476,2504,2542,2644,2627,2657,2597,2479,2503,2499
"Hettinger, ND",ND,Hettinger,3,Per capita personal income (dollars) 2/,Dollars,12827,18879,19241,20621,17542,24884,19771,24731,25448,31236,32000,23980,34433,29659,30814,31333,36959,45128,49447,50229,52462,66893,45557,49371,39496,37794,52731,47876,49775
"Kidder, ND",ND,Kidder,1,Personal income (thousands of dollars),Thousands of dollars,38768,42449,48062,46488,40266,50950,45441,58753,56980,61173,64109,57086,72087,75216,82442,70959,79571,75625,77014,100601,113791,131044,115301,113627,112861,108009,118494,123156,131136
"Kidder, ND",ND,Kidder,2,Population (persons) 1/,Number of persons,3267,3191,3159,3088,3058,2997,2931,2880,2794,2724,2652,2591,2606,2592,2496,2509,2450,2419,2396,2447,2442,2447,2444,2448,2449,2475,2471,2453,2480
"Kidder, ND",ND,Kidder,3,Per capita personal income (dollars) 2/,Dollars,11867,13303,15214,15054,13167,17000,15504,20400,20394,22457,24174,22032,27662,29019,33030,28282,32478,31263,32143,41112,46597,53553,47177,46416,46085,43640,47954,50206,52877
"LaMoure, ND",ND,LaMoure,1,Personal income (thousands of dollars),Thousands of dollars,76563,86285,78768,97843,83637,111180,86980,109280,94364,122815,122055,116253,127775,143587,153896,139475,172043,196178,181307,232814,280139,286325,222933,220801,192425,188714,202409,215244,233984
"LaMoure, ND",ND,LaMoure,2,Population (persons) 1/,Number of persons,5299,5282,5171,5109,5005,4980,4890,4794,4731,4671,4642,4598,4575,4552,4447,4357,4320,4218,4142,4130,4095,4085,4101,4096,4136,4113,4101,4075,4046
"LaMoure, ND",ND,LaMoure,3,Per capita personal income (dollars) 2/,Dollars,14449,16336,15233,19151,16711,22325,17787,22795,19946,26293,26294,25283,27929,31544,34607,32012,39825,46510,43773,56371,68410,70092,54361,53906,46524,45882,49356,52821,57831
"Logan, ND",ND,Logan,1,Personal income (thousands of dollars),Thousands of dollars,40800,47389,47522,47456,41882,50082,38314,50258,50574,60741,56806,47494,63592,59722,68255,52943,74828,82794,75277,91835,116849,112991,103856,109569,105640,97484,101635,98633,95590
"Logan, ND",ND,Logan,2,Population (persons) 1/,Number of persons,2787,2724,2670,2578,2502,2465,2438,2391,2339,2300,2229,2209,2155,2126,2074,2018,2023,2000,1970,1998,1972,1941,1932,1941,1927,1930,1919,1887,1850
