year,county_name,state_name,estab
2021,Obion,Tennessee,630
2021,Overton,Tennessee,339
2021,Perry,Tennessee,111
2021,Pickett,Tennessee,79
2021,Polk,Tennessee,229
2021,Putnam,Tennessee,1873
2021,Rhea,Tennessee,491
2021,Roane,Tennessee,739
2021,Robertson,Tennessee,1273
2021,Rutherford,Tennessee,5833
2021,Scott,Tennessee,321
2021,Sequatchie,Tennessee,189
2021,Sevier,Tennessee,2981
2021,Shelby,Tennessee,19909
2021,Smith,Tennessee,291
2021,Stewart,Tennessee,165
2021,Sullivan,Tennessee,3338
2021,Sumner,Tennessee,3556
2021,Tipton,Tennessee,723
2021,Trousdale,Tennessee,112
2021,Unicoi,Tennessee,236
2021,Union,Tennessee,218
2021,Van Buren,Tennessee,47
2021,Warren,Tennessee,741
2021,Washington,Tennessee,2966
2021,Wayne,Tennessee,217
2021,Weakley,Tennessee,554
2021,White,Tennessee,407
2021,Williamson,Tennessee,8041
2021,Wilson,Tennessee,3051
2021,Anderson,Texas,865
2021,Andrews,Texas,425
2021,Angelina,Texas,1886
2021,Aransas,Texas,537
2021,Archer,Texas,225
2021,Armstrong,Texas,45
2021,Atascosa,Texas,811
2021,Austin,Texas,677
2021,Bailey,Texas,139
2021,Bandera,Texas,404
2021,Bastrop,Texas,1551
2021,Baylor,Texas,103
2021,Bee,Texas,457
2021,Bell,Texas,5596
2021,Bexar,Texas,38060
2021,Blanco,Texas,380
2021,Borden,Texas,8
2021,Bosque,Texas,300
2021,Bowie,Texas,2231
2021,Brazoria,Texas,6224
2021,Brazos,Texas,4690
2021,Brewster,Texas,284
2021,Briscoe,Texas,35
2021,Brooks,Texas,104
2021,Brown,Texas,849
2021,Burleson,Texas,336
2021,Burnet,Texas,1430
2021,Caldwell,Texas,675
2021,Calhoun,Texas,454
2021,Callahan,Texas,240
2021,Cameron,Texas,6569
2021,Camp,Texas,221
2021,Carson,Texas,131
2021,Cass,Texas,518
2021,Castro,Texas,159
2021,Chambers,Texas,737
2021,Cherokee,Texas,787
2021,Childress,Texas,169
2021,Clay,Texas,150
2021,Cochran,Texas,37
2021,Coke,Texas,56
2021,Coleman,Texas,188
2021,Collin,Texas,28370
2021,Collingsworth,Texas,69
2021,Colorado,Texas,551
2021,Comal,Texas,4440
2021,Comanche,Texas,269
2021,Concho,Texas,45
2021,Cooke,Texas,942
2021,Coryell,Texas,776
2021,Cottle,Texas,24
2021,Crane,Texas,88
2021,Crockett,Texas,117
2021,Crosby,Texas,86
2021,Culberson,Texas,57
2021,Dallam,Texas,211
2021,Dallas,Texas,69959
2021,Dawson,Texas,272
2021,Deaf Smith,Texas,351
2021,Delta,Texas,57
2021,Denton,Texas,17919
2021,DeWitt,Texas,443
2021,Dickens,Texas,36
2021,Dimmit,Texas,215
2021,Donley,Texas,73
2021,Duval,Texas,140
2021,Eastland,Texas,471
2021,Ector,Texas,3782
2021,Edwards,Texas,42
2021,Ellis,Texas,3563
2021,El Paso,Texas,15498
2021,Erath,Texas,1040
2021,Falls,Texas,229
2021,Fannin,Texas,524
2021,Fayette,Texas,763
2021,Fisher,Texas,65
2021,Floyd,Texas,133
2021,Foard,Texas,26
2021,Fort Bend,Texas,16335
2021,Franklin,Texas,172
2021,Freestone,Texas,341
2021,Frio,Texas,312
2021,Gaines,Texas,485
2021,Galveston,Texas,6275
2021,Garza,Texas,123
2021,Gillespie,Texas,1124
2021,Glasscock,Texas,37
2021,Goliad,Texas,128
2021,Gonzales,Texas,406
2021,Gray,Texas,507
2021,Grayson,Texas,2715
2021,Gregg,Texas,4043
2021,Grimes,Texas,474
2021,Guadalupe,Texas,2481
2021,Hale,Texas,642
2021,Hall,Texas,64
2021,Hamilton,Texas,234
2021,Hansford,Texas,147
2021,Hardeman,Texas,84
2021,Hardin,Texas,830
2021,Harris,Texas,108434
2021,Harrison,Texas,1333
2021,Hartley,Texas,114
2021,Haskell,Texas,134
2021,Hays,Texas,5124
2021,Hemphill,Texas,126
2021,Henderson,Texas,1394
2021,Hidalgo,Texas,12613
2021,Hill,Texas,645
2021,Hockley,Texas,470
2021,Hood,Texas,1450
2021,Hopkins,Texas,783
2021,Houston,Texas,353
2021,Howard,Texas,733
2021,Hudspeth,Texas,35
2021,Hunt,Texas,1672
2021,Hutchinson,Texas,413
2021,Irion,Texas,57
2021,Jack,Texas,204
2021,Jackson,Texas,340
2021,Jasper,Texas,634
2021,Jeff Davis,Texas,61
2021,Jefferson,Texas,5694
2021,Jim Hogg,Texas,76
2021,Jim Wells,Texas,766
2021,Johnson,Texas,3177
2021,Jones,Texas,254
2021,Karnes,Texas,332
2021,Kaufman,Texas,2371
2021,Kendall,Texas,1567
2021,Kenedy,Texas,17
2021,Kent,Texas,12
2021,Kerr,Texas,1511
2021,Kimble,Texas,144
2021,Kinney,Texas,36
2021,Kleberg,Texas,533
2021,Knox,Texas,91
2021,Lamar,Texas,1223
2021,Lamb,Texas,227
2021,Lampasas,Texas,432
2021,La Salle,Texas,146
2021,Lavaca,Texas,466
2021,Lee,Texas,420
2021,Leon,Texas,356
2021,Liberty,Texas,1149
2021,Limestone,Texas,393
2021,Lipscomb,Texas,67
2021,Live Oak,Texas,266
2021,Llano,Texas,514
2021,Loving,Texas,12
2021,Lubbock,Texas,7678
2021,Lynn,Texas,75
2021,McCulloch,Texas,201
2021,McLennan,Texas,5559
2021,McMullen,Texas,40
2021,Madison,Texas,259
2021,Marion,Texas,156
2021,Martin,Texas,118
2021,Mason,Texas,146
2021,Matagorda,Texas,721
2021,Maverick,Texas,834
2021,Medina,Texas,797
2021,Menard,Texas,46
2021,Midland,Texas,5761
2021,Milam,Texas,421
2021,Mills,Texas,115
2021,Mitchell,Texas,131
2021,Montague,Texas,441
2021,Montgomery,Texas,13580
2021,Moore,Texas,446
2021,Morris,Texas,199
2021,Motley,Texas,20
2021,Nacogdoches,Texas,1290
2021,Navarro,Texas,938
2021,Newton,Texas,129
2021,Nolan,Texas,338
2021,Nueces,Texas,8005
2021,Ochiltree,Texas,361
2021,Oldham,Texas,42
2021,Orange,Texas,1321
2021,Palo Pinto,Texas,610
2021,Panola,Texas,458
2021,Parker,Texas,3209
2021,Parmer,Texas,199
2021,Pecos,Texas,341
2021,Polk,Texas,829
2021,Potter,Texas,3498
2021,Presidio,Texas,140
2021,Rains,Texas,200
2021,Randall,Texas,2753
2021,Reagan,Texas,119
2021,Real,Texas,90
2021,Red River,Texas,182
2021,Reeves,Texas,375
2021,Refugio,Texas,135
2021,Roberts,Texas,19
2021,Robertson,Texas,269
2021,Rockwall,Texas,2765
2021,Runnels,Texas,223
2021,Rusk,Texas,789
2021,Sabine,Texas,194
2021,San Augustine,Texas,131
2021,San Jacinto,Texas,212
2021,San Patricio,Texas,1093
2021,San Saba,Texas,155
2021,Schleicher,Texas,46
2021,Scurry,Texas,389
2021,Shackelford,Texas,116
2021,Shelby,Texas,530
2021,Sherman,Texas,55
2021,Smith,Texas,6073
2021,Somervell,Texas,227
2021,Starr,Texas,570
2021,Stephens,Texas,243
2021,Sterling,Texas,50
2021,Stonewall,Texas,45
2021,Sutton,Texas,116
2021,Swisher,Texas,122
2021,Tarrant,Texas,45993
2021,Taylor,Texas,3594
2021,Terrell,Texas,10
2021,Terry,Texas,217
2021,Throckmorton,Texas,48
2021,Titus,Texas,680
2021,Tom Green,Texas,2865
2021,Travis,Texas,39991
2021,Trinity,Texas,186
2021,Tyler,Texas,258
2021,Upshur,Texas,527
2021,Upton,Texas,91
2021,Uvalde,Texas,613
2021,Val Verde,Texas,786
2021,Van Zandt,Texas,936
2021,Victoria,Texas,2230
2021,Walker,Texas,1033
2021,Waller,Texas,922
2021,Ward,Texas,307
2021,Washington,Texas,964
2021,Webb,Texas,5698
2021,Wharton,Texas,989
2021,Wheeler,Texas,169
2021,Wichita,Texas,3007
2021,Wilbarger,Texas,284
2021,Willacy,Texas,183
2021,Williamson,Texas,13382
2021,Wilson,Texas,784
2021,Winkler,Texas,190
2021,Wise,Texas,1433
2021,Wood,Texas,841
2021,Yoakum,Texas,187
2021,Young,Texas,565
2021,Zapata,Texas,135
2021,Zavala,Texas,96
2021,Beaver,Utah,195
2021,Box Elder,Utah,1291
2021,Cache,Utah,3833
2021,Carbon,Utah,474
2021,Daggett,Utah,27
2021,Davis,Utah,8282
2021,Duchesne,Utah,642
2021,Emery,Utah,199
2021,Garfield,Utah,197
2021,Grand,Utah,537
2021,Iron,Utah,1756
2021,Juab,Utah,253
2021,Kane,Utah,308
2021,Millard,Utah,275
2021,Morgan,Utah,342
2021,Piute,Utah,33
2021,Rich,Utah,120
2021,Salt Lake,Utah,34648
2021,San Juan,Utah,260
2021,Sanpete,Utah,495
2021,Sevier,Utah,552
2021,Summit,Utah,2706
2021,Tooele,Utah,1068
2021,Uintah,Utah,1052
2021,Utah,Utah,16210
2021,Wasatch,Utah,1216
2021,Washington,Utah,6500
2021,Wayne,Utah,110
2021,Weber,Utah,6088
2021,Addison,Vermont,1147
2021,Bennington,Vermont,1297
2021,Caledonia,Vermont,898
2021,Chittenden,Vermont,5636
2021,Essex,Vermont,108
2021,Franklin,Vermont,1041
2021,Grand Isle,Vermont,180
2021,Lamoille,Vermont,959
2021,Orange,Vermont,693
2021,Orleans,Vermont,769
2021,Rutland,Vermont,1986
2021,Washington,Vermont,2135
2021,Windham,Vermont,1646
2021,Windsor,Vermont,1926
2021,Accomack,Virginia,706
2021,Albemarle,Virginia,2874
2021,Alleghany,Virginia,238
2021,Amelia,Virginia,259
2021,Amherst,Virginia,545
2021,Appomattox,Virginia,302
2021,Arlington,Virginia,6326
2021,Augusta,Virginia,1440
2021,Bath,Virginia,116
2021,Bedford,Virginia,1770
2021,Bland,Virginia,76
2021,Botetourt,Virginia,768
2021,Brunswick,Virginia,249
2021,Buchanan,Virginia,347
2021,Buckingham,Virginia,255
2021,Campbell,Virginia,1192
2021,Caroline,Virginia,406
2021,Carroll,Virginia,408
2021,Charles City,Virginia,155
2021,Charlotte,Virginia,213
2021,Chesterfield,Virginia,7838
2021,Clarke,Virginia,376
2021,Craig,Virginia,69
2021,Culpeper,Virginia,1078
2021,Cumberland,Virginia,147
2021,Dickenson,Virginia,201
2021,Dinwiddie,Virginia,368
2021,Essex,Virginia,297
2021,Fairfax,Virginia,31808
2021,Fauquier,Virginia,1917
2021,Floyd,Virginia,331
2021,Fluvanna,Virginia,410
2021,Franklin,Virginia,1186
2021,Frederick,Virginia,1607
2021,Giles,Virginia,285
2021,Gloucester,Virginia,855
2021,Goochland,Virginia,699
2021,Grayson,Virginia,166
2021,Greene,Virginia,373
2021,Greensville,Virginia,100
2021,Halifax,Virginia,677
2021,Hanover,Virginia,3306
2021,Henrico,Virginia,9477
2021,Henry,Virginia,792
2021,Highland,Virginia,83
2021,Isle of Wight,Virginia,744
2021,James City,Virginia,1768
2021,King and Queen,Virginia,120
2021,King George,Virginia,476
2021,King William,Virginia,340
2021,Lancaster,Virginia,442
2021,Lee,Virginia,245
2021,Loudoun,Virginia,11720
2021,Louisa,Virginia,650
2021,Lunenburg,Virginia,159
2021,Madison,Virginia,281
2021,Mathews,Virginia,192
2021,Mecklenburg,Virginia,765
2021,Middlesex,Virginia,294
2021,Montgomery,Virginia,1991
2021,Nelson,Virginia,367
2021,New Kent,Virginia,422
2021,Northampton,Virginia,304
2021,Northumberland,Virginia,304
2021,Nottoway,Virginia,295
2021,Orange,Virginia,679
2021,Page,Virginia,421
2021,Patrick,Virginia,266
2021,Pittsylvania,Virginia,853
2021,Powhatan,Virginia,729
2021,Prince Edward,Virginia,500
2021,Prince George,Virginia,472
2021,Prince William,Virginia,9022
2021,Pulaski,Virginia,615
2021,Rappahannock,Virginia,200
2021,Richmond,Virginia,179
2021,Roanoke,Virginia,2051
2021,Rockbridge,Virginia,439
2021,Rockingham,Virginia,1554
2021,Russell,Virginia,450
2021,Scott,Virginia,248
2021,Shenandoah,Virginia,887
2021,Smyth,Virginia,482
2021,Southampton,Virginia,225
2021,Spotsylvania,Virginia,2640
2021,Stafford,Virginia,2509
2021,Surry,Virginia,85
2021,Sussex,Virginia,168
2021,Tazewell,Virginia,910
2021,Warren,Virginia,890
2021,Washington,Virginia,1136
2021,Westmoreland,Virginia,316
2021,Wise,Virginia,609
2021,Wythe,Virginia,677
2021,York,Virginia,1496
2021,Alexandria city,Virginia,4565
2021,Bristol city,Virginia,526
2021,Buena Vista city,Virginia,102
2021,Charlottesville city,Virginia,2001
2021,Chesapeake city,Virginia,5716
2021,Colonial Heights city,Virginia,642
2021,Covington city,Virginia,195
2021,Danville city,Virginia,1222
2021,Emporia city,Virginia,220
2021,Fairfax city,Virginia,1995
2021,Falls Church city,Virginia,863
2021,Franklin city,Virginia,257
2021,Fredericksburg city,Virginia,1413
2021,Galax city,Virginia,304
2021,Hampton city,Virginia,2401
2021,Harrisonburg city,Virginia,1627
2021,Hopewell city,Virginia,411
2021,Lexington city,Virginia,254
2021,Lynchburg city,Virginia,2240
2021,Manassas city,Virginia,1508
2021,Manassas Park city,Virginia,334
2021,Martinsville city,Virginia,512
2021,Newport News city,Virginia,3786
2021,Norfolk city,Virginia,5395
2021,Norton city,Virginia,194
2021,Petersburg city,Virginia,705
2021,Poquoson city,Virginia,226
2021,Portsmouth city,Virginia,1620
2021,Radford city,Virginia,291
2021,Richmond city,Virginia,6419
2021,Roanoke city,Virginia,3104
2021,Salem city,Virginia,1003
2021,Staunton city,Virginia,740
2021,Suffolk city,Virginia,1734
2021,Virginia Beach city,Virginia,11625
2021,Waynesboro city,Virginia,603
2021,Williamsburg city,Virginia,542
2021,Winchester city,Virginia,1373
2021,Adams,Washington,377
2021,Asotin,Washington,441
2021,Benton,Washington,4931
2021,Chelan,Washington,2678
2021,Clallam,Washington,2094
2021,Clark,Washington,11993
2021,Columbia,Washington,119
2021,Cowlitz,Washington,2242
2021,Douglas,Washington,808
2021,Ferry,Washington,140
2021,Franklin,Washington,1831
2021,Garfield,Washington,45
2021,Grant,Washington,1973
2021,Grays Harbor,Washington,1558
2021,Island,Washington,1895
2021,Jefferson,Washington,1018
2021,King,Washington,70745
2021,Kitsap,Washington,6165
2021,Kittitas,Washington,1378
2021,Klickitat,Washington,552
2021,Lewis,Washington,1944
2021,Lincoln,Washington,276
2021,Mason,Washington,1065
2021,Okanogan,Washington,1160
2021,Pacific,Washington,597
2021,Pend Oreille,Washington,241
2021,Pierce,Washington,19462
2021,San Juan,Washington,1025
2021,Skagit,Washington,3580
2021,Skamania,Washington,203
2021,Snohomish,Washington,19912
2021,Spokane,Washington,13865
2021,Stevens,Washington,918
2021,Thurston,Washington,6529
2021,Wahkiakum,Washington,85
2021,Walla Walla,Washington,1449
2021,Whatcom,Washington,6994
2021,Whitman,Washington,848
2021,Yakima,Washington,4880
2021,Barbour,West Virginia,203
2021,Berkeley,West Virginia,1713
2021,Boone,West Virginia,236
2021,Braxton,West Virginia,238
2021,Brooke,West Virginia,375
2021,Cabell,West Virginia,2294
2021,Calhoun,West Virginia,85
2021,Clay,West Virginia,67
2021,Doddridge,West Virginia,71
2021,Fayette,West Virginia,683
2021,Gilmer,West Virginia,100
2021,Grant,West Virginia,236
2021,Greenbrier,West Virginia,879
2021,Hampshire,West Virginia,312
2021,Hancock,West Virginia,544
2021,Hardy,West Virginia,276
2021,Harrison,West Virginia,1772
2021,Jackson,West Virginia,463
2021,Jefferson,West Virginia,940
2021,Kanawha,West Virginia,4494
2021,Lewis,West Virginia,361
2021,Lincoln,West Virginia,157
2021,Logan,West Virginia,552
2021,McDowell,West Virginia,195
2021,Marion,West Virginia,1109
2021,Marshall,West Virginia,497
2021,Mason,West Virginia,315
2021,Mercer,West Virginia,1170
2021,Mineral,West Virginia,444
2021,Mingo,West Virginia,316
2021,Monongalia,West Virginia,2405
2021,Monroe,West Virginia,168
2021,Morgan,West Virginia,231
2021,Nicholas,West Virginia,545
2021,Ohio,West Virginia,1285
2021,Pendleton,West Virginia,143
2021,Pleasants,West Virginia,127
2021,Pocahontas,West Virginia,221
2021,Preston,West Virginia,510
2021,Putnam,West Virginia,1209
2021,Raleigh,West Virginia,1653
2021,Randolph,West Virginia,649
2021,Ritchie,West Virginia,188
2021,Roane,West Virginia,223
2021,Summers,West Virginia,156
2021,Taylor,West Virginia,210
2021,Tucker,West Virginia,157
2021,Tyler,West Virginia,120
2021,Upshur,West Virginia,511
2021,Wayne,West Virginia,462
2021,Webster,West Virginia,112
2021,Wetzel,West Virginia,319
2021,Wirt,West Virginia,53
2021,Wood,West Virginia,1894
2021,Wyoming,West Virginia,273
2021,Adams,Wisconsin,334
2021,Ashland,Wisconsin,476
2021,Barron,Wisconsin,1352
2021,Bayfield,Wisconsin,446
2021,Brown,Wisconsin,6578
2021,Buffalo,Wisconsin,292
2021,Burnett,Wisconsin,400
2021,Calumet,Wisconsin,896
2021,Chippewa,Wisconsin,1631
2021,Clark,Wisconsin,751
2021,Columbia,Wisconsin,1420
2021,Crawford,Wisconsin,379
2021,Dane,Wisconsin,14402
2021,Dodge,Wisconsin,1690
2021,Door,Wisconsin,1291
2021,Douglas,Wisconsin,1016
2021,Dunn,Wisconsin,905
2021,Eau Claire,Wisconsin,2662
2021,Florence,Wisconsin,102
2021,Fond du Lac,Wisconsin,2263
2021,Forest,Wisconsin,223
2021,Grant,Wisconsin,1171
2021,Green,Wisconsin,993
2021,Green Lake,Wisconsin,454
2021,Iowa,Wisconsin,555
2021,Iron,Wisconsin,179
2021,Jackson,Wisconsin,393
2021,Jefferson,Wisconsin,2006
2021,Juneau,Wisconsin,531
2021,Kenosha,Wisconsin,3312
2021,Kewaunee,Wisconsin,453
2021,La Crosse,Wisconsin,3101
2021,Lafayette,Wisconsin,340
2021,Langlade,Wisconsin,544
2021,Lincoln,Wisconsin,674
2021,Manitowoc,Wisconsin,1718
2021,Marathon,Wisconsin,3375
2021,Marinette,Wisconsin,1045
2021,Marquette,Wisconsin,268
2021,Menominee,Wisconsin,22
2021,Milwaukee,Wisconsin,20215
2021,Monroe,Wisconsin,963
2021,Oconto,Wisconsin,782
2021,Oneida,Wisconsin,1371
2021,Outagamie,Wisconsin,5161
2021,Ozaukee,Wisconsin,2802
2021,Pepin,Wisconsin,216
2021,Pierce,Wisconsin,787
2021,Polk,Wisconsin,1149
2021,Portage,Wisconsin,1682
2021,Price,Wisconsin,370
2021,Racine,Wisconsin,4057
2021,Richland,Wisconsin,369
2021,Rock,Wisconsin,3389
2021,Rusk,Wisconsin,315
2021,St. Croix,Wisconsin,2351
2021,Sauk,Wisconsin,1819
2021,Sawyer,Wisconsin,634
2021,Shawano,Wisconsin,888
2021,Sheboygan,Wisconsin,2668
2021,Taylor,Wisconsin,473
2021,Trempealeau,Wisconsin,669
2021,Vernon,Wisconsin,634
2021,Vilas,Wisconsin,978
2021,Walworth,Wisconsin,2777
2021,Washburn,Wisconsin,516
2021,Washington,Wisconsin,3329
2021,Waukesha,Wisconsin,12711
2021,Waupaca,Wisconsin,1171
2021,Waushara,Wisconsin,456
2021,Winnebago,Wisconsin,3669
2021,Wood,Wisconsin,1741
2021,Albany,Wyoming,1055
2021,Big Horn,Wyoming,309
2021,Campbell,Wyoming,1464
2021,Carbon,Wyoming,507
2021,Converse,Wyoming,433
2021,Crook,Wyoming,264
2021,Fremont,Wyoming,1244
2021,Goshen,Wyoming,328
2021,Hot Springs,Wyoming,177
2021,Johnson,Wyoming,526
2021,Laramie,Wyoming,3471
2021,Lincoln,Wyoming,886
2021,Natrona,Wyoming,2930
2021,Niobrara,Wyoming,72
2021,Park,Wyoming,1286
2021,Platte,Wyoming,270
2021,Sheridan,Wyoming,1941
2021,Sublette,Wyoming,439
2021,Sweetwater,Wyoming,1175
2021,Teton,Wyoming,2345
2021,Uinta,Wyoming,570
2021,Washakie,Wyoming,321
2021,Weston,Wyoming,205
2021,Eastern District,American Samoa,95
2021,Western District,American Samoa,113
2021,Agana Heights Municipality,Guam,20
2021,Agat Municipality,Guam,38
2021,Asan Municipality,Guam,16
2021,Barrigada Municipality,Guam,283
2021,Chalan Pago-Ordot Municipality,Guam,41
2021,Dededo Municipality,Guam,459
2021,Hagåtña Municipality,Guam,366
2021,Inarajan Municipality,Guam,13
2021,Mangilao Municipality,Guam,127
2021,Merizo Municipality,Guam,5
2021,Mongmong-Toto-Maite Municipality,Guam,69
2021,Piti Municipality,Guam,40
2021,Santa Rita Municipality,Guam,24
2021,Sinajana Municipality,Guam,32
2021,Talofofo Municipality,Guam,21
2021,Tamuning Municipality,Guam,1603
2021,Yigo Municipality,Guam,131
2021,Yona Municipality,Guam,27
2021,Rota Municipality,Commonwealth of the Northern Mariana Islands,29
2021,Saipan Municipality,Commonwealth of the Northern Mariana Islands,1416
2021,Tinian Municipality,Commonwealth of the Northern Mariana Islands,44
2021,Adjuntas Municipio,Puerto Rico,147
2021,Aguada Municipio,Puerto Rico,548
2021,Aguadilla Municipio,Puerto Rico,914
2021,Aguas Buenas Municipio,Puerto Rico,143
2021,Aibonito Municipio,Puerto Rico,289
2021,Añasco Municipio,Puerto Rico,265
2021,Arecibo Municipio,Puerto Rico,1068
2021,Arroyo Municipio,Puerto Rico,88
2021,Barceloneta Municipio,Puerto Rico,298
2021,Barranquitas Municipio,Puerto Rico,280
2021,Bayamón Municipio,Puerto Rico,3043
2021,Cabo Rojo Municipio,Puerto Rico,569
2021,Caguas Municipio,Puerto Rico,2444
2021,Camuy Municipio,Puerto Rico,333
2021,Canóvanas Municipio,Puerto Rico,369
2021,Carolina Municipio,Puerto Rico,1981
2021,Cataño Municipio,Puerto Rico,325
2021,Cayey Municipio,Puerto Rico,504
2021,Ceiba Municipio,Puerto Rico,81
2021,Ciales Municipio,Puerto Rico,113
2021,Cidra Municipio,Puerto Rico,380
2021,Coamo Municipio,Puerto Rico,274
2021,Comerío Municipio,Puerto Rico,120
2021,Corozal Municipio,Puerto Rico,322
2021,Culebra Municipio,Puerto Rico,47
2021,Dorado Municipio,Puerto Rico,675
2021,Fajardo Municipio,Puerto Rico,495
2021,Florida Municipio,Puerto Rico,54
2021,Guánica Municipio,Puerto Rico,89
2021,Guayama Municipio,Puerto Rico,458
2021,Guayanilla Municipio,Puerto Rico,108
2021,Guaynabo Municipio,Puerto Rico,2267
2021,Gurabo Municipio,Puerto Rico,380
2021,Hatillo Municipio,Puerto Rico,516
2021,Hormigueros Municipio,Puerto Rico,180
2021,Humacao Municipio,Puerto Rico,778
2021,Isabela Municipio,Puerto Rico,481
2021,Jayuya Municipio,Puerto Rico,106
2021,Juana Díaz Municipio,Puerto Rico,310
2021,Juncos Municipio,Puerto Rico,263
2021,Lajas Municipio,Puerto Rico,178
2021,Lares Municipio,Puerto Rico,206
2021,Las Marías Municipio,Puerto Rico,57
2021,Las Piedras Municipio,Puerto Rico,290
2021,Loíza Municipio,Puerto Rico,86
2021,Luquillo Municipio,Puerto Rico,158
2021,Manatí Municipio,Puerto Rico,638
2021,Maricao Municipio,Puerto Rico,24
2021,Maunabo Municipio,Puerto Rico,49
2021,Mayagüez Municipio,Puerto Rico,1562
2021,Moca Municipio,Puerto Rico,414
2021,Morovis Municipio,Puerto Rico,178
2021,Naguabo Municipio,Puerto Rico,159
2021,Naranjito Municipio,Puerto Rico,330
2021,Orocovis Municipio,Puerto Rico,196
2021,Patillas Municipio,Puerto Rico,102
2021,Peñuelas Municipio,Puerto Rico,154
2021,Ponce Municipio,Puerto Rico,2330
2021,Quebradillas Municipio,Puerto Rico,214
2021,Rincón Municipio,Puerto Rico,210
2021,Río Grande Municipio,Puerto Rico,368
2021,Sabana Grande Municipio,Puerto Rico,181
2021,Salinas Municipio,Puerto Rico,187
2021,San Germán Municipio,Puerto Rico,336
2021,San Juan Municipio,Puerto Rico,11651
2021,San Lorenzo Municipio,Puerto Rico,288
2021,San Sebastián Municipio,Puerto Rico,484
2021,Santa Isabel Municipio,Puerto Rico,182
2021,Toa Alta Municipio,Puerto Rico,386
2021,Toa Baja Municipio,Puerto Rico,777
2021,Trujillo Alto Municipio,Puerto Rico,587
2021,Utuado Municipio,Puerto Rico,210
2021,Vega Alta Municipio,Puerto Rico,412
2021,Vega Baja Municipio,Puerto Rico,448
2021,Vieques Municipio,Puerto Rico,111
2021,Villalba Municipio,Puerto Rico,138
2021,Yabucoa Municipio,Puerto Rico,177
2021,Yauco Municipio,Puerto Rico,406
2021,St. Croix Island,United States Virgin Islands,900
2021,St. John Island,United States Virgin Islands,235
2021,St. Thomas Island,United States Virgin Islands,1173
