Activity,state_id,City,year,generator_category,generator_subcategory,material,material_subcategory,tons,percentage
Disposal,IA,Statewide,2017,all,,paper,,,0.255
Disposal,IA,Statewide,2017,all,,paper,compostable_paper,,0.076
Disposal,IA,Statewide,2017,all,,plastic,,,0.183
Disposal,IA,Statewide,2017,all,,metal,,,0.039
Disposal,IA,Statewide,2017,all,,glass,,,0.021
Disposal,IA,Statewide,2017,all,,organic,,,0.316
Disposal,IA,Statewide,2017,all,,organic,food,,0.2
Disposal,IA,Statewide,2017,all,,construction and demolition,,,0.054
Disposal,IA,Statewide,2017,all,,other materials,,,0.132
Disposal,IA,Statewide,2017,residential,,paper,,,0.228
Disposal,IA,Statewide,2017,residential,,paper,compostable_paper,,0.068
Disposal,IA,Statewide,2017,residential,,plastic,,,0.166
Disposal,IA,Statewide,2017,residential,,metal,,,0.039
Disposal,IA,Statewide,2017,residential,,glass,,,0.021
Disposal,IA,Statewide,2017,residential,,organic,,,0.335
Disposal,IA,Statewide,2017,residential,,organic,food,,0.179
Disposal,IA,Statewide,2017,residential,,construction and demolition,,,0.04
Disposal,IA,Statewide,2017,residential,,other materials,,,0.171
Disposal,IA,Statewide,2017,commercial,,paper,,,0.279
Disposal,IA,Statewide,2017,commercial,,paper,compostable_paper,,0.084
Disposal,IA,Statewide,2017,commercial,,plastic,,,0.198
Disposal,IA,Statewide,2017,commercial,,metal,,,0.038
Disposal,IA,Statewide,2017,commercial,,glass,,,0.018
Disposal,IA,Statewide,2017,commercial,,organic,,,0.299
Disposal,IA,Statewide,2017,commercial,,organic,food,,0.22
Disposal,IA,Statewide,2017,commercial,,construction and demolition,,,0.066
Disposal,IA,Statewide,2017,commercial,,other materials,,,0.102
Disposal,MO,Statewide,2017,all,,paper,,1003197.52,
Disposal,MO,Statewide,2017,all,,paper,compostable_paper,312534.61,
Disposal,MO,Statewide,2017,all,,plastic,,590343.16,
Disposal,MO,Statewide,2017,all,,metal,,169771.89,
Disposal,MO,Statewide,2017,all,,glass,,108036.66,
Disposal,MO,Statewide,2017,all,,organic,,1250138.45,
Disposal,MO,Statewide,2017,all,,organic,food,578767.8,
Disposal,MO,Statewide,2017,all,,construction and demolition,,0,
Disposal,MO,Statewide,2017,all,,other materials,,736964.33,
Disposal,MO,Statewide,2017,commercial,,paper,,481379.99,
Disposal,MO,Statewide,2017,commercial,,paper,compostable_paper,116195.17,
Disposal,MO,Statewide,2017,commercial,,plastic,,285508.13,
Disposal,MO,Statewide,2017,commercial,,metal,,64737.31,
Disposal,MO,Statewide,2017,commercial,,glass,,31538.69,
Disposal,MO,Statewide,2017,commercial,,organic,,562716.61,
Disposal,MO,Statewide,2017,commercial,,organic,food,255629.37,
Disposal,MO,Statewide,2017,commercial,,construction and demolition,,0,
Disposal,MO,Statewide,2017,commercial,,other materials,,234050.27,
Disposal,MO,Statewide,2017,residential,,paper,,521049.48,
Disposal,MO,Statewide,2017,residential,,paper,compostable_paper,195668.37,
Disposal,MO,Statewide,2017,residential,,plastic,,305594.42,
Disposal,MO,Statewide,2017,residential,,metal,,103330.49,
Disposal,MO,Statewide,2017,residential,,glass,,76948.24,
Disposal,MO,Statewide,2017,residential,,organic,,685938.55,
Disposal,MO,Statewide,2017,residential,,organic,food,323182.59,
Disposal,MO,Statewide,2017,residential,,construction and demolition,,0,
Disposal,MO,Statewide,2017,residential,,other materials,,505659.83,
Disposal,M2,Countywide,2010,all,,paper,,36597,
Disposal,M2,Countywide,2010,all,,paper,compostable_paper,12559,
Disposal,M2,Countywide,2010,all,,plastic,,29180,
Disposal,M2,Countywide,2010,all,,metal,,8315,
Disposal,M2,Countywide,2010,all,,glass,,4941,
Disposal,M2,Countywide,2010,all,,organic,,91692,
Disposal,M2,Countywide,2010,all,,organic,food,31055,
Disposal,M2,Countywide,2010,all,,construction and demolition,,15800,
Disposal,M2,Countywide,2010,all,,other materials,,34292,
Disposal,M2,Countywide,2010,residential,,paper,,12915,
Disposal,M2,Countywide,2010,residential,,paper,compostable_paper,4253,
Disposal,M2,Countywide,2010,residential,,plastic,,12976,
Disposal,M2,Countywide,2010,residential,,metal,,2720,
Disposal,M2,Countywide,2010,residential,,glass,,1584,
Disposal,M2,Countywide,2010,residential,,organic,,49394,
Disposal,M2,Countywide,2010,residential,,organic,food,13539,
Disposal,M2,Countywide,2010,residential,,construction and demolition,,4794,
Disposal,M2,Countywide,2010,residential,,other materials,,18580,
Disposal,M2,Countywide,2010,commercial,,paper,,23636,
Disposal,M2,Countywide,2010,commercial,,paper,compostable_paper,8287,
Disposal,M2,Countywide,2010,commercial,,plastic,,16140,
Disposal,M2,Countywide,2010,commercial,,metal,,5558,
Disposal,M2,Countywide,2010,commercial,,glass,,3350,
Disposal,M2,Countywide,2010,commercial,,organic,,42104,
Disposal,M2,Countywide,2010,commercial,,organic,food,17415,
Disposal,M2,Countywide,2010,commercial,,construction and demolition,,10907,
Disposal,M2,Countywide,2010,commercial,,other materials,,15533,
Disposal,M2,Countywide,2019,all,,paper,,50217,
Disposal,M2,Countywide,2019,all,,paper,compostable_paper,16370,
Disposal,M2,Countywide,2019,all,,plastic,,32829,
Disposal,M2,Countywide,2019,all,,metal,,11037,
Disposal,M2,Countywide,2019,all,,glass,,7781,
Disposal,M2,Countywide,2019,all,,organic,,48959,
Disposal,M2,Countywide,2019,all,,organic,food,37039,
Disposal,M2,Countywide,2019,all,,construction and demolition,,33973,
Disposal,M2,Countywide,2019,all,,other materials,,49420,
Disposal,M2,Countywide,2019,residential,,paper,,17096,
Disposal,M2,Countywide,2019,residential,,paper,compostable_paper,6179,
Disposal,M2,Countywide,2019,residential,,plastic,,11614,
Disposal,M2,Countywide,2019,residential,,metal,,5741,
Disposal,M2,Countywide,2019,residential,,glass,,3028,
Disposal,M2,Countywide,2019,residential,,organic,,24445,
Disposal,M2,Countywide,2019,residential,,organic,food,15226,
Disposal,M2,Countywide,2019,residential,,construction and demolition,,6993,
Disposal,M2,Countywide,2019,residential,,other materials,,23153,
Disposal,M2,Countywide,2019,commercial,,paper,,33122,
Disposal,M2,Countywide,2019,commercial,,paper,compostable_paper,10191,
Disposal,M2,Countywide,2019,commercial,,plastic,,21215,
Disposal,M2,Countywide,2019,commercial,,metal,,5295,
Disposal,M2,Countywide,2019,commercial,,glass,,4753,
Disposal,M2,Countywide,2019,commercial,,organic,,24514,
Disposal,M2,Countywide,2019,commercial,,organic,food,21813,
Disposal,M2,Countywide,2019,commercial,,construction and demolition,,26980,
Disposal,M2,Countywide,2019,commercial,,other materials,,26267,
Disposal,M1,Countywide,2016,commercial,,paper,,27723,
Disposal,M1,Countywide,2016,commercial,,paper,compostable_paper,9879,
Disposal,M1,Countywide,2016,commercial,,plastic,,17858,
Disposal,M1,Countywide,2016,commercial,,metal,,5695,
Disposal,M1,Countywide,2016,commercial,,glass,,3142,
Disposal,M1,Countywide,2016,commercial,,organic,,32325,
Disposal,M1,Countywide,2016,commercial,,organic,food,29935,
Disposal,M1,Countywide,2016,commercial,,construction and demolition,,14420,
Disposal,M1,Countywide,2016,commercial,,other materials,,20873,
Disposal,M1,Countywide,2014,residential,,paper,,22728,
Disposal,M1,Countywide,2014,residential,,paper,compostable_paper,7169,
Disposal,M1,Countywide,2014,residential,,plastic,,12945,
Disposal,M1,Countywide,2014,residential,,metal,,3522,
Disposal,M1,Countywide,2014,residential,,glass,,2598,
Disposal,M1,Countywide,2014,residential,,organic,,60416,
Disposal,M1,Countywide,2014,residential,,organic,food,33113,
Disposal,M1,Countywide,2014,residential,,construction and demolition,,5213,
Disposal,M1,Countywide,2014,residential,,other materials,,4816,
