year,county_name,state_name,median_10
2000,Autauga,Alabama,37
2000,Baldwin,Alabama,41.1
2000,Barbour,Alabama,39
2000,Bibb,Alabama,37.8
2000,Blount,Alabama,39
2000,Bullock,Alabama,38.5
2000,Butler,Alabama,40.1
2000,Calhoun,Alabama,38.2
2000,Chambers,Alabama,41.5
2000,Cherokee,Alabama,43.9
2000,Chilton,Alabama,37.6
2000,Choctaw,Alabama,43.4
2000,Clarke,Alabama,40.2
2000,Clay,Alabama,42
2000,Cleburne,Alabama,40.6
2000,Coffee,Alabama,37.6
2000,Colbert,Alabama,41.8
2000,Conecuh,Alabama,43
2000,Coosa,Alabama,44.2
2000,Covington,Alabama,42.4
2000,Crenshaw,Alabama,40.7
2000,Cullman,Alabama,39.9
2000,Dale,Alabama,36.1
2000,Dallas,Alabama,37.7
2000,DeKalb,Alabama,37.5
2000,Elmore,Alabama,37.8
2000,Escambia,Alabama,39.2
2000,Etowah,Alabama,40.2
2000,Fayette,Alabama,42.5
2000,Franklin,Alabama,37.8
2000,Geneva,Alabama,42
2000,Greene,Alabama,41.8
2000,Hale,Alabama,40
2000,Henry,Alabama,42.8
2000,Houston,Alabama,38.5
2000,Jackson,Alabama,41.4
2000,Jefferson,Alabama,37.1
2000,Lamar,Alabama,43.5
2000,Lauderdale,Alabama,40.4
2000,Lawrence,Alabama,40.6
2000,Lee,Alabama,29.5
2000,Limestone,Alabama,38.4
2000,Lowndes,Alabama,40.6
2000,Macon,Alabama,36.3
2000,Madison,Alabama,37.3
2000,Marengo,Alabama,40.4
2000,Marion,Alabama,42.8
2000,Marshall,Alabama,38.2
2000,Mobile,Alabama,36.6
2000,Monroe,Alabama,40.1
2000,Montgomery,Alabama,34.9
2000,Morgan,Alabama,39
2000,Perry,Alabama,37.2
2000,Pickens,Alabama,41.9
2000,Pike,Alabama,31.4
2000,Randolph,Alabama,41.2
2000,Russell,Alabama,35.8
2000,St. Clair,Alabama,38.6
2000,Shelby,Alabama,36.9
2000,Sumter,Alabama,37.7
2000,Talladega,Alabama,39.3
2000,Tallapoosa,Alabama,42.4
2000,Tuscaloosa,Alabama,31.2
2000,Walker,Alabama,41.2
2000,Washington,Alabama,39.7
2000,Wilcox,Alabama,38.8
2000,Winston,Alabama,43.1
2000,Aleutians East Borough,Alaska,42.1
2000,Aleutians West Census Area,Alaska,40.7
2000,Anchorage Municipality,Alaska,32.9
2000,Bethel Census Area,Alaska,26.2
2000,Bristol Bay Borough,Alaska,42.8
2000,Denali Borough,Alaska,41.5
2000,Dillingham Census Area,Alaska,29
2000,Fairbanks North Star Borough,Alaska,31
2000,Haines Borough,Alaska,46.9
2000,Hoonah-Angoon Census Area,Alaska,46
2000,Juneau City and Borough,Alaska,38.1
2000,Kenai Peninsula Borough,Alaska,40.6
2000,Ketchikan Gateway Borough,Alaska,38.4
2000,Kodiak Island Borough,Alaska,32.5
2000,Lake and Peninsula Borough,Alaska,30.8
2000,Matanuska-Susitna Borough,Alaska,34.8
2000,Nome Census Area,Alaska,27.6
2000,North Slope Borough,Alaska,35.1
2000,Northwest Arctic Borough,Alaska,25.7
2000,Petersburg Census Area,Alaska,41.5
2000,Prince of Wales-Hyder Census Area,Alaska,39.9
2000,Sitka City and Borough,Alaska,38.2
2000,Skagway Municipality,Alaska,41.2
2000,Southeast Fairbanks Census Area,Alaska,37.4
2000,Valdez-Cordova Census Area,Alaska,39.8
2000,Wade Hampton Census Area,Alaska,21.9
2000,Wrangell City and Borough,Alaska,46.7
2000,Yakutat City and Borough,Alaska,39.7
2000,Yukon-Koyukuk Census Area,Alaska,35.3
2000,Apache,Arizona,32.4
2000,Cochise,Arizona,39.7
2000,Coconino,Arizona,31
2000,Gila,Arizona,47.9
2000,Graham,Arizona,31.6
2000,Greenlee,Arizona,34.8
2000,La Paz,Arizona,53.9
2000,Maricopa,Arizona,34.6
2000,Mohave,Arizona,47.6
2000,Navajo,Arizona,34.7
2000,Pima,Arizona,37.7
2000,Pinal,Arizona,35.3
2000,Santa Cruz,Arizona,35.6
2000,Yavapai,Arizona,49.2
2000,Yuma,Arizona,33.8
2000,Arkansas,Arkansas,40.7
2000,Ashley,Arkansas,40.3
2000,Baxter,Arkansas,50.6
2000,Benton,Arkansas,34.3
2000,Boone,Arkansas,41.4
2000,Bradley,Arkansas,40.3
2000,Calhoun,Arkansas,43.4
2000,Carroll,Arkansas,44
2000,Chicot,Arkansas,41.8
2000,Clark,Arkansas,33.5
2000,Clay,Arkansas,43.2
2000,Cleburne,Arkansas,46.8
2000,Cleveland,Arkansas,40.2
2000,Columbia,Arkansas,37
2000,Conway,Arkansas,40.5
2000,Craighead,Arkansas,33.2
2000,Crawford,Arkansas,37.6
2000,Crittenden,Arkansas,34.2
2000,Cross,Arkansas,39.7
2000,Dallas,Arkansas,42.7
2000,Desha,Arkansas,38.7
2000,Drew,Arkansas,36.9
2000,Faulkner,Arkansas,31.5
2000,Franklin,Arkansas,39.8
2000,Fulton,Arkansas,47
2000,Garland,Arkansas,44.4
2000,Grant,Arkansas,39.5
2000,Greene,Arkansas,37.9
2000,Hempstead,Arkansas,37.7
2000,Hot Spring,Arkansas,40.1
2000,Howard,Arkansas,38.4
2000,Independence,Arkansas,39
2000,Izard,Arkansas,47.3
2000,Jackson,Arkansas,40.5
2000,Jefferson,Arkansas,37.4
2000,Johnson,Arkansas,37.2
2000,Lafayette,Arkansas,43.3
2000,Lawrence,Arkansas,40.9
2000,Lee,Arkansas,39.8
2000,Lincoln,Arkansas,38
2000,Little River,Arkansas,41.2
2000,Logan,Arkansas,41.4
2000,Lonoke,Arkansas,35.3
2000,Madison,Arkansas,40.9
2000,Marion,Arkansas,50.1
2000,Miller,Arkansas,37.2
2000,Mississippi,Arkansas,34.9
2000,Monroe,Arkansas,44.2
2000,Montgomery,Arkansas,46.8
2000,Nevada,Arkansas,41.6
2000,Newton,Arkansas,46
2000,Ouachita,Arkansas,42.1
2000,Perry,Arkansas,41.6
2000,Phillips,Arkansas,36.9
2000,Pike,Arkansas,40.2
2000,Poinsett,Arkansas,39.8
2000,Polk,Arkansas,43.1
2000,Pope,Arkansas,35.1
2000,Prairie,Arkansas,44.5
2000,Pulaski,Arkansas,36
2000,Randolph,Arkansas,41.9
2000,St. Francis,Arkansas,37.2
2000,Saline,Arkansas,38.8
2000,Scott,Arkansas,39.8
2000,Searcy,Arkansas,46.8
2000,Sebastian,Arkansas,36.7
2000,Sevier,Arkansas,33.7
2000,Sharp,Arkansas,47
2000,Stone,Arkansas,47.7
2000,Union,Arkansas,40.1
2000,Van Buren,Arkansas,46.6
2000,Washington,Arkansas,30.7
2000,White,Arkansas,36
2000,Woodruff,Arkansas,43.3
2000,Yell,Arkansas,37.8
2000,Alameda,California,36.6
2000,Alpine,California,46.7
2000,Amador,California,48.2
2000,Butte,California,37.2
2000,Calaveras,California,49.2
2000,Colusa,California,33.5
2000,Contra Costa,California,38.5
2000,Del Norte,California,39.1
2000,El Dorado,California,43.6
2000,Fresno,California,30.6
2000,Glenn,California,35.3
2000,Humboldt,California,37.1
2000,Imperial,California,31.9
2000,Inyo,California,45.6
2000,Kern,California,30.7
2000,Kings,California,31.1
2000,Lake,California,45
2000,Lassen,California,37.1
2000,Los Angeles,California,34.8
2000,Madera,California,33
2000,Marin,California,44.5
2000,Mariposa,California,49.2
2000,Mendocino,California,41.5
2000,Merced,California,29.6
2000,Modoc,California,46.1
2000,Mono,California,37.2
2000,Monterey,California,32.9
2000,Napa,California,39.7
2000,Nevada,California,47.6
2000,Orange,California,36.2
2000,Placer,California,40.3
2000,Plumas,California,49.6
2000,Riverside,California,33.7
2000,Sacramento,California,34.8
2000,San Benito,California,34.3
2000,San Bernardino,California,31.7
2000,San Diego,California,34.6
2000,San Francisco,California,38.5
2000,San Joaquin,California,32.7
2000,San Luis Obispo,California,39.4
2000,San Mateo,California,39.3
2000,Santa Barbara,California,33.6
2000,Santa Clara,California,36.2
2000,Santa Cruz,California,36.9
2000,Shasta,California,41.8
2000,Sierra,California,50.9
2000,Siskiyou,California,47
2000,Solano,California,36.9
2000,Sonoma,California,39.9
2000,Stanislaus,California,32.9
2000,Sutter,California,34.5
2000,Tehama,California,39.5
2000,Trinity,California,49.3
2000,Tulare,California,29.6
2000,Tuolumne,California,47.3
2000,Ventura,California,36.2
2000,Yolo,California,30.4
2000,Yuba,California,32.1
2000,Adams,Colorado,32.4
2000,Alamosa,Colorado,32.9
2000,Arapahoe,Colorado,35.7
2000,Archuleta,Colorado,48.4
2000,Baca,Colorado,47.4
2000,Bent,Colorado,39.8
2000,Boulder,Colorado,35.8
2000,Broomfield,Colorado,36.4
2000,Chaffee,Colorado,47.4
2000,Cheyenne,Colorado,42.7
2000,Clear Creek,Colorado,46.6
2000,Conejos,Colorado,38.2
2000,Costilla,Colorado,49
2000,Crowley,Colorado,38.9
2000,Custer,Colorado,53.3
2000,Delta,Colorado,45.6
2000,Denver,Colorado,33.7
2000,Dolores,Colorado,44.7
2000,Douglas,Colorado,36.6
2000,Eagle,Colorado,34
2000,Elbert,Colorado,43.8
2000,El Paso,Colorado,34.1
2000,Fremont,Colorado,43.6
2000,Garfield,Colorado,34.5
2000,Gilpin,Colorado,45.6
2000,Grand,Colorado,41.2
2000,Gunnison,Colorado,34.3
2000,Hinsdale,Colorado,47.1
2000,Huerfano,Colorado,51.8
2000,Jackson,Colorado,47.3
2000,Jefferson,Colorado,40.4
2000,Kiowa,Colorado,47.4
2000,Kit Carson,Colorado,39.7
2000,Lake,Colorado,35
2000,La Plata,Colorado,38.4
2000,Larimer,Colorado,35.5
2000,Las Animas,Colorado,43.9
2000,Lincoln,Colorado,40.9
2000,Logan,Colorado,38.4
2000,Mesa,Colorado,38.1
2000,Mineral,Colorado,53.1
2000,Moffat,Colorado,35.8
2000,Montezuma,Colorado,42.9
2000,Montrose,Colorado,42
2000,Morgan,Colorado,36
2000,Otero,Colorado,40.9
2000,Ouray,Colorado,50
2000,Park,Colorado,46.9
2000,Phillips,Colorado,42.8
2000,Pitkin,Colorado,42
2000,Prowers,Colorado,36.7
2000,Pueblo,Colorado,38.7
2000,Rio Blanco,Colorado,38
2000,Rio Grande,Colorado,41
2000,Routt,Colorado,38.9
2000,Saguache,Colorado,43.3
2000,San Juan,Colorado,43.8
2000,San Miguel,Colorado,39.3
2000,Sedgwick,Colorado,49.2
2000,Summit,Colorado,36.4
2000,Teller,Colorado,47
2000,Washington,Colorado,44.2
2000,Weld,Colorado,33.1
2000,Yuma,Colorado,38.5
2000,Fairfield,Connecticut,39.5
